Zone, 250C11, 500C11, WrPr11, OtPk11, BkSc11
Zone, 2011_250m_car_share, 2011_500m_car_share, 2011_work_parking, 2011_nonwork_parking, 2011_bike_score
28530, 0, 0, 0.25, 0.15, 3
28540, 0, 1, 0.25, 0.15, 3
28550, 1, 1, 0.25, 0.15, 3
28560, 0, 0, 0.25, 0.15, 3
28570, 1, 1, 0.25, 0.15, 3
28580, 0, 0, 0.25, 0.15, 3
28590, 0, 0, 0.35, 0, 2
28600, 0, 0, 0.25, 0.2, 2
28610, 0, 0, 0.25, 0.2, 2
28620, 0, 0, 0.25, 0.15, 2
28630, 1, 1, 0.35, 0.15, 2
28640, 0, 1, 0.25, 0.15, 3
28650, 1, 1, 0.35, 0.15, 2
28660, 1, 1, 0.25, 0.15, 3
28670, 0, 0, 0.25, 0.2, 2
28680, 0, 0, 0.25, 0.2, 2
28690, 0, 0, 0.25, 0.2, 2
28700, 0, 0, 0.25, 0.2, 2
28710, 0, 0, 0.25, 0.15, 2
28720, 0, 0, 0.25, 0.15, 2
28730, 1, 1, 0.25, 0.15, 2
28740, 0, 0, 0.25, 0.15, 2
28750, 0, 0, 0.25, 0.15, 2
29010, 0, 0, 0.25, 0.2, 4
29020, 0, 0, 0.25, 0.2, 4
29030, 0, 1, 0.25, 0.2, 4
29040, 0, 0, 0.25, 0.2, 3
29050, 1, 1, 0.25, 0.2, 4
29060, 0, 0, 0.25, 0.2, 3
29070, 0, 0, 0.25, 0.2, 3
29080, 1, 1, 0.25, 0.2, 4
29090, 1, 1, 0.25, 0.2, 4
29100, 1, 1, 0, 0.2, 3
29110, 0, 0, 0, 0.2, 3
29120, 0, 0, 0.25, 0.2, 3
29130, 0, 0, 0.25, 0.15, 3
29140, 0, 0, 0.25, 0.15, 3
29150, 0, 0, 0, 0.2, 3
29160, 0, 0, 0.25, 0.15, 3
29170, 0, 1, 0.25, 0.15, 3
29180, 0, 1, 0.25, 0.15, 3
29190, 0, 1, 0.25, 0.15, 3
29200, 0, 0, 0.25, 0.15, 3
29210, 0, 0, 0.25, 0.15, 3
29220, 0, 0, 0.25, 0.2, 3
29230, 1, 1, 0.25, 0.15, 3
29240, 1, 1, 0.25, 0.15, 3
29250, 0, 1, 0.25, 0.15, 3
29260, 1, 1, 0.25, 0.15, 3
29270, 1, 1, 0.25, 0.2, 3
29280, 0, 0, 0, 0.15, 3
29290, 1, 1, 0.25, 0.15, 3
29300, 1, 1, 0.25, 0.15, 3
29310, 1, 1, 0.35, 0.15, 3
29320, 1, 1, 0.35, 0.15, 3
29330, 1, 1, 0.25, 0.2, 3
29340, 0, 1, 0, 0.15, 3
29350, 0, 1, 0.35, 0.15, 3
29360, 1, 1, 0.35, 0.15, 3
29370, 1, 1, 0.25, 0.2, 3
29380, 0, 0, 0.35, 0.15, 3
29390, 1, 1, 0.25, 0.2, 3
29400, 0, 1, 0.25, 0.2, 2
29410, 0, 0, 0.25, 0.2, 2
29420, 0, 0, 0.25, 0.2, 2
29430, 0, 0, 0.25, 0.2, 2
29440, 0, 0, 0.25, 0.2, 2
29450, 0, 0, 0.25, 0.2, 2
31010, 0, 0, 0, 0, 1
31020, 0, 0, 0.25, 0.2, 2
31030, 0, 0, 0, 0, 1
31040, 0, 0, 0, 0, 1
31050, 0, 0, 0, 0, 1
31060, 0, 0, 0.2, 0.15, 2
31070, 0, 0, 0.2, 0.15, 2
31080, 0, 0, 0.25, 0.2, 2
31090, 0, 0, 0.25, 0.2, 2
31100, 0, 0, 0.25, 0.2, 2
31110, 0, 0, 0.2, 0.15, 3
31120, 0, 0, 0.2, 0.15, 3
31130, 0, 0, 0.25, 0.2, 4
31140, 0, 0, 0.25, 0.2, 2
31150, 0, 0, 0.25, 0.2, 2
31160, 0, 0, 0.25, 0.2, 4
31170, 0, 0, 0.25, 0.2, 4
31180, 0, 0, 0.25, 0.2, 4
31190, 0, 0, 0.25, 0.2, 4
31200, 0, 0, 0.25, 0.2, 2
31210, 0, 0, 0.2, 0.15, 3
31220, 0, 0, 0.2, 0.15, 3
31230, 0, 0, 0.25, 0.2, 4
31240, 0, 0, 0.25, 0.2, 4
31250, 0, 0, 0.25, 0.2, 4
32010, 0, 0, 0.25, 0.2, 3
32020, 0, 0, 0.25, 0.2, 1
32030, 0, 0, 0.25, 0.2, 2
32040, 0, 0, 0.25, 0.2, 2
32050, 0, 0, 0.2, 0.15, 1
32060, 0, 0, 0.2, 0.15, 1
32070, 0, 0, 0.2, 0.15, 2
32080, 0, 0, 0.2, 0.15, 1
32090, 0, 0, 0.2, 0.15, 1
32100, 0, 0, 0.25, 0.2, 1
32110, 0, 0, 0.25, 0.2, 1
32120, 0, 0, 0.2, 0.15, 1
32130, 0, 0, 0.25, 0.2, 1
32140, 0, 0, 0.25, 0.2, 1
32150, 0, 0, 0.25, 0.2, 1
32160, 0, 0, 0.2, 0.15, 1
32170, 0, 0, 0.2, 0.15, 2
32180, 0, 0, 0.2, 0.15, 2
32190, 0, 0, 0.2, 0.15, 2
32200, 0, 0, 0.2, 0.15, 2
32210, 0, 1, 0.25, 0.2, 1
32220, 0, 0, 0.2, 0.15, 2
32230, 0, 0, 0.2, 0.15, 3
32240, 0, 0, 0.2, 0.15, 1
32250, 0, 0, 0, 0, 2
32260, 0, 0, 0.2, 0.15, 2
32270, 0, 0, 0.2, 0.15, 2
32280, 0, 0, 0.2, 0.15, 2
32290, 1, 1, 0.25, 0.2, 1
32300, 0, 0, 0.2, 0.15, 2
32310, 1, 1, 0.25, 0.2, 2
32320, 0, 0, 0.25, 0.2, 2
32330, 0, 0, 0.2, 0.15, 2
32340, 0, 0, 0.2, 0.15, 2
32350, 0, 0, 0, 0.15, 2
32360, 0, 0, 0.2, 0.15, 1
32370, 0, 1, 0.25, 0.2, 2
32380, 0, 0, 0, 0.15, 2
32390, 0, 0, 0.2, 0.15, 2
32400, 0, 0, 0.2, 0.15, 2
32410, 1, 1, 0.25, 0.2, 1
32420, 0, 0, 0.25, 0.2, 2
32430, 0, 0, 0.2, 0.15, 2
32440, 0, 0, 0.2, 0.15, 2
32450, 0, 0, 0, 0.15, 2
32460, 0, 0, 0.25, 0.2, 1
32470, 0, 0, 0.25, 0.2, 1
32480, 0, 0, 0.25, 0.2, 2
32490, 0, 0, 0.2, 0.15, 2
32500, 0, 0, 0.2, 0.15, 2
32510, 0, 0, 0.2, 0.15, 2
32520, 0, 0, 0, 0.15, 2
32530, 0, 0, 0.2, 0.15, 1
32540, 0, 0, 0, 0.15, 1
32550, 0, 0, 0, 0.15, 2
32560, 0, 0, 0, 0.15, 2
32570, 0, 0, 0.2, 0.15, 2
32580, 0, 0, 0, 0.15, 2
32590, 0, 0, 0, 0.15, 2
32600, 0, 0, 0, 0.15, 2
32610, 0, 0, 0, 0.15, 2
32620, 0, 0, 0, 0.15, 2
32630, 0, 0, 0, 0.15, 2
32640, 0, 0, 0, 0.15, 2
33010, 0, 0, 0, 0, 2
33020, 0, 0, 0, 0, 2
33030, 0, 0, 0, 0, 2
33040, 0, 0, 0.25, 0.2, 2
33050, 0, 0, 0.2, 0.15, 2
33060, 0, 0, 0, 0, 2
33070, 0, 0, 0.25, 0.2, 2
33080, 0, 0, 0.25, 0.2, 2
33090, 0, 0, 0, 0, 2
33100, 0, 0, 0.25, 0.2, 2
33110, 0, 0, 0.25, 0.2, 2
33120, 0, 0, 0.25, 0.2, 3
33130, 0, 0, 0.2, 0.15, 2
33140, 0, 0, 0, 0, 2
33150, 0, 0, 0.2, 0.15, 2
33160, 0, 0, 0.25, 0.2, 2
33170, 0, 0, 0, 0, 2
33180, 0, 0, 0.25, 0.2, 2
33190, 0, 0, 0.25, 0.2, 2
33200, 0, 0, 0.25, 0.2, 2
33210, 0, 0, 0.25, 0.2, 3
33220, 0, 0, 0.2, 0.15, 2
33230, 0, 0, 0, 0, 2
33240, 0, 0, 0, 0, 2
33250, 0, 0, 0.25, 0.2, 2
33260, 0, 0, 0.25, 0.2, 2
33270, 0, 0, 0.25, 0.2, 3
33280, 0, 0, 0.25, 0.2, 3
33290, 0, 0, 0.25, 0.2, 3
33300, 0, 0, 0.25, 0.2, 2
33310, 0, 0, 0.25, 0.2, 3
34010, 0, 0, 0, 0, 3
34020, 0, 0, 0.2, 0.15, 3
34030, 0, 0, 0.25, 0.2, 1
34040, 0, 0, 0.25, 0.2, 3
34050, 0, 0, 0, 0, 3
34060, 0, 0, 0.2, 0.15, 3
34070, 0, 0, 0, 0, 3
34080, 0, 0, 0.25, 0.2, 1
34090, 0, 0, 0.25, 0.2, 1
34100, 0, 0, 0.25, 0.2, 3
34110, 0, 0, 0.2, 0.15, 3
34120, 0, 0, 0.25, 0.2, 3
34130, 0, 0, 0.25, 0.2, 3
34140, 0, 0, 0.25, 0.2, 3
34150, 0, 0, 0.2, 0.15, 3
34160, 0, 0, 0.2, 0.15, 3
34170, 0, 0, 0.25, 0.2, 3
34180, 0, 0, 0.25, 0.2, 3
34190, 0, 0, 0.25, 0.2, 3
34200, 0, 0, 0.2, 0.15, 3
34210, 0, 0, 0.2, 0.15, 3
34220, 0, 0, 0, 0.15, 4
34230, 0, 0, 0.25, 0.2, 3
34240, 0, 0, 0, 0.15, 4
34250, 0, 0, 0.25, 0.2, 1
34260, 0, 0, 0.2, 0.15, 3
34270, 0, 0, 0, 0.15, 4
34280, 0, 0, 0, 0, 3
34290, 0, 0, 0.2, 0.15, 1
35010, 0, 0, 0, 0, 1
35020, 0, 0, 0, 0, 1
35030, 0, 0, 0, 0, 1
35040, 0, 0, 0, 0, 1
35050, 0, 0, 0.2, 0.15, 1
41010, 0, 0, 0.15, 0.1, 3
41020, 0, 0, 0.15, 0.1, 3
41030, 0, 0, 0.15, 0.1, 3
41040, 0, 0, 0.15, 0.1, 2
41050, 0, 0, 0.15, 0.1, 2
41060, 0, 0, 0.15, 0.1, 3
41070, 0, 0, 0.15, 0.1, 2
41080, 0, 0, 0.15, 0.1, 3
41090, 0, 0, 0.15, 0.1, 3
41100, 0, 0, 0.15, 0.1, 3
41110, 0, 0, 0.15, 0.1, 2
41120, 0, 0, 0.15, 0.1, 3
41130, 0, 0, 0.15, 0.1, 3
42010, 0, 0, 0, 0, 2
42020, 0, 0, 0.15, 0.1, 2
42030, 0, 0, 0.15, 0.1, 2
42040, 0, 0, 0.15, 0.1, 2
42050, 0, 0, 0.15, 0, 2
42060, 0, 0, 0.15, 0.1, 3
42070, 0, 0, 0.15, 0.1, 3
42080, 0, 0, 0.15, 0.1, 3
42090, 0, 0, 0.15, 0.1, 3
42100, 0, 0, 0.15, 0.1, 2
42110, 0, 0, 0.15, 0.1, 2
42120, 0, 0, 0.15, 0.1, 3
42130, 0, 0, 0.15, 0.1, 3
42140, 0, 0, 0.15, 0.1, 3
42150, 0, 0, 0.15, 0.1, 3
42160, 0, 0, 0.15, 0.1, 3
42170, 0, 0, 0.15, 0.1, 3
42180, 0, 0, 0.15, 0.1, 3
42190, 0, 0, 0.15, 0.1, 3
42200, 0, 0, 0.15, 0.1, 3
42210, 0, 0, 0.15, 0.1, 3
42220, 0, 0, 0.15, 0.1, 3
42230, 0, 0, 0.15, 0.1, 3
42240, 0, 0, 0.15, 0.1, 3
42250, 0, 0, 0.15, 0.1, 3
42260, 0, 0, 0.15, 0.1, 3
42270, 0, 0, 0.15, 0.1, 3
42280, 0, 0, 0.15, 0.1, 3
42290, 0, 0, 0.15, 0.1, 3
42300, 0, 0, 0.15, 0.1, 3
42310, 0, 0, 0.15, 0.1, 2
42320, 0, 0, 0.15, 0.1, 2
42330, 0, 0, 0.15, 0.1, 3
42340, 0, 0, 0.15, 0.1, 3
42350, 0, 0, 0, 0.1, 2
42360, 0, 0, 0.15, 0.1, 3
42370, 0, 0, 0.15, 0.1, 3
42380, 0, 0, 0.15, 0.1, 2
42390, 0, 0, 0.15, 0.1, 2
42400, 0, 0, 0.15, 0.1, 2
42410, 0, 0, 0.15, 0.1, 2
42420, 0, 0, 0, 0.1, 2
42430, 0, 0, 0.15, 0.1, 2
42440, 0, 0, 0, 0, 2
43010, 0, 0, 0, 0, 3
51010, 0, 0, 0, 0.1, 1
51020, 0, 0, 0.1, 0.25, 2
51030, 0, 0, 0.1, 0.25, 2
51040, 0, 0, 0.1, 0.25, 2
51050, 0, 0, 0.2, 0.15, 4
51060, 0, 0, 0.2, 0.1, 3
51070, 0, 0, 0.2, 0.1, 3
51080, 0, 0, 0.2, 0.1, 3
51090, 0, 0, 0.2, 0.1, 3
51100, 0, 0, 0.2, 0.1, 3
51110, 0, 0, 0.2, 0.1, 2
51120, 0, 0, 0.2, 0.1, 3
51130, 0, 0, 0.2, 0.15, 4
51140, 0, 0, 0.2, 0.15, 4
51150, 0, 0, 0.2, 0.15, 4
51160, 0, 0, 0.2, 0.15, 4
51170, 0, 0, 0.2, 0.1, 1
51180, 0, 0, 0.2, 0.1, 1
51190, 0, 0, 0.2, 0.1, 3
51200, 0, 0, 0.2, 0.1, 3
51210, 0, 0, 0.2, 0.1, 3
51220, 0, 0, 0.2, 0.1, 2
51230, 0, 0, 0, 0, 3
51240, 0, 0, 0.2, 0.15, 4
51250, 0, 0, 0.2, 0.15, 4
51260, 0, 0, 0.2, 0.15, 3
51270, 0, 0, 0.2, 0.15, 3
51280, 0, 0, 0.2, 0.1, 1
51290, 0, 0, 0.2, 0.1, 1
51300, 0, 0, 0.2, 0.1, 3
51310, 0, 0, 0.2, 0.1, 3
51320, 0, 0, 0.2, 0.15, 4
51330, 0, 0, 0.2, 0.15, 4
51340, 0, 0, 0.2, 0.15, 3
51350, 0, 0, 0.2, 0.15, 4
51360, 0, 0, 0.2, 0.15, 4
51370, 0, 0, 0.2, 0.15, 4
51380, 0, 0, 0.2, 0.15, 3
51390, 0, 0, 0.2, 0.1, 1
51400, 0, 0, 0.2, 0.1, 3
51410, 0, 0, 0.2, 0.1, 3
51420, 0, 0, 0.2, 0.1, 3
51430, 0, 0, 0.2, 0.1, 3
51440, 0, 0, 0.2, 0.1, 3
51450, 0, 0, 0.2, 0.15, 3
51460, 0, 0, 0.2, 0.15, 3
51470, 0, 0, 0.2, 0.15, 4
51480, 0, 0, 0.2, 0.15, 4
51490, 0, 0, 0.2, 0.15, 4
51500, 0, 0, 0.2, 0.15, 4
51510, 0, 0, 0.2, 0.15, 3
51520, 0, 0, 0.2, 0.1, 3
51530, 0, 0, 0.2, 0.15, 3
51540, 0, 0, 0.2, 0.15, 3
51550, 0, 0, 0.2, 0.15, 3
51560, 0, 0, 0.2, 0.15, 3
51570, 0, 0, 0.2, 0.15, 4
51580, 0, 0, 0.2, 0.15, 3
51590, 0, 0, 0.2, 0.15, 3
51600, 0, 0, 0, 0, 3
51610, 0, 0, 0.2, 0.1, 3
51620, 0, 0, 0.2, 0.1, 3
51630, 0, 0, 0, 0, 3
51640, 0, 0, 0.2, 0.1, 3
51650, 0, 0, 0.2, 0.15, 3
51660, 0, 0, 0.2, 0.15, 3
51670, 0, 0, 0.2, 0.15, 3
51680, 0, 0, 0.2, 0.15, 3
51690, 0, 0, 0.2, 0.15, 3
51700, 0, 0, 0.2, 0.15, 3
51710, 0, 0, 0.2, 0.15, 3
51720, 0, 0, 0, 0, 3
51730, 0, 0, 0.2, 0.1, 3
51740, 0, 0, 0.2, 0.1, 3
51750, 0, 0, 0.2, 0.15, 3
51760, 0, 0, 0.2, 0.15, 3
51770, 0, 0, 0.2, 0.15, 3
51780, 0, 0, 0.2, 0.15, 3
51790, 0, 0, 0.2, 0.15, 3
51800, 0, 0, 0, 0, 3
51810, 0, 0, 0, 0, 3
52010, 0, 0, 0.2, 0.1, 3
52020, 0, 0, 0.2, 0.1, 3
52030, 0, 0, 0.2, 0.1, 3
52040, 0, 0, 0.2, 0.1, 3
52050, 0, 0, 0.2, 0.1, 3
52060, 0, 0, 0, 0.1, 3
52070, 0, 0, 0, 0.1, 3
52080, 0, 0, 0, 0.1, 3
52090, 0, 0, 0.2, 0.1, 3
52100, 0, 0, 0.2, 0.1, 3
52110, 0, 0, 0.2, 0.1, 3
52120, 0, 0, 0.2, 0.1, 3
52130, 0, 0, 0.2, 0.1, 3
52140, 0, 0, 0.2, 0.1, 3
52150, 0, 0, 0.2, 0.1, 3
52160, 0, 0, 0.2, 0.1, 3
52170, 0, 0, 0.2, 0.1, 3
52180, 0, 0, 0.2, 0.1, 3
52190, 0, 0, 0.2, 0.1, 3
52200, 0, 0, 0.2, 0.1, 3
52210, 0, 0, 0.2, 0.1, 3
52220, 0, 0, 0, 0.1, 4
52230, 0, 0, 0.2, 0.1, 3
52240, 0, 0, 0.2, 0.1, 3
52250, 0, 0, 0.2, 0.1, 3
52260, 0, 0, 0.2, 0.1, 3
52270, 0, 0, 0.2, 0.1, 3
53010, 0, 0, 0, 0.1, 3
53020, 0, 0, 0, 0.1, 3
53030, 0, 0, 0, 0.1, 3
53040, 0, 0, 0, 0.1, 3
53050, 0, 0, 0, 0, 3
53060, 0, 0, 0, 0.1, 3
53070, 0, 0, 0, 0, 3
53080, 0, 0, 0, 0, 3
53090, 0, 0, 0, 0, 3
53100, 0, 0, 0, 0.1, 3
53110, 0, 0, 0, 0, 3
53120, 0, 0, 0, 0, 3
53130, 0, 0, 0.2, 0.1, 2
53140, 0, 0, 0.2, 0.1, 2
53150, 0, 0, 0, 0.1, 3
53160, 0, 0, 0.2, 0.1, 2
53170, 0, 0, 0.2, 0.1, 2
53180, 0, 0, 0.2, 0.1, 2
53190, 0, 0, 0.2, 0.1, 2
53200, 0, 0, 0.2, 0.1, 2
53210, 0, 0, 0, 0.1, 3
53220, 0, 0, 0.2, 0.1, 2
54010, 0, 0, 0.2, 0.1, 3
54020, 0, 0, 0.2, 0.15, 3
54030, 0, 0, 0.2, 0.15, 3
54040, 0, 0, 0.2, 0.1, 3
54050, 0, 0, 0.2, 0.15, 3
54060, 0, 0, 0.2, 0.15, 3
54070, 0, 0, 0.2, 0.15, 3
54080, 0, 0, 0, 0.1, 3
54090, 0, 0, 0, 0.1, 3
54100, 0, 0, 0, 0.1, 3
54110, 0, 0, 0.2, 0.15, 3
54120, 0, 0, 0, 0.1, 3
54130, 0, 0, 0.2, 0.15, 3
54140, 0, 0, 0, 0.15, 3
54150, 0, 0, 0, 0.1, 3
54160, 0, 0, 0.2, 0.15, 4
54170, 0, 0, 0.2, 0.15, 4
54180, 0, 0, 0, 0, 3
54190, 0, 0, 0, 0, 3
54200, 0, 0, 0, 0.1, 3
54210, 0, 0, 0.2, 0.15, 3
54220, 0, 0, 0.2, 0.1, 3
54230, 0, 0, 0.2, 0.15, 3
54240, 0, 0, 0.2, 0.15, 3
54250, 0, 0, 0.2, 0.15, 3
54260, 0, 0, 0.2, 0.15, 3
54270, 0, 0, 0.2, 0.15, 3
54280, 0, 0, 0.2, 0.15, 3
54290, 0, 0, 0.2, 0.15, 3
54300, 0, 0, 0, 0.1, 3
54310, 0, 0, 0.2, 0.1, 2
54320, 0, 0, 0, 0.1, 3
54330, 0, 0, 0.2, 0.1, 3
54340, 0, 0, 0.2, 0.1, 3
54350, 0, 0, 0, 0, 3
54360, 0, 0, 0, 0, 3
54370, 0, 0, 0, 0, 3
54380, 0, 0, 0, 0.1, 3
54390, 0, 0, 0, 0, 1
54400, 0, 0, 0.2, 0.1, 3
54410, 0, 0, 0, 0.1, 1
54420, 0, 0, 0.2, 0, 3
54430, 0, 0, 0.2, 0.1, 3
54440, 0, 0, 0, 0.1, 1
54450, 0, 0, 0, 0.1, 1
61010, 0, 0, 0.3, 0, 3
61020, 0, 0, 0.3, 0, 3
61030, 0, 0, 0.3, 0, 3
61040, 0, 0, 0.3, 0, 3
61050, 0, 0, 0.3, 0.15, 3
61060, 0, 0, 0.3, 0, 3
61070, 0, 0, 0.3, 0.15, 3
61080, 0, 0, 0.3, 0.15, 3
61090, 0, 0, 0, 0.15, 3
61100, 0, 1, 0.3, 0.15, 3
61110, 0, 0, 0.3, 0, 4
61120, 0, 0, 0.3, 0.15, 3
61130, 0, 0, 0, 0.15, 3
61140, 0, 0, 0, 0.15, 3
61150, 1, 1, 0.3, 0.15, 4
61160, 1, 1, 0.3, 0.15, 4
61170, 0, 1, 0.3, 0, 4
61180, 0, 0, 0.3, 0.15, 3
61190, 0, 0, 0.3, 0.15, 3
61200, 0, 0, 0.3, 0.15, 3
61210, 0, 0, 0, 0.15, 3
61220, 0, 1, 0.3, 0.15, 3
61230, 0, 0, 0.3, 0.15, 3
61240, 1, 1, 0.3, 0.15, 4
61250, 1, 1, 0.3, 0.15, 4
61260, 0, 1, 0.3, 0.15, 4
61270, 0, 0, 0.3, 0.15, 4
61280, 0, 0, 0.3, 0, 3
61290, 0, 0, 0.3, 0, 3
61300, 0, 0, 0, 0.15, 3
61310, 0, 0, 0, 0.15, 3
61320, 0, 1, 0.3, 0.15, 3
61330, 0, 0, 0.3, 0.15, 3
61340, 0, 0, 0.3, 0.15, 3
61350, 0, 1, 0.3, 0.15, 4
61360, 0, 1, 0.3, 0.15, 4
61370, 0, 0, 0.3, 0.15, 4
61380, 0, 0, 0.3, 0.15, 4
61390, 0, 0, 0.3, 0.15, 4
61400, 0, 0, 0.3, 0, 3
61410, 0, 0, 0.3, 0, 3
61420, 0, 0, 0, 0.15, 3
61430, 0, 0, 0.3, 0.15, 4
61440, 0, 0, 0.3, 0.15, 4
61450, 0, 0, 0.3, 0.15, 4
61460, 0, 0, 0.3, 0.15, 4
61470, 0, 0, 0.3, 0.15, 4
61480, 0, 0, 0.3, 0.15, 3
61490, 0, 0, 0, 0, 3
61500, 0, 0, 0, 0.15, 3
61510, 0, 0, 0, 0.15, 3
61520, 0, 0, 0.3, 0.15, 3
61530, 0, 0, 0.3, 0.15, 3
61540, 0, 0, 0.3, 0.15, 3
61550, 0, 0, 0.3, 0.15, 3
61560, 0, 0, 0, 0, 3
61570, 0, 0, 0.3, 0.15, 4
61580, 0, 0, 0.3, 0.15, 4
61590, 0, 0, 0.3, 0.15, 4
61600, 0, 0, 0.3, 0.15, 4
61610, 0, 0, 0.3, 0.15, 3
61620, 0, 0, 0.2, 0.15, 3
61630, 0, 0, 0.2, 0.15, 3
61640, 0, 0, 0, 0.15, 3
61650, 0, 0, 0.3, 0.15, 3
61660, 0, 0, 0.3, 0.15, 4
61670, 0, 0, 0.3, 0.15, 4
61680, 0, 0, 0.3, 0.15, 4
61690, 0, 0, 0.3, 0.15, 4
61700, 0, 0, 0.3, 0, 3
61710, 0, 0, 0.3, 0, 3
61720, 0, 0, 0.2, 0.15, 3
61730, 0, 0, 0.3, 0, 4
61740, 0, 0, 0.3, 0, 4
61750, 0, 0, 0.2, 0.15, 3
61760, 0, 0, 0.3, 0.15, 3
61770, 0, 0, 0.3, 0.15, 3
61780, 0, 0, 0.3, 0.15, 3
61790, 0, 0, 0.2, 0.15, 3
61800, 0, 0, 0.2, 0.15, 3
61810, 0, 0, 0.3, 0.15, 3
61820, 0, 0, 0.3, 0.15, 3
61830, 0, 0, 0, 0.15, 3
61840, 0, 0, 0.2, 0.15, 3
61850, 0, 0, 0, 0.15, 3
61860, 0, 0, 0, 0.15, 3
61870, 0, 0, 0.2, 0.15, 3
61880, 0, 0, 0.3, 0.15, 3
61890, 0, 0, 0.3, 0.15, 3
61900, 0, 0, 0.3, 0.15, 3
61910, 0, 0, 0.2, 0.15, 3
61920, 0, 0, 0.2, 0.15, 3
61930, 0, 0, 0.2, 0.15, 3
62010, 0, 0, 0.2, 0.15, 3
62020, 0, 0, 0.2, 0.15, 3
62030, 0, 0, 0.2, 0.15, 3
62040, 0, 0, 0.2, 0.15, 3
62050, 0, 0, 0.2, 0.15, 3
62060, 0, 0, 0, 0.15, 3
62070, 0, 0, 0.2, 0.15, 3
62080, 0, 0, 0.2, 0.15, 3
62090, 0, 0, 0.2, 0.15, 3
62100, 0, 0, 0.2, 0.15, 3
62110, 0, 0, 0.2, 0.15, 3
62120, 0, 0, 0, 0.15, 3
62130, 0, 0, 0.2, 0.15, 3
62140, 0, 0, 0.2, 0.15, 3
62150, 0, 0, 0.2, 0.15, 3
62160, 0, 0, 0.2, 0.15, 3
62170, 0, 0, 0.2, 0.15, 3
62180, 0, 0, 0.3, 0.15, 3
62190, 0, 0, 0.3, 0.15, 3
62200, 0, 0, 0.3, 0.15, 4
62210, 0, 0, 0.3, 0.15, 4
62220, 0, 0, 0.2, 0.15, 3
62230, 0, 0, 0.2, 0.15, 3
62240, 0, 0, 0.3, 0.15, 3
62250, 0, 0, 0.3, 0.15, 3
62260, 0, 0, 0.2, 0.15, 3
62270, 0, 0, 0.3, 0.15, 3
62280, 0, 0, 0.3, 0.15, 4
62290, 0, 0, 0.2, 0.15, 3
62300, 0, 0, 0.2, 0.15, 3
62310, 0, 0, 0.3, 0.15, 3
62320, 0, 0, 0.3, 0.15, 3
62330, 0, 0, 0.3, 0.15, 4
62340, 0, 0, 0.2, 0.15, 3
62350, 0, 0, 0.2, 0.15, 3
62360, 0, 0, 0.2, 0.15, 3
62370, 0, 0, 0.2, 0.15, 3
62380, 0, 0, 0.2, 0.15, 3
62390, 0, 0, 0.3, 0.15, 4
62400, 0, 0, 0.3, 0.15, 4
62410, 0, 0, 0.3, 0.15, 4
62420, 0, 0, 0.3, 0.15, 3
62430, 0, 0, 0.3, 0.15, 3
62440, 0, 0, 0.3, 0.15, 3
62450, 0, 0, 0.2, 0.15, 3
62460, 0, 0, 0.2, 0.15, 3
62470, 0, 0, 0.3, 0.15, 3
62480, 0, 0, 0.2, 0.15, 3
62490, 0, 0, 0.2, 0.15, 3
62500, 0, 0, 0.2, 0, 3
62510, 0, 0, 0.2, 0, 3
62520, 0, 0, 0.3, 0.15, 3
62530, 0, 0, 0.3, 0.15, 3
62540, 0, 0, 0.2, 0.15, 3
62550, 0, 0, 0.2, 0.15, 3
62560, 0, 0, 0.3, 0.15, 3
62570, 0, 0, 0.2, 0.15, 3
62580, 0, 0, 0.2, 0.15, 3
62590, 0, 0, 0.2, 0.15, 3
62600, 0, 0, 0.2, 0.15, 3
62610, 0, 0, 0.2, 0.15, 3
62620, 0, 0, 0.2, 0.15, 3
62630, 0, 0, 0.2, 0.15, 3
62640, 0, 0, 0.2, 0.15, 3
62650, 0, 0, 0.2, 0.15, 3
62660, 0, 0, 0.2, 0.15, 3
62670, 0, 0, 0.2, 0.15, 3
62680, 0, 0, 0.2, 0.15, 3
62690, 0, 0, 0.2, 0.15, 3
62700, 0, 0, 0.2, 0.15, 3
62710, 0, 0, 0.2, 0.15, 3
62720, 0, 0, 0.2, 0.15, 3
62730, 0, 0, 0.2, 0.15, 3
62740, 0, 0, 0.2, 0.15, 3
63010, 0, 0, 0.3, 0.15, 3
63020, 0, 0, 0.3, 0.15, 3
63030, 0, 0, 0.3, 0.15, 3
63040, 0, 0, 0.3, 0.15, 3
63050, 0, 0, 0, 0.15, 3
63060, 0, 0, 0.3, 0.15, 3
63070, 0, 0, 0.3, 0.15, 3
63080, 0, 0, 0.3, 0.15, 3
63090, 0, 0, 0.3, 0.15, 3
63100, 0, 0, 0.3, 0.15, 3
63110, 0, 0, 0, 0.15, 3
63120, 0, 0, 0.3, 0.15, 3
63130, 0, 0, 0.3, 0.15, 3
63140, 0, 0, 0.3, 0.15, 3
63150, 0, 0, 0.3, 0.15, 3
63160, 0, 0, 0, 0.15, 3
63170, 0, 0, 0.3, 0.15, 3
63180, 0, 0, 0, 0.15, 3
63190, 0, 0, 0.3, 0.15, 3
63200, 0, 0, 0, 0.15, 3
63210, 0, 0, 0, 0.15, 3
63220, 0, 0, 0, 0.15, 3
63230, 0, 0, 0.2, 0, 3
63240, 0, 0, 0, 0, 3
63250, 0, 0, 0.2, 0, 3
63260, 0, 0, 0.3, 0.15, 3
63270, 0, 0, 0.3, 0.15, 3
