TAZ1741,HHInc,purpose,mode,Access_final
27510,2,HbEs,All,13.52211215
27510,2,HbEs,Auto,13.50301507
27510,2,HbEs,Transit,12.58924183
27510,2,HbPb,Active,11.06619648
27510,2,HbPb,All,15.34862332
27510,2,HbPb,Auto,14.85117655
27510,2,HbPb,Transit,14.73302813
27510,2,HbSh,Active,10.88182985
27510,2,HbSh,All,15.09595998
27510,2,HbSh,Auto,14.51530605
27510,2,HbSh,Transit,13.74114488
27510,2,HbSo,Active,12.27755656
27510,2,HbSo,All,16.66967288
27510,2,HbSo,Auto,16.08351136
27510,2,HbSo,Transit,15.55782838
27510,2,HbW,Active,15.21334555
27510,2,HbW,All,16.79986896
27510,2,HbW,Auto,15.5869168
27510,2,HbW,Transit,16.19266808
27510,3,HbEs,Active,11.28410762
27510,3,HbEs,All,13.52211215
27510,3,HbEs,Auto,13.50301507
27510,3,HbEs,Transit,12.58924183
27510,3,HbPb,Active,11.06619648
27510,3,HbPb,All,15.39318243
27510,3,HbPb,Auto,14.89928557
27510,3,HbPb,Transit,14.76585707
27510,3,HbSh,Active,10.88182985
27510,3,HbSh,All,15.37949241
27510,3,HbSh,Auto,14.7895831
27510,3,HbSh,Transit,13.97415293
27510,3,HbSo,Active,12.27755656
27510,3,HbSo,All,16.66967288
27510,3,HbSo,Auto,16.08351136
27510,3,HbSo,Transit,15.55782838
27510,3,HbW,Active,15.21334555
27510,3,HbW,All,16.83562802
27510,3,HbW,Auto,15.6301302
27510,3,HbW,Transit,16.22363912
27520,1,HbEs,Active,11.31733535
27520,1,HbEs,All,13.53466398
27520,1,HbEs,Auto,13.5084446
27520,1,HbEs,Transit,12.72385957
27520,1,HbPb,Active,11.36247226
27520,1,HbPb,All,15.46421225
27520,1,HbPb,Auto,14.85789099
27520,1,HbPb,Transit,14.98780569
27520,1,HbSh,Active,11.70629935
27520,1,HbSh,All,15.20685056
27520,1,HbSh,Auto,14.53087741
27520,1,HbSh,Transit,13.98476547
27520,1,HbSo,Active,12.71917684
27520,1,HbSo,All,16.63478989
27520,1,HbSo,Auto,15.88941119
27520,1,HbSo,Transit,15.80168391
27520,1,HbW,Active,15.17477963
27520,1,HbW,All,16.86954657
27520,1,HbW,Auto,15.48162379
27520,1,HbW,Transit,16.39610723
27520,2,HbEs,Active,11.31733535
27520,2,HbEs,All,13.53466398
27520,2,HbEs,Auto,13.5084446
27520,2,HbEs,Transit,12.72385957
27520,2,HbPb,Active,11.36247226
27520,2,HbPb,All,15.46421225
27520,2,HbPb,Auto,14.85789099
27520,2,HbPb,Transit,14.98780569
27520,2,HbSh,Active,11.70629935
27520,2,HbSh,All,15.21077381
27520,2,HbSh,Auto,14.5389004
27520,2,HbSh,Transit,13.98476547
27520,2,HbSo,Active,12.71917684
27520,2,HbSo,All,16.84040902
27520,2,HbSo,Auto,16.0966568
27520,2,HbSo,Transit,15.97879781
27520,2,HbW,Active,15.17477963
27520,2,HbW,All,16.96450319
27520,2,HbW,Auto,15.60038959
27520,2,HbW,Transit,16.48583909
27520,3,HbEs,Active,11.31733535
27520,3,HbEs,All,13.53466398
27520,3,HbEs,Auto,13.5084446
27520,3,HbEs,Transit,12.72385957
27520,3,HbPb,Active,11.36247226
27520,3,HbPb,All,15.50658464
27520,3,HbPb,Auto,14.90555281
27520,3,HbPb,Transit,15.02066207
27520,3,HbSh,Active,11.70629935
27520,3,HbSh,All,15.48188118
27520,3,HbSh,Auto,14.80843968
27520,3,HbSh,Transit,14.21615697
27520,3,HbSo,Active,12.71917684
27520,3,HbSo,All,16.84040902
27520,3,HbSo,Auto,16.0966568
27520,3,HbSo,Transit,15.97879781
27520,3,HbW,Active,15.17477963
27520,3,HbW,All,16.99899411
27520,3,HbW,Auto,15.64288254
27520,3,HbW,Transit,16.51670705
27530,1,HbEs,Active,11.31605421
27530,1,HbEs,All,13.49152114
27530,1,HbEs,Auto,13.48301988
27530,1,HbEs,Transit,12.39298292
27530,1,HbPb,Active,11.45580365
27530,1,HbPb,All,15.2276681
27530,1,HbPb,Auto,14.90281965
27530,1,HbPb,Transit,14.44147446
27530,1,HbSh,Active,11.73327517
27530,1,HbSh,All,15.00923437
27530,1,HbSh,Auto,14.6356589
27530,1,HbSh,Transit,13.30328035
27530,1,HbSo,Active,12.88412912
27530,1,HbSo,All,16.26713144
27530,1,HbSo,Auto,15.94415812
27530,1,HbSo,Transit,14.73108938
27530,1,HbW,Active,13.50718297
27530,1,HbW,All,16.29001224
27530,1,HbW,Auto,15.51443628
27530,1,HbW,Transit,15.62310465
27530,2,HbEs,Active,11.31605421
27530,2,HbEs,All,13.535887
27530,2,HbEs,Auto,13.53212571
27530,2,HbEs,Transit,12.32020045
27530,2,HbPb,Active,11.45580365
27530,2,HbPb,All,15.3250981
27530,2,HbPb,Auto,15.15665964
27530,2,HbPb,Transit,14.35720647
27530,2,HbSh,Active,11.73327517
27530,2,HbSh,All,15.29357897
27530,2,HbSh,Auto,15.13253292
27530,2,HbSh,Transit,13.19996096
27530,2,HbSo,Active,12.88412912
27530,2,HbSo,All,16.69647833
27530,2,HbSo,Auto,16.52961585
27530,2,HbSo,Transit,14.80484908
27530,2,HbW,Active,13.50718297
27530,2,HbW,All,16.5277636
27530,2,HbW,Auto,16.07374771
27530,2,HbW,Transit,15.64723196
27530,3,HbEs,Active,11.31605421
27530,3,HbEs,All,13.58596624
27530,3,HbEs,Auto,13.58374313
27530,3,HbEs,Transit,12.30180436
27530,3,HbPb,Active,11.45580365
27530,3,HbPb,All,15.47342203
27530,3,HbPb,Auto,15.3644111
27530,3,HbPb,Transit,14.36793683
27530,3,HbSh,Active,11.73327517
27530,3,HbSh,All,15.79226658
27530,3,HbSh,Auto,15.70302869
27530,3,HbSh,Transit,13.40145034
27530,3,HbSo,Active,12.88412912
27530,3,HbSo,All,16.86275002
27530,3,HbSo,Auto,16.75119044
27530,3,HbSo,Transit,14.77918519
27530,3,HbW,Active,13.50718297
27530,3,HbW,All,16.72283275
27530,3,HbW,Auto,16.41148671
27530,3,HbW,Transit,15.6630533
27540,1,HbEs,Active,11.30370035
27540,1,HbEs,All,13.50176448
27540,1,HbEs,Auto,13.49841939
27540,1,HbEs,Transit,11.87416447
27540,1,HbPb,Active,11.40287555
27540,1,HbPb,All,15.13342111
27540,1,HbPb,Auto,14.98430793
27540,1,HbPb,Transit,13.77252541
27540,1,HbSh,Active,11.66360085
27540,1,HbSh,All,15.01691037
27540,1,HbSh,Auto,14.79034291
27540,1,HbSh,Transit,12.74691915
27540,1,HbSo,Active,12.81456368
27540,1,HbSo,All,16.20729268
27540,1,HbSo,Auto,16.05979453
27540,1,HbSo,Transit,13.76156712
27540,1,HbW,Active,13.43559058
27540,1,HbW,All,16.1473039
27540,1,HbW,Auto,15.64927979
27540,1,HbW,Transit,15.12997536
27540,2,HbEs,Active,11.30370035
27540,2,HbEs,All,13.54730495
27540,2,HbEs,Auto,13.54565101
27540,2,HbEs,Transit,11.82754064
27540,2,HbPb,Active,11.40287555
27540,2,HbPb,All,15.27484608
27540,2,HbPb,Auto,15.20300895
27540,2,HbPb,Transit,13.70673563
27540,2,HbSh,Active,11.66360085
27540,2,HbSh,All,15.31104749
27540,2,HbSh,Auto,15.21412133
27540,2,HbSh,Transit,12.66624239
27540,2,HbSo,Active,12.81456368
27540,2,HbSo,All,16.6762001
27540,2,HbSo,Auto,16.59737383
27540,2,HbSo,Transit,13.84612034
27540,2,HbW,Active,13.43559058
27540,2,HbW,All,16.44467314
27540,2,HbW,Auto,16.15732696
27540,2,HbW,Transit,15.19232177
27540,3,HbEs,Active,11.30370035
27540,3,HbEs,All,13.59320992
27540,3,HbEs,Auto,13.59212828
27540,3,HbEs,Transit,11.81651722
27540,3,HbPb,Active,11.40287555
27540,3,HbPb,All,15.43524646
27540,3,HbPb,Auto,15.3896879
27540,3,HbPb,Transit,13.71917043
27540,3,HbSh,Active,11.66360085
27540,3,HbSh,All,15.80150754
27540,3,HbSh,Auto,15.74656459
27540,3,HbSh,Transit,12.85644394
27540,3,HbSo,Active,12.81456368
27540,3,HbSo,All,16.84134266
27540,3,HbSo,Auto,16.78792936
27540,3,HbSo,Transit,13.82737471
27540,3,HbW,Active,13.43559058
27540,3,HbW,All,16.6556581
27540,3,HbW,Auto,16.45768974
27540,3,HbW,Transit,15.22028757
27550,1,HbEs,Active,11.38122362
27550,1,HbEs,All,13.52390261
27550,1,HbEs,Auto,13.51595108
27550,1,HbEs,Transit,12.40783345
27550,1,HbPb,Active,11.53919006
27550,1,HbPb,All,15.2451008
27550,1,HbPb,Auto,14.87061507
27550,1,HbPb,Transit,14.45046738
27550,1,HbSh,Active,11.42637104
27550,1,HbSh,All,15.05231047
27550,1,HbSh,Auto,14.56580052
27550,1,HbSh,Transit,13.43829444
27550,1,HbSo,Active,12.71639628
27550,1,HbSo,All,16.30630873
27550,1,HbSo,Auto,15.91305146
27550,1,HbSo,Transit,14.81284486
27550,1,HbW,Active,15.38003617
27550,1,HbW,All,16.5164299
27550,1,HbW,Auto,15.52554328
27550,1,HbW,Transit,15.5314934
27550,2,HbEs,Active,11.38122362
27550,2,HbEs,All,13.52390261
27550,2,HbEs,Auto,13.51595108
27550,2,HbEs,Transit,12.40783345
27550,2,HbPb,Active,11.53919006
27550,2,HbPb,All,15.2451008
27550,2,HbPb,Auto,14.87061507
27550,2,HbPb,Transit,14.45046738
27550,2,HbSh,Active,11.42637104
27550,2,HbSh,All,15.0572757
27550,2,HbSh,Auto,14.57442135
27550,2,HbSh,Transit,13.43829444
27550,2,HbSo,Active,12.71639628
27550,2,HbSo,All,16.53246689
27550,2,HbSo,Auto,16.12248948
27550,2,HbSo,Transit,14.98685564
27550,2,HbW,Active,15.38003617
27550,2,HbW,All,16.61514095
27550,2,HbW,Auto,15.64669487
27550,2,HbW,Transit,15.62582695
27550,3,HbEs,Active,11.38122362
27550,3,HbEs,All,13.52390261
27550,3,HbEs,Auto,13.51595108
27550,3,HbEs,Transit,12.40783345
27550,3,HbPb,Active,11.53919006
27550,3,HbPb,All,15.29199725
27550,3,HbPb,Auto,14.91859685
27550,3,HbPb,Transit,14.48201835
27550,3,HbSh,Active,11.42637104
27550,3,HbSh,All,15.34477058
27550,3,HbSh,Auto,14.84772943
27550,3,HbSh,Transit,13.66452595
27550,3,HbSo,Active,12.71639628
27550,3,HbSo,All,16.53246689
27550,3,HbSo,Auto,16.12248948
27550,3,HbSo,Transit,14.98685564
27550,3,HbW,Active,15.38003617
27550,3,HbW,All,16.65275534
27550,3,HbW,Auto,15.69000266
27550,3,HbW,Transit,15.65869315
27560,1,HbEs,Active,11.34967539
27560,1,HbEs,All,13.51935444
27560,1,HbEs,Auto,13.51154486
27560,1,HbEs,Transit,12.37971334
27560,1,HbPb,Active,11.25831477
27560,1,HbPb,All,15.2780976
27560,1,HbPb,Auto,15.01271063
27560,1,HbPb,Transit,14.42014131
27560,1,HbSh,Active,10.97556704
27560,1,HbSh,All,15.1518778
27560,1,HbSh,Auto,14.85054144
27560,1,HbSh,Transit,13.40192078
27560,1,HbSo,Active,12.48040928
27560,1,HbSo,All,16.40165477
27560,1,HbSo,Auto,16.10788957
27560,1,HbSo,Transit,14.86948545
27560,1,HbW,Active,13.65817207
27560,1,HbW,All,16.43261875
27560,1,HbW,Auto,15.71176137
27560,1,HbW,Transit,15.75530994
27560,2,HbEs,Active,11.34967539
27560,2,HbEs,All,13.56337161
27560,2,HbEs,Auto,13.55990733
27560,2,HbEs,Transit,12.32523575
27560,2,HbPb,Active,11.25831477
27560,2,HbPb,All,15.37338217
27560,2,HbPb,Auto,15.23035995
27560,2,HbPb,Transit,14.35663936
27560,2,HbSh,Active,10.97556704
27560,2,HbSh,All,15.40274525
27560,2,HbSh,Auto,15.26996416
27560,2,HbSh,Transit,13.32406173
27560,2,HbSo,Active,12.48040928
27560,2,HbSo,All,16.80306902
27560,2,HbSo,Auto,16.64041998
27560,2,HbSo,Transit,14.96702961
27560,2,HbW,Active,13.65817207
27560,2,HbW,All,16.6621857
27560,2,HbW,Auto,16.21918749
27560,2,HbW,Transit,15.79096974
27560,3,HbEs,Active,11.34967539
27560,3,HbEs,All,13.61098607
27560,3,HbEs,Auto,13.60894474
27560,3,HbEs,Transit,12.31172423
27560,3,HbPb,Active,11.25831477
27560,3,HbPb,All,15.51728693
27560,3,HbPb,Auto,15.42242057
27560,3,HbPb,Transit,14.37267348
27560,3,HbSh,Active,10.97556704
27560,3,HbSh,All,15.8884249
27560,3,HbSh,Auto,15.81153571
27560,3,HbSh,Transit,13.53288872
27560,3,HbSo,Active,12.48040928
27560,3,HbSo,All,16.95266871
27560,3,HbSo,Auto,16.83982654
27560,3,HbSo,Transit,14.94805221
27560,3,HbW,Active,13.65817207
27560,3,HbW,All,16.84221768
27560,3,HbW,Auto,16.53158461
27560,3,HbW,Transit,15.80879994
27570,1,HbEs,Active,11.29341945
27570,1,HbEs,All,13.5270427
27570,1,HbEs,Auto,13.52232276
27570,1,HbEs,Transit,12.27645484
27570,1,HbPb,Active,11.03534303
27570,1,HbPb,All,15.2880835
27570,1,HbPb,Auto,15.0620963
27570,1,HbPb,Transit,14.38099546
27570,1,HbSh,Active,10.85219639
27570,1,HbSh,All,15.2067528
27570,1,HbSh,Auto,14.935046
27570,1,HbSh,Transit,13.42325531
27570,1,HbSo,Active,12.17912833
27570,1,HbSo,All,16.44215021
27570,1,HbSo,Auto,16.17326407
27570,1,HbSo,Transit,14.90923789
27570,1,HbW,Active,13.57858782
27570,1,HbW,All,16.34194379
27570,1,HbW,Auto,15.79588521
27570,1,HbW,Transit,15.46898971
27570,2,HbEs,Active,11.29341945
27570,2,HbEs,All,13.57545893
27570,2,HbEs,Auto,13.57346602
27570,2,HbEs,Transit,12.22897241
27570,2,HbPb,Active,11.03534303
27570,2,HbPb,All,15.39121525
27570,2,HbPb,Auto,15.27413524
27570,2,HbPb,Transit,14.32469874
27570,2,HbSh,Active,10.85219639
27570,2,HbSh,All,15.4554906
27570,2,HbSh,Auto,15.33953742
27570,2,HbSh,Transit,13.35423101
27570,2,HbSo,Active,12.17912833
27570,2,HbSo,All,16.84464618
27570,2,HbSo,Auto,16.6991133
27570,2,HbSo,Transit,15.01737283
27570,2,HbW,Active,13.57858782
27570,2,HbW,All,16.61503517
27570,2,HbW,Auto,16.29995074
27570,2,HbW,Transit,15.51758432
27570,3,HbEs,Active,11.29341945
27570,3,HbEs,All,13.61871998
27570,3,HbEs,Auto,13.61751568
27570,3,HbEs,Transit,12.21884166
27570,3,HbPb,Active,11.03534303
27570,3,HbPb,All,15.52752756
27570,3,HbPb,Auto,15.4486648
27570,3,HbPb,Transit,14.34481346
27570,3,HbSh,Active,10.85219639
27570,3,HbSh,All,15.91926681
27570,3,HbSh,Auto,15.85038337
27570,3,HbSh,Transit,13.56954259
27570,3,HbSo,Active,12.17912833
27570,3,HbSo,All,16.97698858
27570,3,HbSo,Auto,16.87295257
27570,3,HbSo,Transit,15.00290005
27570,3,HbW,Active,13.57858782
27570,3,HbW,All,16.79971329
27570,3,HbW,Auto,16.58061456
27570,3,HbW,Transit,15.54101086
27580,1,HbEs,Active,11.29846423
27580,1,HbEs,All,13.53532768
27580,1,HbEs,Auto,13.53076705
27580,1,HbEs,Transit,12.36422682
27580,1,HbPb,Active,11.07508219
27580,1,HbPb,All,15.3131163
27580,1,HbPb,Auto,15.10454412
27580,1,HbPb,Transit,14.40348839
27580,1,HbSh,Active,10.99790034
27580,1,HbSh,All,15.26152951
27580,1,HbSh,Auto,15.02141942
27580,1,HbSh,Transit,13.45043179
27580,1,HbSo,Active,12.21393631
27580,1,HbSo,All,16.49026973
27580,1,HbSo,Auto,16.23539671
27580,1,HbSo,Transit,14.97453244
27580,1,HbW,Active,13.55644765
27580,1,HbW,All,16.39740865
27580,1,HbW,Auto,15.86701332
27580,1,HbW,Transit,15.56436056
27580,2,HbEs,Active,11.29846423
27580,2,HbEs,All,13.5839976
27580,2,HbEs,Auto,13.58199226
27580,2,HbEs,Transit,12.32487588
27580,2,HbPb,Active,11.07508219
27580,2,HbPb,All,15.41291547
27580,2,HbPb,Auto,15.2983428
27580,2,HbPb,Transit,14.3582682
27580,2,HbSh,Active,10.99790034
27580,2,HbSh,All,15.4951238
27580,2,HbSh,Auto,15.38686384
27580,2,HbSh,Transit,13.39498835
27580,2,HbSo,Active,12.21393631
27580,2,HbSo,All,16.8796503
27580,2,HbSo,Auto,16.73458326
27580,2,HbSo,Transit,15.09600128
27580,2,HbW,Active,13.55644765
27580,2,HbW,All,16.66318912
27580,2,HbW,Auto,16.34464256
27580,2,HbW,Transit,15.62147118
27580,3,HbEs,Active,11.29846423
27580,3,HbEs,All,13.62459839
27580,3,HbEs,Auto,13.62331902
27580,3,HbEs,Transit,12.31706423
27580,3,HbPb,Active,11.07508219
27580,3,HbPb,All,15.54214766
27580,3,HbPb,Auto,15.46137858
27580,3,HbPb,Transit,14.38146831
27580,3,HbSh,Active,10.99790034
27580,3,HbSh,All,15.94275796
27580,3,HbSh,Auto,15.87492993
27580,3,HbSh,Transit,13.61370577
27580,3,HbSo,Active,12.21393631
27580,3,HbSo,All,17.00044885
27580,3,HbSo,Auto,16.89200337
27580,3,HbSo,Transit,15.08518496
27580,3,HbW,Active,13.55644765
27580,3,HbW,All,16.83458898
27580,3,HbW,Auto,16.60513307
27580,3,HbW,Transit,15.64731279
27590,1,HbEs,Active,11.29998352
27590,1,HbEs,All,13.50148805
27590,1,HbEs,Auto,13.48967257
27590,1,HbEs,Transit,12.47834387
27590,1,HbPb,Active,11.19960718
27590,1,HbPb,All,15.27667008
27590,1,HbPb,Auto,14.91009965
27590,1,HbPb,Transit,14.58968876
27590,1,HbSh,Active,11.38152194
27590,1,HbSh,All,15.05867448
27590,1,HbSh,Auto,14.65671108
27590,1,HbSh,Transit,13.50532975
27590,1,HbSo,Active,12.4658847
27590,1,HbSo,All,16.35337973
27590,1,HbSo,Auto,15.96000719
27590,1,HbSo,Transit,15.07010104
27590,1,HbW,Active,13.5366199
27590,1,HbW,All,16.45266167
27590,1,HbW,Auto,15.53803524
27590,1,HbW,Transit,15.92594634
27590,2,HbEs,Active,11.29998352
27590,2,HbEs,All,13.54356652
27590,2,HbEs,Auto,13.53850305
27590,2,HbEs,Transit,12.40531137
27590,2,HbPb,Active,11.19960718
27590,2,HbPb,All,15.35897254
27590,2,HbPb,Auto,15.16289766
27590,2,HbPb,Transit,14.5057642
27590,2,HbSh,Active,11.38152194
27590,2,HbSh,All,15.32540324
27590,2,HbSh,Auto,15.15030887
27590,2,HbSh,Transit,13.40243291
27590,2,HbSo,Active,12.4658847
27590,2,HbSo,All,16.75140192
27590,2,HbSo,Auto,16.54131742
27590,2,HbSo,Transit,15.14369323
27590,2,HbW,Active,13.5366199
27590,2,HbW,All,16.65580121
27590,2,HbW,Auto,16.09430754
27590,2,HbW,Transit,15.94509069
27590,3,HbEs,Active,11.29998352
27590,3,HbEs,All,13.59573228
27590,3,HbEs,Auto,13.59287978
27590,3,HbEs,Transit,12.38638784
27590,3,HbPb,Active,11.19960718
27590,3,HbPb,All,15.50496141
27590,3,HbPb,Auto,15.37712289
27590,3,HbPb,Transit,14.51622021
27590,3,HbSh,Active,11.38152194
27590,3,HbSh,All,15.82825333
27590,3,HbSh,Auto,15.73102849
27590,3,HbSh,Transit,13.60364986
27590,3,HbSo,Active,12.4658847
27590,3,HbSo,All,16.91448205
27590,3,HbSo,Auto,16.77303136
27590,3,HbSo,Transit,15.11749152
27590,3,HbW,Active,13.5366199
27590,3,HbW,All,16.83661643
27590,3,HbW,Auto,16.44536835
27590,3,HbW,Transit,15.95835208
27600,1,HbEs,Active,11.31874628
27600,1,HbEs,All,13.49931938
27600,1,HbEs,Auto,13.48614611
27600,1,HbEs,Transit,12.49387496
27600,1,HbPb,Active,11.41812806
27600,1,HbPb,All,15.28374294
27600,1,HbPb,Auto,14.87630132
27600,1,HbPb,Transit,14.6337947
27600,1,HbSh,Active,11.78956498
27600,1,HbSh,All,15.0459211
27600,1,HbSh,Auto,14.59869039
27600,1,HbSh,Transit,13.521508
27600,1,HbSo,Active,12.79866325
27600,1,HbSo,All,16.34586165
27600,1,HbSo,Auto,15.91743882
27600,1,HbSo,Transit,15.09523412
27600,1,HbW,Active,13.49113075
27600,1,HbW,All,16.46046106
27600,1,HbW,Auto,15.48142002
27600,1,HbW,Transit,15.96023617
27600,2,HbEs,Active,11.31874628
27600,2,HbEs,All,13.53630433
27600,2,HbEs,Auto,13.53035381
27600,2,HbEs,Transit,12.41573862
27600,2,HbPb,Active,11.41812806
27600,2,HbPb,All,15.3540706
27600,2,HbPb,Auto,15.12822221
27600,2,HbPb,Transit,14.54399754
27600,2,HbSh,Active,11.78956498
27600,2,HbSh,All,15.30159778
27600,2,HbSh,Auto,15.09593728
27600,2,HbSh,Transit,13.41141119
27600,2,HbSo,Active,12.79866325
27600,2,HbSo,All,16.731214
27600,2,HbSo,Auto,16.49658259
27600,2,HbSo,Transit,15.16247511
27600,2,HbW,Active,13.49113075
27600,2,HbW,All,16.64491008
27600,2,HbW,Auto,16.02895812
27600,2,HbW,Transit,15.97428454
27600,3,HbEs,Active,11.31874628
27600,3,HbEs,All,13.58724274
27600,3,HbEs,Auto,13.58386304
27600,3,HbEs,Transit,12.39299318
27600,3,HbPb,Active,11.41812806
27600,3,HbPb,All,15.49554723
27600,3,HbPb,Auto,15.34762076
27600,3,HbPb,Transit,14.55015627
27600,3,HbSh,Active,11.78956498
27600,3,HbSh,All,15.80110122
27600,3,HbSh,Auto,15.68653228
27600,3,HbSh,Transit,13.60814184
27600,3,HbSo,Active,12.79866325
27600,3,HbSo,All,16.8937581
27600,3,HbSo,Auto,16.73633545
27600,3,HbSo,Transit,15.13097896
27600,3,HbW,Active,13.49113075
27600,3,HbW,All,16.81907426
27600,3,HbW,Auto,16.38648696
27600,3,HbW,Transit,15.9837034
27610,1,HbEs,Active,11.36724694
27610,1,HbEs,All,13.48563495
27610,1,HbEs,Auto,13.464582
27610,1,HbEs,Transit,12.60496931
27610,1,HbPb,Active,11.81355443
27610,1,HbPb,All,15.2971284
27610,1,HbPb,Auto,14.75241478
27610,1,HbPb,Transit,14.77798795
27610,1,HbSh,Active,12.29188717
27610,1,HbSh,All,14.99955728
27610,1,HbSh,Auto,14.42355985
27610,1,HbSh,Transit,13.71058145
27610,1,HbSo,Active,13.45322647
27610,1,HbSo,All,16.34932186
27610,1,HbSo,Auto,15.74900737
27610,1,HbSo,Transit,15.32024625
27610,1,HbW,Active,13.62313785
27610,1,HbW,All,16.51105432
27610,1,HbW,Auto,15.32304126
27610,1,HbW,Transit,16.11954156
27610,2,HbEs,Active,11.36724694
27610,2,HbEs,All,13.52012909
27610,2,HbEs,Auto,13.51024824
27610,2,HbEs,Transit,12.49930147
27610,2,HbPb,Active,11.81355443
27610,2,HbPb,All,15.35251394
27610,2,HbPb,Auto,15.04710737
27610,2,HbPb,Transit,14.6578826
27610,2,HbSh,Active,12.29188717
27610,2,HbSh,All,15.25697203
27610,2,HbSh,Auto,14.97010396
27610,2,HbSh,Transit,13.56332653
27610,2,HbSo,Active,13.45322647
27610,2,HbSo,All,16.71816971
27610,2,HbSo,Auto,16.3838989
27610,2,HbSo,Transit,15.35090386
27610,2,HbW,Active,13.62313785
27610,2,HbW,All,16.66120144
27610,2,HbW,Auto,15.89892911
27610,2,HbW,Transit,16.10267512
27610,3,HbEs,Active,11.36724694
27610,3,HbEs,All,13.56888616
27610,3,HbEs,Auto,13.5632942
27610,3,HbEs,Transit,12.46408036
27610,3,HbPb,Active,11.81355443
27610,3,HbPb,All,15.48310148
27610,3,HbPb,Auto,15.2845976
27610,3,HbPb,Transit,14.64996948
27610,3,HbSh,Active,12.29188717
27610,3,HbSh,All,15.74673298
27610,3,HbSh,Auto,15.58465387
27610,3,HbSh,Transit,13.74257096
27610,3,HbSo,Active,13.45322647
27610,3,HbSo,All,16.87317363
27610,3,HbSo,Auto,16.64901669
27610,3,HbSo,Transit,15.30266784
27610,3,HbW,Active,13.62313785
27610,3,HbW,All,16.81351006
27610,3,HbW,Auto,16.27068738
27610,3,HbW,Transit,16.09840997
27620,1,HbEs,Active,11.39381204
27620,1,HbEs,All,13.48391077
27620,1,HbEs,Auto,13.44862851
27620,1,HbEs,Transit,12.77493089
27620,1,HbPb,Active,12.12318258
27620,1,HbPb,All,15.41348011
27620,1,HbPb,Auto,14.66452734
27620,1,HbPb,Transit,15.04894088
27620,1,HbSh,Active,12.88548648
27620,1,HbSh,All,15.09014362
27620,1,HbSh,Auto,14.26863867
27620,1,HbSh,Transit,14.04290511
27620,1,HbSo,Active,14.02261898
27620,1,HbSo,All,16.56245574
27620,1,HbSo,Auto,15.62552925
27620,1,HbSo,Transit,15.86645846
27620,1,HbW,Active,13.76323228
27620,1,HbW,All,16.71897831
27620,1,HbW,Auto,15.1773394
27620,1,HbW,Transit,16.46201281
27620,2,HbEs,Active,11.39381204
27620,2,HbEs,All,13.50594475
27620,2,HbEs,Auto,13.4882471
27620,2,HbEs,Transit,12.65573488
27620,2,HbPb,Active,12.12318258
27620,2,HbPb,All,15.42116933
27620,2,HbPb,Auto,14.9655211
27620,2,HbPb,Transit,14.91610211
27620,2,HbSh,Active,12.88548648
27620,2,HbSh,All,15.28394102
27620,2,HbSh,Auto,14.83295123
27620,2,HbSh,Transit,13.88004061
27620,2,HbSo,Active,14.02261898
27620,2,HbSo,All,16.83336189
27620,2,HbSo,Auto,16.26438661
27620,2,HbSo,Transit,15.88234782
27620,2,HbW,Active,13.76323228
27620,2,HbW,All,16.80335286
27620,2,HbW,Auto,15.74739285
27620,2,HbW,Transit,16.42884875
27620,3,HbEs,Active,11.39381204
27620,3,HbEs,All,13.53939531
27620,3,HbEs,Auto,13.52840428
27620,3,HbEs,Transit,12.61426947
27620,3,HbPb,Active,12.12318258
27620,3,HbPb,All,15.50765242
27620,3,HbPb,Auto,15.18204901
27620,3,HbPb,Transit,14.90218037
27620,3,HbSh,Active,12.88548648
27620,3,HbSh,All,15.69324262
27620,3,HbSh,Auto,15.41005988
27620,3,HbSh,Transit,14.05320964
27620,3,HbSo,Active,14.02261898
27620,3,HbSo,All,16.92245092
27620,3,HbSo,Auto,16.50152453
27620,3,HbSo,Transit,15.82666874
27620,3,HbW,Active,13.76323228
27620,3,HbW,All,16.89189966
27620,3,HbW,Auto,16.07167257
27620,3,HbW,Transit,16.41722914
27630,1,HbEs,Active,11.28619325
27630,1,HbEs,All,13.49504076
27630,1,HbEs,Auto,13.48917107
27630,1,HbEs,Transit,12.27230513
27630,1,HbPb,Active,11.06246021
27630,1,HbPb,All,15.20651495
27630,1,HbPb,Auto,14.93047125
27630,1,HbPb,Transit,14.35607228
27630,1,HbSh,Active,10.83737488
27630,1,HbSh,All,15.01840152
27630,1,HbSh,Auto,14.68414458
27630,1,HbSh,Transit,13.31522333
27630,1,HbSo,Active,12.26893503
27630,1,HbSo,All,16.26289135
27630,1,HbSo,Auto,15.98212444
27630,1,HbSo,Transit,14.65272559
27630,1,HbW,Active,13.50608088
27630,1,HbW,All,16.22327623
27630,1,HbW,Auto,15.56719535
27630,1,HbW,Transit,15.44116014
27630,2,HbEs,Active,11.28619325
27630,2,HbEs,All,13.53861278
27630,2,HbEs,Auto,13.536044
27630,2,HbEs,Transit,12.20807965
27630,2,HbPb,Active,11.06246021
27630,2,HbPb,All,15.30858577
27630,2,HbPb,Auto,15.16680801
27630,2,HbPb,Transit,14.27924483
27630,2,HbSh,Active,10.83737488
27630,2,HbSh,All,15.28913238
27630,2,HbSh,Auto,15.14443258
27630,2,HbSh,Transit,13.22102617
27630,2,HbSo,Active,12.26893503
27630,2,HbSo,All,16.69263146
