TAZ1741,HHInc,purpose,mode,Access_final
11030,2,HbEs,Active,10.96782253
11030,2,HbEs,All,13.38293454
11030,2,HbEs,Auto,13.3822172
11030,2,HbEs,Transit,11.68527224
11030,2,HbPb,Active,8.368743679
11030,2,HbPb,All,15.03671932
11030,2,HbPb,Auto,14.99545468
11030,2,HbPb,Transit,13.37933474
11030,2,HbSh,Active,7.60392908
11030,2,HbSh,All,14.62803645
11030,2,HbSh,Auto,14.53244385
11030,2,HbSh,Transit,12.48195901
11030,2,HbSo,Active,10.06396702
11030,2,HbSo,All,16.28653789
11030,2,HbSo,Auto,16.26048118
11030,2,HbSo,Transit,13.07082698
11030,2,HbW,Active,10.92801906
11030,2,HbW,All,16.01769928
11030,2,HbW,Auto,15.84996822
11030,2,HbW,Transit,14.58394184
11030,3,HbEs,Active,10.96782253
11030,3,HbEs,All,13.424969
11030,3,HbEs,Auto,13.42451596
11030,3,HbEs,Transit,11.67869507
11030,3,HbPb,Active,8.368743679
11030,3,HbPb,All,15.22085723
11030,3,HbPb,Auto,15.19640709
11030,3,HbPb,Transit,13.40084547
11030,3,HbSh,Active,7.60392908
11030,3,HbSh,All,15.27737011
11030,3,HbSh,Auto,15.23360479
11030,3,HbSh,Transit,12.67443221
11030,3,HbSo,Active,10.06396702
11030,3,HbSo,All,16.44132389
11030,3,HbSo,Auto,16.42388399
11030,3,HbSo,Transit,13.05888869
11030,3,HbW,Active,10.92801906
11030,3,HbW,All,16.25412762
11030,3,HbW,Auto,16.14762345
11030,3,HbW,Transit,14.60425526
11040,1,HbEs,Active,11.01387991
11040,1,HbEs,All,13.38561405
11040,1,HbEs,Auto,13.38553782
11040,1,HbEs,Transit,10.94079025
11040,1,HbPb,Active,9.005030426
11040,1,HbPb,All,14.91293933
11040,1,HbPb,Auto,14.91077714
11040,1,HbPb,Transit,6.53331666
11040,1,HbSh,Active,7.761090904
11040,1,HbSh,All,14.47069311
11040,1,HbSh,Auto,14.46672859
11040,1,HbSh,Transit,2.703531969
11040,1,HbSo,Active,9.6274494
11040,1,HbSo,All,15.81797934
11040,1,HbSo,Auto,15.81357609
11040,1,HbSo,Transit,3.094500878
11040,1,HbW,Active,12.29244757
11040,1,HbW,All,15.56378508
11040,1,HbW,Auto,15.50038741
11040,1,HbW,Transit,13.13710163
11040,2,HbEs,Active,11.01387991
11040,2,HbEs,All,13.43134362
11040,2,HbEs,Auto,13.43128233
11040,2,HbEs,Transit,10.94079025
11040,2,HbPb,Active,9.005030426
11040,2,HbPb,All,15.08013174
11040,2,HbPb,Auto,15.07923116
11040,2,HbPb,Transit,6.53331666
11040,2,HbSh,Active,7.761090904
11040,2,HbSh,All,14.78700759
11040,2,HbSh,Auto,14.78554442
11040,2,HbSh,Transit,2.703531969
11040,2,HbSo,Active,9.6274494
11040,2,HbSo,All,16.39532731
11040,2,HbSo,Auto,16.39034036
11040,2,HbSo,Transit,3.094500878
11040,2,HbW,Active,12.29244757
11040,2,HbW,All,16.03612667
11040,2,HbW,Auto,15.9971292
11040,2,HbW,Transit,13.36739059
11040,3,HbEs,Active,11.01387991
11040,3,HbEs,All,13.47376818
11040,3,HbEs,Auto,13.47371947
11040,3,HbEs,Transit,10.94079025
11040,3,HbPb,Active,9.005030426
11040,3,HbPb,All,15.26854012
11040,3,HbPb,Auto,15.26776463
11040,3,HbPb,Transit,6.53331666
11040,3,HbSh,Active,7.761090904
11040,3,HbSh,All,15.41830839
11040,3,HbSh,Auto,15.41626947
11040,3,HbSh,Transit,2.703531969
11040,3,HbSo,Active,9.6274494
11040,3,HbSo,All,16.55291517
11040,3,HbSo,Auto,16.54956643
11040,3,HbSo,Transit,3.094500878
11040,3,HbW,Active,12.29244757
11040,3,HbW,All,16.30858079
11040,3,HbW,Auto,16.28213509
11040,3,HbW,Transit,13.43289124
11050,1,HbEs,Active,10.99108553
11050,1,HbEs,All,13.37666252
11050,1,HbEs,Auto,13.37537011
11050,1,HbEs,Transit,11.76518481
11050,1,HbPb,Active,8.663813852
11050,1,HbPb,All,14.99887138
11050,1,HbPb,Auto,14.90453295
11050,1,HbPb,Transit,13.57821074
11050,1,HbSh,Active,8.300603325
11050,1,HbSh,All,14.57784685
11050,1,HbSh,Auto,14.40528175
11050,1,HbSh,Transit,12.55718918
11050,1,HbSo,Active,9.81357361
11050,1,HbSo,All,15.84974355
11050,1,HbSo,Auto,15.78025444
11050,1,HbSo,Transit,13.23367682
11050,1,HbW,Active,11.7343946
11050,1,HbW,All,15.7634273
11050,1,HbW,Auto,15.47828337
11050,1,HbW,Transit,14.54760407
11050,2,HbEs,Active,10.99108553
11050,2,HbEs,All,13.42225733
11050,2,HbEs,Auto,13.42168008
11050,2,HbEs,Transit,11.73769223
11050,2,HbPb,Active,8.663813852
11050,2,HbPb,All,15.12108725
11050,2,HbPb,Auto,15.07435822
11050,2,HbPb,Transit,13.53870057
11050,2,HbSh,Active,8.300603325
11050,2,HbSh,All,14.80261542
11050,2,HbSh,Auto,14.72490754
11050,2,HbSh,Transit,12.50873693
11050,2,HbSo,Active,9.81357361
11050,2,HbSo,All,16.41161481
11050,2,HbSo,Auto,16.38192211
11050,2,HbSo,Transit,13.34536958
11050,2,HbW,Active,11.7343946
11050,2,HbW,All,16.1332757
11050,2,HbW,Auto,15.99100072
11050,2,HbW,Transit,14.59938528
11050,3,HbEs,Active,10.99108553
11050,3,HbEs,All,13.45714731
11050,3,HbEs,Auto,13.45676381
11050,3,HbEs,Transit,11.73247126
11050,3,HbPb,Active,8.663813852
11050,3,HbPb,All,15.28002122
11050,3,HbPb,Auto,15.24978617
11050,3,HbPb,Transit,13.56248813
11050,3,HbSh,Active,8.300603325
11050,3,HbSh,All,15.39556754
11050,3,HbSh,Auto,15.35680701
11050,3,HbSh,Transit,12.70349539
11050,3,HbSo,Active,9.81357361
11050,3,HbSo,All,16.53682719
11050,3,HbSo,Auto,16.51568692
11050,3,HbSo,Transit,13.336327
11050,3,HbW,Active,11.7343946
11050,3,HbW,All,16.34108765
11050,3,HbW,Auto,16.24611773
11050,3,HbW,Transit,14.62228021
11060,1,HbEs,Active,10.97196012
11060,1,HbEs,All,13.33629721
11060,1,HbEs,Auto,13.3335769
11060,1,HbEs,Transit,11.95097584
11060,1,HbPb,Active,8.12829196
11060,1,HbPb,All,15.12450846
11060,1,HbPb,Auto,14.84515404
11060,1,HbPb,Transit,14.43217348
11060,1,HbSh,Active,7.186445556
11060,1,HbSh,All,14.49212701
11060,1,HbSh,Auto,14.2369105
11060,1,HbSh,Transit,12.94102444
11060,1,HbSo,Active,9.120368706
11060,1,HbSo,All,15.84989668
11060,1,HbSo,Auto,15.65004047
11060,1,HbSo,Transit,14.25466823
11060,1,HbW,Active,10.94968929
11060,1,HbW,All,15.89578128
11060,1,HbW,Auto,15.35298562
11060,1,HbW,Transit,15.20085709
11060,2,HbEs,Active,10.97196012
11060,2,HbEs,All,13.38101664
11060,2,HbEs,Auto,13.37982643
11060,2,HbEs,Transit,11.92345481
11060,2,HbPb,Active,8.12829196
11060,2,HbPb,All,15.19098096
11060,2,HbPb,Auto,15.00930926
11060,2,HbPb,Transit,14.39593611
11060,2,HbSh,Active,7.186445556
11060,2,HbSh,All,14.67671234
11060,2,HbSh,Auto,14.54301398
11060,2,HbSh,Transit,12.89659405
11060,2,HbSo,Active,9.120368706
11060,2,HbSo,All,16.35953029
11060,2,HbSo,Auto,16.26396063
11060,2,HbSo,Transit,14.37207672
11060,2,HbW,Active,10.94968929
11060,2,HbW,All,16.18115427
11060,2,HbW,Auto,15.8668627
11060,2,HbW,Transit,15.24335525
11060,3,HbEs,Active,10.97196012
11060,3,HbEs,All,13.41790506
11060,3,HbEs,Auto,13.4171407
11060,3,HbEs,Transit,11.91800042
11060,3,HbPb,Active,8.12829196
11060,3,HbPb,All,15.32526633
11060,3,HbPb,Auto,15.19340159
11060,3,HbPb,Transit,14.4214
11060,3,HbSh,Active,7.186445556
11060,3,HbSh,All,15.27600682
11060,3,HbSh,Auto,15.20737864
11060,3,HbSh,Transit,13.0944627
11060,3,HbSo,Active,9.120368706
11060,3,HbSo,All,16.47659121
11060,3,HbSo,Auto,16.40439943
11060,3,HbSo,Transit,14.36342296
11060,3,HbW,Active,10.94968929
11060,3,HbW,All,16.3577732
11060,3,HbW,Auto,16.13450612
11060,3,HbW,Transit,15.26280815
11070,1,HbEs,Active,11.0715829
11070,1,HbEs,All,13.38685721
11070,1,HbEs,Auto,13.385779
11070,1,HbEs,Transit,11.70172845
11070,1,HbPb,Active,9.938859895
11070,1,HbPb,All,14.93422923
11070,1,HbPb,Auto,14.8380333
11070,1,HbPb,Transit,13.34997126
11070,1,HbSh,Active,9.377473838
11070,1,HbSh,All,14.55287723
11070,1,HbSh,Auto,14.36784272
11070,1,HbSh,Transit,12.34693042
11070,1,HbSo,Active,10.87502961
11070,1,HbSo,All,15.80929834
11070,1,HbSo,Auto,15.73552742
11070,1,HbSo,Transit,13.00002168
11070,1,HbW,Active,12.74563323
11070,1,HbW,All,15.66893846
11070,1,HbW,Auto,15.39753868
11070,1,HbW,Transit,14.2519922
11070,2,HbEs,Active,11.0715829
11070,2,HbEs,All,13.43441536
11070,2,HbEs,Auto,13.43390993
11070,2,HbEs,Transit,11.65984775
11070,2,HbPb,Active,9.938859895
11070,2,HbPb,All,15.09360832
11070,2,HbPb,Auto,15.05053585
11070,2,HbPb,Transit,13.28702764
11070,2,HbSh,Active,9.377473838
11070,2,HbSh,All,14.85335757
11070,2,HbSh,Auto,14.77808824
11070,2,HbSh,Transit,12.26972994
11070,2,HbSo,Active,10.87502961
11070,2,HbSo,All,16.38913486
11070,2,HbSo,Auto,16.35469302
11070,2,HbSo,Transit,13.08206935
11070,2,HbW,Active,12.74563323
11070,2,HbW,All,16.07994843
11070,2,HbW,Auto,15.94654069
11070,2,HbW,Transit,14.30918075
11070,3,HbEs,Active,11.0715829
11070,3,HbEs,All,13.48388671
11070,3,HbEs,Auto,13.48357924
11070,3,HbEs,Transit,11.64944262
11070,3,HbPb,Active,9.938859895
11070,3,HbPb,All,15.28832918
11070,3,HbPb,Auto,15.26401392
11070,3,HbPb,Transit,13.30200513
11070,3,HbSh,Active,9.377473838
11070,3,HbSh,All,15.4705609
11070,3,HbSh,Auto,15.43543957
11070,3,HbSh,Transit,12.45238238
11070,3,HbSo,Active,10.87502961
11070,3,HbSo,All,16.57732709
11070,3,HbSo,Auto,16.55598762
11070,3,HbSo,Transit,13.06321998
11070,3,HbW,Active,12.74563323
11070,3,HbW,All,16.35858338
11070,3,HbW,Auto,16.27843124
11070,3,HbW,Transit,14.33291667
11080,1,HbEs,Active,11.10980861
11080,1,HbEs,All,13.41275556
11080,1,HbEs,Auto,13.41072052
11080,1,HbEs,Transit,11.89965749
11080,1,HbPb,Active,10.2599653
11080,1,HbPb,All,15.05992767
11080,1,HbPb,Auto,14.94207431
11080,1,HbPb,Transit,13.69711016
11080,1,HbSh,Active,9.652595932
11080,1,HbSh,All,14.77164382
11080,1,HbSh,Auto,14.56911044
11080,1,HbSh,Transit,12.79377968
11080,1,HbSo,Active,11.27742427
11080,1,HbSo,All,16.01245623
11080,1,HbSo,Auto,15.88907001
11080,1,HbSo,Transit,13.7994446
11080,1,HbW,Active,13.00263093
11080,1,HbW,All,15.91142452
11080,1,HbW,Auto,15.56672329
11080,1,HbW,Transit,14.75148107
11080,2,HbEs,Active,11.10980861
11080,2,HbEs,All,13.45776462
11080,2,HbEs,Auto,13.45676476
11080,2,HbEs,Transit,11.86556546
11080,2,HbPb,Active,10.2599653
11080,2,HbPb,All,15.18160544
11080,2,HbPb,Auto,15.12239691
11080,2,HbPb,Transit,13.65135355
11080,2,HbSh,Active,9.652595932
11080,2,HbSh,All,15.00584426
11080,2,HbSh,Auto,14.91527885
11080,2,HbSh,Transit,12.7376675
11080,2,HbSo,Active,11.27742427
11080,2,HbSo,All,16.51390605
11080,2,HbSo,Auto,16.45494736
11080,2,HbSo,Transit,13.90374286
11080,2,HbW,Active,13.00263093
11080,2,HbW,All,16.2470857
11080,2,HbW,Auto,16.06598021
11080,2,HbW,Transit,14.79692708
11080,3,HbEs,Active,11.10980861
11080,3,HbEs,All,13.49597541
11080,3,HbEs,Auto,13.49529694
11080,3,HbEs,Transit,11.85839505
11080,3,HbPb,Active,10.2599653
11080,3,HbPb,All,15.33750482
11080,3,HbPb,Auto,15.29887575
11080,3,HbPb,Transit,13.67295142
11080,3,HbSh,Active,9.652595932
11080,3,HbSh,All,15.54748992
11080,3,HbSh,Auto,15.49896137
11080,3,HbSh,Transit,12.92855837
11080,3,HbSo,Active,11.27742427
11080,3,HbSo,All,16.64685357
11080,3,HbSo,Auto,16.60503364
11080,3,HbSo,Transit,13.89214462
11080,3,HbW,Active,13.00263093
11080,3,HbW,All,16.45351961
11080,3,HbW,Auto,16.33203643
11080,3,HbW,Transit,14.81750515
11090,1,HbEs,Active,11.10619875
11090,1,HbEs,All,13.40906593
11090,1,HbEs,Auto,13.40714695
11090,1,HbEs,Transit,11.91032749
11090,1,HbPb,Active,10.20986582
11090,1,HbPb,All,15.07886614
11090,1,HbPb,Auto,14.94929734
11090,1,HbPb,Transit,13.80752919
11090,1,HbSh,Active,9.604858178
11090,1,HbSh,All,14.76517874
11090,1,HbSh,Auto,14.57542007
11090,1,HbSh,Transit,12.76998804
11090,1,HbSo,Active,11.13281009
11090,1,HbSo,All,16.02479995
11090,1,HbSo,Auto,15.89273677
11090,1,HbSo,Transit,13.92637029
11090,1,HbW,Active,13.00095398
11090,1,HbW,All,15.92432473
11090,1,HbW,Auto,15.57300608
11090,1,HbW,Transit,14.80952978
11090,2,HbEs,Active,11.10619875
11090,2,HbEs,All,13.45468038
11090,2,HbEs,Auto,13.45376648
11090,2,HbEs,Transit,11.87931424
11090,2,HbPb,Active,10.20986582
11090,2,HbPb,All,15.19257887
11090,2,HbPb,Auto,15.1239284
11090,2,HbPb,Transit,13.76616736
11090,2,HbSh,Active,9.604858178
11090,2,HbSh,All,14.99508208
11090,2,HbSh,Auto,14.90849162
11090,2,HbSh,Transit,12.71926681
11090,2,HbSo,Active,11.13281009
11090,2,HbSo,All,16.51394909
11090,2,HbSo,Auto,16.44935687
11090,2,HbSo,Transit,14.03582425
11090,2,HbW,Active,13.00095398
11090,2,HbW,All,16.25311894
11090,2,HbW,Auto,16.06461925
11090,2,HbW,Transit,14.85648386
11090,3,HbEs,Active,11.10619875
11090,3,HbEs,All,13.49310181
11090,3,HbEs,Auto,13.49249261
11090,3,HbEs,Transit,11.87291609
11090,3,HbPb,Active,10.20986582
11090,3,HbPb,All,15.34476421
11090,3,HbPb,Auto,15.29881889
11090,3,HbPb,Transit,13.78881315
11090,3,HbSh,Active,9.604858178
11090,3,HbSh,All,15.53448713
11090,3,HbSh,Auto,15.48764795
11090,3,HbSh,Transit,12.91111533
11090,3,HbSo,Active,11.13281009
11090,3,HbSo,All,16.6440534
11090,3,HbSo,Auto,16.59744016
11090,3,HbSo,Transit,14.02554074
11090,3,HbW,Active,13.00095398
11090,3,HbW,All,16.45625825
11090,3,HbW,Auto,16.32878196
11090,3,HbW,Transit,14.87735716
11100,1,HbEs,Active,10.99413702
11100,1,HbEs,All,13.35836241
11100,1,HbEs,Auto,13.35688009
11100,1,HbEs,Transit,11.747824
11100,1,HbPb,Active,8.855770193
11100,1,HbPb,All,14.99858135
11100,1,HbPb,Auto,14.86777496
11100,1,HbPb,Transit,13.77511047
11100,1,HbSh,Active,8.838916672
11100,1,HbSh,All,14.4860746
11100,1,HbSh,Auto,14.3294912
11100,1,HbSh,Transit,12.34332254
11100,1,HbSo,Active,10.18330073
11100,1,HbSo,All,15.79940799
11100,1,HbSo,Auto,15.72035147
11100,1,HbSo,Transit,13.29081505
11100,1,HbW,Active,11.72848806
11100,1,HbW,All,15.73347902
11100,1,HbW,Auto,15.39676185
11100,1,HbW,Transit,14.64294185
11100,2,HbEs,Active,10.99413702
11100,2,HbEs,All,13.40483687
11100,2,HbEs,Auto,13.40412059
11100,2,HbEs,Transit,11.71998206
11100,2,HbPb,Active,8.855770193
11100,2,HbPb,All,15.11152358
11100,2,HbPb,Auto,15.04148736
11100,2,HbPb,Transit,13.73448248
11100,2,HbSh,Active,8.838916672
11100,2,HbSh,All,14.72697872
11100,2,HbSh,Auto,14.65698207
11100,2,HbSh,Transit,12.29350203
11100,2,HbSo,Active,10.18330073
11100,2,HbSo,All,16.36374356
11100,2,HbSo,Auto,16.32943939
11100,2,HbSo,Transit,13.40048163
11100,2,HbW,Active,11.72848806
11100,2,HbW,All,16.09009304
11100,2,HbW,Auto,15.9158299
11100,2,HbW,Transit,14.68812716
11100,3,HbEs,Active,10.99413702
11100,3,HbEs,All,13.44476048
11100,3,HbEs,Auto,13.44428257
11100,3,HbEs,Transit,11.71418503
11100,3,HbPb,Active,8.855770193
11100,3,HbPb,All,15.27605198
11100,3,HbPb,Auto,15.23052932
11100,3,HbPb,Transit,13.75712537
11100,3,HbSh,Active,8.838916672
11100,3,HbSh,All,15.34707172
11100,3,HbSh,Auto,15.3137521
11100,3,HbSh,Transit,12.48544586
11100,3,HbSo,Active,10.18330073
11100,3,HbSo,All,16.50611732
11100,3,HbSo,Auto,16.482261
11100,3,HbSo,Transit,13.39028729
11100,3,HbW,Active,11.72848806
11100,3,HbW,All,16.31051365
11100,3,HbW,Auto,16.19614129
11100,3,HbW,Transit,14.70839789
11110,1,HbEs,Active,11.03528567
11110,1,HbEs,All,13.38255718
11110,1,HbEs,Auto,13.37865435
11110,1,HbEs,Transit,12.12925358
11110,1,HbPb,Active,9.543669181
11110,1,HbPb,All,15.19943189
11110,1,HbPb,Auto,14.9004586
11110,1,HbPb,Transit,14.54342973
11110,1,HbSh,Active,9.11957299
11110,1,HbSh,All,14.72317152
11110,1,HbSh,Auto,14.43536479
11110,1,HbSh,Transit,13.22723243
11110,1,HbSo,Active,10.51196445
11110,1,HbSo,All,16.03489559
11110,1,HbSo,Auto,15.78520396
11110,1,HbSo,Transit,14.59660558
11110,1,HbW,Active,12.54514081
11110,1,HbW,All,16.09594853
11110,1,HbW,Auto,15.49215767
11110,1,HbW,Transit,15.44897081
11110,2,HbEs,Active,11.03528567
11110,2,HbEs,All,13.42813544
11110,2,HbEs,Auto,13.42643518
11110,2,HbEs,Transit,12.09562484
11110,2,HbPb,Active,9.543669181
11110,2,HbPb,All,15.26577258
11110,2,HbPb,Auto,15.07727814
11110,2,HbPb,Transit,14.50200351
11110,2,HbSh,Active,9.11957299
11110,2,HbSh,All,14.9140563
11110,2,HbSh,Auto,14.7681816
11110,2,HbSh,Transit,13.17644106
11110,2,HbSo,Active,10.51196445
11110,2,HbSo,All,16.49739209
11110,2,HbSo,Auto,16.37098002
11110,2,HbSo,Transit,14.70951459
11110,2,HbW,Active,12.54514081
11110,2,HbW,All,16.35673912
11110,2,HbW,Auto,16.00171655
11110,2,HbW,Transit,15.48603047
11110,3,HbEs,Active,11.03528567
11110,3,HbEs,All,13.46664162
11110,3,HbEs,Auto,13.46556302
11110,3,HbEs,Transit,12.08880919
11110,3,HbPb,Active,9.543669181
11110,3,HbPb,All,15.39522811
11110,3,HbPb,Auto,15.2582865
11110,3,HbPb,Transit,14.52736637
11110,3,HbSh,Active,9.11957299
11110,3,HbSh,All,15.46055457
11110,3,HbSh,Auto,15.38098096
11110,3,HbSh,Transit,13.37485076
11110,3,HbSo,Active,10.51196445
11110,3,HbSo,All,16.61516846
11110,3,HbSo,Auto,16.52013786
11110,3,HbSo,Transit,14.69939814
11110,3,HbW,Active,12.54514081
11110,3,HbW,All,16.52537537
11110,3,HbW,Auto,16.27212248
11110,3,HbW,Transit,15.50405163
11120,1,HbEs,Active,11.04048498
11120,1,HbEs,All,13.38946745
11120,1,HbEs,Auto,13.38662839
11120,1,HbEs,Transit,12.03923212
11120,1,HbPb,Active,9.643796465
11120,1,HbPb,All,15.15421482
11120,1,HbPb,Auto,14.92412031
11120,1,HbPb,Transit,14.34964395
11120,1,HbSh,Active,9.298309197
11120,1,HbSh,All,14.71286967
11120,1,HbSh,Auto,14.48220155
11120,1,HbSh,Transit,13.01397556
11120,1,HbSo,Active,10.63827062
11120,1,HbSo,All,15.99418615
11120,1,HbSo,Auto,15.82177298
11120,1,HbSo,Transit,14.23247678
11120,1,HbW,Active,12.62829994
11120,1,HbW,All,16.03214712
11120,1,HbW,Auto,15.53572367
11120,1,HbW,Transit,15.25013637
11120,2,HbEs,Active,11.04048498
11120,2,HbEs,All,13.43466309
11120,2,HbEs,Auto,13.43338075
11120,2,HbEs,Transit,12.00939976
11120,2,HbPb,Active,9.643796465
11120,2,HbPb,All,15.23320207
11120,2,HbPb,Auto,15.09280678
11120,2,HbPb,Transit,14.31183313
11120,2,HbSh,Active,9.298309197
11120,2,HbSh,All,14.91293778
11120,2,HbSh,Auto,14.79885464
11120,2,HbSh,Transit,12.96761591
11120,2,HbSo,Active,10.63827062
11120,2,HbSo,All,16.48121185
11120,2,HbSo,Auto,16.39660415
11120,2,HbSo,Transit,14.34926207
11120,2,HbW,Active,12.62829994
11120,2,HbW,All,16.31691511
11120,2,HbW,Auto,16.03233168
11120,2,HbW,Transit,15.29233714
11120,3,HbEs,Active,11.04048498
11120,3,HbEs,All,13.47084019
11120,3,HbEs,Auto,13.46999376
11120,3,HbEs,Transit,12.0035545
11120,3,HbPb,Active,9.643796465
11120,3,HbPb,All,15.36752512
11120,3,HbPb,Auto,15.26640315
11120,3,HbPb,Transit,14.33765682
11120,3,HbSh,Active,9.298309197
11120,3,HbSh,All,15.46115006
11120,3,HbSh,Auto,15.39890314
11120,3,HbSh,Transit,13.1659272
11120,3,HbSo,Active,10.63827062
11120,3,HbSo,All,16.59847949
11120,3,HbSo,Auto,16.53510307
11120,3,HbSo,Transit,14.34033521
11120,3,HbW,Active,12.62829994
11120,3,HbW,All,16.49116462
11120,3,HbW,Auto,16.28883487
11120,3,HbW,Transit,15.3118103
11130,1,HbEs,Active,11.08453484
11130,1,HbEs,All,13.41597527
11130,1,HbEs,Auto,13.41461967
11130,1,HbEs,Transit,11.84063614
11130,1,HbPb,Active,10.09520691
11130,1,HbPb,All,15.07599767
11130,1,HbPb,Auto,14.96181056
11130,1,HbPb,Transit,13.77877546
11130,1,HbSh,Active,9.715549077
11130,1,HbSh,All,14.75185679
11130,1,HbSh,Auto,14.59835122
