mat_id,mo50,mo60,mo61,mo69,mo70,mo71,mo80
mat_name,areahc,prk2hr,prk8hr,railStn,cs250,cs500,bikesc
mat_desc,taz_a_area_hec,parkingcost2hr,parkingcost8hr,railstationinzone,car_share_250m,car_share_500m,bikescore
TAZ1700,Hectares,parking_two_hr_rate,parking_eight_hr_rate,rail_stn_dummy,car_share_250m,car_share_500m,bike_score_taz
28440,39.15987,5.325475,0,0,0,1,4
28450,30.01894,0,0,0,0,1,3
28460,16.39753,0,0,0,0,1,4
28470,29.09403,4.341979,0,0,1,2,4
28480,30.19159,0,0,0,0,2,4
28490,26.16056,0,0,0,0,1,4
28500,107.5653,0,0,0,0,2,3
28510,89.10276,0,0,0,0,2,3
28520,45.71008,4.33801,0,1,0,1,3
28530,32.67556,5.678231,6.283788,0,0,1,3
28540,24.0482,0,0,0,0,2,3
28550,19.01925,4.337874,0,0,1,2,4
28560,45.25632,0,0,0,0,1,4
28570,36.85883,0,0,0,1,2,4
28580,25.33967,0,0,0,0,1,4
28590,43.0069,0,0,0,0,1,3
28600,88.10822,0,0,0,0,1,3
28610,57.37233,0,0,0,0,1,3
28620,109.2951,0,0,0,0,1,3
28630,47.49299,0,0,0,1,2,3
28640,48.57401,0,0,0,0,2,4
28650,64.76999,0,0,0,1,2,3
28660,33.97878,4.292044,5.425557,1,1,2,4
28670,72.87666,0,0,0,0,0,3
28680,54.70008,0,0,0,0,0,3
28690,144.1424,0,0,0,0,0,3
28700,101.7599,0,0,0,0,0,3
28710,17.20756,0,0,0,0,0,3
28720,83.35943,0,0,0,0,0,3
28730,67.08245,0,0,0,1,1,3
28740,216.1188,0,0,0,0,0,3
28750,177.1379,0,0,0,0,0,3
29010,25.54338,0,0,0,0,0,4
29020,38.65165,0,0,1,0,0,4
29030,24.46833,0,7.44,0,0,1,4
29040,48.2969,0,0,0,0,0,3
29050,24.9971,4.119264,0,0,1,1,4
29060,16.15399,0,0,0,0,0,3
29070,42.6539,0,0,0,0,0,3
29080,23.60331,0,7.44,0,1,1,4
29090,14.7028,0,7.44,0,1,1,4
29100,85.11512,0,0,1,1,1,5
29110,21.15517,0,0,0,0,1,4
29120,13.27335,5.300784,5.932133,0,0,0,3
29130,15.302,0,0,0,0,1,4
29140,49.09201,0,0,0,0,1,4
29150,22.21443,0,0,0,0,1,4
29160,47.55297,0,0,0,0,1,4
29170,51.30713,0,0,0,0,2,4
29180,14.35821,0,5.468325,0,0,2,4
29190,24.65891,0,0,0,0,2,4
29200,58.54482,0,0,0,0,1,4
29210,33.00636,5.273696,7.44,0,0,1,4
29220,51.55853,0,0,0,0,1,4
29230,26.24525,0,0,0,1,2,4
29240,14.7148,0,5.367233,0,1,2,4
29250,37.77312,0,0,0,0,2,4
29260,35.2782,4.142361,5.256905,0,1,2,5
29270,60.71086,0,0,0,1,2,4
29280,26.78637,0,0,0,0,1,4
29290,33.37767,0,0,0,1,2,4
29300,22.42067,5.357828,0,0,1,2,4
29310,15.01618,5.845745,7.25,0,1,2,5
29320,12.35945,4.223913,5.322696,1,1,2,5
29330,31.42439,0,0,0,1,2,4
29340,39.20466,0,0,0,0,2,4
29350,22.05135,4.294453,5.381351,1,0,2,4
29360,5.880234,8.99,9.3,0,1,2,5
29370,20.27405,0,0,1,1,2,4
29380,24.74594,0,0,0,0,1,4
29390,20.91981,0,0,0,1,2,4
29400,28.72946,0,0,0,0,1,4
29410,52.55117,0,0,0,0,0,4
29420,76.33734,0,0,0,0,0,4
29430,12.87761,0,0,0,0,0,4
29440,91.15138,0,0,0,0,0,4
29450,72.65088,0,0,0,0,0,4
31010,391.6418,0,0,0,0,0,1
31020,183.534,0,0,0,0,0,4
31030,442.5608,0,0,0,0,0,1
31040,249.6599,0,0,0,0,0,1
31050,59.40138,0,0,0,0,0,1
31060,134.4319,0,0,0,0,0,4
31070,75.29192,0,0,0,0,0,4
31080,116.7026,0,0,0,0,0,3
31090,92.72229,0,0,0,0,0,3
31100,50.00534,0,0,0,0,0,3
31110,176.15,0,0,0,0,0,3
31120,122.4103,0,0,0,0,0,3
31130,95.0798,5.58,0,0,0,0,5
31140,8.484823,0,0,0,0,0,3
31150,13.27155,6.51,5.911943,0,0,0,3
31160,19.70761,0,0,0,0,0,5
31170,21.52315,0,5.254161,1,0,0,5
31180,53.49358,0,0,0,0,0,5
31190,30.05171,4.097839,5.204543,1,0,0,5
31200,19.23755,0,0,0,0,0,3
31210,89.02603,0,0,0,0,0,3
31220,33.70365,0,0,0,0,0,3
31230,79.11793,0,0,0,0,0,5
31240,47.44482,0,0,0,0,0,5
31250,41.205,0,0,0,0,0,5
32010,26.89634,0,0,0,0,0,3
32020,60.96375,0,0,0,0,0,3
32030,8.364301,3.998091,5.081346,1,1,1,3
32040,25.53002,0,0,0,1,1,3
32050,59.93882,0,0,0,0,0,3
32060,66.48634,0,0,0,0,0,3
32070,64.9202,0,0,0,0,0,3
32080,168.0237,0,0,0,0,0,3
32090,145.8544,0,0,0,0,0,3
32100,171.7711,0,0,0,0,0,3
32110,20.43983,0,0,0,0,0,2
32120,18.08417,0,0,0,0,0,3
32130,46.30721,0,0,0,0,0,2
32140,32.53526,5.35608,5.973357,1,0,0,3
32150,37.07594,0,0,0,0,0,3
32160,64.68272,0,0,0,0,0,3
32170,70.70333,0,0,0,0,0,3
32180,28.58866,0,0,0,0,0,3
32190,66.67834,0,0,0,0,0,3
32200,32.99846,0,0,0,0,0,3
32210,46.39958,0,0,0,0,1,3
32220,23.33296,0,0,0,0,0,3
32230,221.7442,0,0,0,0,0,3
32240,110.7274,0,0,0,0,0,3
32250,84.37779,0,0,0,0,0,3
32260,27.54811,0,0,0,0,0,3
32270,65.1694,0,0,0,0,0,3
32280,31.38036,0,0,0,0,0,3
32290,14.38306,0,0,0,1,1,3
32300,46.51427,0,0,0,0,0,3
32310,21.07699,0,0,0,1,1,2
32320,41.7026,0,0,0,0,0,2
32330,26.74924,0,0,0,0,0,2
32340,31.43883,0,0,0,0,0,2
32350,38.60694,0,0,0,0,0,3
32360,107.7407,0,0,0,0,0,3
32370,14.01094,0,0,0,0,1,2
32380,44.40762,0,0,0,0,0,3
32390,56.92654,0,0,0,0,0,3
32400,81.0889,0,0,0,0,0,3
32410,23.0678,0,0,0,1,1,3
32420,48.89502,0,0,0,0,0,2
32430,48.36577,0,0,0,0,0,2
32440,41.28972,0,0,0,0,0,2
32450,50.14735,0,0,0,0,0,3
32460,29.67049,0,0,0,0,0,3
32470,30.18101,0,0,0,0,0,3
32480,11.50536,0,0,0,0,0,2
32490,18.27866,0,0,0,0,0,2
32500,19.05376,0,0,0,0,0,2
32510,47.55597,0,0,0,0,0,2
32520,31.61099,0,0,0,0,0,3
32530,208.1092,0,0,0,0,0,3
32540,29.28842,0,0,0,0,0,2
32550,31.32391,0,0,0,0,0,3
32560,30.21237,0,0,0,0,0,3
32570,82.94161,0,0,0,0,0,3
32580,19.83967,0,0,0,0,0,3
32590,34.9678,0,0,0,0,0,3
32600,52.01581,0,0,0,0,0,3
32610,92.40554,0,0,0,0,0,3
32620,53.17259,0,0,0,0,0,3
32630,88.07449,0,0,0,0,0,3
32640,147.6825,0,0,0,0,0,3
33010,4830.211,0,0,0,0,0,3
33020,400.8857,0,0,0,0,0,3
33030,179.4366,0,0,0,0,0,3
33040,112.5332,0,0,0,0,0,3
33050,239.5152,0,0,0,0,0,3
33060,96.58482,0,0,0,0,0,3
33070,119.8596,0,0,0,0,0,3
33080,100.9266,0,0,0,0,0,3
33090,202.6891,0,0,0,0,0,3
33100,90.15797,0,0,0,0,0,3
33110,111.8833,0,0,0,0,0,3
33120,69.14936,0,0,0,0,0,3
33130,61.894,0,0,0,0,0,3
33140,132.3915,0,0,0,0,0,3
33150,29.57011,0,0,0,0,0,3
33160,54.00255,0,0,0,0,0,3
33170,873.3589,0,0,0,0,0,3
33180,104.2059,0,0,0,0,0,3
33190,67.48193,0,0,0,0,0,3
33200,90.2103,4.944109,5.614719,1,0,0,3
33210,67.33724,0,0,0,0,0,3
33220,76.24537,0,0,0,0,0,3
33230,100.6301,0,0,0,0,0,3
33240,106.8158,0,0,0,0,0,3
33250,17.5431,0,0,0,1,1,3
33260,117.7455,0,0,0,0,0,3
33270,56.40777,0,0,0,0,0,3
33280,72.18091,0,0,0,0,0,3
33290,33.9853,0,0,0,0,0,3
33300,63.03298,4.145536,5.193122,1,1,1,3
33310,18.34745,0,0,0,0,0,3
34010,82.00101,0,0,0,0,0,3
34020,65.67306,0,0,0,0,0,3
34030,42.33212,0,0,0,0,0,2
34040,57.1221,0,0,0,0,0,3
34050,64.75533,0,0,0,0,0,3
34060,196.2054,0,0,0,0,0,3
34070,135.3102,0,0,0,0,0,3
34080,37.66452,0,0,0,0,0,2
34090,33.9934,0,0,0,0,0,2
34100,48.20049,0,0,0,0,0,3
34110,63.55141,0,0,0,0,0,3
34120,33.14598,0,0,0,0,0,3
34130,50.15407,0,0,0,0,0,3
34140,86.75266,0,0,0,0,0,3
34150,137.876,0,0,0,0,0,3
34160,196.9325,0,0,0,0,0,3
34170,138.3337,0,0,1,0,0,3
34180,88.74761,0,0,0,0,0,3
34190,39.51613,0,0,0,0,0,3
34200,69.61412,0,0,0,0,0,3
34210,60.242,0,0,0,0,0,3
34220,135.313,0,0,0,0,0,4
34230,135.0838,0,0,0,0,0,3
34240,94.83829,0,0,0,0,0,4
34250,126.9407,0,0,0,0,0,1
34260,111.1208,0,0,0,0,0,3
34270,94.02428,5.001183,5.659981,0,0,0,4
34280,340.0855,0,0,0,0,0,3
34290,242.1929,0,0,0,0,0,1
35010,45882.62,0,0,0,0,0,1
35020,2331.248,0,0,0,0,0,1
35030,213.889,0,0,0,0,0,1
35040,309.5682,0,0,0,0,0,1
35050,599.4435,0,0,0,0,0,1
41010,731.5562,0,0,0,0,0,3
41020,23.11544,0,0,0,0,0,3
41030,1072.119,0,0,0,0,0,3
41040,1137.478,0,0,0,0,0,2
41050,57.27088,0,0,0,0,0,2
41060,86.66521,0,0,0,0,0,3
41070,48.72515,0,0,0,0,0,2
41080,80.33131,0,0,1,0,0,3
41090,82.47215,0,0,0,0,0,3
41100,65.17921,0,0,0,0,0,3
41110,106.5922,0,0,0,0,0,2
41120,61.49182,0,0,0,0,0,3
41130,58.28635,0,0,0,0,0,3
42010,14068.02,0,0,0,0,0,3
42020,213.6868,0,0,0,0,0,3
42030,697.8698,0,0,0,0,0,3
42040,1232.023,0,0,0,0,0,3
42050,2489.514,0,0,0,0,0,3
42060,123.8478,0,0,0,0,0,3
42070,53.70995,0,0,0,0,0,3
42080,15.42486,0,0,0,0,0,3
42090,81.24796,0,0,0,0,0,3
42100,239.1258,0,0,0,0,0,3
42110,520.5942,0,0,0,0,0,3
42120,58.25605,0,0,0,0,0,3
42130,113.1142,0,0,0,0,0,3
42140,88.06139,0,0,0,0,0,3
42150,92.41335,0,0,0,0,0,3
42160,33.12599,0,0,0,0,0,3
42170,43.28667,0,0,0,0,0,3
42180,133.2153,0,0,0,0,0,3
42190,33.70705,0,0,0,0,0,3
42200,30.242,0,0,0,0,0,3
42210,25.69982,0,0,0,0,0,3
42220,45.66341,0,0,0,0,0,3
42230,15.58327,0,0,0,0,0,3
42240,20.87495,0,0,0,0,0,3
42250,19.50049,0,0,0,0,0,3
42260,45.9423,0,0,1,0,0,3
42270,53.86472,0,0,0,0,0,3
42280,89.55728,0,5.462511,0,0,0,3
42290,170.9016,0,0,0,0,0,3
42300,95.08427,9.3,9.3,1,0,0,3
42310,110.5772,0,0,0,0,0,3
42320,253.5089,0,0,0,0,0,3
42330,139.2254,0,0,0,0,0,3
42340,29.23174,0,0,0,0,0,3
42350,2106.073,0,0,0,0,0,3
42360,104.0041,0,0,0,0,0,3
42370,73.12769,0,0,0,0,0,3
42380,133.0276,0,0,0,0,0,3
42390,227.811,0,0,0,0,0,3
42400,371.5351,0,0,0,0,0,3
42410,115.3745,0,0,0,0,0,3
42420,618.8716,0,0,0,0,0,3
42430,1121.43,0,0,0,0,0,3
42440,697.6997,0,0,0,0,0,3
43010,5246.451,0,0,0,0,0,3
51010,139.498,0,0,0,0,0,1
51020,972.2349,5.563642,0,1,0,0,3
51030,301.3514,5.577513,0,1,0,0,3
51040,76.32141,5.64833,0,1,0,0,3
51050,65.19751,4.473261,5.599958,1,0,1,5
51060,50.31135,0,0,0,0,0,3
51070,67.78966,0,0,0,0,0,3
51080,50.66991,0,0,0,0,0,3
51090,73.44904,0,0,0,0,0,3
51100,63.52225,0,0,0,0,0,3
51110,78.81133,5.732091,0,0,0,0,3
51120,38.1275,5.640365,0,0,0,0,3
51130,18.0998,0,0,0,0,1,5
51140,24.19923,4.529713,11.16,1,0,1,5
51150,21.64142,0,0,0,0,1,5
51160,64.68619,0,0,0,0,1,5
51170,68.64579,0,0,0,0,0,3
51180,67.13596,0,0,0,0,0,3
51190,40.71875,0,0,0,0,0,3
51200,44.2486,0,0,0,0,0,3
51210,48.91727,0,0,0,0,0,3
51220,244.486,5.487188,0,0,0,0,3
51230,40.92634,5.702299,0,0,0,0,3
51240,34.30369,4.604352,5.683588,1,0,1,5
51250,38.1385,0,0,0,0,1,5
51260,62.07521,0,0,0,0,0,3
51270,70.79666,0,0,0,0,0,3
51280,56.99179,0,0,0,0,0,3
51290,65.7637,0,0,0,0,0,3
51300,27.73049,0,0,0,0,0,3
51310,35.1142,0,0,0,0,0,3
51320,20.65852,0,0,0,0,1,5
51330,29.31203,0,0,0,0,1,5
51340,24.07651,0,0,0,0,0,3
51350,12.3056,4.65,0,0,0,1,5
51360,15.99942,4.347899,5.487897,1,0,1,5
51370,18.11965,5.516663,6.158071,0,0,1,5
51380,60.90218,0,0,0,0,0,3
51390,64.07396,0,0,0,0,0,3
51400,33.404,0,0,0,0,0,3
51410,32.61361,0,0,0,0,0,3
51420,31.97157,0,0,0,0,0,3
51430,40.44916,0,0,0,0,0,3
51440,37.4541,0,0,0,0,0,3
51450,37.5276,0,0,0,0,0,3
51460,33.91617,4.65,0,0,0,0,3
51470,20.13096,7.31,9.61,0,1,1,5
51480,10.57424,4.52816,0,0,1,1,5
51490,14.66927,4.698267,5.733396,0,1,1,5
51500,20.01034,0,0,0,0,1,5
51510,127.1294,0,0,0,0,0,3
51520,65.14667,0,0,0,0,0,3
51530,66.49237,0,0,0,0,0,3
51540,66.48994,0,0,0,0,0,3
51550,43.81838,5.48,11.97,0,1,1,3
51560,23.17203,4.679263,5.729316,0,1,1,3
51570,31.10908,5.664278,6.252497,1,0,1,5
51580,39.86464,0,0,0,1,1,3
51590,64.55757,0,0,0,0,0,3
51600,134.137,0,0,0,0,0,3
51610,70.42686,0,0,0,0,0,3
51620,114.2525,0,0,0,0,0,3
51630,59.25475,0,0,0,0,0,3
51640,65.18999,0,0,0,0,0,3
51650,64.69783,0,0,0,0,0,3
51660,64.6692,0,0,0,0,0,3
51670,43.76887,0,0,0,0,1,3
51680,21.38384,0,0,0,0,1,3
51690,33.09192,4.286134,8.37,0,0,1,3
51700,33.05894,0,0,0,0,1,3
51710,67.39911,0,0,0,0,0,3
51720,132.9743,0,0,0,0,0,3
51730,86.54813,0,0,0,0,0,3
51740,67.17322,0,0,0,0,0,3
51750,63.88073,0,0,0,0,0,3
51760,65.58791,0,0,0,0,0,3
51770,66.07343,0,0,0,0,0,3
51780,67.35712,0,0,0,0,0,3
51790,66.57571,0,0,0,0,0,3
51800,135.4715,0,0,0,0,0,3
51810,31.41687,0,0,0,0,0,3
52010,78.77171,0,0,0,0,0,3
52020,68.61857,0,0,0,0,0,3
52030,64.7142,0,0,0,0,0,3
52040,66.06466,0,0,0,0,0,3
52050,66.74334,0,0,0,0,0,3
52060,68.75266,0,0,0,0,0,3
52070,65.21334,0,0,0,0,0,3
52080,66.11383,0,0,0,0,0,3
52090,65.94833,0,0,0,0,0,3
52100,59.15802,0,0,0,0,0,3
52110,79.81451,0,0,0,0,0,3
52120,68.01194,0,0,0,0,0,3
52130,65.28561,0,0,0,0,0,3
52140,66.91862,0,0,0,0,0,3
52150,67.16597,0,0,0,0,0,3
52160,133.7139,0,0,0,0,0,3
52170,65.57449,0,0,0,0,0,3
52180,66.08434,0,0,0,0,0,3
52190,80.86927,0,0,0,0,0,4
52200,79.73125,0,0,0,0,0,4
52210,76.01885,0,0,0,0,0,3
52220,209.4631,0,0,0,0,0,4
52230,33.05193,0,0,0,0,0,4
52240,27.54002,0,0,0,0,0,4
52250,363.8192,0,0,0,0,0,3
52260,575.6552,0,0,0,0,0,3
52270,64.17947,0,0,0,0,0,3
53010,22.4517,0,0,0,0,0,3
53020,30.94449,0,0,0,0,0,3
53030,62.33786,0,0,0,0,0,3
53040,374.122,0,0,0,0,0,3
53050,25.50782,0,0,0,0,0,3
53060,1057.973,0,0,0,0,0,3
53070,15.56858,0,0,0,0,0,3
53080,29.12325,0,0,0,0,0,3
53090,47.39096,0,0,0,0,0,3
53100,340.4102,0,0,0,0,0,3
53110,51.90451,0,0,0,0,0,3
53120,46.67953,0,0,0,0,0,3
53130,451.6535,0,0,0,0,0,2
53140,77.79988,0,0,0,0,0,2
53150,210.5363,0,0,0,0,0,3
53160,150.3087,0,0,0,0,0,2
53170,109.2893,0,0,0,0,0,2
53180,287.4077,0,0,0,0,0,2
53190,111.8103,0,0,0,0,0,2
53200,112.2969,0,0,0,0,0,2
53210,381.7537,0,0,0,0,0,3
53220,79.6884,0,0,0,0,0,2
54010,293.9287,0,0,0,0,0,3
54020,155.7835,0,0,0,0,0,4
54030,141.2253,0,0,0,0,0,4
54040,249.2074,0,0,0,0,0,3
54050,204.488,0,0,0,0,0,4
54060,114.3347,0,0,0,0,0,4
54070,121.7264,0,0,0,0,0,4
54080,168.3674,0,0,0,0,0,3
54090,100.5049,0,0,0,0,0,3
54100,117.1559,0,0,0,0,0,3
54110,320.9733,0,0,0,0,0,4
54120,238.251,0,0,0,0,0,3
54130,133.4866,0,0,0,0,0,4
54140,131.5108,0,0,0,0,0,4
54150,212.0939,0,0,0,0,0,3
54160,71.67695,0,0,0,0,0,4
54170,305.6909,0,0,0,0,0,4
54180,223.6361,0,0,0,0,0,3
54190,615.824,0,0,0,0,0,3
54200,4786.808,0,0,0,0,0,3
54210,225.3371,0,0,0,0,0,3
54220,117.9477,0,0,0,0,0,3
54230,283.284,0,0,0,0,0,4
54240,93.9575,0,0,0,0,0,3
54250,286.507,0,0,0,0,0,4
54260,90.24429,0,0,0,0,0,4
54270,128.7212,0,0,0,0,0,4
54280,189.1624,0,0,0,0,0,4
54290,147.0398,0,0,0,0,0,4
54300,1177.499,0,0,0,0,0,3
54310,3077.94,0,0,0,0,0,3
54320,808.1171,0,0,0,0,0,3
54330,710.3725,0,0,0,0,0,3
54340,424.9797,0,0,0,0,0,3
54350,368.9553,0,0,0,0,0,3
54360,316.8478,0,0,0,0,0,3
54370,194.5062,0,0,0,0,0,3
54380,115.0606,0,0,0,0,0,3
54390,308.3316,0,0,0,0,0,1
54400,256.2869,0,0,0,0,0,3
54410,216.7346,0,0,0,0,0,3
54420,33.50256,9.23,5.548576,0,0,0,3
54430,227.6673,0,0,0,0,0,3
54440,186.6535,0,0,0,0,0,3
54450,138.8143,0,0,0,0,0,3
61010,122.1831,0,0,0,0,0,3
61020,58.95636,0,0,0,0,0,3
61030,90.83974,0,0,0,0,0,3
61040,67.17113,0,0,0,0,0,3
61050,115.6076,0,0,0,0,0,3
61060,46.33546,0,0,0,0,0,3
61070,93.86453,0,0,0,0,0,3
61080,100.592,0,0,0,0,0,3
61090,22.36917,3.970671,5.083009,0,0,0,3
61100,71.22379,0,0,0,0,1,3
61110,14.399,0,0,0,0,0,5
61120,51.00212,0,0,0,0,0,3
61130,63.48707,0,0,0,0,0,3
61140,60.15808,3.95717,5.070705,1,0,0,3
61150,16.94006,0,0,0,1,1,5
61160,16.4866,5.37,12.09,1,1,1,5
61170,11.20732,0,0,0,0,1,5
61180,52.32358,0,0,0,0,0,3
61190,33.73682,0,0,0,0,0,3
61200,30.78833,0,0,0,0,0,3
61210,52.04197,0,0,0,0,0,3
61220,8.783017,0,0,0,0,1,3
61230,43.82603,0,0,0,0,0,3
61240,20.30538,0,0,0,1,1,5
61250,20.0516,0,0,0,1,1,5
61260,10.33955,0,0,0,0,1,5
61270,30.18087,0,0,0,0,0,5
61280,44.03485,0,0,0,0,0,3
61290,41.26614,0,0,0,0,0,3
61300,69.60408,0,0,0,0,0,3
61310,42.41371,0,0,0,0,0,3
61320,66.02239,0,0,0,0,1,3
61330,35.99118,0,0,0,0,0,4
61340,28.89043,0,0,0,0,0,4
61350,12.67131,0,0,0,0,1,5
61360,12.83533,0,0,0,0,1,5
61370,6.923157,0,0,0,0,0,5
61380,5.786758,0,0,0,0,0,5
61390,12.66419,0,0,0,0,0,5
61400,21.76672,0,0,0,0,0,3
61410,20.9173,0,0,0,0,0,3
61420,30.98102,0,0,0,0,0,3
61430,23.83558,3.909543,0,0,1,1,5
61440,13.97076,4.925633,5.778418,1,1,1,5
61450,9.212321,0,0,0,1,1,5
61460,9.856063,0,0,0,1,1,5
61470,14.9086,0,0,0,1,1,5
61480,24.48457,0,0,0,0,0,3
61490,79.47884,0,0,0,0,0,3
61500,33.57147,0,0,0,0,0,3
61510,59.36169,0,0,0,0,0,3
61520,65.91967,0,0,0,0,0,3
61530,65.62493,0,0,0,0,0,3
61540,33.36415,0,0,0,0,0,4
61550,32.47762,0,0,0,0,0,4
61560,178.7164,0,0,0,0,0,3
61570,9.517463,0,0,0,0,0,5
61580,15.06568,5.685688,6.127669,0,1,1,5
61590,10.96758,0,0,0,1,1,5
61600,20.69947,0,0,0,1,1,5
61610,41.78263,0,0,0,0,0,3
61620,32.37249,0,0,0,0,0,3
61630,77.53429,0,0,0,0,0,3
61640,83.98814,0,0,0,0,0,3
61650,65.8019,0,0,0,0,0,3
61660,31.70635,0,0,0,0,0,5
61670,38.1764,0,0,0,0,0,5
61680,15.96592,0,0,0,1,1,5
61690,14.1255,7.91,0,0,1,1,5
61700,131.2058,0,0,0,0,0,4
61710,65.98081,0,0,0,0,0,4
61720,77.13216,0,0,0,0,0,3
61730,23.031,6.86,5.119862,1,0,0,5
61740,11.98051,0,0,0,0,0,5
61750,80.09143,0,0,0,0,0,3
61760,32.55085,0,0,0,0,0,3
61770,27.70733,5.455937,5.946258,0,0,0,4
61780,30.3446,0,0,0,0,0,4
61790,62.27418,0,0,0,0,0,3
61800,39.44068,0,0,0,0,0,3
61810,37.42616,0,0,0,0,0,3
61820,67.16331,0,0,0,0,0,4
61830,117.7359,0,0,0,0,0,4
61840,53.83659,0,0,0,0,0,3
61850,43.60782,0,0,0,0,0,3
61860,65.92635,0,0,0,0,0,3
61870,38.089,0,0,0,0,0,3
61880,64.38564,0,0,0,0,0,3
61890,65.65752,0,0,0,0,0,4
61900,59.64865,0,0,0,0,0,4
61910,85.33223,0,0,0,0,0,4
61920,47.42756,0,0,0,0,0,4
61930,24.07559,0,0,0,0,0,3
62010,92.2178,0,0,0,0,0,3
62020,46.89687,0,0,0,0,0,3
62030,42.57132,0,0,0,0,0,3
62040,64.20126,0,0,0,0,0,3
62050,66.79453,0,0,0,0,0,3
62060,96.34788,0,0,0,0,0,3
62070,105.544,0,0,0,0,0,3
62080,80.13413,0,0,0,0,0,3
62090,72.30229,0,0,0,0,0,3
62100,80.83364,0,0,0,0,0,3
62110,88.70666,0,0,0,0,0,3
62120,53.41693,0,0,0,0,0,3
62130,63.56851,0,0,0,0,0,3
62140,65.88293,0,0,0,0,0,3
62150,33.34259,0,0,0,0,0,4
62160,69.87964,0,0,0,0,0,4
62170,28.1619,0,5.607706,0,0,0,4
62180,25.06521,0,0,0,0,0,3
62190,28.25537,0,0,0,0,0,3
62200,26.87974,0,0,0,0,0,5
62210,38.06637,0,0,0,0,0,5
62220,75.57802,0,0,0,0,0,3
62230,99.85574,0,0,0,0,0,3
62240,57.49923,0,0,0,0,0,3
62250,37.88179,0,0,0,0,0,3
62260,65.37754,0,0,0,0,0,4
62270,40.79711,0,0,0,0,0,3
62280,27.84204,0,0,0,0,0,5
62290,95.75185,0,0,0,0,0,3
62300,64.5646,0,0,0,0,0,4
62310,47.94311,0,0,0,0,0,3
62320,25.19899,0,0,0,0,0,3
62330,37.78647,0,0,0,0,0,5
62340,65.85339,0,0,0,0,0,3
62350,66.37074,0,0,0,0,0,3
62360,66.9216,0,0,0,0,0,4
62370,51.30706,0,0,0,0,0,4
62380,14.72616,5.104911,5.723027,0,0,0,4
62390,66.39624,0,0,0,0,0,5
62400,32.70209,0,0,0,0,0,5
62410,33.10745,0,0,0,0,0,5
62420,25.94388,0,0,0,0,0,3
62430,29.48759,0,0,0,0,0,3
62440,73.64823,0,0,0,0,0,3
62450,81.02293,0,0,0,0,0,3
62460,65.99322,0,0,0,0,0,3
62470,11.93111,0,0,0,0,0,3
62480,67.97169,0,0,0,0,0,4
62490,67.43413,0,0,0,0,0,4
62500,67.89645,0,0,0,0,0,4
62510,66.10146,0,0,0,0,0,4
62520,45.06213,0,0,0,0,0,3
62530,38.34831,0,0,0,0,0,3
62540,40.75055,0,0,0,0,0,3
62550,52.1429,0,0,0,0,0,3
62560,36.99338,0,0,0,0,0,3
62570,41.21612,0,0,0,0,0,3
62580,67.78512,0,0,0,0,0,4
62590,65.67417,0,0,0,0,0,4
62600,64.96659,0,0,0,0,0,4
62610,31.19547,0,0,0,0,0,3
62620,32.37605,0,0,0,0,0,3
62630,57.55427,0,0,0,0,0,3
62640,58.56851,0,0,0,0,0,3
62650,93.14417,0,0,0,0,0,4
62660,35.30436,0,0,0,0,0,3
62670,32.67907,0,0,0,0,0,3
62680,40.19123,0,0,0,0,0,4
62690,33.37277,0,0,0,0,0,4
62700,33.61113,0,0,0,0,0,4
62710,41.28724,0,0,0,0,0,3
62720,62.34068,0,0,0,0,0,3
62730,66.28748,0,0,0,0,0,3
62740,66.87293,0,0,0,0,0,3
63010,142.311,0,0,0,0,0,2
63020,119.1202,0,0,0,0,0,2
63030,106.4797,0,0,0,0,0,2
63040,62.96566,0,0,0,0,0,2
63050,549.4316,0,0,0,0,0,3
63060,20.95588,4.032206,0,0,0,0,4
63070,17.94772,0,0,0,0,0,4
63080,51.94091,0,0,0,0,0,2
63090,63.75815,0,0,0,0,0,2
63100,65.96675,0,0,0,0,0,2
63110,84.47514,0,0,0,0,0,3
63120,45.01441,0,0,0,0,0,4
63130,33.44225,0,0,0,0,0,4
63140,32.58363,0,0,0,0,0,4
63150,64.9689,0,0,0,0,0,4
63160,97.8989,0,0,0,0,0,3
63170,30.58769,0,0,0,0,0,2
63180,123.4995,0,0,0,0,0,3
63190,66.86602,0,0,0,0,0,4
63200,67.41325,0,0,0,0,0,4
63210,133.2722,0,0,0,0,0,3
63220,108.1657,0,0,0,0,0,3
63230,62.67476,0,0,0,0,0,3
63240,188.6108,0,0,0,0,0,3
63250,87.68687,0,0,0,0,0,3
63260,61.42982,0,0,0,0,0,4
63270,61.52145,0,0,0,0,0,4
63280,123.2438,0,0,0,0,0,3
63290,122.1476,0,0,0,0,0,2
63300,74.62479,0,0,0,0,0,3
63310,102.0545,0,0,0,0,0,3
63320,79.78476,0,0,0,0,0,3
63330,56.46398,0,0,0,0,0,4
63340,66.60449,0,0,0,0,0,4
63350,65.66352,0,0,0,0,0,4
63360,65.7924,0,0,0,0,0,4
63370,130.7438,0,0,0,0,0,2
63380,154.2531,0,0,0,0,0,3
63390,82.31777,0,0,0,0,0,3
63400,43.6961,0,0,0,0,0,4
63410,29.65572,0,0,0,0,0,4
63420,33.62339,0,0,0,0,0,4
63430,37.10724,0,0,0,0,0,4
63440,66.21091,0,0,0,0,0,4
63450,99.74379,0,0,0,0,0,3
63460,33.30897,0,0,0,0,0,4
