mat_id,mo10,mo11,mo12,mo13,mo14,mo15,mo16,mo17,mo18,mo20,mo21,mo22,mo23,mo24,mo25,mo26,mo27,mo30,mo31,mo32,mo40,mo41,mo42,mo43,mo44
mat_name,TotPop,Pop0t4,Pop5t12,Pop13t17,Pop18t24,Pop25t34,Pop35t54,Pop55t64,Pop65Up,TotEmp,EmpConMfg,EmpFire,EmpTcuWh,EmpRet,EmpBoS,EmpAcFoInCu,EmpHeEdPuAd,EnrolElem,EnrolSec,EnrolPsFte,TotHh,Hh1p,Hh2p,Hh3p,Hh4pUp
mat_desc,POP_Total,POP_0to4,POP_5to12,POP_13to17,POP_18to24,POP_25to34,POP_35to54,POP_55to64,POP_65plus,EMP_Total,Construct_Mfg,FIRE,TCU_Wholesale,Retail,Business_OtherServices,AccomFood_InfoCult,Health_Educat_PubAdmin,Elementary_Enrolment,Secondary_Enrolment,PostSecFTE,HHOLDS_Total,HHOLDS_1Person,HHOLDS_2Person,HHOLDS_3Person,HHOLDS_4plusPerson
TAZ1700,POP_Total,POP_0to4,POP_5to12,POP_13to17,POP_18to24,POP_25to34,POP_35to54,POP_55to64,POP_65plus,EMP_Total,EMP_Construct_Mfg,EMP_FIRE,EMP_TCU_Wholesale,EMP_Retail,EMP_Business_OtherServices,EMP_AccomFood_InfoCult,EMP_Health_Educat_PubAdmin,Elementary_Enrolment,Secondary_Enrolment,PostSecFTE,HH_Total,HH_1Person,HH_2Person,HH_3Person,HH_4plusPerson
53020,0,0,0,0,0,0,0,0,0,74.66653,14.1441,9.210623,9.91037,9.543535,13.89648,9.315605,8.645819,0,0,0,0,0,0,0,0
53030,0,0,0,0,0,0,0,0,0,1823.97,802.936,49.01464,639.2075,64.12903,185.6384,23.64179,59.40274,0,0,0,0,0,0,0,0
53040,116.2071,11.85584,20.82857,7.565001,4.514509,8.307329,28.87705,20.70631,13.55248,211.9013,110.2647,13.19864,16.8238,11.87009,21.38741,12.14049,26.21616,0,0,0,33.89826,5.650259,8.872798,1.623207,17.752
53050,0,0,0,0,0,0,0,0,0,615.5114,510.2176,23.93661,10.74864,10.35078,27.14695,12.13505,20.97577,0,0,0,0,0,0,0,0
53060,316.6986,35.61506,63.06334,17.0582,6.256951,24.89252,87.75012,63.77326,18.28917,290.8201,115.3523,75.03638,40.67598,10.27265,26.99619,10.02731,12.45934,52,0,0,114.2753,19.40848,52.79742,6.504947,35.56444
53070,322.3714,25.06858,29.60799,5.390597,13.22399,28.16606,94.02737,36.70496,90.18187,41.51555,5.874594,5.888798,6.336181,6.101645,5.830721,5.955919,5.527692,0,0,0,95.11273,10.36508,28.77183,11.57986,44.39595
53080,154.2948,11.69797,13.82347,5.124848,7.19757,13.1412,43.91057,17.15709,42.24209,36.39956,5.150663,5.163117,5.555368,5.349734,5.112196,5.221966,4.846509,0,0,0,49.28433,7.715599,15.42045,6.206305,19.94197
53090,1692.354,55.5,209.5187,95.83732,82.33472,191.9926,538.8782,208.912,309.3802,394.4299,48.72814,50.18747,19.65898,47.36434,79.89603,22.73845,125.8565,532,0,0,567.6917,122.5382,151.4549,100.5132,193.1853
53100,356.224,7.476605,26.0877,17.33031,6.081816,33.75847,124.1519,72.45095,68.88622,455.6904,183.3008,24.82841,69.41092,27.03439,33.64651,100.8558,16.6135,0,0,0,130.9095,14.63124,73.10528,15.69218,27.48081
53110,3640.89,246.0173,374.7963,289.5529,311.0502,402.2223,1343.781,346.012,327.4571,362.4317,49.77674,51.36623,58.80582,22.95603,94.7367,23.22969,61.56053,0,0,0,1059.485,80.66875,273.507,252.9885,452.3209
53120,115.1694,4.770584,7.649312,5.886647,11.12883,14.56614,18.7919,18.20818,34.16785,1111.742,590.1589,10.55492,184.4378,85.96993,160.7968,34.09172,45.73144,0,0,0,47.1114,14.61115,20.44137,7.345609,4.713269
53130,216.2769,5.220154,9.648411,5.036773,23.25629,24.78405,41.01277,48.89616,58.42233,646.4598,327.7773,10.76642,159.4715,18.69574,46.81994,63.81599,19.11292,0,0,0,67.81148,15.35869,12.98677,9.503296,29.96272
53140,201.8476,0,7.717981,7.003119,12.4435,25.22742,44.77327,47.70351,56.97877,2632.062,1107.906,44.61958,529.924,393.648,367.7297,80.08264,108.1523,39,13,0,0,0,0,0,0
53150,369.6386,29.87422,7.073602,19.11559,17.47799,41.942,74.82473,43.9007,135.4297,121.2006,32.95649,9.955253,10.62716,10.23379,32.26025,9.989373,15.17832,61,0,0,128.3437,14.21561,53.77877,25.52413,34.82516
