mat_id,mo10,mo11,mo12,mo13,mo14,mo15,mo16,mo17,mo18,mo20,mo21,mo22,mo23,mo24,mo25,mo26,mo27,mo30,mo31,mo32,mo40,mo41,mo42,mo43,mo44
mat_name,TotPop,Pop0t4,Pop5t12,Pop13t17,Pop18t24,Pop25t34,Pop35t54,Pop55t64,Pop65Up,TotEmp,EmpConMfg,EmpFire,EmpTcuWh,EmpRet,EmpBoS,EmpAcFoInCu,EmpHeEdPuAd,EnrolElem,EnrolSec,EnrolPsFte,TotHh,Hh1p,Hh2p,Hh3p,Hh4pUp
mat_desc,POP_Total,POP_0to4,POP_5to12,POP_13to17,POP_18to24,POP_25to34,POP_35to54,POP_55to64,POP_65plus,EMP_Total,Construct_Mfg,FIRE,TCU_Wholesale,Retail,Business_OtherServices,AccomFood_InfoCult,Health_Educat_PubAdmin,Elementary_Enrolment,Secondary_Enrolment,PostSecFTE,HHOLDS_Total,HHOLDS_1Person,HHOLDS_2Person,HHOLDS_3Person,HHOLDS_4plusPerson
TAZ1700,POP_Total,POP_0to4,POP_5to12,POP_13to17,POP_18to24,POP_25to34,POP_35to54,POP_55to64,POP_65plus,EMP_Total,EMP_Construct_Mfg,EMP_FIRE,EMP_TCU_Wholesale,EMP_Retail,EMP_Business_OtherServices,EMP_AccomFood_InfoCult,EMP_Health_Educat_PubAdmin,Elementary_Enrolment,Secondary_Enrolment,PostSecFTE,HH_Total,HH_1Person,HH_2Person,HH_3Person,HH_4plusPerson
11010,196.0763,10.50759,4.780859,5.766382,10.83036,15.43516,36.68346,46.14412,65.92837,74.63579,17.617,8.540554,8.567694,8.527349,14.23194,8.571599,8.579657,0,0,0,83.555,15.95057,45.66484,13.78928,8.150304
11020,25.10166,0,1.984931,2.403769,0.04545654,4.280738,6.519632,5.309217,4.557911,253.5735,16.46225,37.05029,10.71749,9.993915,77.57789,75.67952,26.0922,0,0,0,9.094847,0.002583173,2.280115,2.536944,4.275205
11030,2321.704,19.50923,173.0955,185.6122,220.291,114.6452,617.8283,409.299,581.424,1308.323,101.7713,54.5354,482.6368,41.18894,148.4459,345.3242,134.4206,267,0,0,940.3192,238.3702,343.157,181.2313,177.5607
11040,625.3899,10.24511,27.96871,26.43438,34.02113,45.14971,158.3962,124.9742,198.2004,365.5958,32.54094,10.46247,11.25176,9.91253,32.86034,10.68541,257.8824,509,391,0,276.4578,77.21896,116.2532,41.58698,41.39864
11050,988.9838,18.67175,74.33601,116.7132,153.6536,54.85827,256.0831,104.7703,209.8976,141.5847,44.62131,9.689084,12.85735,9.674103,36.04743,11.72178,16.97364,0,0,0,328.1051,23.7046,108.6408,42.6305,153.1292
11060,2270.617,76.50706,204.2229,181.0294,248.5073,79.92772,574.8728,462.8636,442.686,552.6895,101.64,17.82491,39.93671,44.8754,180.3934,115.2966,52.72249,78,0,0,815.5548,108.7101,297.1691,136.172,273.5036
11070,1993.721,29.86047,110.9551,140.786,163.7995,141.3439,570.8697,315.679,520.4269,534.1596,57.31796,92.14359,34.40794,9.921852,83.60526,69.0118,187.7512,0,0,0,868.4669,243.1246,331.052,145.6401,148.6501
