matrices:,md5,md6,md7,md8,md9,md10,md11,md20,md21,md22,md23,md24,md25,md31,md32,md33,md34,md35,md36,md37,md38,md39,md40,md41,md42,md43,md44,md45,md46,md47,md48,md49,md50,md51,md52,mo915,mo916,mo917,mo918,mo919,mo920,mo921,mo922,mo923,mo924,mo925,mo926
name:,Con11,FIRE11,TCWh11,Ret11,Bus11,AcIn11,HeEd11,PpTt11,Pp2_11,Pp3_11,PSEn11,HhLwIn,HhMdIn,aWkL,aWkM,aWkH,aNw,aUv,aSc,aSh,aPB,aSo,aEc,aNo,aWkLf,aWkMf,aWkHf,aNwf,aUvnf,aScf,aShf,aPBf,aSof,aEcf,aNof,p2-10f,p2-20f,p2-30f,p2-11f,p2-21f,p2-31f,p2-12f,p2-22f,p2-32f,p2-13f,p2-23f,p2-33f
description,2011_Const_Mfg,2011_FIRE,2011_TCU_WhSale,2011_Retail,2011_Business_OthServ,2011_Accom_Fd_Info,2011_Health_Ed_PubAd,2011_total_population,2011_Pop 5to12,2011_Pop_13to17,PostSec 2011 FT Enrl,Household Low Income,Household Medium Income,AttracWkL,AttracWkM,AttracWkH,AttracNw,AttracUv,AttracSc,AttracSh,AttracPB,AttracSo,AttracEc,AttracNo,FactoredAttracWkL,FactoredAttracWkM,FactoredAttracWkH,FactoredAttracNw,NOTFactoredAttracUv,FactoredAttracSc,FactoredAttracSh,FactoredAttracPB,FactoredAttracSo,FactoredAttracEc,FactoredAttracNo,FactoredProducUvLA0,FactoredProducUvMA0,FactoredProducUvHA0,FactoredProducUvLA1,FactoredProducUvMA1,FactoredProducUvHA1,FactoredProducUvLA2,FactoredProducUvMA2,FactoredProducUvHA2,FactoredProducUvLA3+,FactoredProducUvMA3+,FactoredProducUvHA3+
3010,91.0,319.0,153.0,268.0,605.0,415.0,454.0,8384.0,688.0,537.0,996.0,961.9114379882812,874.147705078125,454.08966064453125,1349.439453125,893.860107421875,1456.931640625,1146.5601806640625,2028.8662109375,1340.110595703125,1003.1246337890625,2449.162109375,1985.625244140625,1964.46826171875,455.5250244140625,1353.69287109375,898.1015014648438,1466.56787109375,1146.5601806640625,2028.55126953125,1354.2286376953125,1014.8701782226562,2473.6806640625,1986.0003662109375,1977.744140625,117.26959228515625,23.9731388092041,10.161200523376465,217.95960998535156,96.82653045654297,109.93152618408203,82.37301635742188,78.99236297607422,158.06201171875,13.844075202941895,17.798755645751953,44.0972785949707
3020,123.0,38.0,32.0,170.0,321.0,334.0,94.0,4914.0,186.0,118.0,0.0,855.99169921875,851.398681640625,239.31784057617188,606.7266235351562,280.000244140625,738.6749267578125,8.427366256713867,501.0372009277344,832.5855102539062,511.47283935546875,1511.184814453125,624.44677734375,1181.9686279296875,240.07431030273438,608.6390380859375,281.328857421875,743.5606079101562,8.427366256713867,500.9594421386719,841.3568115234375,517.461669921875,1526.313232421875,624.5647583007812,1189.956298828125,109.10323333740234,27.872220993041992,9.309235572814941,131.58863830566406,70.77075958251953,67.62935638427734,34.91230010986328,36.20351791381836,71.3341293334961,4.6873040199279785,6.4553327560424805,16.772462844848633
3030,173.0,180.0,83.0,507.0,437.0,820.0,377.0,5730.0,343.0,186.0,0.0,805.0419311523438,801.2860717773438,516.554931640625,1302.7454833984375,768.50244140625,1463.64208984375,33.79911804199219,899.916748046875,2096.987060546875,1097.1904296875,2825.4013671875,1350.6929931640625,2307.0791015625,518.187744140625,1306.851806640625,772.1489868164062,1473.32275390625,33.79911804199219,899.777099609375,2119.078857421875,1110.037353515625,2853.686279296875,1350.9482421875,2322.670166015625,113.78450775146484,29.875377655029297,11.31999683380127,142.97970581054688,78.51594543457031,84.06672668457031,37.49638366699219,41.07550048828125,85.120361328125,5.098660469055176,7.402951717376709,19.65462303161621
3040,162.0,204.0,207.0,338.0,556.0,335.0,328.0,6349.0,436.0,311.0,0.0,714.6995849609375,648.8477783203125,393.319091796875,1218.93798828125,781.8904418945312,1259.8125,29.406129837036133,1243.916259765625,1507.3870849609375,864.32421875,2084.98193359375,1335.666015625,1772.670166015625,394.5623474121094,1222.7801513671875,785.6005249023438,1268.14501953125,29.406129837036133,1243.72314453125,1523.2674560546875,874.444580078125,2105.8544921875,1335.9183349609375,1784.6497802734375,107.58247375488281,23.62911605834961,10.684732437133789,155.03746032714844,73.84175109863281,88.54090118408203,54.06988525390625,55.723785400390625,115.70244598388672,8.737322807312012,12.034163475036621,30.83264923095703
3050,74.0,246.0,93.0,456.0,703.0,662.0,195.0,7785.0,121.0,110.0,0.0,1609.4468994140625,1599.2545166015625,495.092529296875,1282.6973876953125,706.9583740234375,1580.8895263671875,17.482303619384766,396.96075439453125,1999.872314453125,1038.2962646484375,2854.11181640625,823.8416137695312,2338.20458984375,496.6575012207031,1286.740478515625,710.3128662109375,1591.345703125,17.482303619384766,396.8991394042969,2020.94091796875,1050.45361328125,2882.684326171875,823.9972534179688,2354.006103515625,210.0115509033203,57.406517028808594,18.20751190185547,195.174072265625,115.52064514160156,105.5744400024414,27.314088821411133,30.126670837402344,61.81637954711914,2.667081832885742,3.9529824256896973,11.340890884399414
3060,60.0,670.0,47.0,287.0,632.0,873.0,351.0,5164.0,145.0,125.0,0.0,964.2595825195312,958.3485107421875,661.6594848632812,1640.048828125,1188.89306640625,1748.0924072265625,31.4681453704834,480.15350341796875,1270.121337890625,949.3037719726562,2441.06396484375,947.0260009765625,1802.116455078125,663.7509765625,1645.21826171875,1194.534423828125,1759.6544189453125,31.4681453704834,480.0789794921875,1283.5020751953125,960.4191284179688,2465.50146484375,947.2049560546875,1814.295166015625,126.9523696899414,34.40311050415039,11.282442092895508,125.37657165527344,73.13201904296875,69.12095642089844,20.329010009765625,22.465314865112305,46.26277160644531,2.096782922744751,3.1105754375457764,8.764134407043457
3070,370.0,358.0,52.0,353.0,1202.0,821.0,701.0,5759.0,177.0,95.0,172.0,1110.205078125,1103.5672607421875,826.4313354492188,2357.78759765625,1700.27001953125,2170.818359375,253.81805419921875,529.361328125,1536.5736083984375,1226.1715087890625,2686.28466796875,1082.8798828125,2076.072021484375,829.0436401367188,2365.219482421875,1708.3377685546875,2185.17626953125,253.81805419921875,529.2791748046875,1552.761474609375,1240.5286865234375,2713.177001953125,1083.08447265625,2090.10205078125,136.11973571777344,35.075862884521484,10.809991836547852,150.27806091308594,82.5235595703125,73.03491973876953,32.616825103759766,33.5064582824707,64.6856460571289,4.298645496368408,5.876126766204834,15.467175483703613
3080,708.0,1046.0,528.0,830.0,2640.0,949.0,960.0,1868.0,47.0,30.0,330.0,316.6016845703125,314.58111572265625,1530.59912109375,4797.83154296875,3844.5244140625,4003.608154296875,452.46539306640625,249.930419921875,3107.973876953125,1742.4022216796875,3000.373046875,1183.0142822265625,2689.589111328125,1535.437255859375,4812.95458984375,3862.7666015625,4030.08837890625,452.46539306640625,249.89163208007812,3140.71630859375,1762.803955078125,3030.40966796875,1183.23779296875,2707.765380859375,29.850055694580078,6.997430324554443,1.7493864297866821,42.16217803955078,21.16499137878418,15.005918502807617,9.943151473999023,8.768095970153809,14.692748069763184,1.4679715633392334,1.7045146226882935,4.139057159423828
3090,78.0,205.0,127.0,365.0,923.0,453.0,1180.0,7268.0,356.0,264.0,6.0,1083.4896240234375,1000.3594970703125,610.8275146484375,2020.369873046875,1503.0892333984375,1865.71728515625,112.45214080810547,1151.7213134765625,1645.6141357421875,1449.8807373046875,2669.93115234375,1546.79736328125,2223.93505859375,612.75830078125,2026.7381591796875,1510.221435546875,1878.0572509765625,112.45214080810547,1151.5426025390625,1662.95068359375,1466.8572998046875,2696.65966796875,1547.089599609375,2238.96435546875,149.8226776123047,33.59866714477539,13.41472053527832,171.2314453125,85.72691345214844,94.38526153564453,37.507816314697266,39.4927864074707,83.06371307373047,5.088681697845459,7.314663410186768,19.791534423828125
3100,456.0,529.0,76.0,617.0,932.0,495.0,1310.0,4515.0,96.0,50.0,178.0,908.015625,846.1948852539062,803.441162109375,2767.34912109375,2046.23095703125,2316.6162109375,315.07843017578125,406.841796875,2445.621826171875,1624.00732421875,2686.400146484375,1121.0107421875,2443.049072265625,805.9807739257812,2776.07177734375,2055.9404296875,2331.9384765625,315.07843017578125,406.7786560058594,2471.386474609375,1643.0228271484375,2713.293701171875,1121.2225341796875,2459.55908203125,123.17487335205078,28.50008773803711,10.260062217712402,106.66024780273438,56.21583938598633,56.54469299316406,12.827149391174316,13.545244216918945,29.082624435424805,1.1378458738327026,1.6766895055770874,4.978300094604492
3110,450.0,416.0,181.0,455.0,551.0,1022.0,590.0,2291.0,73.0,65.0,1977.0,467.102294921875,325.18609619140625,769.162841796875,2040.7762451171875,1470.7890625,1771.189208984375,2247.956298828125,299.367919921875,1758.5738525390625,1090.113525390625,2463.264404296875,999.7022705078125,1916.2744140625,771.5941162109375,2047.208740234375,1477.7679443359375,1782.904052734375,2247.956298828125,299.3214416503906,1777.1004638671875,1102.877685546875,2487.924072265625,999.8911743164062,1929.2244873046875,62.90399932861328,11.84001350402832,2.5912744998931885,49.793704986572266,25.61136817932129,13.994754791259766,6.8344526290893555,8.115997314453125,8.86458683013916,0.9991384744644165,1.440053939819336,2.36004638671875
3120,155.0,177.0,91.0,73.0,340.0,466.0,318.0,3063.0,151.0,98.0,0.0,721.6300048828125,583.4329223632812,364.7196960449219,940.1610107421875,673.5379638671875,851.6412353515625,28.509601593017578,442.0592041015625,398.7398681640625,517.8632202148438,1267.8897705078125,651.5413818359375,869.3035888671875,365.87255859375,943.1243896484375,676.73388671875,857.2740478515625,28.509601593017578,441.9906005859375,402.9405822753906,523.9268798828125,1280.58251953125,651.6644897460938,875.1783447265625,102.75357055664062,23.486083984375,5.71033239364624,98.34991455078125,57.76112365722656,33.05802917480469,15.398197174072266,19.970914840698242,21.406620025634766,2.004694938659668,3.3047354221343994,5.195132255554199
3130,526.0,752.0,133.0,307.0,2045.0,508.0,843.0,3549.0,83.0,53.0,556.0,805.7545776367188,644.0493774414062,1078.132568359375,3453.66796875,2830.30224609375,2861.749267578125,692.903564453125,329.39910888671875,1273.205810546875,1183.518798828125,1918.0546875,815.3130493164062,1568.6900634765625,1081.54052734375,3464.553955078125,2843.73193359375,2880.67724609375,692.903564453125,329.3479919433594,1286.6190185546875,1197.3765869140625,1937.2562255859375,815.4671020507812,1579.291259765625,112.25023651123047,24.955347061157227,5.928618907928467,103.39456939697266,59.1876106262207,33.21453094482422,15.537322044372559,19.528465270996094,20.804597854614258,1.805843472480774,2.91902494430542,4.6063923835754395
3140,511.0,411.0,228.0,446.0,1652.0,1239.0,2250.0,3044.0,117.0,80.0,138.0,563.9481811523438,443.2005310058594,1350.069580078125,4141.1201171875,3363.662841796875,3190.2763671875,354.9401550292969,612.3486328125,1758.3212890625,2160.447021484375,3316.91015625,1764.80419921875,2528.132568359375,1354.3370361328125,4154.1728515625,3379.62353515625,3211.377197265625,354.9401550292969,612.2536010742188,1776.84521484375,2185.74365234375,3350.11572265625,1765.1376953125,2545.217529296875,75.47040557861328,15.9664306640625,3.620196580886841,66.15631103515625,36.046852111816406,19.37889289855957,9.094392776489258,10.684861183166504,11.154135704040527,0.9879192113876343,1.5197534561157227,2.3910725116729736
3150,0.0,839.0,80.0,127.0,129.0,512.0,33.0,2179.0,87.0,42.0,0.0,383.7007141113281,302.39727783203125,408.9710693359375,973.4815063476562,794.6124267578125,1038.6297607421875,2.958543539047241,211.70602416992188,557.4495849609375,405.82208251953125,1173.2615966796875,438.4796142578125,818.581787109375,410.2637939453125,976.5499267578125,798.3828735351562,1045.4993896484375,2.958543539047241,211.6731719970703,563.3223266601562,410.5738525390625,1185.007080078125,438.5624694824219,824.11376953125,45.551658630371094,8.743597030639648,1.7791433334350586,47.03242874145508,22.939823150634766,10.97352123260498,10.340164184570312,10.697874069213867,9.932373046875,1.5276057720184326,2.063610076904297,2.8627161979675293
3160,3193.0,1607.0,1273.0,1143.0,3223.0,2341.0,1295.0,1447.0,21.0,43.0,884.0,305.5190734863281,242.27389526367188,2954.529541015625,8885.796875,6493.2060546875,6356.748046875,1097.604736328125,273.05438232421875,4231.33447265625,2558.92236328125,5142.5185546875,1994.675537109375,4092.879150390625,2963.86865234375,8913.8046875,6524.0166015625,6398.7919921875,1097.604736328125,273.0119934082031,4275.91162109375,2588.884765625,5194.0,1995.0523681640625,4120.53857421875,29.97692108154297,5.28909158706665,1.0098376274108887,42.58922576904297,19.0736141204834,8.56983757019043,10.796175956726074,10.311549186706543,9.006559371948242,2.1081900596618652,2.628570556640625,3.397705316543579
3170,177.0,309.0,114.0,615.0,773.0,766.0,492.0,8427.0,141.0,63.0,188.0,2208.319091796875,1734.8448486328125,628.228759765625,1764.315185546875,1110.9659423828125,1965.932373046875,252.84539794921875,392.58599853515625,2607.546875,1387.58251953125,3419.067138671875,1007.0750732421875,2877.9736328125,630.2145385742188,1769.8763427734375,1116.2374267578125,1978.9351806640625,252.84539794921875,392.5250549316406,2635.017333984375,1403.8297119140625,3453.295166015625,1007.265380859375,2897.4228515625,320.0796203613281,72.44670867919922,17.765026092529297,247.47044372558594,145.5455322265625,85.10199737548828,23.620920181274414,30.305952072143555,34.425811767578125,2.0326180458068848,3.415889263153076,5.886893272399902
3180,450.0,215.0,106.0,302.0,2095.0,841.0,10562.0,1046.0,30.0,8.0,1122.0,252.96340942382812,175.99684143066406,2416.948974609375,9765.85546875,8655.923828125,5750.4189453125,2192.668701171875,1449.0169677734375,1146.6988525390625,6452.93603515625,4730.27587890625,4369.93310546875,3868.098876953125,2424.5888671875,9796.6376953125,8696.99609375,5788.45263671875,2192.668701171875,1448.7921142578125,1158.779296875,6528.4931640625,4777.63037109375,4370.7587890625,3894.239501953125,29.663904190063477,5.146904468536377,1.0516767501831055,30.377029418945312,14.357357025146484,7.351855754852295,4.3858747482299805,4.793607711791992,4.95952033996582,0.783634603023529,1.0479516983032227,1.620564579963684
3190,51.0,95.0,0.0,54.0,248.0,250.0,365.0,4784.0,215.0,137.0,0.0,913.7408447265625,724.0069580078125,226.04071044921875,645.2871704101562,448.91986083984375,683.7418823242188,32.72328567504883,613.8095092773438,403.88763427734375,544.1788940429688,1289.69091796875,700.643310546875,950.8784790039062,226.75521850585938,647.3211059570312,451.04998779296875,688.2642211914062,32.72328567504883,613.7142333984375,408.142578125,550.5506591796875,1302.6019287109375,700.7756958007812,957.3045043945312,131.77598571777344,29.91706085205078,7.318270206451416,108.96002197265625,64.0684814453125,37.20400619506836,12.793319702148438,16.50230598449707,18.389760971069336,1.139791488647461,1.9088170528411865,3.193542718887329
3200,86.0,160.0,118.0,400.0,439.0,248.0,2420.0,5836.0,216.0,78.0,145.0,1346.4210205078125,1077.82666015625,593.8518676757812,2423.40673828125,1918.438232421875,1802.50439453125,377.9532165527344,790.6170654296875,1711.322509765625,2006.9764404296875,2607.6640625,1519.159912109375,2317.86376953125,595.72900390625,2431.04541015625,1927.541259765625,1814.42626953125,377.9532165527344,790.4943237304688,1729.351318359375,2030.47607421875,2633.769287109375,1519.4468994140625,2333.52783203125,178.78262329101562,38.21656799316406,8.688334465026855,176.6646728515625,96.76085662841797,51.82987976074219,31.870332717895508,38.13179016113281,38.76824951171875,4.386435508728027,6.7377848625183105,10.094158172607422
3210,134.0,180.0,84.0,340.0,441.0,228.0,739.0,7696.0,710.0,469.0,0.0,732.8544921875,661.7992553710938,364.23040771484375,1294.73193359375,862.1116943359375,1301.19091796875,66.25344848632812,1992.3717041015625,1572.9481201171875,1118.1051025390625,2310.71875,1984.1427001953125,1998.37548828125,365.3817138671875,1298.81298828125,866.202392578125,1309.797119140625,66.25344848632812,1992.0625,1589.5191650390625,1131.197021484375,2333.851318359375,1984.517578125,2011.8804931640625,91.28389739990234,18.557849884033203,8.145584106445312,180.49609375,79.08763885498047,91.76771545410156,75.29023742675781,71.64398193359375,143.03518676757812,13.694425582885742,17.370895385742188,42.573856353759766
3220,32.0,96.0,0.0,334.0,338.0,128.0,315.0,6186.0,587.0,477.0,0.0,574.7067260742188,518.063720703125,195.80690002441406,709.717529296875,409.748046875,903.8381958007812,28.240642547607422,1751.79052734375,1485.74755859375,774.4191284179688,1805.5975341796875,1641.4144287109375,1631.8624267578125,196.42584228515625,711.95458984375,411.6922912597656,909.8162841796875,28.240642547607422,1751.5186767578125,1501.39990234375,783.4867553710938,1823.67333984375,1641.724609375,1642.8905029296875,46.96782684326172,8.385603904724121,3.3587582111358643,144.25650024414062,55.26416015625,59.01912307739258,83.98199462890625,69.78423309326172,130.9585723876953,15.232338905334473,16.991531372070312,39.40409851074219
3230,30.0,146.0,88.0,76.0,132.0,7.0,222.0,5104.0,412.0,378.0,0.0,510.5050964355469,461.8447570800781,114.57124328613281,445.8359375,257.7645568847656,513.3639526367188,19.902929306030273,1299.1102294921875,497.9679870605469,435.2290344238281,1052.0472412109375,1106.734619140625,874.1663818359375,114.93339538574219,447.2412109375,258.9876403808594,516.7593994140625,19.902929306030273,1298.9085693359375,503.2140808105469,440.32513427734375,1062.5792236328125,1106.9437255859375,880.073974609375,43.53521728515625,7.9693098068237305,3.1891019344329834,126.71246337890625,50.12525177001953,53.811676025390625,63.37384033203125,54.304378509521484,103.21833038330078,11.13533878326416,12.827839851379395,30.18627166748047
3240,77.0,0.0,20.0,62.0,295.0,5.0,394.0,4529.0,382.0,294.0,0.0,395.16796875,356.2807922363281,146.082275390625,589.1221313476562,405.61663818359375,563.8139038085938,35.323219299316406,1138.45556640625,422.0347900390625,493.5345458984375,981.4539794921875,1019.7181396484375,813.677978515625,146.54403686523438,590.9790649414062,407.5412902832031,567.5430297851562,35.323219299316406,1138.27880859375,426.4809265136719,499.3133239746094,991.279296875,1019.9108276367188,819.1768188476562,24.1214656829834,4.090991497039795,1.5693296194076538,102.28146362304688,37.391807556152344,38.4699592590332,58.139320373535156,46.04772186279297,84.25991821289062,14.56412124633789,15.419425010681152,34.9798583984375
3250,81.0,146.0,0.0,179.0,121.0,225.0,208.0,4300.0,303.0,325.0,0.0,420.52471923828125,381.60711669921875,184.83892822265625,536.5350341796875,306.5352783203125,639.8776245117188,18.647789001464844,1036.8529052734375,838.8507080078125,520.796630859375,1327.861328125,1031.2174072265625,1093.1934814453125,185.42320251464844,538.2261962890625,307.9897766113281,644.1098022460938,18.647789001464844,1036.6920166015625,847.68798828125,526.8946533203125,1341.154541015625,1031.4122314453125,1100.581298828125,39.755619049072266,7.601433753967285,3.0959267616271973,103.60609436035156,43.141441345214844,47.28837585449219,41.590850830078125,37.48862075805664,72.91465759277344,7.722764492034912,9.34257984161377,22.492069244384766
3260,40.0,27.0,19.0,69.0,160.0,4.0,341.0,4109.0,390.0,400.0,0.0,448.0185546875,411.7726135253906,104.27679443359375,439.4516906738281,284.0557861328125,450.647705078125,30.571617126464844,1314.747802734375,429.39739990234375,442.60284423828125,904.8717041015625,1145.960693359375,760.0389404296875,104.60640716552734,440.83685302734375,285.40362548828125,453.6283264160156,30.571617126464844,1314.543701171875,433.9211120605469,447.7852783203125,913.9303588867188,1146.17724609375,765.17529296875,25.424808502197266,4.2326154708862305,1.3358123302459717,90.85301208496094,33.3009033203125,29.294639587402344,39.31374740600586,29.910926818847656,52.28673553466797,8.96562385559082,9.289721488952637,21.063213348388672
3270,62.0,360.0,0.0,270.0,585.0,248.0,116.0,3305.0,198.0,224.0,13.0,555.6844482421875,516.6329345703125,334.48797607421875,1003.437744140625,734.341064453125,1093.540771484375,24.833614349365234,693.6150512695312,1127.705078125,549.310791015625,1302.0322265625,786.3531494140625,1141.1624755859375,335.5452880859375,1006.6005859375,737.8255004882812,1100.7735595703125,24.833614349365234,693.5073852539062,1139.58544921875,555.74267578125,1315.0667724609375,786.501708984375,1148.8743896484375,54.0916862487793,10.901053428649902,3.60490083694458,88.37458801269531,40.429443359375,37.615177154541016,14.70402717590332,13.664353370666504,26.89145278930664,1.441076397895813,1.8753474950790405,5.005099773406982
3280,142.0,0.0,0.0,23.0,128.0,82.0,450.0,2304.0,200.0,149.0,0.0,208.42483520507812,188.18365478515625,153.08505249023438,563.1015625,405.0391845703125,410.7360534667969,40.34377670288086,620.1566772460938,183.54847717285156,398.8227233886719,652.0509643554688,645.465087890625,501.02276611328125,153.56895446777344,564.87646484375,406.9610900878906,413.45269775390625,40.34377670288086,620.0604248046875,185.48216247558594,403.4925231933594,658.57861328125,645.5870361328125,504.4086608886719,24.930566787719727,4.954604148864746,2.1315200328826904,51.03466796875,21.811933517456055,24.81719970703125,22.532793045043945,20.853845596313477,40.95537185668945,4.752974033355713,5.8440070152282715,14.096266746520996
3290,38.0,46.0,90.0,60.0,167.0,159.0,206.0,1899.0,191.0,155.0,0.0,180.2100830078125,163.02801513671875,149.20263671875,433.8019104003906,310.60418701171875,397.5859680175781,18.46848487854004,583.2705688476562,300.97576904296875,298.9644775390625,659.8753662109375,599.978759765625,503.6025390625,149.67425537109375,435.16925048828125,312.0780029296875,400.21563720703125,18.46848487854004,583.1800537109375,304.14654541015625,302.4650573730469,666.4813232421875,600.0921020507812,507.005859375,13.826642990112305,2.4126334190368652,0.9199674725532532,42.428382873535156,15.919164657592773,16.339399337768555,25.212343215942383,20.36212158203125,37.514408111572266,4.987527370452881,5.414929389953613,12.420830726623535
3300,70.0,53.0,15.0,17.0,143.0,66.0,438.0,3242.0,247.0,159.0,0.0,348.40692138671875,317.67156982421875,146.97410583496094,541.0254516601562,388.8760070800781,457.09967041015625,39.267940521240234,710.2081909179688,202.23992919921875,431.5289001464844,778.54541015625,703.5201416015625,598.1505126953125,147.43869018554688,542.7307739257812,390.7212219238281,460.1229553222656,39.267940521240234,710.0979614257812,204.3705291748047,436.5816650390625,786.3394165039062,703.653076171875,602.1928100585938,38.682071685791016,7.578827381134033,2.9856314659118652,73.39034271240234,31.247638702392578,33.324615478515625,29.89193344116211,27.13744354248047,52.411441802978516,5.919099807739258,7.202481746673584,17.38019561767578
3310,132.0,113.0,72.0,365.0,772.0,399.0,6007.0,6748.0,508.0,282.0,6.0,1042.297607421875,908.1629028320312,1220.206787109375,5157.0625,4423.6298828125,3265.41259765625,545.2064208984375,2059.3056640625,1623.1207275390625,4050.156494140625,3936.04345703125,3496.859130859375,3349.51171875,1224.0638427734375,5173.31787109375,4444.6201171875,3287.01025390625,545.2064208984375,2058.986083984375,1640.2203369140625,4097.57958984375,3975.447021484375,3497.519775390625,3372.147705078125,125.13341522216797,27.21955680847168,6.2558274269104,207.49652099609375,112.16870880126953,59.31871032714844,67.5806655883789,80.51664733886719,76.57643127441406,13.444355010986328,19.491199493408203,26.20217514038086
3320,0.0,145.0,1163.0,93.0,400.0,176.0,2055.0,2827.0,124.0,121.0,0.0,297.6327209472656,271.3079833984375,591.20947265625,2322.5341796875,1946.117919921875,1283.81396484375,184.236572265625,663.8848876953125,461.4752197265625,1411.413330078125,1430.337158203125,1167.738037109375,1167.7178955078125,593.0782470703125,2329.854736328125,1955.352294921875,1292.30517578125,184.236572265625,663.7818603515625,466.33685302734375,1427.9395751953125,1444.65625,1167.9586181640625,1175.6092529296875,27.35826301574707,5.174979209899902,2.007782220840454,68.0965347290039,28.170122146606445,29.726341247558594,26.228361129760742,23.26975440979004,44.65422821044922,5.247025489807129,6.259657382965088,14.998212814331055
3330,85.0,60.0,30.0,75.0,174.0,357.0,403.0,4652.0,367.0,453.0,0.0,599.8072509765625,541.7734375,251.89303588867188,667.9515991210938,391.8161315917969,684.1010131835938,36.13009262084961,1371.1204833984375,474.76885986328125,592.5677490234375,1436.3834228515625,1354.8369140625,1042.7005615234375,252.6892547607422,670.0570068359375,393.67529296875,688.625732421875,36.13009262084961,1370.90771484375,479.7705383300781,599.506103515625,1450.762939453125,1355.0928955078125,1049.7470703125,30.759361267089844,4.883814334869385,1.7221057415008545,138.05453491210938,47.01933670043945,44.83401870727539,96.94329833984375,70.65489959716797,123.5408706665039,28.640884399414062,27.929040908813477,61.43324661254883
3340,244.0,678.0,236.0,337.0,611.0,323.0,718.0,7778.0,518.0,573.0,0.0,994.9071044921875,916.7129516601562,590.2984619140625,1966.4688720703125,1421.610595703125,1819.018310546875,64.37073516845703,1848.15087890625,1565.553466796875,1178.5299072265625,2424.69091796875,1904.136962890625,2047.143310546875,592.1643676757812,1972.667236328125,1428.356201171875,1831.0494384765625,64.37073516845703,1847.864013671875,1582.046630859375,1192.3292236328125,2448.96435546875,1904.4967041015625,2060.977783203125,85.10272216796875,15.868284225463867,5.414266586303711,191.82821655273438,79.3198013305664,75.28401184082031,58.46134567260742,50.27921676635742,93.48473358154297,13.03272533416748,15.200307846069336,36.407066345214844
3350,202.0,189.0,58.0,286.0,339.0,226.0,220.0,8238.0,628.0,601.0,858.0,773.51123046875,701.4263305664062,281.99151611328125,903.2920532226562,491.45343017578125,1072.08642578125,972.3601684570312,2004.546875,1399.444580078125,808.6259155273438,2163.1298828125,1834.57421875,1824.6876220703125,282.88287353515625,906.1392211914062,493.7853698730469,1079.17724609375,972.3601684570312,2004.2357177734375,1414.187744140625,818.0941162109375,2184.784912109375,1834.9208984375,1837.018798828125,69.19706726074219,12.819890022277832,5.0534281730651855,188.15121459960938,75.62405395507812,80.23601531982422,80.12002563476562,69.27693939208984,131.0755615234375,21.129730224609375,24.302370071411133,56.99714279174805
3360,637.0,38.0,582.0,113.0,481.0,210.0,184.0,972.0,56.0,63.0,0.0,137.82981872558594,126.80776977539062,422.6874084472656,1394.1119384765625,943.2260131835938,790.1656494140625,16.496122360229492,215.47348022460938,454.17822265625,319.52447509765625,639.479248046875,350.1283874511719,514.4120483398438,424.02349853515625,1398.5062255859375,947.7015991210938,795.391845703125,16.496122360229492,215.44003295898438,458.9629821777344,323.2657775878906,645.8810424804688,350.1945495605469,517.888427734375,11.47259521484375,2.0804641246795654,0.692497730255127,26.44635772705078,10.551711082458496,9.72984790802002,9.220063209533691,7.595959186553955,13.699040412902832,2.69533371925354,2.978835105895996,6.925070285797119
3370,25.0,682.0,120.0,1247.0,775.0,361.0,853.0,5146.0,346.0,304.0,6.0,647.7238159179688,595.2977905273438,598.995849609375,2229.31884765625,1567.15234375,2407.09033203125,83.13566589355469,1156.9764404296875,4770.6484375,1855.5032958984375,3484.969482421875,1792.35400390625,3636.389404296875,600.8892211914062,2236.345703125,1574.5885009765625,2423.010986328125,83.13566589355469,1156.796875,4820.9072265625,1877.2293701171875,3519.857421875,1792.692626953125,3660.964111328125,45.93130874633789,8.363250732421875,2.9334909915924072,142.48416137695312,57.82771301269531,56.428062438964844,40.6320686340332,34.891693115234375,65.48633575439453,9.90451717376709,11.522951126098633,27.531347274780273
3380,0.0,71.0,42.0,49.0,228.0,59.0,444.0,4919.0,309.0,386.0,0.0,487.534423828125,445.4998474121094,156.2493896484375,577.830078125,412.59417724609375,589.2482299804688,39.80585861206055,1175.56884765625,391.4913330078125,541.7935180664062,1104.6639404296875,1078.75927734375,878.0550537109375,156.7432861328125,579.6514282226562,414.55194091796875,593.1455688476562,39.80585861206055,1175.3863525390625,395.6156921386719,548.1373901367188,1115.72265625,1078.963134765625,883.9889526367188,27.65546226501465,4.589352130889893,1.5416842699050903,106.31463623046875,38.53779983520508,35.718544006347656,53.06744384765625,40.59849166870117,71.91373443603516,12.82406997680664,13.266253471374512,29.948904037475586
