matrices:,md5,md6,md7,md8,md9,md10,md11,md20,md21,md22,md23,md24,md25,md31,md32,md33,md34,md35,md36,md37,md38,md39,md40,md41,md42,md43,md44,md45,md46,md47,md48,md49,md50,md51,md52,mo915,mo916,mo917,mo918,mo919,mo920,mo921,mo922,mo923,mo924,mo925,mo926
name:,Con11,FIRE11,TCWh11,Ret11,Bus11,AcIn11,HeEd11,PpTt11,Pp2_11,Pp3_11,PSEn11,HhLwIn,HhMdIn,aWkL,aWkM,aWkH,aNw,aUv,aSc,aSh,aPB,aSo,aEc,aNo,aWkLf,aWkMf,aWkHf,aNwf,aUvnf,aScf,aShf,aPBf,aSof,aEcf,aNof,p2-10f,p2-20f,p2-30f,p2-11f,p2-21f,p2-31f,p2-12f,p2-22f,p2-32f,p2-13f,p2-23f,p2-33f
description,2011_Const_Mfg,2011_FIRE,2011_TCU_WhSale,2011_Retail,2011_Business_OthServ,2011_Accom_Fd_Info,2011_Health_Ed_PubAd,2011_total_population,2011_Pop 5to12,2011_Pop_13to17,PostSec 2011 FT Enrl,Household Low Income,Household Medium Income,AttracWkL,AttracWkM,AttracWkH,AttracNw,AttracUv,AttracSc,AttracSh,AttracPB,AttracSo,AttracEc,AttracNo,FactoredAttracWkL,FactoredAttracWkM,FactoredAttracWkH,FactoredAttracNw,NOTFactoredAttracUv,FactoredAttracSc,FactoredAttracSh,FactoredAttracPB,FactoredAttracSo,FactoredAttracEc,FactoredAttracNo,FactoredProducUvLA0,FactoredProducUvMA0,FactoredProducUvHA0,FactoredProducUvLA1,FactoredProducUvMA1,FactoredProducUvHA1,FactoredProducUvLA2,FactoredProducUvMA2,FactoredProducUvHA2,FactoredProducUvLA3+,FactoredProducUvMA3+,FactoredProducUvHA3+
6210,34.0,678.0,201.0,2006.0,587.0,820.0,3265.0,2763.0,56.0,78.0,31.0,495.1710510253906,461.887939453125,1214.6859130859375,4171.294921875,3333.86572265625,3237.231201171875,27.830646514892578,597.4945068359375,5777.0908203125,3141.00390625,5124.1025390625,4239.939453125,5398.9736328125,1218.5255126953125,4184.44287109375,3349.68505859375,3258.642578125,27.830646514892578,597.4017944335938,5837.95263671875,3177.78173828125,5175.39990234375,4240.74072265625,5435.4599609375,17.002897262573242,2.892587184906006,0.410162091255188,60.776329040527344,24.622257232666016,7.898674488067627,22.125396728515625,24.30499267578125,24.312536239624023,5.859153747558594,7.978515625,13.169917106628418
6220,0.0,26.0,39.0,20.0,84.0,57.0,933.0,7674.0,475.0,345.0,0.0,1248.7540283203125,1174.605224609375,206.87527465820312,766.3038940429688,573.8511962890625,626.310791015625,0.0,1335.7822265625,314.57476806640625,753.2398681640625,1547.7626953125,1812.3895263671875,1218.4259033203125,207.52920532226562,768.7192993164062,576.5740966796875,630.4532470703125,0.0,1335.574951171875,317.8888244628906,762.0595092773438,1563.25732421875,1812.73193359375,1226.6600341796875,55.731101989746094,11.164134979248047,1.9534125328063965,181.60198974609375,87.33021545410156,34.37306213378906,49.9185791015625,64.69444274902344,75.82616424560547,8.573527336120605,13.566466331481934,26.25651741027832
6230,21.0,296.0,113.0,65.0,155.0,361.0,198.0,10493.0,707.0,519.0,0.0,1526.4908447265625,1437.91357421875,310.04620361328125,668.704833984375,398.8075256347656,851.1463623046875,0.0,1851.3299560546875,536.826416015625,632.1210327148438,2184.31591796875,1867.57421875,1621.856689453125,311.0262451171875,670.8126220703125,400.6998596191406,856.7759399414062,0.0,1851.0426025390625,542.4818725585938,639.5225219726562,2206.18310546875,1867.9271240234375,1632.817138671875,68.36109924316406,13.923145294189453,2.512160301208496,227.77220153808594,111.36713409423828,45.12644958496094,63.03137969970703,82.98171997070312,99.77667999267578,8.25640869140625,13.283051490783691,26.50381088256836
6240,19.0,53.0,24.0,114.0,44.0,71.0,379.0,4681.0,360.0,281.0,0.0,486.24945068359375,471.69940185546875,122.39521789550781,417.2245178222656,283.666259765625,419.587890625,0.0,1001.5087890625,480.3480224609375,446.61456298828125,1079.241455078125,1186.6412353515625,912.9661865234375,122.7821044921875,418.53961181640625,285.01226806640625,422.3630676269531,0.0,1001.3533325195312,485.4084777832031,451.8439636230469,1090.045654296875,1186.865478515625,919.135986328125,12.879402160644531,2.2770745754241943,0.37785425782203674,68.16761016845703,27.445886611938477,10.012469291687012,63.939369201660156,66.0055160522461,66.93201446533203,19.16561508178711,23.72373390197754,38.70783233642578
6250,49.0,190.0,24.0,132.0,61.0,128.0,106.0,3180.0,225.0,238.0,0.0,319.82135009765625,311.5110778808594,149.61398315429688,395.4584655761719,270.0702209472656,420.7666015625,0.0,702.9606323242188,480.9085388183594,295.793212890625,857.6142578125,779.185546875,729.0706787109375,150.08689880371094,396.7049560546875,271.3517150878906,423.5495910644531,0.0,702.8515014648438,485.97491455078125,299.25665283203125,866.1997680664062,779.332763671875,733.9977416992188,7.572288990020752,1.30023193359375,0.21192677319049835,42.39898681640625,16.46582794189453,5.8885698318481445,47.62316131591797,47.34394454956055,46.98966598510742,15.273524284362793,18.232284545898438,29.075183868408203
6260,100.0,169.0,32.0,153.0,96.0,143.0,169.0,5082.0,389.0,363.0,0.0,588.770263671875,568.3958129882812,183.8089141845703,509.2889404296875,315.6683044433594,541.2482299804688,0.0,1141.356201171875,604.3355712890625,414.7744140625,1219.53515625,1201.7677001953125,1022.54931640625,184.38992309570312,510.89422607421875,317.1661376953125,544.8280639648438,0.0,1141.1790771484375,610.7022705078125,419.6310119628906,1231.743896484375,1201.9947509765625,1029.459716796875,15.53311824798584,2.702712059020996,0.43872278928756714,80.26704406738281,31.98546028137207,11.476263046264648,72.5331039428711,74.64691162109375,75.421875,21.165008544921875,26.205984115600586,42.71485900878906
6270,52.0,0.0,111.0,61.0,95.0,50.0,265.0,8291.0,670.0,582.0,0.0,919.5321655273438,893.316650390625,114.292236328125,376.3228454589844,173.96337890625,476.5567626953125,0.0,1898.24267578125,451.48870849609375,493.5278625488281,1514.0108642578125,1802.357177734375,1210.304443359375,114.65351104736328,377.509033203125,174.78883361816406,479.708740234375,0.0,1897.947998046875,456.2451477050781,499.30657958984375,1529.1676025390625,1802.69775390625,1218.483642578125,25.23404884338379,4.541398525238037,0.7677832841873169,132.7262420654297,54.32517623901367,20.140363693237305,121.30623626708984,126.90697479248047,130.05418395996094,35.06290054321289,43.92153549194336,72.4098892211914
6280,72.0,55.0,51.0,11.0,189.0,47.0,618.0,8627.0,726.0,565.0,0.0,1072.5091552734375,1030.5372314453125,209.00320434570312,714.3536376953125,504.7489929199219,656.3914794921875,0.0,1999.37451171875,321.0999450683594,644.9608154296875,1587.193359375,2117.0810546875,1236.650634765625,209.66384887695312,716.6052856445312,507.14404296875,660.73291015625,0.0,1999.064208984375,324.48272705078125,652.5126342773438,1603.0826416015625,2117.48095703125,1245.0079345703125,29.132429122924805,5.052799701690674,0.810357928276062,145.235107421875,58.045494079589844,20.667686462402344,120.19197845458984,124.84558868408203,126.57481384277344,33.69908142089844,42.21709060668945,69.22842407226562
6290,437.0,316.0,288.0,1316.0,1143.0,2564.0,201.0,3704.0,292.0,223.0,0.0,389.66949462890625,377.58758544921875,1551.7474365234375,2910.404296875,2000.3427734375,2836.396240234375,0.0,792.0345458984375,3853.52001953125,1676.6165771484375,5328.96044921875,2674.3935546875,4305.85205078125,1556.6524658203125,2919.577880859375,2009.83447265625,2855.156494140625,0.0,791.91162109375,3894.116943359375,1696.248046875,5382.30859375,2674.89892578125,4334.95068359375,10.439741134643555,1.8479390144348145,0.3044525384902954,55.132408142089844,22.273454666137695,8.075071334838867,48.380348205566406,50.137760162353516,50.520484924316406,16.130617141723633,19.996984481811523,32.353336334228516
6300,236.0,597.0,262.0,1999.0,1670.0,2543.0,691.0,5467.0,297.0,191.0,4350.0,790.1424560546875,739.3270263671875,1785.37744140625,3873.34228515625,2804.54150390625,3848.44970703125,3905.26806640625,811.4922485351562,5848.12939453125,2454.974853515625,6706.7216796875,3368.37353515625,5948.28173828125,1791.02099609375,3885.551025390625,2817.84912109375,3873.90380859375,3905.26806640625,811.3662719726562,5909.7392578125,2483.719970703125,6773.8623046875,3369.010009765625,5988.47998046875,22.473209381103516,3.620596170425415,0.49765926599502563,93.54243469238281,35.63087844848633,11.093178749084473,47.39057159423828,48.8062858581543,47.45253372192383,11.789440155029297,15.084649085998535,24.24848747253418
6310,355.0,95.0,227.0,25.0,103.0,16.0,47.0,4769.0,388.0,274.0,0.0,578.9357299804688,563.5357055664062,188.16522216796875,598.5232543945312,332.46966552734375,402.34893798828125,0.0,992.3583374023438,231.11361694335938,234.98439025878906,813.6021118164062,867.20654296875,645.2922973632812,188.760009765625,600.4097900390625,334.0472412109375,405.0101013183594,0.0,992.2042846679688,233.54840087890625,237.73580932617188,821.7470703125,867.3704223632812,649.6531372070312,13.290287017822266,2.2545225620269775,0.36258870363235474,75.15799713134766,28.842592239379883,10.19125747680664,86.20027160644531,84.79496765136719,83.35456085205078,29.215797424316406,34.515342712402344,54.48710250854492
6320,45.0,502.0,87.0,273.0,575.0,653.0,225.0,297.0,10.0,10.0,22.0,55.63203430175781,51.817405700683594,598.3507690429688,1326.72705078125,1148.973388671875,1123.8287353515625,19.750782012939453,57.21995544433594,783.5585327148438,484.7867431640625,1213.1910400390625,659.427978515625,939.2583618164062,600.2421264648438,1330.908935546875,1154.42529296875,1131.2618408203125,19.750782012939453,57.21107482910156,791.8132934570312,490.4631042480469,1225.3363037109375,659.5525512695312,945.6058349609375,1.6859886646270752,0.27167314291000366,0.036259643733501434,6.4636406898498535,2.4690115451812744,0.745905339717865,2.6993987560272217,2.7895307540893555,2.6526060104370117,0.8005266785621643,1.0298980474472046,1.6197773218154907
6330,0.0,33.0,0.0,8.0,113.0,40.0,0.0,3451.0,220.0,127.0,0.0,553.1007690429688,515.8255004882812,54.75452423095703,125.80408477783203,55.05789566040039,221.78546142578125,0.0,517.1622314453125,138.64772033691406,153.63864135742188,595.703369140625,446.96734619140625,453.3024597167969,54.9276008605957,126.20062255859375,55.31914520263672,223.2523651123047,0.0,517.0819702148438,140.10836791992188,155.43759155273438,601.6669311523438,447.0517883300781,456.3658752441406,28.95764923095703,6.108144283294678,1.112127661705017,76.66297912597656,39.52081298828125,16.31525993347168,11.397693634033203,16.319580078125,21.001344680786133,0.9734692573547363,1.7406516075134277,3.7882916927337646
6340,33.0,589.0,76.0,291.0,835.0,377.0,377.0,4725.0,260.0,185.0,1602.0,735.6644897460938,686.7066650390625,607.6124267578125,1604.866455078125,1373.4375,1431.76171875,1438.2159423828125,709.1504516601562,983.3767700195312,702.0291137695312,1674.697998046875,1179.52978515625,1411.055908203125,609.5330810546875,1609.925048828125,1379.9544677734375,1441.2315673828125,1438.2159423828125,709.0404052734375,993.7366333007812,710.2491455078125,1691.46337890625,1179.752685546875,1420.591796875,38.504459381103516,8.124174118041992,1.4708081483840942,102.7914047241211,52.94759750366211,21.71246337890625,15.319489479064941,21.82115936279297,27.62925148010254,2.053678035736084,3.6312777996063232,7.70940637588501
6350,22.0,27.0,0.0,7.0,46.0,32.0,117.0,3205.0,263.0,149.0,0.0,449.1376037597656,424.92156982421875,56.72154998779297,168.07516479492188,92.89260864257812,206.03860473632812,0.0,628.2913818359375,127.54670715332031,191.46603393554688,578.9498901367188,619.0166625976562,445.4452819824219,56.90084457397461,168.6049346923828,93.33338165283203,207.4013671875,0.0,628.19384765625,128.89041137695312,193.70790100097656,584.7457275390625,619.1336059570312,448.4555969238281,15.052482604980469,2.7157442569732666,0.436273992061615,62.27054977416992,26.51314926147461,9.566266059875488,30.691720962524414,34.75318145751953,36.99696350097656,6.670848369598389,9.190712928771973,16.012123107910156
6360,76.0,40.0,39.0,22.0,151.0,69.0,426.0,10027.0,707.0,501.0,0.0,1271.275146484375,1210.494384765625,171.62608337402344,550.2095947265625,320.22296142578125,630.2838134765625,0.0,1852.2808837890625,399.3199462890625,618.285888671875,1793.984375,1872.47119140625,1392.74853515625,172.1685791015625,551.94384765625,321.742431640625,634.4525756835938,0.0,1851.993408203125,403.52679443359375,625.525390625,1811.94384765625,1872.824951171875,1402.16064453125,32.88079071044922,5.428844928741455,0.8134086728096008,158.79074096679688,60.93153762817383,20.476594924926758,124.99827575683594,126.57295227050781,125.1235122680664,35.36897659301758,43.593772888183594,70.10981750488281
6370,16.0,18.0,0.0,15.0,41.0,15.0,53.0,886.0,71.0,48.0,0.0,83.13146209716797,80.96992492675781,34.51936340332031,105.04986572265625,78.70490264892578,98.42166137695312,0.0,183.81246948242188,72.28031158447266,74.4259262084961,191.3175811767578,203.7949676513672,156.37811279296875,34.62847900390625,105.3809814453125,79.07836151123047,99.0726318359375,0.0,183.783935546875,73.04178619384766,75.29737854003906,193.23284912109375,203.83348083496094,157.43490600585938,1.6912883520126343,0.275799036026001,0.042910438030958176,9.92339038848877,3.6551201343536377,1.2522474527359009,13.111002922058105,12.431787490844727,11.943350791931152,4.749950885772705,5.427085876464844,8.375893592834473
6380,127.0,0.0,37.0,56.0,106.0,111.0,189.0,6002.0,549.0,392.0,0.0,722.0374755859375,699.585693359375,139.5784454345703,389.3291931152344,192.6895751953125,423.0658264160156,0.0,1425.474853515625,360.39349365234375,380.59490966796875,1193.6717529296875,1386.67822265625,935.2001953125,140.0196533203125,390.5563659667969,193.6038818359375,425.864013671875,0.0,1425.253662109375,364.19024658203125,385.0513000488281,1205.62158203125,1386.940185546875,941.520263671875,18.281871795654297,3.165454149246216,0.5149915218353271,97.56825256347656,38.49837112426758,13.80290412902832,96.18590545654297,97.64984130859375,97.9823989868164,29.135053634643555,35.55378723144531,57.45326614379883
6390,1129.0,60.0,293.0,20.0,170.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.7979736328125,1308.019287109375,812.7395629882812,441.7571716308594,0.0,0.0,56.67232131958008,28.766517639160156,39.871177673339844,14.526969909667969,43.64747619628906,402.06488037109375,1312.1422119140625,816.5960083007812,444.6789855957031,0.0,0.0,57.26936340332031,29.103343963623047,40.27032470703125,14.529714584350586,43.94244384765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6400,1331.0,44.0,1307.0,223.0,425.0,107.0,9.0,2553.0,261.0,162.0,0.0,252.4360809326172,245.80319213867188,674.98193359375,2139.2138671875,1357.659423828125,873.8427734375,0.0,631.5276489257812,717.69580078125,294.9693603515625,842.097900390625,683.7892456054688,795.9310302734375,677.1155395507812,2145.956787109375,1364.1015625,879.6224365234375,0.0,631.4296264648438,725.2567138671875,298.42315673828125,850.5281372070312,683.91845703125,801.3099365234375,5.964035987854004,1.0223475694656372,0.16579489409923553,33.490394592285156,12.991931915283203,4.624702453613281,36.89849853515625,36.64248275756836,36.191001892089844,12.525618553161621,14.919244766235352,23.6511287689209
6410,691.0,287.0,528.0,348.0,1539.0,1467.0,302.0,4231.0,401.0,220.0,0.0,448.4680480957031,433.5887145996094,1346.1407470703125,2960.177001953125,2315.087890625,2229.211181640625,0.0,962.320068359375,1128.2908935546875,924.4464721679688,2843.47607421875,1887.6568603515625,1979.7459716796875,1350.3958740234375,2969.507568359375,2326.072998046875,2243.955322265625,0.0,962.1707153320312,1140.177490234375,935.2708129882812,2871.94189453125,1888.0135498046875,1993.125,11.731983184814453,2.042975902557373,0.3322299122810364,61.33336639404297,24.422042846679688,8.766505241394043,56.237060546875,57.72723388671875,58.16059494018555,17.016189575195312,20.990800857543945,34.0735969543457
6420,156.0,82.0,107.0,136.0,163.0,300.0,238.0,5499.0,475.0,425.0,0.0,532.679931640625,518.884033203125,272.79888916015625,661.3884887695312,429.5289306640625,624.7943725585938,0.0,1370.339111328125,570.1783447265625,481.2049865722656,1449.56884765625,1507.51025390625,1133.7646484375,273.66119384765625,663.4732055664062,431.5670471191406,628.9268188476562,0.0,1370.12646484375,576.1851806640625,486.83941650390625,1464.0804443359375,1507.7950439453125,1141.4266357421875,13.767434120178223,2.440159797668457,0.4080078601837158,75.06803894042969,30.13714599609375,11.033628463745117,74.85279846191406,76.67017364501953,77.38843536376953,23.498374938964844,28.807052612304688,46.68379592895508
6430,4601.0,172.0,3496.0,1603.0,1664.0,449.0,169.0,2364.0,304.0,185.0,767.0,263.5189208984375,253.79202270507812,2325.595703125,7552.2587890625,4786.4111328125,3470.34228515625,688.5840454101562,749.3860473632812,4621.734375,1402.0665283203125,3229.260986328125,1730.928466796875,3651.625,2332.94677734375,7576.0634765625,4809.12255859375,3493.29541015625,688.5840454101562,749.2697143554688,4670.42431640625,1418.4832763671875,3261.5888671875,1731.2554931640625,3676.302490234375,5.864242076873779,0.9505470395088196,0.1434895247220993,31.815378189086914,11.811189651489258,3.966066360473633,33.77753829956055,32.66709899902344,31.48375701904297,11.673978805541992,13.657065391540527,21.24333953857422
6440,1944.0,250.0,2114.0,1226.0,3462.0,1139.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,2238.3115234375,6223.53564453125,4769.2158203125,3895.886962890625,0.0,28.143333435058594,3474.01318359375,1346.1884765625,3078.479248046875,1336.7923583984375,2989.1728515625,2245.38671875,6243.15234375,4791.845703125,3921.65478515625,0.0,28.138965606689453,3510.61181640625,1361.950927734375,3109.2978515625,1337.044921875,3009.37353515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6450,191.0,0.0,280.0,27.0,64.0,48.0,104.0,839.0,40.0,59.0,0.0,89.21173095703125,86.8496322631836,135.6760711669922,417.55517578125,284.3563537597656,178.15835571289062,0.0,160.2183074951172,104.70415496826172,110.6531982421875,251.12103271484375,243.46078491210938,202.2754669189453,136.1049346923828,418.8713073730469,285.70562744140625,179.3367156982422,0.0,160.1934356689453,105.80721282958984,111.94883728027344,253.63499450683594,243.5067901611328,203.64244079589844,1.8082997798919678,0.2939569652080536,0.04553166776895523,10.601349830627441,3.8951048851013184,1.329279899597168,13.950021743774414,13.20635986328125,12.66085147857666,5.1013264656066895,5.8208489418029785,8.96567153930664
6460,1286.0,29.0,1244.0,125.0,372.0,245.0,38.0,681.0,44.0,39.0,0.0,89.08929443359375,86.76197814941406,694.4055786132812,2055.732421875,1338.3795166015625,762.3717041015625,0.0,128.33126831054688,377.08856201171875,196.6571502685547,564.4849853515625,312.0336608886719,454.0885009765625,696.6005859375,2062.212158203125,1344.7301025390625,767.4141235351562,0.0,128.3113555908203,381.0611877441406,198.95980834960938,570.1360473632812,312.0926208496094,457.1572265625,1.8847006559371948,0.3111974000930786,0.048810698091983795,10.96379280090332,4.09114408493042,1.4118188619613647,13.65360164642334,13.090960502624512,12.623976707458496,5.052303314208984,5.824717998504639,9.014578819274902
6470,1720.0,48.0,1854.0,904.0,905.0,754.0,218.0,476.0,18.0,25.0,0.0,54.72871398925781,53.257606506347656,1252.6640625,3600.1708984375,2369.31591796875,1872.14599609375,0.0,90.64588928222656,2577.5859375,908.10791015625,2264.26953125,1036.1658935546875,2230.881591796875,1256.6236572265625,3611.518798828125,2380.558349609375,1884.528564453125,0.0,90.63182067871094,2604.74072265625,918.7409057617188,2286.93701171875,1036.3616943359375,2245.957763671875,1.0872243642807007,0.17553019523620605,0.027008485049009323,6.4080810546875,2.3373231887817383,0.7926650047302246,8.645434379577637,8.13357925415039,7.767751693725586,3.174283504486084,3.6022837162017822,5.528932094573975
6480,649.0,50.0,577.0,114.0,319.0,20.0,263.0,5199.0,602.0,309.0,0.0,565.5320434570312,550.405029296875,389.7672119140625,1298.9100341796875,851.2783203125,709.14013671875,0.0,1389.779052734375,497.756591796875,419.38031005859375,1073.344482421875,1395.438232421875,923.0687866210938,390.9992370605469,1303.0042724609375,855.317626953125,713.8304443359375,0.0,1389.5633544921875,503.0004577636719,424.29083251953125,1084.0897216796875,1395.701904296875,929.306884765625,13.202433586120605,2.2505440711975098,0.3640466332435608,73.97560119628906,28.544649124145508,10.144087791442871,83.8541259765625,82.95573425292969,82.03843688964844,27.14270782470703,32.26662826538086,51.28640365600586
6700,191.0,147.0,84.0,107.0,434.0,197.0,542.0,5758.0,508.0,406.0,0.0,570.8827514648438,760.7713012695312,295.00665283203125,1104.6328125,873.583740234375,793.9082641601562,42.277034759521484,1479.1534423828125,694.1511840820312,803.715087890625,2144.585205078125,1452.8282470703125,1473.582275390625,295.93914794921875,1108.1146240234375,877.7288818359375,799.1592407226562,42.277034759521484,1478.923828125,701.4640502929688,813.1257934570312,2166.054443359375,1453.102783203125,1483.5406494140625,18.904813766479492,4.5497894287109375,0.9101365804672241,89.1335220336914,53.261470794677734,24.029146194458008,57.0666618347168,101.69010925292969,127.7493667602539,14.709856986999512,35.05856704711914,69.75523376464844
6710,45.0,64.0,0.0,222.0,142.0,425.0,357.0,8449.0,858.0,668.0,0.0,711.7926025390625,986.0075073242188,222.51499938964844,633.7407836914062,328.8504943847656,709.7500610351562,27.846681594848633,2400.437744140625,1242.44677734375,920.1673583984375,3148.14111328125,2285.3828125,1885.8828125,223.21835327148438,635.7383422851562,330.410888671875,714.4443969726562,27.846681594848633,2400.065185546875,1255.5360107421875,930.9415893554688,3179.656982421875,2285.814697265625,1898.6275634765625,25.78095245361328,6.802560806274414,1.4521986246109009,126.42311096191406,81.48210906982422,38.699668884277344,82.87242889404297,154.87814331054688,199.1014862060547,21.549148559570312,53.01347351074219,107.23011779785156
6720,90.0,76.0,25.0,167.0,214.0,276.0,1913.0,5814.0,586.0,465.0,0.0,502.7923889160156,687.1947631835938,402.91119384765625,1755.14306640625,1563.3148193359375,1265.6007080078125,149.2176513671875,1863.6007080078125,904.0003051757812,2044.69384765625,2683.966552734375,2173.189697265625,3038.115234375,404.1847839355469,1760.67529296875,1570.7327880859375,1273.9715576171875,149.2176513671875,1863.3114013671875,913.52392578125,2068.635009765625,2710.835693359375,2173.600341796875,3058.646728515625,17.288389205932617,4.378839492797852,0.9077174067497253,84.45027923583984,52.53709030151367,24.348573684692383,56.503787994384766,102.95370483398438,130.47703552246094,15.110811233520508,36.40528869628906,72.7195053100586
6730,180.0,8.0,11.0,2.0,34.0,5.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,53.97589111328125,229.14508056640625,163.11672973632812,40.42993927001953,3.432084083557129,5.551726818084717,6.889426231384277,41.283477783203125,44.24188232421875,18.70552635192871,50.208003997802734,54.146507263183594,229.8673553466797,163.89071655273438,40.69734573364258,3.432084083557129,5.550865173339844,6.962006568908691,41.76686477661133,44.68478775024414,18.709060668945312,50.54730987548828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6740,825.0,19.0,37.0,7.0,100.0,13.0,85.0,990.0,49.0,39.0,0.0,112.89398193359375,152.16162109375,213.1983642578125,905.885009765625,568.8001708984375,142.4583740234375,6.630162239074707,146.5536346435547,80.0892333984375,113.25669860839844,320.4735107421875,147.90237426757812,214.96414184570312,213.8722686767578,908.7403564453125,571.4991455078125,143.40060424804688,6.630162239074707,146.5308837890625,80.93297576904297,114.58281707763672,323.6817626953125,147.93031311035156,216.4168701171875,4.1859564781188965,1.0541911125183105,0.21507221460342407,18.586929321289062,11.573014259338379,5.292751789093018,10.775345802307129,19.725128173828125,24.731117248535156,3.5127270221710205,8.487648963928223,16.737897872924805
6750,24.0,42.0,30.0,18.0,48.0,24.0,60.0,243.0,16.0,12.0,0.0,22.637149810791016,29.050201416015625,41.14408874511719,154.32493591308594,136.1267852783203,92.00526428222656,4.68011474609375,50.788761138916016,75.74446105957031,81.30098724365234,160.41278076171875,73.5020980834961,135.63917541503906,41.27414321899414,154.81137084960938,136.772705078125,92.6137924194336,4.68011474609375,50.780879974365234,76.54242706298828,82.25293731689453,162.01866149902344,73.51598358154297,136.55581665039062,0.6833894848823547,0.1515846848487854,0.027890130877494812,3.26652193069458,1.7729971408843994,0.7451826930046082,2.356001138687134,3.8882858753204346,4.61268949508667,0.7380711436271667,1.6181851625442505,3.075754165649414
6760,117.0,6.0,92.0,6.0,59.0,1.0,4.0,327.0,23.0,17.0,0.0,33.70653533935547,47.75232696533203,46.865203857421875,192.22372436523438,133.09230041503906,76.5464096069336,0.3120076358318329,62.24502182006836,39.15740203857422,16.790727615356445,102.24563598632812,53.902252197265625,56.132503509521484,47.013343811035156,192.82962036132812,133.7238311767578,77.05269622802734,0.3120076358318329,62.23535919189453,39.56992721557617,16.987329483032227,103.26921081542969,53.912437438964844,56.511844635009766,1.0056376457214355,0.24921700358390808,0.05034593492746353,5.5204877853393555,3.289459228515625,1.4725996255874634,5.0286455154418945,8.627179145812988,10.479161262512207,1.6522148847579956,3.694823980331421,7.038317680358887
6770,375.0,19.0,391.0,42.0,130.0,133.0,107.0,3099.0,263.0,197.0,0.0,285.92138671875,405.44671630859375,196.40907287597656,716.01220703125,445.7433776855469,392.3423767089844,8.346203804016113,723.5144653320312,319.90057373046875,284.4960632324219,1122.153564453125,680.4939575195312,563.3711547851562,197.0299072265625,718.2691040039062,447.8584289550781,394.9373779296875,8.346203804016113,723.4021606445312,323.2707214355469,287.82720947265625,1133.387451171875,680.62255859375,567.1784057617188,10.773174285888672,2.918123245239258,0.6251871585845947,52.93617248535156,34.58791732788086,16.358861923217773,35.835426330566406,66.69844055175781,84.21238708496094,11.907065391540527,28.77584457397461,56.792694091796875
6780,5976.0,146.0,4017.0,200.0,1573.0,278.0,147.0,102.0,9.0,7.0,0.0,8.298211097717285,11.817770004272461,2055.939208984375,8352.0634765625,5823.12744140625,2241.531982421875,11.466280937194824,43.24394226074219,694.7098999023438,390.5569763183594,1625.910888671875,268.2916564941406,688.463134765625,2062.43798828125,8378.3896484375,5850.75830078125,2256.357666015625,11.466280937194824,43.23723220825195,702.0286865234375,395.1300048828125,1642.1878662109375,268.34234619140625,693.11572265625,0.30128389596939087,0.08055227994918823,0.017081093043088913,1.5086009502410889,0.9711804389953613,0.4536031484603882,1.0750890970230103,1.9703657627105713,2.4674155712127686,0.35895010828971863,0.8553733229637146,1.6735732555389404
6790,5734.0,143.0,6153.0,304.0,1362.0,276.0,179.0,0.0,0.0,0.0,546.0,0.0,0.0,2155.993896484375,8802.212890625,6163.13232421875,2946.1220703125,541.4034423828125,22.585433959960938,1047.1927490234375,463.5440673828125,1503.6251220703125,301.6966552734375,983.8961791992188,2162.808837890625,8829.9580078125,6192.37646484375,2965.60791015625,541.4034423828125,22.581928253173828,1058.2249755859375,468.9716796875,1518.6778564453125,301.753662109375,990.5453491210938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6800,1321.0,0.0,543.0,40.0,90.0,49.0,319.0,588.0,53.0,36.0,0.0,32.607086181640625,46.164833068847656,394.8773193359375,1692.6865234375,1142.224853515625,401.8367614746094,24.88260841369629,177.62222290039062,171.0350341796875,337.0401916503906,402.50701904296875,261.6182861328125,496.3630676269531,396.1255187988281,1698.0218505859375,1147.644775390625,404.4945373535156,24.88260841369629,177.5946502685547,172.83688354492188,340.986572265625,406.5364990234375,261.667724609375,499.71746826171875,1.2957795858383179,0.3566592335700989,0.07711455225944519,6.1391682624816895,4.080127716064453,1.9464961290359497,3.8933961391448975,7.362823486328125,9.361567497253418,1.3079794645309448,3.210291862487793,6.377095699310303
6810,279.0,0.0,176.0,4.0,53.0,45.0,150.0,309.0,20.0,24.0,112.0,24.01211929321289,34.045989990234375,116.60548400878906,471.30401611328125,347.2174072265625,159.77871704101562,119.8933334350586,86.8406982421875,31.250226974487305,165.47103881835938,262.8606872558594,128.60940551757812,197.97914123535156,116.97406768798828,472.7895812988281,348.8649597167969,160.83551025390625,119.8933334350586,86.82721710205078,31.579448699951172,167.40853881835938,265.4921875,128.6337127685547,199.31707763671875,0.7206142544746399,0.17941047251224518,0.03643238544464111,3.948124647140503,2.3658089637756348,1.064634084701538,3.553556442260742,6.124453544616699,7.45949649810791,1.1714142560958862,2.63092041015625,5.023528575897217
