mat_id,  mo23, md21, md22, mo24, mo25, mo26, mo19, mo20,mo01, mo50, mo51, mo52, mo53, md05, md06, md07, md08,md09, md10, md11, md12, md23
mat_name, Pp1_11, Pp2_11, Pp3_11, Pp4_11, Pp5_11, Pp6_11, Pp10_11, PpTt11, HtTt11, P1Hh11, P2Hh11, P3Hh11, P4Hh11, Con11, FIRE11, TCWh11, Ret11, Bus11, AcIn11, HeEd11, Emp11, PSEn11
mat_desc, 2011_Pop_0to4, 2011_Pop 5to12, 2011_Pop_13to17, 2011_Pop_18to24, 2011_Pop_25to44, 2011_Pop_45to64, 2011_Pop_65plus, 2011_total_population, 2011_total_hhs, 2011_1p_hhs, 2011_2p_hhs, 2011_3p_hhs, 2011_4p_hhs, 2011_Const_Mfg, 2011_FIRE, 2011_TCU_WhSale, 2011_Retail, 2011_Business_OthServ, 2011_Accom_Fd_Info, 2011_Health_Ed_PubAd, 2011_total_emp, PostSec 2011 FT Enrl
12210, 215.3277, 392.4899, 239.0689, 419.1078, 0, 0, 570.7748, 3952.03, 1337.296, 183.6736, 416.8467, 261.3511, 475.4244, 71.11304, 72.04687, 19.30096, 2.321817, 149.5343, 2.912982, 143.7351, 460.9651, 0
12220, 33.53328, 139.0629, 22.87019, 107.5675, 0, 0, 136.5059, 1120.419, 424.7845, 80.47827, 140.3018, 110.598, 93.40633, 4.342474, 195.9776, 4.125106, 390.7821, 138.9533, 171.209, 53.42582, 958.8155, 0
12230, 82.49796, 89.80652, 118.1561, 189.4551, 0, 0, 246.6247, 1690.815, 679.1227, 224.1225, 158.5097, 125.7052, 170.7854, 66.00258, 91.1854, 3.582784, 204.7214, 223.2679, 256.8462, 139.206, 984.8122, 0
12240, 1.022711, 0.9896122, 0.9765055, 3.131517, 0, 0, 1.040803, 15.2787, 5.541829, 1.360871, 1.512524, 0.7733633, 1.89507, 314.8456, 164.5842, 169.7512, 175.0311, 424.7683, 140.2976, 167.5057, 1556.784, 0
12250, 172.6231, 475.8005, 369.6055, 533.9069, 0, 0, 665.4423, 4705.671, 1549.221, 185.2581, 467.708, 321.727, 574.5275, 23.17973, 22.41666, 55.0486, 2.648837, 133.5096, 24.92449, 228.1457, 489.8737, 0
12260, 21.48725, 88.36533, 46.16206, 65.79346, 0, 0, 481.0819, 1151.082, 606.4196, 265.4486, 241.2574, 36.68504, 63.02852, 3.944338, 63.57484, 3.746898, 163.3913, 63.10674, 169.6493, 139.5166, 606.9299, 0
12270, 121.524, 398.787, 373.3256, 361.3181, 0, 0, 392.5298, 3620.787, 1216.974, 134.7003, 391.5334, 288.0986, 402.6414, 4.484615, 130.1095, 4.260132, 19.21778, 186.5521, 3.214784, 158.6269, 506.4659, 0
12280, 193.6069, 350.032, 301.6135, 369.2124, 0, 0, 528.8749, 3783.878, 1375.185, 281.5509, 424.6658, 244.8442, 424.1241, 3.890653, 62.70955, 55.43851, 33.34499, 211.6426, 181.2853, 233.3517, 781.6633, 0
12290, 142.3867, 121.881, 141.1827, 150.9178, 0, 0, 61.30617, 1619.474, 630.2271, 149.697, 216.5465, 112.5886, 151.3951, 4.561673, 2.941002, 4.333333, 26.064, 197.056, 147.151, 42.09198, 424.199, 0
12300, 86.79809, 97.98714, 105.8979, 73.82603, 0, 0, 137.4077, 1313.919, 530.0508, 123.7288, 166.893, 148.758, 90.6709, 3.908299, 2.519759, 3.712664, 2.233082, 87.54221, 2.801654, 721.2619, 823.9796, 6265
12310, 143.6565, 134.3736, 146.3106, 136.8493, 0, 0, 253.4094, 1716.266, 565.5856, 61.6371, 182.6736, 107.6483, 213.6266, 30.42565, 58.84808, 5.78053, 26.07642, 58.41478, 4.362109, 37.43292, 221.3405, 0
12320, 133.6099, 218.7914, 157.0136, 194.0652, 0, 0, 366.0825, 2429.291, 877.5858, 152.0376, 322.9251, 131.7395, 270.8836, 319.486, 59.62551, 231.6136, 244.9939, 231.3654, 343.534, 144.8139, 1575.432, 0
12330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 771.2114, 36.83078, 576.5891, 57.12083, 219.3575, 56.30786, 52.71265, 1770.13, 0
12340, 27.07071, 2.095568, 2.067814, 2.210397, 0, 0, 198.357, 499.1742, 279.5033, 137.0472, 88.52338, 46.82953, 7.103161, 295.9456, 59.96637, 192.776, 115.9503, 259.7447, 163.6569, 182.0521, 1270.092, 0
12350, 47.01546, 80.87798, 59.85511, 122.6328, 0, 0, 74.42892, 901.4222, 294.348, 46.26491, 86.33174, 33.82973, 127.9216, 11.63471, 7.501132, 11.05232, 66.47716, 7.4459, 8.340311, 7.157139, 119.6087, 0
12360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.407068, 2.841325, 52.33083, 251.8063, 14.10202, 47.38792, 74.55321, 447.4287, 0
12370, 87.00536, 119.2685, 27.6915, 59.20186, 0, 0, 51.65095, 926.8995, 281.8962, 80.42632, 87.39835, 52.92825, 61.14328, 4.207581, 2.712712, 39.96964, 2.404082, 80.78214, 90.48578, 433.542, 654.1039, 0
12380, 253.2322, 249.9373, 285.3137, 423.8804, 0, 0, 706.1304, 4547.982, 1897.835, 496.5686, 701.1531, 339.9935, 360.12, 60.31498, 62.21804, 4.583666, 2.75697, 270.1997, 3.45893, 140.9914, 544.5237, 0
12390, 112.0374, 349.8734, 238.2639, 317.0669, 0, 0, 388.7024, 2887.511, 956.5828, 160.7424, 233.2334, 186.7748, 375.8321, 63.6474, 23.44843, 34.5494, 41.56133, 93.10313, 175.9839, 106.2723, 538.566, 0
12400, 36.91231, 61.23033, 95.66401, 118.4068, 0, 0, 10.73294, 825.0059, 276.0114, 51.75268, 63.908, 54.49318, 105.8576, 106.5378, 2.289568, 3.373495, 50.727, 22.7271, 38.18565, 76.45999, 300.3006, 0
12410, 0.04923847, 0.04764492, 0.0470139, 1.005113, 0, 0, 0.05010949, 5.092926, 2.320386, 0.4913459, 0.9076555, 0.9069625, 0.0144225, 369.1662, 2.163717, 207.2242, 148.6099, 102.0198, 54.13004, 2.064492, 885.3783, 0
12420, 2.040624, 2.961872, 2.922644, 14.57946, 0, 0, 7.268527, 66.20964, 31.29031, 10.472, 11.63898, 5.951084, 3.228253, 979.0026, 2.052626, 226.8286, 59.12061, 646.9103, 22.82261, 58.75487, 1995.492, 0
13010, 101.2306, 235.3943, 229.4722, 225.7677, 0, 0, 397.2687, 2583.967, 1000.19, 271.9324, 308.5684, 140.3699, 279.3194, 23.73307, 66.0651, 3.415228, 179.5709, 163.1383, 117.5655, 183.1324, 736.6205, 3
13020, 134.2439, 227.6174, 211.5046, 232.8628, 0, 0, 230.4863, 2431.658, 831.0477, 187.7394, 191.0073, 135.68, 316.6209, 12.17464, 6.161856, 8.759753, 6.141109, 133.8992, 6.700996, 5.693554, 179.5311, 0
13030, 102.2745, 203.1394, 113.4529, 228.0959, 0, 0, 225.7681, 2066.248, 735.1589, 120.0915, 208.1914, 206.4848, 200.3912, 25.62829, 2.594209, 3.687953, 122.81, 42.27979, 2.821194, 167.7934, 367.6149, 0
13040, 66.69511, 62.63168, 57.1588, 120.1407, 0, 0, 121.5571, 888.4251, 319.261, 57.19811, 113.3246, 56.64743, 92.09085, 11.3323, 3.002537, 5.982373, 4.24649, 7.890814, 5.566534, 8.347054, 46.3681, 0
13050, 62.95748, 261.1211, 132.4365, 195.8864, 0, 0, 349.2238, 2502.883, 995.463, 256.5842, 381.271, 107.5097, 250.0981, 50.93352, 19.33394, 3.664709, 2.569179, 224.071, 2.803413, 202.465, 505.8408, 3
13060, 120.9217, 102.5145, 66.34012, 187.7058, 0, 0, 337.3714, 2492.937, 1394.761, 696.3905, 426.6956, 197.5397, 74.13494, 195.7038, 275.139, 31.29122, 109.685, 227.1968, 335.1182, 340.6661, 1514.8, 1
13070, 66.94392, 87.56242, 58.11713, 147.6039, 0, 0, 280.7759, 2000.617, 1138.743, 562.3302, 371.3751, 156.3274, 48.70986, 34.61337, 75.91393, 3.320614, 547.0679, 95.17128, 349.2759, 458.6369, 1564, 1
13080, 227.8316, 292.2444, 165.5426, 337.4059, 0, 0, 448.9941, 3579.174, 1468.456, 406.3667, 462.9442, 313.579, 285.566, 5.672024, 28.70738, 4.081069, 2.861072, 148.1575, 3.121917, 145.8909, 338.4919, 0
13090, 95.66357, 174.1542, 122.3895, 85.74911, 0, 0, 88.17466, 1152.265, 320.59, 56.47058, 51.2798, 46.60575, 166.2338, 35.71387, 13.55669, 2.569643, 1.801473, 19.63943, 1.965714, 125.2638, 200.5107, 0
13100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 468.1411, 110.9065, 272.3318, 577.7867, 673.7148, 378.2783, 130.4261, 2611.585, 1
13110, 44.28828, 85.10545, 14.95228, 10.47594, 0, 0, 65.90093, 705.7626, 316.3264, 116.933, 98.21021, 43.63751, 57.54571, 4.610283, 105.0015, 41.46421, 604.6328, 380.2865, 158.5955, 183.2626, 1477.853, 0
13120, 48.08819, 130.4576, 59.52898, 119.4351, 0, 0, 99.07642, 1172.721, 452.2888, 119.7011, 140.1398, 75.44003, 117.008, 5.386435, 2.726195, 3.875585, 33.9627, 2.962057, 44.47091, 107.0577, 200.4415, 0
13130, 67.08647, 56.87427, 16.98693, 29.75366, 0, 0, 138.2187, 893.6321, 398.0796, 107.2269, 170.515, 76.38557, 43.95203, 5.004869, 2.533076, 3.601045, 2.524547, 82.56691, 2.754711, 555.8835, 654.8687, 0
13140, 42.16143, 53.61514, 64.05402, 140.2433, 0, 0, 428.8983, 1954.808, 1095.623, 506.2371, 400.129, 149.3422, 39.91475, 205.3578, 153.1691, 3.110666, 32.71143, 219.9132, 249.8562, 566.1128, 1430.231, 5
13150, 49.48192, 111.8655, 77.96001, 105.34, 0, 0, 277.5249, 1096.471, 395.9316, 60.9352, 153.6548, 76.80722, 104.5344, 5.402257, 2.734203, 3.886969, 2.724997, 29.70758, 2.973436, 214.7443, 262.1737, 0
13160, 0.9774491, 1.988778, 1.979994, 10.40425, 0, 0, 6.041535, 50.77631, 0.3920548, 0.1328136, 0.1480226, 0.07572284, 0.03549576, 954.0288, 105.1764, 387.3921, 829.0488, 742.7936, 77.98566, 269.4619, 3365.887, 1
13170, 14.99688, 20.34239, 20.25254, 47.88935, 0, 0, 36.04787, 309.6926, 94.0742, 15.38709, 20.32394, 8.466083, 49.89709, 5.49158, 2.779411, 19.75618, 2.770052, 3.019877, 22.6695, 64.20438, 120.691, 1
13180, 218.6516, 169.2485, 178.1297, 399.704, 0, 0, 308.4872, 4062.129, 2131.655, 1007.718, 620.8806, 306.7074, 196.349, 4.277189, 54.11952, 69.24314, 53.9373, 211.6864, 88.28218, 45.00579, 526.5515, 0
13190, 170.8859, 103.2219, 70.31361, 261.4754, 0, 0, 709.6559, 3173.314, 1619.121, 805.4538, 536.8646, 173.9838, 102.8189, 46.69549, 360.4128, 92.39393, 211.9865, 410.8535, 199.1865, 2778.818, 4100.347, 14
13200, 168.9669, 197.174, 191.2697, 190.4329, 0, 0, 271.3318, 2446.962, 922.8998, 254.0077, 234.0143, 167.7081, 267.1697, 7.418479, 3.754658, 5.337657, 3.742016, 61.1925, 4.083177, 234.178, 319.7065, 0
13210, 2.56781, 2.612311, 2.600774, 2.733251, 0, 0, 132.2619, 390.9151, 231.6151, 101.7411, 113.3865, 14.69439, 1.79312, 150.9261, 1915.133, 255.9682, 152.2597, 545.4012, 581.4946, 231.9111, 3833.094, 110
13220, 110.2929, 214.6519, 111.7088, 239.9023, 0, 0, 454.4746, 3198.802, 1812.694, 866.7231, 659.8986, 186.3908, 99.6811, 122.421, 456.2509, 24.02262, 117.889, 691.5661, 410.4133, 660.9892, 2483.552, 130
13230, 71.51785, 19.40195, 28.97439, 111.651, 0, 0, 338.902, 1584.283, 1032.538, 640.6995, 285.614, 71.58812, 34.63676, 111.2809, 56.32176, 269.3181, 76.54381, 183.5837, 200.4536, 28.38616, 925.8881, 51
13240, 35.54039, 46.48671, 20.56951, 151.3209, 0, 0, 224.9026, 1965.146, 1294.957, 736.5618, 476.0916, 68.98066, 13.32302, 5.741917, 29.06112, 4.131357, 2.896327, 102.6201, 3.160387, 2.685247, 150.2964, 6
13250, 149.8917, 157.2547, 147.0717, 274.2249, 0, 0, 193.0143, 2203.298, 850.0236, 216.2013, 249.8721, 169.7097, 214.2405, 81.00145, 2.049832, 182.1288, 2.04293, 122.4948, 2.229185, 23.67556, 415.6225, 0
13260, 103.9939, 86.5605, 14.36303, 55.34705, 0, 0, 126.6078, 1061.126, 458.1405, 136.116, 154.104, 94.68485, 73.23562, 5.763156, 2.916862, 4.146638, 2.907041, 134.6918, 3.172077, 2.69518, 156.2928, 0
13270, 67.8354, 95.55373, 63.42114, 111.0861, 0, 0, 198.8917, 1294.6, 505.2134, 84.30506, 255.7657, 46.96504, 118.1776, 47.6033, 2.409309, 3.425097, 2.401197, 45.81072, 39.30173, 77.91705, 218.8684, 0
13280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16.505, 10.27653, 7.949927, 10.26824, 17.94389, 10.20428, 19.33623, 92.4841, 0
13290, 63.49664, 91.51252, 58.95246, 168.9691, 0, 0, 174.4301, 1873.674, 1006.448, 492.9684, 324.6726, 94.78307, 94.02415, 4.879775, 2.469763, 26.33279, 2.461447, 127.4634, 114.149, 22.82061, 300.5768, 0
13300, 14.67685, 59.72483, 1.982035, 31.24492, 0, 0, 75.59702, 594.0803, 347.5941, 197.0806, 97.61723, 25.02348, 27.87277, 262.08, 18.94922, 2.693839, 1.888542, 293.3883, 2.060721, 131.3181, 712.3787, 0
13310, 0.04706827, 0.04788399, 0.04767251, 1.002017, 0, 0, 0.04848754, 5.07779, 0.1287503, 0.02723824, 0.05045603, 0.05044277, 0.000613263, 96.98838, 32.72532, 3.101509, 228.306, 160.0048, 160.149, 2.01588, 683.2908, 0
