mat_id,  mo23, md21, md22, mo24, mo25, mo26, mo19, mo20,mo01, mo50, mo51, mo52, mo53, md05, md06, md07, md08,md09, md10, md11, md12, md23
mat_name, Pp1_11, Pp2_11, Pp3_11, Pp4_11, Pp5_11, Pp6_11, Pp10_11, PpTt11, HtTt11, P1Hh11, P2Hh11, P3Hh11, P4Hh11, Con11, FIRE11, TCWh11, Ret11, Bus11, AcIn11, HeEd11, Emp11, PSEn11
mat_desc, 2011_Pop_0to4, 2011_Pop 5to12, 2011_Pop_13to17, 2011_Pop_18to24, 2011_Pop_25to44, 2011_Pop_45to64, 2011_Pop_65plus, 2011_total_population, 2011_total_hhs, 2011_1p_hhs, 2011_2p_hhs, 2011_3p_hhs, 2011_4p_hhs, 2011_Const_Mfg, 2011_FIRE, 2011_TCU_WhSale, 2011_Retail, 2011_Business_OthServ, 2011_Accom_Fd_Info, 2011_Health_Ed_PubAd, 2011_total_emp, PostSec 2011 FT Enrl
26240, 132.079, 220.1506, 180.329, 294.5207, 0, 0, 419.0904, 2806.151, 914.1229, 188.52, 228.1716, 148.0297, 349.4016, 4.364806, 76.89459, 3.704538, 215.7959, 2.8117, 167.4947, 75.44913, 546.5154, 403
26250, 101.0845, 154.3203, 99.67524, 125.5837, 0, 0, 203.1379, 1563.97, 530.8173, 141.9565, 113.5202, 80.34323, 194.9973, 43.94492, 42.22776, 18.64867, 2.556041, 84.92467, 53.96284, 2.532075, 248.797, 233
26260, 65.39877, 173.4207, 143.8556, 296.8714, 0, 0, 250.0787, 2110.931, 651.8845, 95.42453, 192.4246, 86.22247, 277.813, 4.11558, 112.0516, 3.493013, 173.5515, 99.41828, 2.526895, 71.14105, 466.2979, 0
26270, 150.22, 217.003, 197.5008, 217.7324, 0, 0, 460.7637, 2698.716, 932.2398, 252.5252, 213.6078, 136.7286, 329.3781, 4.626434, 74.09426, 3.92659, 80.72851, 74.50585, 127.8248, 139.9503, 505.6567, 0
26280, 123.1114, 158.1607, 110.8389, 299.2482, 0, 0, 334.022, 2397.291, 716.8543, 101.2381, 180.2863, 112.5851, 322.7448, 2.311272, 1.480639, 1.961644, 13.44344, 14.88864, 1.419081, 73.24564, 108.7504, 0
26290, 80.2232, 227.1666, 207.6499, 316.6483, 0, 0, 509.1008, 2826.462, 937.7331, 246.9744, 195.6203, 124.8038, 370.3346, 132.9453, 2.433342, 24.17883, 160.1777, 55.05432, 64.13481, 109.4316, 548.356, 0
26300, 132.9762, 130.9726, 91.21547, 251.3984, 0, 0, 360.7868, 2330.906, 714.5977, 120.0755, 156.4809, 152.9083, 285.1329, 4.484555, 28.7288, 3.806173, 2.608427, 50.55468, 34.418, 310.0763, 434.677, 0
26310, 43.43598, 117.6492, 160.614, 269.8163, 0, 0, 384.7575, 2070.127, 559.9008, 41.18435, 146.0093, 110.4756, 262.2315, 49.8404, 83.01433, 3.384081, 57.97901, 12.84238, 61.2023, 425.0219, 693.2844, 0
26320, 36.72483, 211.8616, 113.8117, 287.8756, 0, 0, 371.7827, 2264.299, 703.5483, 99.75533, 219.4448, 88.40226, 295.9459, 11.0656, 8.341371, 7.53384, 6.250684, 19.00649, 12.3075, 16.29969, 80.80518, 0
26330, 99.50291, 186.207, 181.5139, 257.539, 0, 0, 431.4915, 2652.823, 815.2499, 115.1449, 176.8637, 199.9922, 323.2491, 2.775559, 22.22587, 17.66774, 1.614395, 44.69866, 1.704146, 115.9462, 206.6326, 0
26340, 74.75681, 250.3436, 88.45747, 242.5072, 0, 0, 305.7314, 1829.73, 567.2795, 90.04682, 134.4167, 110.6576, 232.1585, 3.959029, 107.7893, 3.360144, 103.624, 108.3881, 30.3847, 125.4641, 482.9695, 0
26350, 190.8975, 263.2297, 169.4124, 370.5687, 0, 0, 494.6738, 3225.26, 998.2861, 153.9732, 270.5435, 144.5597, 429.2097, 2.072259, 16.59404, 8.793935, 60.26614, 80.09387, 28.62746, 56.71601, 253.1637, 0
26360, 70.72776, 171.476, 193.1308, 214.0412, 0, 0, 356.7721, 2274.551, 697.0511, 135.5658, 110.6261, 164.7057, 286.1535, 2.67621, 1.714424, 2.271377, 15.56608, 17.23948, 1.643147, 84.81074, 125.9215, 0
26370, 79.43811, 135.6181, 114.8849, 126.1051, 0, 0, 207.2488, 1563.997, 508.8296, 84.1932, 167.5716, 67.75359, 189.3112, 4.252315, 2.724103, 3.609064, 2.473345, 34.24045, 2.610848, 275.6424, 325.5525, 0
26380, 73.77083, 174.3824, 111.5382, 351.3256, 0, 0, 421.3384, 2576.229, 779.0613, 104.032, 182.4076, 158.6464, 333.9753, 4.679463, 2.997741, 3.971597, 27.21794, 67.82386, 2.87311, 148.2951, 257.8588, 0
26390, 110.9706, 187.369, 140.6872, 350.1351, 0, 0, 408.0035, 2780.626, 908.0499, 197.8569, 204.6719, 189.0911, 316.4301, 10.75885, 6.892299, 9.131351, 6.257851, 86.63232, 6.60575, 46.49382, 172.7722, 0
26400, 66.63459, 145.3249, 131.4112, 226.6714, 0, 0, 302.0477, 1855.392, 568.0517, 96.04118, 107.5235, 125.2464, 239.2406, 8.694402, 6.553934, 5.919446, 4.911252, 14.93367, 9.670177, 12.8069, 63.48978, 0
26410, 201.4107, 233.982, 157.8637, 315.4549, 0, 0, 284.0363, 2826.57, 826.9774, 103.2653, 184.9782, 153.4185, 385.3154, 2.25766, 1.446294, 14.37106, 13.1316, 87.2597, 1.386164, 58.53815, 178.3906, 0
26420, 162.9207, 310.9027, 205.8318, 337.3443, 0, 0, 495.4121, 3214.953, 966.3618, 142.767, 202.9659, 202.0048, 418.6241, 2.072259, 16.59404, 8.793935, 60.26614, 80.09387, 28.62746, 56.71601, 253.1637, 0
26430, 77.22996, 207.9147, 96.46075, 133.2606, 0, 0, 272.2809, 1916.657, 663.6187, 127.6856, 185.519, 165.249, 185.1651, 1.38778, 11.11293, 8.833869, 0.8071975, 22.34933, 0.8520729, 57.97311, 103.3163, 0
26440, 158.6006, 296.8008, 166.8154, 350.2925, 0, 0, 503.2441, 3066.747, 803.3453, 55.97405, 174.7055, 146.1585, 426.5073, 1.966349, 1.259676, 12.51673, 11.4372, 76.00038, 1.207304, 50.98484, 155.3725, 0
26450, 229.6006, 437.534, 295.3037, 413.4018, 0, 0, 459.29, 4058.268, 1202.454, 225.2789, 219.2069, 168.585, 589.3833, 81.9428, 2.999652, 3.974129, 34.04411, 90.48946, 93.43559, 107.9197, 414.8055, 0
26460, 225.4136, 240.9124, 170.25, 253.2326, 0, 0, 436.2478, 2887.93, 835.6399, 139.8358, 131.9613, 143.2761, 420.5666, 6.398715, 4.099123, 5.430777, 46.5224, 103.0473, 3.928702, 3.686896, 173.114, 0
26470, 93.38789, 124.4446, 135.4204, 227.4935, 0, 0, 122.0151, 1676.466, 448.9485, 69.58307, 79.13871, 95.1731, 205.0536, 4.319144, 2.766915, 3.665784, 2.512216, 2.782285, 2.65188, 391.9641, 410.6623, 0
26480, 76.79135, 141.8144, 156.174, 313.0402, 0, 0, 274.1187, 2156.964, 595.8479, 38.6979, 144.4149, 99.01471, 313.7204, 3.458986, 2.215883, 2.935742, 15.08931, 72.41626, 26.54697, 89.68696, 212.3501, 0
26490, 81.54916, 115.4607, 120.6183, 232.1771, 0, 0, 301.884, 2111.087, 616.8895, 102.5375, 132.6537, 67.7054, 313.993, 1.776236, 1.137886, 1.507543, 7.748563, 37.18673, 13.63223, 46.05547, 109.0446, 0
26500, 164.8851, 246.0618, 251.2697, 217.2621, 0, 0, 280.0889, 2816.231, 853.5852, 190.1508, 129.4736, 130.5126, 403.4482, 98.3912, 2.801379, 3.711444, 158.9692, 49.29647, 2.684911, 144.8804, 460.735, 0
26510, 138.082, 247.717, 179.9216, 224.6461, 0, 0, 542.4565, 2713.98, 940.6271, 173.2982, 330.1371, 140.5838, 296.6081, 4.714693, 60.4062, 4.001498, 2.742285, 60.74176, 108.5528, 183.3687, 424.5279, 0
26520, 202.8281, 221.969, 211.1114, 250.8195, 0, 0, 482.6844, 3112.625, 1094.83, 254.1604, 330.9624, 228.5235, 281.1833, 73.61991, 76.63847, 46.86253, 149.8727, 207.4805, 107.3532, 418.8904, 1080.718, 0
26530, 170.4019, 325.4972, 295.3188, 411.6409, 0, 0, 628.0742, 4098.976, 1499.766, 343.3848, 524.9662, 289.1714, 342.2432, 4.908503, 3.144468, 4.16599, 2.855015, 47.42904, 3.013736, 254.5421, 320.0588, 0
26540, 0.9979806, 0.9829441, 0.04920334, 2.066424, 0, 0, 1.05554, 10.22344, 1.959439, 0.724068, 0.8106733, 0.4128548, 0.0118432, 635.131, 2.199327, 240.3891, 738.8438, 88.46176, 68.50641, 19.78152, 1793.313, 0
26550, 0.0483398, 0.04761147, 0.04766585, 1.000926, 0, 0, 0.05112784, 5.11215, 2.328408, 0.8604125, 0.9633258, 0.4905967, 0.01407331, 645.6703, 42.78901, 377.9305, 185.6177, 95.61489, 104.8035, 38.48594, 1490.912, 0
26560, 91.64662, 180.5316, 170.6968, 142.323, 0, 0, 274.6419, 2223.234, 901.293, 208.3795, 384.3954, 142.6267, 165.8914, 181.3645, 2.323702, 107.7505, 2.109801, 46.7322, 2.227093, 2.090019, 344.5978, 0
26570, 62.91499, 198.2946, 117.8719, 397.3299, 0, 0, 465.8057, 2770.438, 656.2823, 59.50303, 134.5798, 121.4412, 340.7584, 4.037069, 12.93107, 3.426378, 2.348148, 19.50435, 2.478691, 360.5504, 405.276, 0
26580, 155.2631, 118.3926, 88.8959, 145.1884, 0, 0, 143.0286, 2499.618, 1267.923, 563.2958, 367.8741, 235.7857, 100.9677, 28.19977, 63.22835, 11.96699, 1.640231, 95.36937, 25.97127, 16.24851, 242.6245, 0
26590, 80.17603, 111.4843, 74.40775, 92.77192, 0, 0, 69.8355, 1093.778, 356.9593, 42.54341, 112.9001, 84.27412, 117.2417, 17.457, 39.14136, 7.408134, 1.015381, 59.03818, 16.07745, 10.0586, 150.1961, 0
26600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.209684, 0.4259499, 0.7976862, 0.5246724, 1.033687, 0.6907048, 1.10056, 5.782943, 0
27010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 304.5479, 1.800521, 19.88205, 1.62182, 1.883228, 1.785329, 1.591668, 333.1125, 0
27020, 120.4521, 304.5654, 145.4987, 260.0809, 0, 0, 486.544, 2975.704, 933.2764, 144.6611, 299.0493, 214.1625, 275.4035, 4.345192, 3.211158, 3.545884, 2.892452, 100.7599, 3.184063, 198.7074, 316.646, 13
27030, 114.5308, 158.6912, 110.9284, 178.3526, 0, 0, 376.9734, 2225.502, 802.9847, 154.5081, 282.6922, 142.9012, 222.8831, 20.37741, 7.156591, 14.51539, 10.08535, 20.94577, 14.53063, 17.47193, 105.0831, 0
27040, 1.011304, 1.988855, 2.052275, 7.133135, 0, 0, 5.230758, 40.83818, 17.68408, 5.5141, 6.191113, 3.183536, 2.795329, 21.50949, 7.55418, 15.3218, 10.64565, 22.10942, 15.33789, 18.44259, 110.921, 0
27050, 25.93215, 81.59811, 2.105002, 41.80799, 0, 0, 85.84234, 418.5299, 135.4187, 25.61357, 38.34268, 15.41241, 56.04999, 5.528, 2.245481, 3.504892, 2.743989, 5.668113, 3.767083, 5.702284, 29.15984, 0
27060, 40.80164, 85.25661, 93.15026, 354.599, 0, 0, 205.762, 1858.053, 773.2333, 248.0912, 260.2217, 101.5534, 163.3671, 51.09502, 3.775994, 4.169597, 3.401228, 3.949443, 3.744133, 75.10487, 145.2403, 0
27070, 89.18246, 175.3885, 69.19869, 148.0094, 0, 0, 314.7542, 2164.306, 1036.194, 419.8698, 351.7707, 133.4284, 131.125, 3.536769, 32.67153, 2.886172, 153.0302, 266.5439, 103.6667, 150.1852, 712.5205, 6
27080, 170.6129, 167.7658, 139.4541, 233.9948, 0, 0, 318.666, 2598.153, 992.6323, 320.497, 258.7015, 122.896, 290.5378, 16.97511, 144.2657, 2.7705, 107.3479, 144.332, 130.6095, 194.0697, 740.3703, 7
27090, 75.20789, 110.9293, 71.5416, 203.6632, 0, 0, 194.4986, 1485.391, 543.0928, 121.4813, 181.8535, 82.78272, 156.9754, 80.40618, 47.53704, 2.624611, 32.11425, 198.8826, 253.3557, 162.8389, 777.7592, 0
27100, 90.02705, 130.1834, 112.8411, 240.125, 0, 0, 350.6042, 2455.232, 1088.291, 365.8742, 378.175, 185.2113, 159.03, 4.099353, 3.029479, 25.0895, 2.728805, 39.60798, 142.6861, 26.78072, 244.0219, 0
27110, 111.1609, 180.5923, 98.07944, 262.9775, 0, 0, 379.9712, 2603.304, 1085.214, 345.1279, 339.6464, 192.29, 208.1496, 56.96198, 91.20736, 3.098913, 101.1139, 44.02937, 2.782701, 49.61704, 348.8113, 0
27120, 154.7542, 188.9029, 135.3657, 274.2303, 0, 0, 540.983, 2919.768, 972.2131, 189.3753, 270.3642, 163.5429, 348.9306, 3.448198, 267.568, 2.813894, 137.7211, 166.5826, 113.7044, 67.58035, 759.4185, 0
27130, 202.9279, 214.8909, 174.2268, 251.6629, 0, 0, 554.4053, 2975.839, 1060.332, 242.1257, 313.6129, 180.8257, 323.7673, 115.1819, 48.64061, 2.685542, 131.4392, 95.39046, 36.17265, 42.9985, 472.5089, 0
27140, 81.45541, 117.4743, 121.2203, 251.7024, 0, 0, 185.3769, 1796.741, 635.9366, 199.0555, 151.473, 118.1138, 167.2944, 3.634936, 2.686269, 2.966281, 2.419658, 77.26572, 2.663603, 344.3276, 435.9641, 0
27150, 109.3876, 229.7919, 181.6234, 290.5856, 0, 0, 354.9012, 2516.334, 852.2788, 147.9484, 268.2295, 143.4287, 292.6722, 18.11822, 26.77924, 2.957067, 241.2141, 105.035, 119.4898, 94.69184, 608.2853, 0
27160, 12.45258, 12.24478, 12.63523, 407.7965, 0, 0, 12.88168, 755.5677, 435.6244, 270.5629, 121.5072, 36.17896, 7.375418, 129.3629, 2.54936, 2.815101, 51.66758, 206.651, 297.0223, 3504.417, 4194.485, 0
27170, 134.3584, 100.4084, 54.53168, 584.8566, 0, 0, 44.47623, 2138.924, 1026.018, 387.1102, 349.2825, 196.7717, 92.85409, 121.1341, 2.557709, 35.30401, 34.55787, 240.7678, 196.5499, 1057.03, 1687.901, 19901
27180, 2.023924, 2.985225, 3.080416, 14.27556, 0, 0, 7.327828, 66.36195, 17.01839, 1.043334, 2.402825, 2.951212, 10.62102, 335.4839, 2.110019, 850.437, 28.50901, 115.8645, 20.92216, 9.326329, 1362.653, 0
27190, 86.95002, 241.4091, 119.3638, 314.3774, 0, 0, 354.4938, 2669.594, 924.9718, 202.3016, 234.7002, 197.8122, 290.1578, 44.05964, 3.256069, 3.595476, 21.99679, 76.62681, 3.228595, 136.723, 289.4864, 0
27200, 68.27134, 187.9698, 180.1091, 169.6874, 0, 0, 216.5798, 1995.693, 646.1976, 94.60778, 177.593, 137.0493, 236.9476, 4.307293, 3.18315, 3.514956, 2.867224, 41.6171, 3.156292, 211.0438, 269.6898, 0
27210, 2.314481, 62.58609, 58.71074, 145.7587, 0, 0, 197.5243, 1015.77, 305.3286, 33.8781, 84.52402, 58.51368, 128.4128, 10.2075, 3.948998, 6.111596, 5.047751, 9.990531, 6.675375, 10.50302, 52.48477, 0
27220, 35.34645, 152.0602, 94.1454, 151.3685, 0, 0, 219.3866, 1291.326, 382.5639, 43.73373, 89.4729, 70.17553, 179.1817, 14.71702, 5.168649, 10.48334, 7.283865, 15.1275, 10.49434, 12.61862, 75.89333, 0
27230, 83.25876, 122.8041, 147.84, 194.0048, 0, 0, 403.7237, 2057.096, 672.1142, 82.61386, 239.6111, 105.2908, 244.5984, 9.369369, 6.924095, 7.645851, 6.236881, 7.242152, 6.865671, 122.4186, 166.7026, 0
27240, 203.1402, 209.7378, 257.6498, 291.6833, 0, 0, 514.8433, 3685.383, 1194.679, 166.3916, 289.3386, 338.7984, 400.1501, 34.94602, 109.7588, 2.851762, 23.26242, 54.02379, 2.560769, 108.4422, 335.8458, 0
27250, 71.43656, 140.4889, 93.19422, 349.6248, 0, 0, 348.377, 2118.294, 657.3051, 75.9347, 166.7186, 155.6914, 258.9604, 11.02906, 21.735, 1.200031, 14.68336, 65.35852, 18.85766, 24.01729, 156.8809, 0
27260, 0.0489447, 0.04812794, 0.04966262, 0.9863623, 0, 0, 0.05063126, 5.104674, 0, 0, 0, 0, 0, 524.0368, 68.966, 620.9553, 71.67825, 266.3407, 163.0697, 1.875884, 1716.923, 0
27270, 162.7343, 53.33956, 82.56064, 153.0441, 0, 0, 533.0826, 2726.017, 1405.02, 611.1406, 524.3043, 141.5765, 127.9984, 366.3289, 622.0851, 203.5349, 332.0554, 626.562, 1187.981, 366.6172, 3705.164, 0
27280, 1.814726, 1.784443, 1.841345, 1.828571, 0, 0, 32.85203, 102.1135, 34.66191, 1.478656, 20.43231, 0.7414576, 12.00949, 42.10993, 155.5992, 41.23645, 526.9866, 104.1578, 456.6873, 71.52616, 1398.303, 0
27290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.2075, 3.948998, 6.111596, 5.047751, 9.990531, 6.675375, 10.50302, 52.48477, 0
27300, 0.0489447, 0.04812794, 0.04966262, 0.9863623, 0, 0, 0.05063126, 5.104674, 0.1666818, 0.06143865, 0.06898201, 0.03547128, 0.000789839, 295.309, 333.0993, 310.7453, 320.7317, 756.8693, 307.5102, 116.7691, 2441.034, 0
27310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163.4917, 38.44356, 133.417, 34.62806, 103.3958, 54.45598, 1.941958, 529.7739, 0
27320, 18.60871, 1.829818, 14.16125, 93.7534, 0, 0, 101.0622, 801.505, 397.0021, 116.0483, 196.8832, 62.07069, 21.99991, 84.95879, 2.283118, 2.521106, 2.056519, 89.54971, 33.9578, 2.018286, 217.3453, 0
27330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117.5994, 115.8769, 102.3645, 229.6275, 393.8988, 114.8991, 97.31384, 1171.58, 0
27340, 46.79286, 2.044978, 2.110187, 62.86647, 0, 0, 2.151345, 628.0314, 325.8757, 115.1368, 148.853, 45.48758, 16.39824, 5.528, 2.245481, 3.504892, 2.743989, 5.668113, 3.767083, 5.702284, 29.15984, 0
27350, 194.6061, 261.8592, 77.94497, 448.9448, 0, 0, 344.3493, 3787.803, 1892.191, 723.204, 719.2005, 299.6491, 150.1378, 113.7592, 53.49886, 67.51485, 2.753664, 23.98128, 30.31283, 2.702469, 294.5231, 0
27360, 30.52605, 17.15237, 26.54898, 114.2475, 0, 0, 94.7338, 719.816, 324.2046, 74.07595, 145.6781, 81.57259, 22.87799, 254.7831, 2.151866, 231.6768, 1.938294, 253.205, 128.0225, 28.53387, 900.3115, 0
27370, 77.48639, 71.11378, 62.89837, 182.181, 0, 0, 160.3129, 1362.922, 443.7089, 91.76888, 119.5672, 51.12956, 181.2433, 44.14278, 32.62214, 1.801131, 1.46922, 63.97618, 1.617344, 18.02381, 163.6526, 0
27380, 85.39503, 227.2129, 122.326, 248.0165, 0, 0, 545.6146, 2572.556, 855.469, 124.5353, 275.9095, 158.1991, 296.8251, 34.68361, 25.63168, 1.415174, 1.154387, 50.267, 1.27077, 14.16157, 128.5842, 0
27390, 133.0444, 329.677, 188.9942, 316.3802, 0, 0, 611.0722, 3562.753, 1634.644, 676.9714, 453.0204, 257.8848, 246.7673, 17.15631, 33.81001, 1.866715, 22.84078, 101.6688, 29.33414, 37.36023, 244.037, 0
27400, 2.258596, 44.41813, 22.91726, 102.4123, 0, 0, 169.3907, 581.8813, 190.547, 11.10273, 63.71163, 66.80826, 48.92434, 3.3168, 1.347288, 2.102935, 1.646393, 3.400868, 2.26025, 3.42137, 17.4959, 0
27410, 299.5373, 392.7184, 329.2585, 332.0048, 0, 0, 227.2298, 3756.549, 1306.813, 227.1418, 374.519, 333.4406, 371.7119, 4.374636, 40.41147, 3.569911, 2.912052, 101.4426, 32.05639, 121.4613, 306.2284, 0
27420, 59.70048, 29.35212, 30.28808, 175.4549, 0, 0, 41.17178, 1363.17, 673.9846, 249.2815, 263.7042, 103.3332, 57.66571, 105.6823, 2.231449, 301.8463, 45.22452, 75.85339, 16.59466, 1.97261, 549.4053, 0
27430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193.9669, 29.86339, 369.3345, 2.151957, 43.72922, 2.368913, 15.83961, 657.2545, 0
27440, 45.98998, 3.014835, 3.110971, 38.61738, 0, 0, 3.171649, 530.9965, 232.7964, 65.61605, 69.12136, 95.05173, 3.007255, 97.87206, 2.225502, 196.5988, 2.004622, 29.09663, 2.206724, 1.967353, 331.9717, 0
27450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.306555, 2.44359, 276.5764, 181.5879, 19.16877, 2.422972, 2.160144, 487.6663, 0
27460, 3.92495, 9.005389, 10.62006, 14.50128, 0, 0, 16.24079, 112.2991, 43.87707, 13.68138, 15.36116, 7.89887, 6.935666, 479.6626, 58.19778, 671.8533, 100.0777, 509.1037, 2.098426, 1.870803, 1822.864, 0
27470, 1.712054, 1.683484, 1.737166, 30.18953, 0, 0, 1.771049, 306.3372, 145.352, 34.2775, 74.83044, 28.64686, 7.59723, 148.9019, 34.74967, 179.069, 193.0215, 1986.909, 591.5026, 496.6215, 3630.775, 0
27480, 0.0489447, 0.04812794, 0.04966262, 0.9863623, 0, 0, 0.05063126, 5.104674, 2.748128, 1.012956, 1.137325, 0.5848246, 0.01302229, 469.1174, 27.95842, 500.1386, 528.8546, 187.1532, 55.44502, 29.65843, 1798.326, 0
27490, 135.8423, 228.9865, 142.7575, 298.2, 0, 0, 230.8596, 2552.147, 718.4993, 28.90008, 165.8395, 177.1203, 346.6393, 57.16955, 33.79928, 3.732246, 3.044472, 35.35184, 3.351409, 67.22708, 203.6759, 0
27500, 1.012411, 0.9955167, 1.027261, 5.100676, 0, 0, 3.141892, 25.5237, 8.506493, 2.110508, 2.369633, 1.21849, 2.807861, 548.0262, 2.024996, 78.26272, 18.24016, 137.6709, 210.8305, 1.790105, 996.8456, 0
27510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 768.1679, 2.142215, 810.1891, 77.18403, 593.7635, 371.7244, 85.2177, 2708.389, 0
27520, 0.0489447, 0.04812794, 0.04966262, 0.9863623, 0, 0, 0.05063126, 5.104674, 0.1666818, 0.06143865, 0.06898201, 0.03547128, 0.000789839, 491.7057, 251.569, 604.9695, 271.9211, 1882.804, 432.3736, 113.665, 4049.008, 0
27530, 150.9282, 287.2444, 187.7225, 284.5362, 0, 0, 277.003, 2873.658, 1055.987, 265.5011, 301.0959, 188.8067, 300.5834, 4.462424, 3.297794, 3.641551, 2.97049, 51.73917, 3.269969, 240.5093, 309.8907, 0
27540, 112.2901, 172.8254, 133.7523, 265.649, 0, 0, 136.3611, 2225.424, 771.3572, 101.4535, 282.0491, 166.3462, 221.5085, 89.32001, 72.60961, 2.915575, 23.78296, 82.84901, 19.63553, 75.8576, 366.9703, 0
27550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1096.974, 19.77266, 453.0498, 13.35767, 222.3198, 122.5364, 65.54666, 1993.557, 56
27560, 35.21336, 24.73267, 15.3128, 60.8263, 0, 0, 119.6879, 561.5628, 182.2937, 20.04648, 52.51561, 50.26054, 59.47104, 16.98117, 5.963826, 12.09616, 8.40446, 17.45481, 12.10886, 14.55994, 87.56923, 0
27570, 49.34421, 126.154, 100.136, 154.1341, 0, 0, 168.447, 1286.207, 382.4757, 43.86879, 89.99244, 71.69581, 176.9187, 2.526779, 1.867325, 25.77465, 25.22991, 1.9531, 1.851569, 90.78977, 149.9931, 0
27580, 50.77206, 34.94736, 10.30336, 40.92753, 0, 0, 73.53021, 387.9255, 108.0105, 1.979482, 42.54624, 5.030027, 58.45479, 2.332411, 1.723685, 23.79198, 23.28915, 1.802862, 1.709141, 83.80595, 138.4552, 0
27590, 35.49525, 159.5563, 133.7733, 143.0642, 0, 0, 278.0105, 1643.493, 511.0681, 60.17402, 132.6156, 115.6657, 202.6127, 3.919096, 72.40667, 47.97253, 32.61017, 30.29306, 2.871829, 2.560312, 192.6337, 0
27600, 1.011815, 1.98986, 1.026656, 6.117205, 0, 0, 3.140041, 30.62881, 12.96319, 3.955026, 4.440619, 2.283413, 2.28413, 242.6904, 2.241895, 99.02345, 307.9566, 252.0742, 72.2468, 1.981844, 978.2151, 0
27610, 78.84735, 101.7602, 140.0068, 322.7612, 0, 0, 637.2211, 3042.419, 1734.027, 900.1933, 542.4604, 189.1082, 102.265, 9.115842, 6.736735, 7.438962, 6.068117, 7.046186, 6.679893, 89.32953, 132.4153, 0
27620, 17.58437, 2.305458, 2.378973, 253.9656, 0, 0, 78.82465, 1077.209, 515.7766, 172.6265, 212.4756, 92.33268, 38.34172, 3.358427, 279.2165, 20.55477, 1330.179, 266.0829, 572.1785, 159.0673, 2630.637, 0
27630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 318.7644, 61.69726, 154.8374, 40.41733, 23.46593, 2.224606, 1.983296, 603.3903, 0
27640, 1.008231, 0.9914061, 0.05115098, 2.031846, 0, 0, 1.042973, 10.2094, 1.95282, 0.7198065, 0.8081833, 0.4155764, 0.009253638, 650.1025, 2.044404, 378.1328, 55.24493, 53.45784, 50.67885, 1.807262, 1191.469, 0
27650, 364.532, 318.6212, 308.2324, 704.0167, 0, 0, 717.5245, 6549.329, 2973.616, 977.3312, 1096.018, 523.7551, 376.5122, 16.69176, 86.34814, 13.62127, 100.0004, 393.5133, 220.1646, 81.7844, 912.1239, 0
27660, 1.013663, 0.9967479, 1.028532, 3.064191, 0, 0, 1.048593, 15.3137, 7.400042, 2.727644, 3.062541, 1.574791, 0.03506586, 99.71879, 2.267495, 150.2313, 45.95506, 231.2361, 28.10453, 35.07831, 592.5916, 0
28010, 45.8048, 75.0674, 108.4456, 66.66727, 0, 0, 179.0031, 1301.627, 578.2649, 265.2688, 119.8789, 78.63866, 114.4785, 4.336854, 128.1998, 3.539079, 28.86901, 25.14162, 103.2835, 42.49844, 335.8683, 0
28020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 350.8816, 236.2569, 184.5277, 72.66633, 656.9493, 1177.031, 422.7982, 3101.111, 0
28030, 1.008231, 0.9914061, 0.05115098, 2.031846, 0, 0, 1.042973, 10.2094, 4.651914, 1.714688, 1.925216, 0.9899662, 0.02204357, 291.9417, 397.4324, 294.6632, 56.25516, 807.6231, 1131.57, 230.8752, 3210.36, 0
28040, 231.1257, 292.9242, 291.8419, 455.4273, 0, 0, 430.3618, 4170.3, 1296.811, 168.0074, 315.0121, 301.242, 512.5497, 4.152, 3.068386, 3.38823, 2.76385, 64.18665, 3.042496, 440.7758, 521.3774, 0
28050, 85.52383, 141.9131, 70.50736, 156.1946, 0, 0, 547.4133, 2409.352, 1041.202, 314.4173, 439.8087, 132.6769, 154.299, 43.42015, 77.01144, 2.834633, 40.46471, 201.3724, 38.18082, 1911.869, 2315.153, 30
28060, 131.0388, 183.3664, 204.5552, 391.0371, 0, 0, 516.1486, 3006.508, 944.1426, 140.4508, 250.298, 159.3007, 394.0931, 2.153797, 1.591686, 48.33403, 1.433712, 45.782, 19.7282, 158.2939, 277.3174, 40
28070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 822.7542, 2013.372, 190.0208, 2.066719, 569.9611, 1933.819, 963.4404, 6495.435, 38
