t matrices
d mo47
a matrix=mo47 AuAc 0 Auto Accessibility
7850 all: 1.187254213
7860 all: 0.856497432
7870 all: 0.918541147
7880 all: 0.833844367
7890 all: 0.888388512
7900 all: 0.643878432
7910 all: 1.045316219
7920 all: 0.663765691
7930 all: 0.675605221
8000 all: 0.491051652
8010 all: 0.81078513
8020 all: 0.61588993
8030 all: 0.699783837
8040 all: 0.497249373
8050 all: 0.951793915
8060 all: 1.420710332
8070 all: 1.597249474
8080 all: 1.339724006
8090 all: 0.572732913
8100 all: 0.490671218
8110 all: 0.825869151
8120 all: 0.944644565
8130 all: 0.610072427
8140 all: 1.273905323
8150 all: 0.596388228
8160 all: 0.872691552
8170 all: 0.381326613
8180 all: 0.39684506
8200 all: 0.729623942
8210 all: 0.780083815
8220 all: 0.703098945
8300 all: 1.23539603
8310 all: 2.449686892
8320 all: 1.24037352
8330 all: 1.016642589
8340 all: 0.558916582
8350 all: 0.646251463
8360 all: 2.013326753
8370 all: 1.526295569
8400 all: 0.89870168
8410 all: 0.559033627
8420 all: 0.513871572
8430 all: 0.573853462
8440 all: 0.476303102
8450 all: 0.448547957
8460 all: 0.472398358
8470 all: 0.434667185
8480 all: 0.649429673
8490 all: 0.629228946
8500 all: 0.630896168
8510 all: 0.459053822
8520 all: 0.765050554
8530 all: 0.772774797
8540 all: 1.250840891
8550 all: 0.809882917
8560 all: 0.442379047
8570 all: 1.92315066
8580 all: 1.543832209
8590 all: 0.452385357
8600 all: 0.488757069
8610 all: 0.378897226
8620 all: 0.385697669
8630 all: 0.373084812
8640 all: 0.475239487
8650 all: 0.481105082
8660 all: 0.597530387
8670 all: 0.240267089
8680 all: 0.523792492
8690 all: 0.501686884
8700 all: 0.528377607
8710 all: 0.425662266
8720 all: 0.488039515
8730 all: 0.290146993
8740 all: 0.447386034
8750 all: 0.389969061
8760 all: 0.384787138
8770 all: 0.393360857
8780 all: 0.377383874
8790 all: 0.362690134
8800 all: 0.51089953
8810 all: 0.342864667
8820 all: 0.466203358
8830 all: 0.488778041
8840 all: 0.488261371
9000 all: 0.420651577
9010 all: 0.429315634
9020 all: 0.425020786
9030 all: 0.394445281
9040 all: 0.384627391
9050 all: 0.395817507
9060 all: 0.596269007
9070 all: 0.285120831
9080 all: 0.50063186
9090 all: 0.569238293
9100 all: 0.453291788
9110 all: 0.268982538
9120 all: 0.268988017
9130 all: 0.476668708
9140 all: 0.809606611
9150 all: 0.268231796
9160 all: 0.867505048
9170 all: 0.980222629
9180 all: 0.749545982
9190 all: 0.738815602
9200 all: 0.730313474
9300 all: 0.582193626
9310 all: 0.522194092
9320 all: 0.603710142
9330 all: 0.453740436
9340 all: 0.440851699
9350 all: 0.677931374
9360 all: 0.341314405
9370 all: 0.454859106
9380 all: 1.0208881
9390 all: 0.759972066
9400 all: 1.411436337
9410 all: 1.099373632
9420 all: 0.943012494
9430 all: 0.653415708
9440 all: 0.414154072
9450 all: 0.5012353
9460 all: 0.610463061
9470 all: 0.424418918
9500 all: 0.571036682
9510 all: 0.495281668
9520 all: 0.510454682
9530 all: 0.739955421
9540 all: 0.709630798
9550 all: 0.508464397
9560 all: 0.658882043
9570 all: 0.397089981
9600 all: 0.534256466
9610 all: 0.653207224
9620 all: 0.652644265
9630 all: 0.740826799
9640 all: 0.472941623
9650 all: 0.223268809
9660 all: 0.543162889
9670 all: 0.433010808
9680 all: 0.412265692
9690 all: 0.219370187
9700 all: 0.194707662
9710 all: 0.34403456
9720 all: 0.3401082
9730 all: 0.351643343
9740 all: 0.337901994
9800 all: 0.343110326
9810 all: 0.734924934
d mo29
a matrix=mo29 GyOrg 0 gy - ORIGINS
1 all:15.00000
2 all:15.00000
3 all:15.00000
4 all:15.00000
5 all:15.00000
6 all:15.00000
7 all:15.00000
8 all:15.00000
9 all:15.00000
10 all:15.00000
11 all:15.00000
101 all:4.00000
102 all:2.00000
103 all:1.00000
104 all:1.00000
105 all:7.00000
106 all:8.00000
107 all:8.00000
108 all:9.00000
109 all:9.00000
110 all:9.00000
111 all:9.00000
112 all:10.00000
113 all:12.00000
114 all:6.00000
115 all:6.00000
116 all:6.00000
117 all:6.00000
118 all:11.00000
119 all:11.00000
120 all:13.00000
121 all:2.00000
122 all:15.00000
123 all:15.00000
124 all:15.00000
125 all:15.00000
126 all:15.00000
127 all:15.00000
128 all:15.00000
129 all:15.00000
130 all:15.00000
1000 all:1.00000
1010 all:1.00000
1020 all:1.00000
1030 all:1.00000
1040 all:1.00000
1050 all:1.00000
1060 all:1.00000
1070 all:1.00000
1080 all:1.00000
1090 all:1.00000
1100 all:1.00000
1110 all:1.00000
1150 all:1.00000
1200 all:2.00000
1210 all:2.00000
1220 all:2.00000
1230 all:2.00000
1240 all:2.00000
1250 all:2.00000
1260 all:2.00000
1270 all:2.00000
1280 all:2.00000
1290 all:2.00000
1500 all:2.00000
1510 all:2.00000
1520 all:2.00000
1530 all:2.00000
1540 all:2.00000
1550 all:2.00000
1560 all:2.00000
1570 all:2.00000
1580 all:2.00000
1590 all:2.00000
1600 all:2.00000
1610 all:2.00000
1620 all:2.00000
1630 all:2.00000
1640 all:2.00000
1650 all:2.00000
1660 all:2.00000
1670 all:2.00000
1680 all:2.00000
1690 all:2.00000
1700 all:2.00000
1710 all:2.00000
1900 all:1.00000
1910 all:1.00000
1920 all:6.00000
1930 all:9.00000
2000 all:3.00000
2010 all:3.00000
2020 all:3.00000
2030 all:3.00000
2040 all:3.00000
2050 all:3.00000
2060 all:3.00000
2070 all:3.00000
2080 all:3.00000
2090 all:3.00000
2100 all:3.00000
2110 all:3.00000
2120 all:3.00000
2130 all:3.00000
2140 all:3.00000
2150 all:3.00000
2160 all:3.00000
2170 all:3.00000
2180 all:3.00000
2190 all:3.00000
2200 all:3.00000
2210 all:3.00000
2220 all:3.00000
2230 all:3.00000
2240 all:3.00000
2250 all:3.00000
2260 all:3.00000
2270 all:3.00000
2280 all:3.00000
2290 all:3.00000
2300 all:3.00000
2310 all:3.00000
2320 all:3.00000
2330 all:3.00000
2900 all:4.00000
2910 all:4.00000
2920 all:4.00000
3000 all:4.00000
3010 all:4.00000
3020 all:4.00000
3030 all:4.00000
3040 all:4.00000
3050 all:4.00000
3060 all:4.00000
3070 all:4.00000
3080 all:4.00000
3090 all:4.00000
3100 all:4.00000
3110 all:4.00000
3120 all:4.00000
3130 all:4.00000
3140 all:4.00000
3150 all:4.00000
3160 all:4.00000
3170 all:4.00000
3180 all:4.00000
3190 all:4.00000
3200 all:4.00000
3210 all:4.00000
3220 all:4.00000
3230 all:4.00000
3240 all:4.00000
3250 all:4.00000
3260 all:4.00000
3270 all:4.00000
3280 all:4.00000
3290 all:4.00000
3300 all:4.00000
3310 all:4.00000
3320 all:4.00000
3330 all:4.00000
3340 all:4.00000
3350 all:4.00000
3360 all:4.00000
3370 all:4.00000
3380 all:4.00000
3390 all:4.00000
3400 all:4.00000
3410 all:4.00000
3420 all:4.00000
3430 all:4.00000
3440 all:4.00000
3450 all:4.00000
3460 all:4.00000
3470 all:4.00000
3480 all:4.00000
3490 all:4.00000
3500 all:4.00000
3510 all:4.00000
3520 all:4.00000
3530 all:4.00000
3540 all:4.00000
3550 all:4.00000
3560 all:4.00000
3570 all:4.00000
3580 all:4.00000
3590 all:4.00000
3600 all:4.00000
3610 all:4.00000
3620 all:4.00000
3630 all:4.00000
3640 all:4.00000
3650 all:4.00000
3660 all:4.00000
3670 all:4.00000
3680 all:4.00000
3690 all:4.00000
3700 all:4.00000
3710 all:4.00000
3720 all:4.00000
3730 all:4.00000
3740 all:4.00000
3750 all:4.00000
3760 all:4.00000
3770 all:4.00000
3780 all:4.00000
3790 all:4.00000
3800 all:4.00000
3810 all:4.00000
3820 all:4.00000
3830 all:4.00000
3840 all:4.00000
3850 all:4.00000
3860 all:4.00000
3870 all:4.00000
3880 all:4.00000
3890 all:4.00000
3900 all:4.00000
3910 all:4.00000
3920 all:4.00000
3930 all:4.00000
3940 all:4.00000
3950 all:4.00000
3960 all:4.00000
3970 all:4.00000
3980 all:4.00000
3990 all:4.00000
4000 all:5.00000
4010 all:5.00000
4020 all:5.00000
4030 all:5.00000
4040 all:5.00000
4050 all:5.00000
4060 all:5.00000
4070 all:5.00000
4080 all:5.00000
4090 all:5.00000
4100 all:5.00000
4110 all:5.00000
4120 all:5.00000
4130 all:5.00000
4140 all:5.00000
4150 all:5.00000
4160 all:5.00000
4170 all:5.00000
4180 all:5.00000
4190 all:5.00000
4200 all:5.00000
4210 all:5.00000
4220 all:5.00000
4230 all:5.00000
4240 all:5.00000
4250 all:5.00000
4260 all:5.00000
4270 all:5.00000
4280 all:5.00000
4290 all:5.00000
4300 all:5.00000
4310 all:5.00000
4320 all:5.00000
4330 all:5.00000
4340 all:5.00000
4350 all:5.00000
4360 all:5.00000
4370 all:5.00000
4380 all:5.00000
4390 all:5.00000
4400 all:5.00000
4410 all:5.00000
4420 all:5.00000
4430 all:5.00000
4440 all:5.00000
4450 all:5.00000
4460 all:5.00000
4470 all:5.00000
4480 all:5.00000
4490 all:5.00000
4500 all:5.00000
4510 all:5.00000
4520 all:5.00000
4530 all:5.00000
4540 all:5.00000
4550 all:5.00000
4560 all:5.00000
4700 all:5.00000
4710 all:5.00000
4720 all:5.00000
4730 all:5.00000
4740 all:5.00000
4750 all:5.00000
4760 all:5.00000
4770 all:5.00000
4780 all:5.00000
4790 all:5.00000
4800 all:5.00000
4810 all:5.00000
4820 all:5.00000
4830 all:5.00000
4840 all:5.00000
5000 all:6.00000
5010 all:6.00000
5020 all:6.00000
5030 all:6.00000
5040 all:6.00000
5050 all:6.00000
5060 all:6.00000
5070 all:6.00000
5080 all:6.00000
5100 all:6.00000
5110 all:6.00000
5120 all:6.00000
5130 all:6.00000
5140 all:6.00000
5150 all:6.00000
5160 all:6.00000
5170 all:6.00000
5180 all:6.00000
5190 all:6.00000
5200 all:6.00000
5210 all:6.00000
5220 all:6.00000
5230 all:6.00000
5240 all:6.00000
5250 all:6.00000
5260 all:6.00000
5270 all:6.00000
5280 all:6.00000
5290 all:6.00000
5300 all:6.00000
5310 all:6.00000
5320 all:6.00000
5330 all:6.00000
5340 all:6.00000
5350 all:6.00000
5360 all:6.00000
5370 all:6.00000
5380 all:6.00000
5390 all:6.00000
5400 all:6.00000
5410 all:6.00000
5420 all:6.00000
5430 all:6.00000
5440 all:6.00000
5450 all:6.00000
5460 all:6.00000
5500 all:6.00000
5510 all:6.00000
5520 all:6.00000
5530 all:6.00000
5540 all:6.00000
5550 all:6.00000
5560 all:6.00000
5570 all:6.00000
5580 all:6.00000
5590 all:6.00000
5600 all:6.00000
5610 all:6.00000
5620 all:6.00000
5630 all:6.00000
5640 all:6.00000
5650 all:6.00000
5700 all:11.00000
5710 all:11.00000
5720 all:11.00000
5730 all:11.00000
5740 all:11.00000
5800 all:11.00000
5810 all:11.00000
5820 all:11.00000
5830 all:11.00000
5840 all:11.00000
5850 all:11.00000
5860 all:11.00000
5870 all:11.00000
5880 all:11.00000
5890 all:11.00000
5900 all:11.00000
5910 all:11.00000
5920 all:11.00000
5930 all:11.00000
5940 all:11.00000
5950 all:11.00000
5960 all:11.00000
6000 all:7.00000
6010 all:7.00000
6020 all:7.00000
6030 all:7.00000
6040 all:7.00000
6050 all:7.00000
6060 all:7.00000
6070 all:7.00000
6080 all:7.00000
6090 all:7.00000
6100 all:7.00000
6110 all:7.00000
6120 all:7.00000
6130 all:7.00000
6140 all:7.00000
6150 all:7.00000
6160 all:7.00000
6170 all:7.00000
6180 all:7.00000
6190 all:7.00000
6200 all:7.00000
6210 all:7.00000
6220 all:7.00000
6230 all:7.00000
6240 all:7.00000
6250 all:7.00000
6260 all:7.00000
6270 all:7.00000
6280 all:7.00000
6290 all:7.00000
6300 all:7.00000
6310 all:7.00000
6320 all:7.00000
6330 all:7.00000
6340 all:7.00000
6350 all:7.00000
6360 all:7.00000
6370 all:7.00000
6380 all:7.00000
6390 all:7.00000
6400 all:7.00000
6410 all:7.00000
6420 all:7.00000
6430 all:7.00000
6440 all:7.00000
6450 all:7.00000
6460 all:7.00000
6470 all:7.00000
6480 all:7.00000
6700 all:8.00000
6710 all:8.00000
6720 all:8.00000
6730 all:8.00000
6740 all:8.00000
6750 all:8.00000
6760 all:8.00000
6770 all:8.00000
6780 all:8.00000
6790 all:8.00000
6800 all:8.00000
6810 all:8.00000
6900 all:8.00000
6910 all:8.00000
6920 all:8.00000
6930 all:8.00000
6940 all:8.00000
6950 all:8.00000
7000 all:9.00000
7010 all:9.00000
7020 all:9.00000
7030 all:9.00000
7040 all:9.00000
7050 all:9.00000
7060 all:9.00000
7070 all:9.00000
7080 all:9.00000
7100 all:9.00000
7110 all:9.00000
7120 all:9.00000
7130 all:9.00000
7140 all:9.00000
7150 all:9.00000
7160 all:9.00000
7170 all:9.00000
7180 all:9.00000
7190 all:9.00000
7200 all:9.00000
7210 all:9.00000
7220 all:9.00000
7230 all:9.00000
7240 all:9.00000
7250 all:9.00000
7260 all:9.00000
7270 all:9.00000
7280 all:9.00000
7290 all:9.00000
7300 all:9.00000
7310 all:9.00000
7320 all:9.00000
7330 all:9.00000
7340 all:9.00000
7350 all:9.00000
7360 all:9.00000
7370 all:9.00000
7380 all:9.00000
7390 all:9.00000
7400 all:9.00000
7410 all:9.00000
7420 all:9.00000
7430 all:9.00000
7440 all:9.00000
7450 all:9.00000
7460 all:9.00000
7470 all:9.00000
7480 all:9.00000
7490 all:9.00000
7500 all:9.00000
7510 all:9.00000
7520 all:9.00000
7530 all:9.00000
7540 all:9.00000
7550 all:9.00000
7560 all:9.00000
7570 all:9.00000
7580 all:9.00000
7590 all:9.00000
7600 all:9.00000
7610 all:9.00000
7620 all:9.00000
7630 all:9.00000
7640 all:9.00000
7650 all:9.00000
7660 all:9.00000
7670 all:9.00000
7680 all:9.00000
7690 all:9.00000
7700 all:9.00000
7710 all:9.00000
7720 all:9.00000
7730 all:9.00000
7740 all:9.00000
7750 all:9.00000
7760 all:9.00000
7770 all:9.00000
7780 all:9.00000
7790 all:9.00000
7800 all:9.00000
7810 all:9.00000
7820 all:9.00000
7830 all:9.00000
7840 all:9.00000
7850 all:9.00000
7860 all:9.00000
7870 all:9.00000
7880 all:9.00000
7890 all:9.00000
7900 all:9.00000
7910 all:9.00000
7920 all:9.00000
7930 all:9.00000
8000 all:10.00000
8010 all:10.00000
8020 all:10.00000
8030 all:10.00000
8040 all:10.00000
8050 all:10.00000
8060 all:10.00000
8070 all:10.00000
8080 all:10.00000
8090 all:10.00000
8100 all:10.00000
8110 all:10.00000
8120 all:10.00000
8130 all:10.00000
8140 all:10.00000
8150 all:10.00000
8160 all:10.00000
8170 all:10.00000
8180 all:10.00000
8200 all:10.00000
8210 all:10.00000
8220 all:10.00000
8300 all:12.00000
8310 all:12.00000
8320 all:12.00000
8330 all:12.00000
8340 all:12.00000
8350 all:12.00000
8360 all:12.00000
8370 all:12.00000
8400 all:12.00000
8410 all:12.00000
8420 all:12.00000
8430 all:12.00000
8440 all:12.00000
8450 all:12.00000
8460 all:12.00000
8470 all:12.00000
8480 all:12.00000
8490 all:12.00000
8500 all:12.00000
8510 all:12.00000
8520 all:12.00000
8530 all:12.00000
8540 all:12.00000
8550 all:12.00000
8560 all:12.00000
8570 all:12.00000
8580 all:12.00000
8590 all:12.00000
8600 all:12.00000
8610 all:12.00000
8620 all:12.00000
8630 all:12.00000
8640 all:12.00000
8650 all:12.00000
8660 all:12.00000
8670 all:12.00000
8680 all:12.00000
8690 all:12.00000
8700 all:12.00000
8710 all:12.00000
8720 all:12.00000
8730 all:12.00000
8740 all:12.00000
8750 all:12.00000
8760 all:12.00000
8770 all:12.00000
8780 all:12.00000
8790 all:12.00000
8800 all:12.00000
8810 all:12.00000
8820 all:12.00000
8830 all:12.00000
8840 all:12.00000
9000 all:13.00000
9010 all:13.00000
9020 all:13.00000
9030 all:13.00000
9040 all:13.00000
9050 all:13.00000
9060 all:13.00000
9070 all:13.00000
9080 all:13.00000
9090 all:13.00000
9100 all:13.00000
9110 all:13.00000
9120 all:13.00000
9130 all:13.00000
9140 all:13.00000
9150 all:13.00000
9160 all:13.00000
9170 all:13.00000
9180 all:13.00000
9190 all:13.00000
9200 all:13.00000
9300 all:14.00000
9310 all:14.00000
9320 all:14.00000
9330 all:14.00000
9340 all:14.00000
9350 all:14.00000
9360 all:14.00000
9370 all:14.00000
9380 all:14.00000
9390 all:14.00000
9400 all:14.00000
9410 all:14.00000
9420 all:14.00000
9430 all:14.00000
9440 all:14.00000
9450 all:14.00000
9460 all:14.00000
9470 all:14.00000
9500 all:14.00000
9510 all:14.00000
9520 all:14.00000
9530 all:14.00000
9540 all:14.00000
9550 all:14.00000
9560 all:14.00000
9570 all:14.00000
9600 all:14.00000
9610 all:14.00000
9620 all:14.00000
9630 all:14.00000
9640 all:14.00000
9650 all:14.00000
9660 all:14.00000
9670 all:14.00000
9680 all:14.00000
9690 all:14.00000
9700 all:14.00000
9710 all:14.00000
9720 all:14.00000
9730 all:14.00000
9740 all:14.00000
9800 all:14.00000
9810 all:14.00000
