matrices:,md5,md6,md7,md8,md9,md10,md11,md20,md21,md22,md23,md24,md25,md26,md31,md32,md33,md34,md35,md36,md37,md38,md39,md40,md41
name:,Con11,FIRE11,TCWh11,Ret11,Bus11,AcIn11,HeEd11,PpTt11,Pp2_11,Pp3_11,PSEn11,HhLwIn,HhMdIn,HhHiIn,aWkL,aWkM,aWkH,aNw,aUv,aSc,aSh,aPB,aSo,aEc,aNo
description,2011_Const_Mfg,2011_FIRE,2011_TCU_WhSale,2011_Retail,2011_Business_OthServ,2011_Accom_Fd_Info,2011_Health_Ed_PubAd,2011_total_population,2011_Pop 5to12,2011_Pop_13to17,PostSec 2011 FT Enrl,Household Low Income,Household Medium Income,Household High Income,AttracWkL,AttracWkM,AttracWkH,AttracNw,AttracUv,AttracSc,AttracSh,AttracPB,AttracSo,AttracEc,AttracNo
5710,350.0,111.0,315.0,109.0,288.0,301.0,408.0,6221.0,617.0,413.0,18.0,770.5816650390625,855.2598266601562,827.194580078125,233.8461151123047,1002.1000366210938,684.4190063476562,785.6744384765625,7.1812238693237305,1403.286865234375,552.5038452148438,849.470947265625,1742.071533203125,1667.63232421875,1597.137939453125
5720,497.0,0.0,116.0,44.0,20.0,99.0,0.0,779.0,63.0,33.0,0.0,80.51719665527344,93.782470703125,96.70526123046875,90.07966613769531,290.3245849609375,192.3409423828125,107.19420623779297,0.0,126.68946075439453,160.92800903320312,115.67949676513672,325.34661865234375,173.27328491210938,301.34417724609375
5730,367.0,145.0,88.0,561.0,284.0,219.0,441.0,10672.0,1074.0,741.0,0.0,1229.876953125,1388.309326171875,1374.877685546875,290.13262939453125,926.2642822265625,529.9050903320312,1175.051513671875,0.0,2442.797119140625,2078.352294921875,1528.0179443359375,3153.54296875,2750.27197265625,3421.6669921875
5740,120.0,0.0,23.0,2.0,0.0,298.0,12.0,345.0,18.0,18.0,0.0,34.2668571472168,39.816226959228516,40.91898727416992,54.61859893798828,72.82238006591797,44.47282791137695,29.39432144165039,0.0,48.80309295654297,18.41385841369629,115.44029235839844,425.7206726074219,185.08401489257812,257.5055236816406
5800,306.0,42.0,0.0,24.0,154.0,122.0,589.0,10175.0,1017.0,767.0,0.0,1083.11474609375,1246.638671875,1265.310302734375,209.3270721435547,772.3597412109375,383.3227233886719,793.886962890625,0.0,2417.85302734375,437.32330322265625,1042.9677734375,2131.43359375,2543.880859375,1952.9012451171875
5810,2022.0,334.0,470.0,1058.0,766.0,867.0,342.0,5186.0,542.0,368.0,1520.0,601.7631225585938,692.815673828125,703.45654296875,723.3414306640625,2321.264404296875,1442.7791748046875,1581.88818359375,606.4144897460938,1237.8050537109375,3383.97900390625,1871.1632080078125,3750.414794921875,2162.294677734375,4204.2646484375
5820,179.0,122.0,152.0,312.0,225.0,160.0,1370.0,5668.0,507.0,425.0,0.0,608.3697509765625,706.3839111328125,725.2835693359375,412.627197265625,1575.7877197265625,866.2135620117188,1210.4385986328125,0.0,1377.7373046875,1146.2947998046875,1614.8587646484375,2093.76611328125,2325.70751953125,2238.054443359375
5830,0.0,41.0,49.0,144.0,22.0,47.0,688.0,6122.0,546.0,420.0,0.0,719.6029052734375,795.1520385742188,764.2794189453125,175.0183868408203,643.94384765625,339.0581970214844,687.3160400390625,0.0,1349.0333251953125,654.7505493164062,962.9476928710938,1559.951904296875,1712.257080078125,1593.781494140625
5840,51.0,221.0,78.0,332.0,318.0,283.0,378.0,8464.0,746.0,629.0,0.0,1083.5218505859375,1176.2750244140625,1102.249755859375,226.41380310058594,832.0833740234375,499.22674560546875,968.5459594726562,0.0,1855.3408203125,1306.9873046875,1173.20703125,2459.655029296875,2128.21826171875,2504.8671875
5850,11.0,327.0,15.0,233.0,555.0,454.0,639.0,3857.0,239.0,179.0,0.0,675.3251342773438,690.3724975585938,588.321044921875,327.2320556640625,1281.43505859375,719.9326782226562,948.424560546875,0.0,620.5615234375,842.5733642578125,1077.4180908203125,1785.01123046875,1275.8702392578125,1707.83349609375
5860,245.0,254.0,366.0,791.0,514.0,770.0,1403.0,6318.0,484.0,318.0,41.0,915.352294921875,980.836181640625,901.847900390625,608.9659423828125,2113.59228515625,1284.5897216796875,1767.96142578125,16.35723304748535,1209.73876953125,2617.490234375,2340.668212890625,3721.838623046875,2693.636474609375,3972.8466796875
5870,82.0,0.0,57.0,16.0,0.0,14.0,0.0,556.0,58.0,40.0,0.0,68.8255386352539,80.9349365234375,84.24397277832031,15.19363784790039,67.64875793457031,61.01704025268555,53.00657653808594,0.0,129.32882690429688,68.29664611816406,50.340267181396484,139.18887329101562,124.6972885131836,138.92088317871094
5880,49.0,0.0,0.0,22.0,0.0,56.0,56.0,1562.0,122.0,128.0,0.0,204.36407470703125,239.9405059814453,249.7085723876953,27.870403289794922,65.844970703125,30.241355895996094,104.38697052001953,0.0,335.961669921875,122.49856567382812,162.31959533691406,391.1408996582031,361.9235534667969,360.00860595703125
5890,337.0,0.0,31.0,102.0,126.0,44.0,1137.0,8061.0,815.0,640.0,0.0,778.007080078125,905.2969970703125,931.7440185546875,320.28240966796875,1191.513671875,589.7637939453125,963.2734985351562,0.0,2042.795166015625,597.309326171875,1339.6533203125,1961.5020751953125,2592.89404296875,1935.5418701171875
5900,135.0,0.0,19.0,2.0,11.0,2.0,25.0,1607.0,143.0,120.0,201.0,167.20314025878906,196.41958618164062,204.38803100585938,26.36930274963379,96.52709197998047,54.57075500488281,93.23435974121094,80.19033813476562,349.7732849121094,63.65702819824219,110.341796875,292.3677673339844,319.4869079589844,271.2951965332031
5910,235.0,58.0,0.0,11.0,91.0,31.0,251.0,9729.0,1288.0,768.0,0.0,946.456787109375,1101.52294921875,1134.078857421875,110.0110092163086,427.5606689453125,215.69200134277344,601.253173828125,0.0,2740.343505859375,382.0384216308594,747.0105590820312,1821.1590576171875,2545.234130859375,1683.16650390625
5920,670.0,0.0,265.0,119.0,351.0,67.0,40.0,7073.0,881.0,636.0,0.0,671.34716796875,784.1332397460938,810.561767578125,169.86859130859375,762.9591064453125,532.1470947265625,631.2858276367188,0.0,2006.2725830078125,613.2757568359375,586.3305053710938,1512.967041015625,1835.82666015625,1491.568603515625
5930,61.0,0.0,0.0,6.0,73.0,54.0,41.0,1631.0,154.0,130.0,0.0,177.80587768554688,208.27902221679688,215.9263916015625,33.51841354370117,120.3245849609375,64.48564147949219,122.785888671875,0.0,379.2126770019531,76.6083984375,146.79501342773438,370.44561767578125,380.84344482421875,324.1368713378906
5940,67.0,48.0,78.0,272.0,107.0,53.0,43.0,1290.0,106.0,85.0,0.0,152.9972686767578,179.83799743652344,187.17462158203125,76.01690673828125,240.26608276367188,172.79681396484375,316.63787841796875,0.0,256.6980285644531,868.4322509765625,387.88323974609375,738.442626953125,396.0987243652344,949.5621948242188
5950,122.0,0.0,0.0,5.0,30.0,5.0,16.0,788.0,68.0,66.0,0.0,82.380615234375,96.84046173095703,100.78423309326172,25.712722778320312,88.6074447631836,43.13468933105469,56.6137580871582,0.0,178.5634307861328,43.363792419433594,63.779075622558594,155.80178833007812,168.87713623046875,147.08895874023438
5960,722.0,0.0,33.0,11.0,20.0,26.0,14.0,638.0,42.0,35.0,0.0,77.78109741210938,91.24787902832031,94.97602844238281,112.76069641113281,344.8402099609375,169.17648315429688,59.87946319580078,0.0,103.12580108642578,56.1226806640625,64.89073944091797,164.0824432373047,114.80801391601562,151.43899536132812
6000,743.0,469.0,13371.0,380.0,1815.0,1495.0,724.0,23.0,2.0,2.0,0.0,2.6441726684570312,2.5940418243408203,2.761747121810913,3048.6923828125,8366.32421875,6543.5693359375,2528.86572265625,0.0,94.1683349609375,1077.5469970703125,1011.8139038085938,2376.2099609375,1513.2789306640625,1645.961669921875
6010,8.0,30.0,1052.0,3.0,12.0,8.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.40711975097656,522.2575073242188,415.82257080078125,71.88072204589844,0.0,16.69106674194336,8.500847816467285,69.10375213623047,50.42469024658203,118.94930267333984,42.3188362121582
6020,53.0,0.0,655.0,10.0,169.0,289.0,25.0,782.0,79.0,59.0,0.0,96.70240020751953,94.1994857788086,101.0965576171875,249.53076171875,523.0181274414062,393.34320068359375,258.5832214355469,0.0,208.71839904785156,54.617069244384766,114.96113586425781,457.75103759765625,334.0323181152344,262.1738586425781
6030,18.0,0.0,122.0,1.0,39.0,69.0,8.0,12.0,1.0,1.0,714.0,1.2608695030212402,1.2531960010528564,1.4859192371368408,56.98607635498047,117.06135559082031,90.89061737060547,56.28248596191406,641.0026245117188,3.955422878265381,3.236903667449951,20.733915328979492,80.46137237548828,42.973388671875,39.222862243652344
6040,79.0,37.0,99.0,276.0,307.0,360.0,247.0,8319.0,759.0,553.0,0.0,905.004638671875,881.025390625,943.955322265625,302.43438720703125,730.689453125,425.8369140625,861.5510864257812,0.0,1985.4725341796875,1061.6571044921875,701.1961669921875,2162.056640625,2114.9169921875,1778.205078125
6050,0.0,85.0,26.0,103.0,64.0,73.0,102.0,5183.0,442.0,337.0,0.0,554.9199829101562,538.2349243164062,566.8356323242188,87.61106872558594,246.35691833496094,119.61210632324219,376.3805847167969,0.0,1173.4337158203125,466.049072265625,334.7257080078125,1068.518798828125,1121.0623779296875,887.60888671875
6060,126.0,88.0,34.0,306.0,147.0,79.0,291.0,6635.0,553.0,419.0,0.0,809.6093139648438,774.1981201171875,757.1763305664062,178.25440979003906,621.4468994140625,348.9322204589844,680.025634765625,0.0,1484.1036376953125,1090.0709228515625,614.567138671875,1648.5299072265625,1614.690185546875,1504.541015625
6070,48.0,63.0,35.0,25.0,91.0,100.0,165.0,5329.0,452.0,359.0,0.0,631.5942993164062,612.2886962890625,643.1060791015625,123.24343872070312,324.99896240234375,185.519775390625,380.8994140625,0.0,1228.8013916015625,249.9337158203125,324.57086181640625,1024.774658203125,1187.6917724609375,782.5087280273438
6080,81.0,43.0,0.0,51.0,30.0,49.0,419.0,6450.0,551.0,448.0,0.0,700.112548828125,678.0524291992188,708.8228759765625,127.74507141113281,448.1947937011719,279.7062072753906,448.36151123046875,0.0,1539.9384765625,361.281494140625,486.12738037109375,1252.02197265625,1615.8123779296875,1004.000244140625
6090,121.0,199.0,216.0,279.0,229.0,708.0,149.0,4277.0,385.0,306.0,0.0,503.2003173828125,486.6317138671875,505.1590881347656,466.29095458984375,912.5159912109375,612.220458984375,886.846923828125,0.0,1048.00634765625,934.3172607421875,577.3098754882812,1884.424072265625,1445.2974853515625,1442.0892333984375
6100,0.0,20.0,0.0,5.0,134.0,119.0,417.0,5745.0,438.0,338.0,0.0,806.3765258789062,771.509765625,757.09765625,154.38400268554688,442.9124755859375,307.68585205078125,451.7342834472656,0.0,1207.33984375,207.2420196533203,447.27484130859375,1150.34033203125,1353.46826171875,863.4461059570312
6110,73.0,130.0,106.0,4.0,127.0,43.0,608.0,4871.0,360.0,302.0,0.0,631.5352172851562,601.527587890625,575.9240112304688,216.01708984375,735.1077270507812,591.5418090820312,530.93115234375,0.0,1060.7064208984375,175.03561401367188,492.41070556640625,981.531982421875,1335.3846435546875,763.654296875
6120,32.0,264.0,46.0,35.0,54.0,23.0,228.0,6332.0,490.0,441.0,0.0,731.8775024414062,705.5554809570312,719.5535888671875,145.6195526123047,463.3811340332031,322.4328308105469,505.0299072265625,0.0,1415.322509765625,311.97796630859375,393.0548400878906,1129.968017578125,1354.031005859375,900.5181884765625
6130,38.0,93.0,50.0,280.0,80.0,195.0,332.0,4853.0,387.0,308.0,0.0,565.6884765625,547.110595703125,568.1909790039062,190.56846618652344,555.980712890625,341.10211181640625,600.1387939453125,0.0,1076.26318359375,956.5086669921875,567.71728515625,1468.827880859375,1354.0283203125,1305.06640625
6140,42.0,15.0,33.0,45.0,157.0,15.0,253.0,5974.0,462.0,457.0,0.0,597.738525390625,581.0181884765625,618.2333374023438,108.22738647460938,374.03765869140625,241.6358642578125,417.90069580078125,0.0,1400.4837646484375,328.2827453613281,386.954345703125,1086.5186767578125,1361.0802001953125,878.5166015625
6150,0.0,0.0,48.0,40.0,95.0,194.0,279.0,5653.0,423.0,386.0,0.0,549.1940307617188,534.615478515625,573.1815795898438,150.12811279296875,352.8747863769531,225.42576599121094,419.64605712890625,0.0,1239.7095947265625,303.32672119140625,414.05096435546875,1230.501708984375,1332.578369140625,924.1439819335938
6160,766.0,44.0,271.0,27.0,297.0,205.0,249.0,6478.0,519.0,363.0,0.0,885.13916015625,849.828369140625,849.0155639648438,445.9804382324219,1290.4521484375,792.1671752929688,778.7999267578125,0.0,1344.852294921875,294.2157287597656,440.37530517578125,1344.656494140625,1395.869873046875,997.2064819335938
6170,2524.0,169.0,1645.0,1333.0,1004.0,588.0,148.0,63.0,5.0,4.0,0.0,6.229804992675781,6.096663475036621,6.673439979553223,1427.8995361328125,4445.49609375,2804.12939453125,2356.56494140625,0.0,31.444656372070312,3779.327392578125,1117.609619140625,2622.402099609375,1063.946044921875,2913.326904296875
6180,680.0,1808.0,759.0,105.0,550.0,140.0,679.0,3353.0,322.0,217.0,0.0,378.52044677734375,361.8229675292969,353.64898681640625,1070.8465576171875,3232.751953125,2785.779052734375,2011.0718994140625,0.0,886.0397338867188,410.2149658203125,678.279541015625,1014.9461059570312,1339.951171875,839.8935546875
6190,356.0,233.0,707.0,638.0,669.0,212.0,61.0,538.0,51.0,35.0,91.0,72.56131744384766,67.73011779785156,57.706748962402344,511.4323425292969,1563.8642578125,1136.1845703125,1103.781982421875,81.6964111328125,135.60455322265625,1825.927734375,556.6611328125,1256.59814453125,567.203857421875,1419.42919921875
6200,502.0,411.0,119.0,555.0,618.0,788.0,566.0,2614.0,95.0,66.0,25.0,310.5780944824219,289.4058837890625,243.00814819335938,817.2490234375,2073.4404296875,1569.8294677734375,1595.7392578125,22.444068908691406,308.9085998535156,1660.50634765625,935.9342041015625,2224.90087890625,1316.341796875,1913.55859375
6210,34.0,678.0,201.0,2006.0,587.0,820.0,3265.0,2763.0,56.0,78.0,31.0,495.1710510253906,461.887939453125,390.9284973144531,1214.6859130859375,4171.294921875,3333.86572265625,3237.231201171875,27.830646514892578,597.4945068359375,5777.0908203125,3141.00390625,5124.1025390625,4239.939453125,5398.9736328125
6220,0.0,26.0,39.0,20.0,84.0,57.0,933.0,7674.0,475.0,345.0,0.0,1248.7540283203125,1174.605224609375,1046.611328125,206.87527465820312,766.3038940429688,573.8511962890625,626.310791015625,0.0,1335.7822265625,314.57476806640625,753.2398681640625,1547.7626953125,1812.3895263671875,1218.4259033203125
6230,21.0,296.0,113.0,65.0,155.0,361.0,198.0,10493.0,707.0,519.0,0.0,1526.4908447265625,1437.91357421875,1292.56005859375,310.04620361328125,668.704833984375,398.8075256347656,851.1463623046875,0.0,1851.3299560546875,536.826416015625,632.1210327148438,2184.31591796875,1867.57421875,1621.856689453125
6240,19.0,53.0,24.0,114.0,44.0,71.0,379.0,4681.0,360.0,281.0,0.0,486.24945068359375,471.69940185546875,497.0428466796875,122.39521789550781,417.2245178222656,283.666259765625,419.587890625,0.0,1001.5087890625,480.3480224609375,446.61456298828125,1079.241455078125,1186.6412353515625,912.9661865234375
6250,49.0,190.0,24.0,132.0,61.0,128.0,106.0,3180.0,225.0,238.0,0.0,319.82135009765625,311.5110778808594,334.662353515625,149.61398315429688,395.4584655761719,270.0702209472656,420.7666015625,0.0,702.9606323242188,480.9085388183594,295.793212890625,857.6142578125,779.185546875,729.0706787109375
6260,100.0,169.0,32.0,153.0,96.0,143.0,169.0,5082.0,389.0,363.0,0.0,588.770263671875,568.3958129882812,584.8233642578125,183.8089141845703,509.2889404296875,315.6683044433594,541.2482299804688,0.0,1141.356201171875,604.3355712890625,414.7744140625,1219.53515625,1201.7677001953125,1022.54931640625
6270,52.0,0.0,111.0,61.0,95.0,50.0,265.0,8291.0,670.0,582.0,0.0,919.5321655273438,893.316650390625,948.1357421875,114.292236328125,376.3228454589844,173.96337890625,476.5567626953125,0.0,1898.24267578125,451.48870849609375,493.5278625488281,1514.0108642578125,1802.357177734375,1210.304443359375
6280,72.0,55.0,51.0,11.0,189.0,47.0,618.0,8627.0,726.0,565.0,0.0,1072.5091552734375,1030.5372314453125,1034.933349609375,209.00320434570312,714.3536376953125,504.7489929199219,656.3914794921875,0.0,1999.37451171875,321.0999450683594,644.9608154296875,1587.193359375,2117.0810546875,1236.650634765625
6290,437.0,316.0,288.0,1316.0,1143.0,2564.0,201.0,3704.0,292.0,223.0,0.0,389.66949462890625,377.58758544921875,395.7362060546875,1551.7474365234375,2910.404296875,2000.3427734375,2836.396240234375,0.0,792.0345458984375,3853.52001953125,1676.6165771484375,5328.96044921875,2674.3935546875,4305.85205078125
6300,236.0,597.0,262.0,1999.0,1670.0,2543.0,691.0,5467.0,297.0,191.0,4350.0,790.1424560546875,739.3270263671875,637.5111694335938,1785.37744140625,3873.34228515625,2804.54150390625,3848.44970703125,3905.26806640625,811.4922485351562,5848.12939453125,2454.974853515625,6706.7216796875,3368.37353515625,5948.28173828125
6310,355.0,95.0,227.0,25.0,103.0,16.0,47.0,4769.0,388.0,274.0,0.0,578.9357299804688,563.5357055664062,604.51904296875,188.16522216796875,598.5232543945312,332.46966552734375,402.34893798828125,0.0,992.3583374023438,231.11361694335938,234.98439025878906,813.6021118164062,867.20654296875,645.2922973632812
6320,45.0,502.0,87.0,273.0,575.0,653.0,225.0,297.0,10.0,10.0,22.0,55.63203430175781,51.817405700683594,43.54914474487305,598.3507690429688,1326.72705078125,1148.973388671875,1123.8287353515625,19.750782012939453,57.21995544433594,783.5585327148438,484.7867431640625,1213.1910400390625,659.427978515625,939.2583618164062
6330,0.0,33.0,0.0,8.0,113.0,40.0,0.0,3451.0,220.0,127.0,0.0,553.1007690429688,515.8255004882812,436.059814453125,54.75452423095703,125.80408477783203,55.05789566040039,221.78546142578125,0.0,517.1622314453125,138.64772033691406,153.63864135742188,595.703369140625,446.96734619140625,453.3024597167969
6340,33.0,589.0,76.0,291.0,835.0,377.0,377.0,4725.0,260.0,185.0,1602.0,735.6644897460938,686.7066650390625,583.6104125976562,607.6124267578125,1604.866455078125,1373.4375,1431.76171875,1438.2159423828125,709.1504516601562,983.3767700195312,702.0291137695312,1674.697998046875,1179.52978515625,1411.055908203125
6350,22.0,27.0,0.0,7.0,46.0,32.0,117.0,3205.0,263.0,149.0,0.0,449.1376037597656,424.92156982421875,391.9307861328125,56.72154998779297,168.07516479492188,92.89260864257812,206.03860473632812,0.0,628.2913818359375,127.54670715332031,191.46603393554688,578.9498901367188,619.0166625976562,445.4452819824219
6360,76.0,40.0,39.0,22.0,151.0,69.0,426.0,10027.0,707.0,501.0,0.0,1271.275146484375,1210.494384765625,1157.2039794921875,171.62608337402344,550.2095947265625,320.22296142578125,630.2838134765625,0.0,1852.2808837890625,399.3199462890625,618.285888671875,1793.984375,1872.47119140625,1392.74853515625
6370,16.0,18.0,0.0,15.0,41.0,15.0,53.0,886.0,71.0,48.0,0.0,83.13146209716797,80.96992492675781,86.89726257324219,34.51936340332031,105.04986572265625,78.70490264892578,98.42166137695312,0.0,183.81246948242188,72.28031158447266,74.4259262084961,191.3175811767578,203.7949676513672,156.37811279296875
6380,127.0,0.0,37.0,56.0,106.0,111.0,189.0,6002.0,549.0,392.0,0.0,722.0374755859375,699.585693359375,732.3643188476562,139.5784454345703,389.3291931152344,192.6895751953125,423.0658264160156,0.0,1425.474853515625,360.39349365234375,380.59490966796875,1193.6717529296875,1386.67822265625,935.2001953125
6390,1129.0,60.0,293.0,20.0,170.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.7979736328125,1308.019287109375,812.7395629882812,441.7571716308594,0.0,0.0,56.67232131958008,28.766517639160156,39.871177673339844,14.526969909667969,43.64747619628906
6400,1331.0,44.0,1307.0,223.0,425.0,107.0,9.0,2553.0,261.0,162.0,0.0,252.4360809326172,245.80319213867188,263.75665283203125,674.98193359375,2139.2138671875,1357.659423828125,873.8427734375,0.0,631.5276489257812,717.69580078125,294.9693603515625,842.097900390625,683.7892456054688,795.9310302734375
6410,691.0,287.0,528.0,348.0,1539.0,1467.0,302.0,4231.0,401.0,220.0,0.0,448.4680480957031,433.5887145996094,448.93536376953125,1346.1407470703125,2960.177001953125,2315.087890625,2229.211181640625,0.0,962.320068359375,1128.2908935546875,924.4464721679688,2843.47607421875,1887.6568603515625,1979.7459716796875
6420,156.0,82.0,107.0,136.0,163.0,300.0,238.0,5499.0,475.0,425.0,0.0,532.679931640625,518.884033203125,557.427490234375,272.79888916015625,661.3884887695312,429.5289306640625,624.7943725585938,0.0,1370.339111328125,570.1783447265625,481.2049865722656,1449.56884765625,1507.51025390625,1133.7646484375
6430,4601.0,172.0,3496.0,1603.0,1664.0,449.0,169.0,2364.0,304.0,185.0,767.0,263.5189208984375,253.79202270507812,257.6841735839844,2325.595703125,7552.2587890625,4786.4111328125,3470.34228515625,688.5840454101562,749.3860473632812,4621.734375,1402.0665283203125,3229.260986328125,1730.928466796875,3651.625
6440,1944.0,250.0,2114.0,1226.0,3462.0,1139.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2238.3115234375,6223.53564453125,4769.2158203125,3895.886962890625,0.0,28.143333435058594,3474.01318359375,1346.1884765625,3078.479248046875,1336.7923583984375,2989.1728515625
6450,191.0,0.0,280.0,27.0,64.0,48.0,104.0,839.0,40.0,59.0,0.0,89.21173095703125,86.8496322631836,92.93719482421875,135.6760711669922,417.55517578125,284.3563537597656,178.15835571289062,0.0,160.2183074951172,104.70415496826172,110.6531982421875,251.12103271484375,243.46078491210938,202.2754669189453
6460,1286.0,29.0,1244.0,125.0,372.0,245.0,38.0,681.0,44.0,39.0,0.0,89.08929443359375,86.76197814941406,93.14729309082031,694.4055786132812,2055.732421875,1338.3795166015625,762.3717041015625,0.0,128.33126831054688,377.08856201171875,196.6571502685547,564.4849853515625,312.0336608886719,454.0885009765625
6470,1720.0,48.0,1854.0,904.0,905.0,754.0,218.0,476.0,18.0,25.0,0.0,54.72871398925781,53.257606506347656,57.01278305053711,1252.6640625,3600.1708984375,2369.31591796875,1872.14599609375,0.0,90.64588928222656,2577.5859375,908.10791015625,2264.26953125,1036.1658935546875,2230.881591796875
6480,649.0,50.0,577.0,114.0,319.0,20.0,263.0,5199.0,602.0,309.0,0.0,565.5320434570312,550.405029296875,589.0537109375,389.7672119140625,1298.9100341796875,851.2783203125,709.14013671875,0.0,1389.779052734375,497.756591796875,419.38031005859375,1073.344482421875,1395.438232421875,923.0687866210938
6700,191.0,147.0,84.0,107.0,434.0,197.0,542.0,5758.0,508.0,406.0,0.0,570.8827514648438,760.7713012695312,938.3273315429688,295.00665283203125,1104.6328125,873.583740234375,793.9082641601562,42.277034759521484,1479.1534423828125,694.1511840820312,803.715087890625,2144.585205078125,1452.8282470703125,1473.582275390625
6710,45.0,64.0,0.0,222.0,142.0,425.0,357.0,8449.0,858.0,668.0,0.0,711.7926025390625,986.0075073242188,1289.176513671875,222.51499938964844,633.7407836914062,328.8504943847656,709.7500610351562,27.846681594848633,2400.437744140625,1242.44677734375,920.1673583984375,3148.14111328125,2285.3828125,1885.8828125
6720,90.0,76.0,25.0,167.0,214.0,276.0,1913.0,5814.0,586.0,465.0,0.0,502.7923889160156,687.1947631835938,880.996337890625,402.91119384765625,1755.14306640625,1563.3148193359375,1265.6007080078125,149.2176513671875,1863.6007080078125,904.0003051757812,2044.69384765625,2683.966552734375,2173.189697265625,3038.115234375
6730,180.0,8.0,11.0,2.0,34.0,5.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.97589111328125,229.14508056640625,163.11672973632812,40.42993927001953,3.432084083557129,5.551726818084717,6.889426231384277,41.283477783203125,44.24188232421875,18.70552635192871,50.208003997802734
6740,825.0,19.0,37.0,7.0,100.0,13.0,85.0,990.0,49.0,39.0,0.0,112.89398193359375,152.16162109375,190.94070434570312,213.1983642578125,905.885009765625,568.8001708984375,142.4583740234375,6.630162239074707,146.5536346435547,80.0892333984375,113.25669860839844,320.4735107421875,147.90237426757812,214.96414184570312
6750,24.0,42.0,30.0,18.0,48.0,24.0,60.0,243.0,16.0,12.0,0.0,22.637149810791016,29.050201416015625,37.31154251098633,41.14408874511719,154.32493591308594,136.1267852783203,92.00526428222656,4.68011474609375,50.788761138916016,75.74446105957031,81.30098724365234,160.41278076171875,73.5020980834961,135.63917541503906
6760,117.0,6.0,92.0,6.0,59.0,1.0,4.0,327.0,23.0,17.0,0.0,33.70653533935547,47.75232696533203,64.54000091552734,46.865203857421875,192.22372436523438,133.09230041503906,76.5464096069336,0.3120076358318329,62.24502182006836,39.15740203857422,16.790727615356445,102.24563598632812,53.902252197265625,56.132503509521484
6770,375.0,19.0,391.0,42.0,130.0,133.0,107.0,3099.0,263.0,197.0,0.0,285.92138671875,405.44671630859375,547.6224365234375,196.40907287597656,716.01220703125,445.7433776855469,392.3423767089844,8.346203804016113,723.5144653320312,319.90057373046875,284.4960632324219,1122.153564453125,680.4939575195312,563.3711547851562
6780,5976.0,146.0,4017.0,200.0,1573.0,278.0,147.0,102.0,9.0,7.0,0.0,8.298211097717285,11.817770004272461,15.883758544921875,2055.939208984375,8352.0634765625,5823.12744140625,2241.531982421875,11.466280937194824,43.24394226074219,694.7098999023438,390.5569763183594,1625.910888671875,268.2916564941406,688.463134765625
6790,5734.0,143.0,6153.0,304.0,1362.0,276.0,179.0,0.0,0.0,0.0,546.0,0.0,0.0,0.0,2155.993896484375,8802.212890625,6163.13232421875,2946.1220703125,541.4034423828125,22.585433959960938,1047.1927490234375,463.5440673828125,1503.6251220703125,301.6966552734375,983.8961791992188
6800,1321.0,0.0,543.0,40.0,90.0,49.0,319.0,588.0,53.0,36.0,0.0,32.607086181640625,46.164833068847656,62.22700119018555,394.8773193359375,1692.6865234375,1142.224853515625,401.8367614746094,24.88260841369629,177.62222290039062,171.0350341796875,337.0401916503906,402.50701904296875,261.6182861328125,496.3630676269531
6810,279.0,0.0,176.0,4.0,53.0,45.0,150.0,309.0,20.0,24.0,112.0,24.01211929321289,34.045989990234375,45.94110107421875,116.60548400878906,471.30401611328125,347.2174072265625,159.77871704101562,119.8933334350586,86.8406982421875,31.250226974487305,165.47103881835938,262.8606872558594,128.60940551757812,197.97914123535156
6900,2.0,6.0,86.0,27.0,8.0,8.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.573219299316406,98.71629333496094,84.9478530883789,76.69611358642578,5.07012414932251,8.201415061950684,93.00725555419922,72.94384765625,46.07905578613281,37.71990966796875,137.53395080566406
6910,24.0,183.0,92.0,337.0,380.0,368.0,314.0,4184.0,307.0,238.0,0.0,481.319580078125,625.4035034179688,740.2613525390625,279.23175048828125,906.900146484375,680.3468017578125,749.4749755859375,24.492599487304688,880.8309936523438,1397.4385986328125,775.79248046875,2195.309326171875,1077.2169189453125,1672.3818359375
6920,121.0,173.0,93.0,190.0,158.0,338.0,533.0,5895.0,527.0,423.0,0.0,533.327880859375,729.153076171875,935.50146484375,269.24981689453125,915.9403076171875,659.5739135742188,741.261474609375,41.575016021728516,1533.5841064453125,987.80859375,924.6131591796875,2427.9619140625,1585.8533935546875,1698.288330078125
6930,66.0,0.0,158.0,8.0,47.0,79.0,196.0,4807.0,461.0,356.0,0.0,390.05889892578125,552.76416015625,746.1640014648438,85.5202865600586,312.58721923828125,155.11427307128906,362.937255859375,15.288373947143555,1285.7764892578125,299.3534851074219,363.043212890625,1316.699462890625,1119.210693359375,753.9449462890625
6940,61.0,16.0,36.0,81.0,385.0,101.0,182.0,3759.0,318.0,211.0,0.0,421.4906921386719,549.91796875,655.57763671875,152.62588500976562,550.8682861328125,415.1983337402344,454.45880126953125,14.1963472366333,839.4796752929688,491.5618896484375,367.76611328125,1321.2322998046875,795.9188232421875,815.877685546875
