matrices:,md5,md6,md7,md8,md9,md10,md11,md20,md21,md22,md23,md24,md25,md26,md31,md32,md33,md34,md35,md36,md37,md38,md39,md40,md41
name:,Con11,FIRE11,TCWh11,Ret11,Bus11,AcIn11,HeEd11,PpTt11,Pp2_11,Pp3_11,PSEn11,HhLwIn,HhMdIn,HhHiIn,aWkL,aWkM,aWkH,aNw,aUv,aSc,aSh,aPB,aSo,aEc,aNo
description,2011_Const_Mfg,2011_FIRE,2011_TCU_WhSale,2011_Retail,2011_Business_OthServ,2011_Accom_Fd_Info,2011_Health_Ed_PubAd,2011_total_population,2011_Pop 5to12,2011_Pop_13to17,PostSec 2011 FT Enrl,Household Low Income,Household Medium Income,Household High Income,AttracWkL,AttracWkM,AttracWkH,AttracNw,AttracUv,AttracSc,AttracSh,AttracPB,AttracSo,AttracEc,AttracNo
3570,397.0,36.0,143.0,204.0,446.0,147.0,212.0,6506.0,544.0,343.0,0.0,795.088134765625,728.9078369140625,793.957763671875,297.6181640625,1020.1663818359375,615.593017578125,945.1958618164062,19.00640106201172,1453.72509765625,1025.4544677734375,640.0648803710938,1648.6622314453125,1335.7838134765625,1389.2144775390625
3580,370.0,73.0,275.0,128.0,368.0,235.0,283.0,6183.0,520.0,348.0,0.0,707.6851196289062,639.142333984375,688.1314086914062,333.9594421386719,1065.1451416015625,682.958740234375,908.591064453125,25.37175178527832,1432.5123291015625,734.2958984375,623.5170288085938,1599.3126220703125,1342.780517578125,1255.025390625
3590,335.0,65.0,52.0,280.0,713.0,496.0,1138.0,5582.0,293.0,149.0,305.0,1055.649169921875,849.0558471679688,825.2351684570312,588.7145385742188,1916.36083984375,1418.4019775390625,1588.8848876953125,440.6661376953125,860.0643310546875,1262.672119140625,1269.1949462890625,2291.10009765625,1290.7086181640625,1843.4248046875
3600,358.0,190.0,16.0,269.0,299.0,272.0,206.0,5888.0,438.0,216.0,0.0,942.0411987304688,819.0327758789062,854.8717041015625,317.865966796875,996.7298583984375,581.2401733398438,1005.603759765625,18.46848487854004,1078.385498046875,1235.78955078125,688.6224975585938,1790.2196044921875,1119.83935546875,1507.319091796875
3610,230.0,110.0,34.0,61.0,193.0,221.0,430.0,4831.0,315.0,209.0,0.0,665.5540771484375,585.4525146484375,616.955078125,260.9864501953125,825.1098022460938,557.0484619140625,724.038330078125,38.55072021484375,898.84375,431.4510803222656,577.7520141601562,1293.728271484375,931.086669921875,972.6257934570312
3620,191.0,90.0,58.0,375.0,315.0,363.0,314.0,6884.0,552.0,334.0,0.0,895.7080078125,804.3892822265625,861.850830078125,308.8880615234375,931.7181396484375,538.16455078125,1077.749267578125,28.150991439819336,1465.521240234375,1665.4755859375,890.5486450195312,2261.474609375,1531.923583984375,1928.93994140625
3630,26.0,13.0,98.0,42.0,265.0,154.0,305.0,5058.0,366.0,293.0,0.0,735.4560546875,654.052734375,695.44873046875,174.75430297851562,536.2371215820312,359.73883056640625,576.235107421875,27.344114303588867,1099.4324951171875,371.9736328125,487.14910888671875,1187.364990234375,1019.3570556640625,896.08544921875
3640,61.0,91.0,25.0,265.0,365.0,216.0,1150.0,9020.0,594.0,363.0,127.0,1230.3289794921875,1053.1602783203125,1084.440185546875,356.3681335449219,1339.240234375,972.2060546875,1301.058837890625,244.10873413085938,1689.511962890625,1356.68017578125,1331.9415283203125,2523.44091796875,1819.28515625,2112.200439453125
3650,505.0,315.0,111.0,190.0,388.0,372.0,452.0,8730.0,717.0,449.0,0.0,1208.2691650390625,1071.568359375,1137.092529296875,479.1639709472656,1499.1605224609375,960.6522216796875,1371.875,40.5230827331543,1933.7598876953125,1070.59619140625,931.5973510742188,2334.94482421875,1860.754150390625,1825.3973388671875
3660,151.0,0.0,0.0,38.0,122.0,55.0,438.0,7986.0,683.0,393.0,0.0,859.0797119140625,787.0165405273438,856.853759765625,143.17080688476562,554.8137817382812,321.875,617.5521240234375,39.267940521240234,1787.243896484375,484.0399169921875,656.221435546875,1597.9197998046875,1548.527099609375,1247.066162109375
3670,0.0,0.0,318.0,48.0,0.0,156.0,271.0,7204.0,625.0,400.0,0.0,795.042724609375,727.2275390625,790.6834716796875,121.36723327636719,361.5043029785156,168.88189697265625,454.3149719238281,24.29591941833496,1683.3154296875,486.68524169921875,551.4002075195312,1550.728759765625,1469.617919921875,1177.4705810546875
3680,59.0,74.0,116.0,221.0,194.0,94.0,448.0,4127.0,353.0,211.0,0.0,528.8726196289062,450.00885009765625,461.088134765625,182.12562561035156,697.8875732421875,483.67169189453125,679.96728515625,40.16447067260742,965.509765625,984.5494384765625,646.501708984375,1281.62158203125,1001.509765625,1149.5897216796875
3690,0.0,0.0,30.0,57.0,21.0,5.0,555.0,3015.0,198.0,153.0,0.0,369.73577880859375,339.70623779296875,370.5364685058594,87.47437286376953,425.5245056152344,319.547119140625,348.68035888671875,49.75732421875,637.1695556640625,338.3084716796875,489.373779296875,765.769775390625,668.4368286132812,648.9725341796875
3700,347.0,64.0,34.0,240.0,256.0,164.0,463.0,7237.0,565.0,430.0,0.0,853.0845947265625,770.0996704101562,828.7662963867188,277.8670349121094,1001.1163940429688,603.4437255859375,960.8279418945312,41.50926208496094,1660.3203125,1188.3739013671875,831.5089721679688,1921.555908203125,1584.7392578125,1629.955078125
3710,178.0,108.0,36.0,156.0,102.0,200.0,49.0,5082.0,412.0,247.0,0.0,598.2102661132812,541.2274169921875,583.527587890625,166.92218017578125,469.82110595703125,228.5175323486328,581.4620971679688,4.392989158630371,1065.7919921875,788.7918701171875,441.30999755859375,1347.879150390625,992.3074951171875,1093.31201171875
3720,127.0,146.0,32.0,341.0,204.0,192.0,144.0,7307.0,621.0,360.0,0.0,800.517333984375,718.5789794921875,769.8572998046875,198.33401489257812,646.33935546875,337.0125732421875,890.62060546875,12.910008430480957,1595.8958740234375,1559.7684326171875,745.9339599609375,2030.015869140625,1504.326171875,1780.983642578125
3730,133.0,0.0,0.0,4.0,0.0,4.0,0.0,4381.0,285.0,226.0,0.0,484.013427734375,446.7364196777344,489.221923828125,32.06032943725586,121.04764556884766,0.0,207.3392333984375,0.0,821.4406127929688,204.09559631347656,203.89089965820312,749.20361328125,644.6299438476562,574.9605712890625
3740,243.0,13.0,81.0,135.0,103.0,3.0,278.0,6784.0,579.0,365.0,0.0,761.7857055664062,684.35107421875,733.8189697265625,131.56201171875,565.4130249023438,287.825927734375,582.3104248046875,24.92348861694336,1554.0263671875,785.8233642578125,575.5359497070312,1438.978759765625,1343.18701171875,1224.2879638671875
3750,61.0,49.0,22.0,91.0,145.0,236.0,255.0,7097.0,569.0,402.0,0.0,779.021728515625,710.2978515625,770.6350708007812,175.48617553710938,480.8341979980469,269.1388854980469,654.05419921875,22.861473083496094,1594.406982421875,638.8861083984375,603.7035522460938,1688.5621337890625,1446.939697265625,1290.0506591796875
3760,1277.0,595.0,498.0,1332.0,796.0,521.0,423.0,875.0,69.0,47.0,98.0,93.85832214355469,85.18795776367188,91.94827270507812,903.2122192382812,3211.5078125,2067.177734375,2540.182373046875,146.73245239257812,242.05743408203125,4895.91162109375,1522.6571044921875,2958.565673828125,1066.90283203125,3235.956787109375
3770,237.0,12.0,12.0,24.0,141.0,90.0,289.0,5401.0,427.0,328.0,0.0,602.1243896484375,556.632568359375,610.2079467773438,162.16943359375,563.4647827148438,334.6018371582031,522.448486328125,25.909669876098633,1251.6514892578125,321.1611022949219,456.03826904296875,1137.6097412109375,1100.0594482421875,865.6925048828125
3780,241.0,154.0,226.0,574.0,631.0,669.0,31.0,875.0,72.0,53.0,0.0,85.73809814453125,78.93629455566406,86.32058715820312,487.78680419921875,1280.443359375,866.729248046875,1281.4205322265625,2.779237985610962,205.01315307617188,2131.338623046875,713.6912841796875,1833.7806396484375,682.7955932617188,1652.8768310546875
3790,49.0,0.0,0.0,38.0,25.0,66.0,210.0,5313.0,409.0,302.0,0.0,613.746826171875,569.400390625,625.81689453125,68.42637634277344,237.3680877685547,96.55644226074219,351.13739013671875,18.82709503173828,1170.53955078125,368.4152526855469,404.498046875,1093.39306640625,1011.908935546875,850.654541015625
3800,19.0,0.0,50.0,41.0,159.0,78.0,232.0,7556.0,641.0,445.0,0.0,943.9881591796875,816.5174560546875,848.440185546875,105.05078887939453,349.67852783203125,177.00924682617188,531.7965087890625,20.799457550048828,1776.2490234375,476.3812255859375,533.7264404296875,1496.5439453125,1496.770751953125,1157.755615234375
3810,145.0,314.0,39.0,92.0,688.0,240.0,600.0,10265.0,734.0,479.0,0.0,1635.9266357421875,1343.864013671875,1333.1162109375,436.2641296386719,1411.450927734375,1033.383056640625,1461.4620361328125,53.79170227050781,2028.76171875,779.5700073242188,997.93310546875,2329.93505859375,1878.451416015625,1789.755615234375
3820,134.0,134.0,0.0,281.0,79.0,230.0,261.0,5439.0,482.0,365.0,787.0,637.362060546875,560.02392578125,589.5772094726562,193.4816436767578,610.9614868164062,338.8738098144531,745.4886474609375,897.2047119140625,1395.863525390625,1260.1336669921875,677.841552734375,1700.347412109375,1369.681884765625,1466.111572265625
3830,88.0,279.0,0.0,261.0,245.0,143.0,727.0,8084.0,570.0,421.0,0.0,1002.2984619140625,901.4151611328125,967.228271484375,292.6634521484375,1093.0145263671875,765.1156005859375,1148.0787353515625,65.1776123046875,1688.5819091796875,1301.603271484375,1041.283203125,2150.01123046875,1675.926513671875,1838.160400390625
3840,220.0,246.0,130.0,481.0,531.0,274.0,289.0,6910.0,613.0,353.0,8886.0,785.7272338867188,692.3170166015625,730.9102783203125,377.4124755859375,1253.172119140625,824.6028442382812,1362.020263671875,9892.02734375,1590.8372802734375,2053.20263671875,965.6168823242188,2319.91357421875,1630.253173828125,2097.75732421875
3850,171.0,49.0,107.0,34.0,158.0,167.0,525.0,10640.0,899.0,557.0,0.0,1141.11962890625,1035.5660400390625,1119.2479248046875,227.64028930664062,767.4168090820312,458.2036437988281,852.619384765625,47.0677375793457,2409.532470703125,584.2539672851562,854.5455322265625,2195.330078125,2101.85498046875,1661.4642333984375
3860,1779.0,41.0,1449.0,1073.0,484.0,268.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0523681640625,3111.068603515625,1802.188232421875,1755.9625244140625,26.62689208984375,39.02817916870117,3913.438720703125,1091.710693359375,2074.423828125,663.4271240234375,2425.4892578125
3870,81.0,205.0,0.0,92.0,120.0,110.0,374.0,6590.0,532.0,385.0,0.0,740.192138671875,672.0938110351562,726.6710205078125,183.85708618164062,634.4029541015625,424.6435852050781,718.0735473632812,33.53015899658203,1523.23876953125,620.602294921875,626.573486328125,1492.393310546875,1370.78271484375,1190.9598388671875
3880,26.0,132.0,0.0,90.0,160.0,22.0,266.0,8859.0,789.0,593.0,0.0,924.8107299804688,836.8360595703125,902.2994384765625,119.22421264648438,459.68048095703125,266.83404541015625,692.4479370117188,23.847654342651367,2256.54150390625,711.4569702148438,646.066162109375,1737.1265869140625,1877.75048828125,1405.9276123046875
3890,1018.0,48.0,345.0,182.0,287.0,278.0,421.0,8767.0,875.0,521.0,0.0,849.6970825195312,775.1598510742188,841.0936279296875,499.38739013671875,1711.839599609375,995.1299438476562,1218.024658203125,37.74384307861328,2299.4150390625,1043.0191650390625,861.4005737304688,2209.76953125,2095.88330078125,1756.6795654296875
3900,133.0,45.0,56.0,420.0,285.0,146.0,372.0,9385.0,729.0,604.0,0.0,1085.3282470703125,970.2986450195312,1036.310302734375,214.258544921875,811.3013916015625,428.38287353515625,1063.3621826171875,33.35085678100586,2191.70263671875,1937.78369140625,1014.7569580078125,2516.63623046875,2042.845703125,2245.130126953125
3910,0.0,14.0,0.0,24.0,118.0,69.0,570.0,6565.0,442.0,458.0,0.0,683.1124267578125,630.78466796875,691.06298828125,133.75662231445312,518.11279296875,368.30596923828125,567.6578979492188,51.102115631103516,1521.6668701171875,371.51171875,657.1978149414062,1391.7115478515625,1375.7464599609375,1075.79638671875
3920,115.0,0.0,66.0,53.0,69.0,5.0,18.0,2253.0,199.0,129.0,0.0,350.9410095214844,298.7492980957031,306.28955078125,53.59821319580078,208.2944793701172,88.69692993164062,206.2667236328125,1.6137510538101196,529.6305541992188,290.7582092285156,159.7067413330078,473.49420166015625,442.2206726074219,406.70819091796875
3930,0.0,205.0,23.0,49.0,111.0,88.0,599.0,6399.0,442.0,398.0,0.0,874.6716918945312,712.8173828125,738.4600219726562,189.6480255126953,698.6250610351562,522.05712890625,719.3538818359375,53.702049255371094,1429.0267333984375,455.510986328125,702.594482421875,1433.454345703125,1329.229736328125,1123.17041015625
3940,0.0,0.0,0.0,5.0,66.0,27.0,322.0,3658.0,273.0,247.0,0.0,432.01129150390625,394.47625732421875,428.4873352050781,69.59793853759766,280.122802734375,194.2984619140625,302.6553039550781,28.868213653564453,878.2216186523438,176.46832275390625,358.9114685058594,750.31103515625,783.205322265625,577.3093872070312
3950,34.0,51.0,69.0,9.0,0.0,9.0,0.0,2540.0,106.0,68.0,0.0,525.5316772460938,425.7072448730469,416.7313232421875,29.738609313964844,99.30122375488281,13.18655776977539,149.32298278808594,0.0,279.707763671875,142.69630432128906,128.6143798828125,452.6001281738281,225.82662963867188,350.6044616699219
3960,0.0,0.0,27.0,53.0,83.0,6.0,146.0,5554.0,393.0,358.0,0.0,581.354736328125,543.954345703125,601.656982421875,44.68450927734375,190.1504364013672,74.92578125,349.35638427734375,13.089314460754395,1226.4300537109375,433.5479736328125,381.9300231933594,1068.5203857421875,1020.15625,865.0420532226562
3970,0.0,75.0,0.0,6.0,96.0,6.0,328.0,6558.0,565.0,430.0,0.0,833.1430053710938,761.0637817382812,826.74462890625,88.19839477539062,357.78570556640625,214.02650451660156,477.01910400390625,29.406129837036133,1642.5802001953125,305.5594177246094,497.91363525390625,1217.8060302734375,1373.2484130859375,943.6583251953125
3980,52.0,82.0,214.0,116.0,101.0,101.0,317.0,3907.0,317.0,223.0,0.0,499.4737854003906,444.1636962890625,472.3336181640625,154.28871154785156,544.0599365234375,361.69866943359375,505.2071533203125,28.41994857788086,909.7149047851562,592.0776977539062,478.9765930175781,1050.451171875,883.076416015625,875.483154296875
3990,0.0,0.0,0.0,33.0,0.0,32.0,0.0,1112.0,105.0,92.0,0.0,140.8175048828125,129.23744201660156,140.93685913085938,10.548506736755371,19.244251251220703,0.0,75.78060913085938,0.0,316.6806335449219,168.45864868164062,83.71015930175781,276.27105712890625,274.15087890625,228.02809143066406
4000,359.0,359.0,33.0,422.0,475.0,262.0,445.0,7962.0,552.0,329.0,26.0,1232.0853271484375,1086.611572265625,992.28076171875,405.81219482421875,1562.2425537109375,1163.1646728515625,1387.43798828125,81.19987487792969,1327.40966796875,2092.22802734375,954.105224609375,1965.4300537109375,1559.7401123046875,1950.62939453125
4010,99.0,50.0,104.0,78.0,113.0,148.0,162.0,8203.0,587.0,387.0,0.0,1112.470703125,1006.8050537109375,950.7142333984375,134.74490356445312,453.8765563964844,223.53269958496094,568.982177734375,17.150535583496094,1428.5028076171875,710.153564453125,515.4447631835938,1390.88916015625,1382.71875,1215.1844482421875
4020,1199.0,516.0,1409.0,512.0,1362.0,1653.0,269.0,2692.0,83.0,63.0,0.0,547.2998657226562,457.30059814453125,386.37957763671875,1357.88671875,4065.1025390625,3243.83349609375,2615.474609375,28.47835922241211,243.0746612548828,2203.625732421875,1076.08642578125,2631.538330078125,1184.218017578125,2122.72119140625
4030,532.0,258.0,639.0,290.0,999.0,659.0,119.0,2150.0,50.0,57.0,0.0,392.0921325683594,325.84710693359375,273.0457458496094,674.4088134765625,2145.698974609375,1778.5709228515625,1470.37158203125,12.598233222961426,168.90065002441406,1278.1895751953125,572.3041381835938,1306.31787109375,573.7578125,1136.0416259765625
4040,186.0,49.0,69.0,194.0,296.0,284.0,612.0,6775.0,445.0,359.0,0.0,1061.884521484375,948.72265625,881.3783569335938,292.26727294921875,1075.90234375,802.25341796875,915.5127563476562,64.7909164428711,1235.746826171875,1111.4920654296875,801.9786987304688,1577.458740234375,1437.994873046875,1433.29833984375
4050,71.0,0.0,0.0,122.0,112.0,159.0,0.0,1456.0,75.0,80.0,0.0,226.7137451171875,202.73428344726562,188.54898071289062,89.56086730957031,245.6581268310547,140.66822814941406,273.2226867675781,0.0,224.27911376953125,564.2213134765625,186.2737274169922,501.2457275390625,312.61260986328125,474.8065185546875
4060,92.0,44.0,53.0,55.0,80.0,76.0,370.0,5705.0,401.0,295.0,0.0,705.9292602539062,650.5673217773438,628.501708984375,124.90800476074219,517.7740478515625,365.7838134765625,477.8525390625,39.17097854614258,1050.850341796875,496.9454040527344,481.9136047363281,1003.8203735351562,1068.535888671875,892.9202880859375
4070,81.0,294.0,66.0,1087.0,316.0,330.0,166.0,3668.0,304.0,148.0,0.0,623.439453125,521.0319213867188,440.50592041015625,283.1359558105469,1158.8560791015625,721.6552124023438,1353.246337890625,17.574005126953125,673.6618041992188,4580.03173828125,1101.8131103515625,2216.64306640625,1221.24365234375,2661.199951171875
4080,230.0,150.0,586.0,97.0,594.0,235.0,119.0,1135.0,94.0,45.0,0.0,190.837890625,161.90765380859375,140.24851989746094,358.6398620605469,1232.7525634765625,1075.16748046875,754.6427612304688,12.598233222961426,215.20343017578125,447.514404296875,272.1627502441406,525.9471435546875,357.26251220703125,453.875244140625
4090,67.0,73.0,65.0,206.0,300.0,110.0,643.0,7052.0,551.0,468.0,0.0,851.363525390625,777.2625732421875,742.368896484375,222.30068969726562,955.72705078125,767.4002685546875,861.4422607421875,68.07280731201172,1550.5103759765625,1173.417724609375,801.981689453125,1473.578857421875,1653.25390625,1412.606689453125
4100,199.0,125.0,510.0,200.0,361.0,167.0,80.0,3553.0,272.0,221.0,0.0,386.559326171875,350.9806823730469,332.45684814453125,261.3836364746094,949.3343505859375,732.4449462890625,691.0023803710938,8.469400405883789,722.81494140625,980.9843139648438,393.0377502441406,910.890869140625,804.3156127929688,888.8953857421875
4110,105.0,0.0,69.0,35.0,72.0,197.0,325.0,6863.0,464.0,421.0,0.0,846.1612548828125,766.659423828125,725.1719360351562,149.3427734375,493.4624938964844,309.3172607421875,509.4167175292969,34.40694046020508,1319.00341796875,471.56036376953125,515.7216796875,1239.41455078125,1332.626708984375,1038.383056640625
4120,0.0,0.0,0.0,85.0,82.0,196.0,111.0,5390.0,380.0,323.0,0.0,840.1188354492188,732.142822265625,657.7196044921875,93.61748504638672,235.05612182617188,87.87393188476562,399.340087890625,11.751293182373047,1030.34375,603.3494262695312,383.8619079589844,1050.524658203125,1044.906005859375,909.705810546875
4130,372.0,39.0,124.0,36.0,87.0,262.0,0.0,2565.0,203.0,175.0,0.0,290.58624267578125,267.7951354980469,258.61785888671875,201.81744384765625,595.2691650390625,369.2330627441406,390.1917724609375,0.0,546.95166015625,269.0946960449219,194.88760375976562,640.8194580078125,601.1324462890625,492.684326171875
4140,634.0,56.0,160.0,124.0,426.0,686.0,4789.0,2957.0,113.0,85.0,19901.0,426.4744873046875,378.998291015625,349.52056884765625,1105.071044921875,4790.33544921875,4538.1298828125,2382.08349609375,26599.37890625,852.9572143554688,644.4463500976562,2766.9716796875,2338.104248046875,2342.14208984375,2006.626953125
4150,0.0,117.0,0.0,7.0,31.0,39.0,139.0,4669.0,498.0,376.0,0.0,585.8230590820312,541.734375,525.4417724609375,63.20470428466797,234.59864807128906,153.7794647216797,318.72308349609375,14.715582847595215,1281.086181640625,252.70265197753906,284.5454406738281,713.05810546875,1173.1416015625,610.8551025390625
4160,1981.0,353.0,1805.0,275.0,1549.0,725.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281.0869140625,4602.255859375,3668.021484375,2250.150390625,27.102081298828125,30.28052520751953,1114.11328125,597.3875732421875,1089.85009765625,510.15557861328125,918.8609008789062
4170,29.0,0.0,0.0,15.0,74.0,26.0,182.0,3321.0,340.0,218.0,0.0,461.5399475097656,412.0579833984375,382.3956298828125,54.78743362426758,232.32603454589844,159.2490234375,245.50460815429688,19.267885208129883,828.932373046875,220.3424072265625,248.3040008544922,537.839111328125,788.0032958984375,471.55712890625
4180,0.0,133.0,0.0,31.0,70.0,68.0,98.0,2124.0,142.0,106.0,0.0,311.1649475097656,274.9708251953125,251.85882568359375,78.95616149902344,265.6285095214844,223.5659637451172,276.8804626464844,10.375015258789062,370.4383544921875,227.64822387695312,185.6707000732422,414.9739990234375,390.1253662109375,361.89349365234375
4190,986.0,1337.0,1261.0,437.0,3682.0,1307.0,797.0,1779.0,112.0,53.0,0.0,306.6192932128906,267.92279052734375,241.45135498046875,1954.889892578125,6582.89013671875,6163.33447265625,4497.1669921875,84.37640380859375,333.0205078125,1855.907470703125,1379.8834228515625,2212.014892578125,1226.41357421875,1832.087646484375
4200,1326.0,684.0,204.0,167.0,961.0,1811.0,3093.0,5241.0,372.0,338.0,108.0,730.3333740234375,647.490478515625,595.1641235351562,1642.1480712890625,5530.62841796875,4876.60791015625,3314.95654296875,469.0479431152344,1393.1932373046875,928.3983764648438,2363.1953125,3361.28173828125,2853.077392578125,2499.9033203125
4210,63.0,0.0,0.0,16.0,22.0,5.0,118.0,3812.0,304.0,235.0,0.0,474.8720397949219,433.426513671875,413.6985778808594,35.710731506347656,169.87631225585938,74.37413787841797,211.96182250976562,12.492365837097168,793.8699951171875,247.98606872558594,229.57374572753906,570.8921508789062,732.2431640625,506.26806640625
4220,11.0,27.0,34.0,17.0,616.0,2656.0,199.0,2246.0,156.0,103.0,0.0,390.94488525390625,336.3997497558594,296.6448669433594,998.2469482421875,1525.64599609375,1272.644775390625,1567.8070068359375,21.0676326751709,398.3015441894531,176.79177856445312,810.632080078125,2876.6328125,1512.679931640625,1604.2120361328125
4230,83.0,523.0,257.0,117.0,314.0,291.0,1081.0,7967.0,411.0,259.0,6.0,1458.842529296875,1222.2880859375,1036.8173828125,460.59014892578125,1765.5562744140625,1561.6658935546875,1341.6416015625,122.3094253540039,1097.3287353515625,856.8154296875,1064.2259521484375,1760.201904296875,1411.6070556640625,1539.969970703125
4240,32.0,63.0,156.0,17.0,152.0,90.0,209.0,9771.0,594.0,280.0,0.0,1889.0533447265625,1572.0147705078125,1319.8604736328125,124.79719543457031,449.0107421875,207.6520233154297,595.1900634765625,22.12630844116211,1289.365966796875,538.36474609375,552.0081787109375,1483.7164306640625,1224.191162109375,1267.9166259765625
4250,0.0,0.0,25.0,32.0,135.0,4.0,51.0,1702.0,122.0,111.0,0.0,210.89724731445312,195.596435546875,190.50631713867188,40.207496643066406,166.58428955078125,132.50677490234375,180.98590087890625,5.399242877960205,343.1745910644531,211.42263793945312,127.53600311279297,287.4393310546875,327.7408752441406,273.054443359375
4260,24.0,0.0,0.0,4.0,165.0,32.0,670.0,5744.0,426.0,325.0,0.0,657.3682861328125,593.3018188476562,558.3232421875,140.1497802734375,654.36279296875,576.4346923828125,532.132568359375,70.93122863769531,1165.918212890625,292.20196533203125,590.4312744140625,974.501953125,1208.3380126953125,850.0302734375
4270,25.0,37.0,0.0,89.0,69.0,78.0,110.0,3550.0,286.0,230.0,0.0,426.2261962890625,394.5862121582031,383.18719482421875,67.62181091308594,241.46653747558594,141.9744415283203,313.97882080078125,11.645425796508789,759.6435546875,531.1434936523438,286.7050476074219,694.0391845703125,761.0693969726562,645.1865234375
4280,441.0,491.0,1127.0,233.0,1403.0,1301.0,334.0,3022.0,202.0,179.0,0.0,397.8177795410156,356.8988952636719,333.2784423828125,1069.2415771484375,3099.9208984375,2729.71240234375,2155.144775390625,35.359745025634766,590.7991943359375,1089.16357421875,853.6051635742188,2008.992431640625,1241.9149169921875,1486.2969970703125
4290,1100.0,238.0,740.0,27.0,1358.0,306.0,1901.0,2000.0,152.0,87.0,70.0,355.88946533203125,305.54974365234375,268.55096435546875,1008.3675537109375,4098.7431640625,3689.728515625,2089.635009765625,293.03173828125,570.6804809570312,205.4847869873047,1215.7283935546875,1044.1953125,1136.9326171875,867.768310546875
4300,185.0,201.0,337.0,56.0,750.0,196.0,1787.0,1685.0,134.0,99.0,16190.0,232.36183166503906,214.87185668945312,208.76608276367188,579.3333740234375,2449.4990234375,2395.31591796875,1365.565673828125,21416.0390625,548.514404296875,307.8374938964844,1100.79541015625,907.2286376953125,1053.8592529296875,806.6285400390625
4310,21.0,0.0,0.0,3.0,332.0,96.0,889.0,3195.0,252.0,219.0,0.0,383.88580322265625,352.4034423828125,338.709228515625,225.22882080078125,964.965576171875,937.5208740234375,638.4530639648438,94.1162109375,786.6729736328125,165.6723175048828,617.9854125976562,738.9481201171875,961.44384765625,630.2188720703125
4320,36.0,37.0,26.0,6.0,177.0,49.0,129.0,4558.0,310.0,256.0,0.0,632.0645141601562,564.8955688476562,525.0313720703125,89.8775634765625,327.33203125,234.0082550048828,366.3447265625,13.65690803527832,834.239013671875,243.3178253173828,280.7302551269531,703.7691040039062,784.505859375,598.428955078125
4330,231.0,606.0,486.0,218.0,503.0,402.0,652.0,5069.0,340.0,166.0,148.0,926.796875,771.3899536132812,647.7783203125,552.381103515625,1967.06494140625,1717.5767822265625,1421.7799072265625,263.0697326660156,809.2835083007812,1126.751220703125,843.1714477539062,1496.4522705078125,1135.67626953125,1343.63427734375
4340,78.0,333.0,91.0,1761.0,327.0,1042.0,153.0,1057.0,34.0,32.0,278.0,194.68008422851562,161.7643280029297,135.54815673828125,515.107421875,1632.1549072265625,972.7667236328125,1956.5885009765625,380.6860046386719,113.59683227539062,7185.1650390625,1612.40380859375,3377.76806640625,1306.3665771484375,3953.389404296875
4350,152.0,774.0,313.0,2704.0,2249.0,2201.0,1342.0,2904.0,147.0,104.0,11.0,548.1062622070312,457.411376953125,385.4620361328125,1591.643798828125,5213.5166015625,4258.029296875,4895.611328125,156.4963836669922,521.9236450195312,11094.30859375,3338.09130859375,6189.08544921875,2850.726806640625,6761.03955078125
4360,108.0,110.0,53.0,235.0,113.0,330.0,85.0,4861.0,422.0,244.0,0.0,699.6632690429688,624.678955078125,579.6480712890625,191.46023559570312,541.5249633789062,310.5711975097656,630.3116455078125,8.998738288879395,973.7307739257812,1185.62939453125,491.4205627441406,1287.4971923828125,1106.921630859375,1186.4415283203125
4370,40.0,0.0,0.0,36.0,61.0,241.0,190.0,4297.0,413.0,258.0,0.0,520.3391723632812,464.58538818359375,431.06817626953125,122.07051086425781,312.32623291015625,200.0355224609375,370.95135498046875,20.114826202392578,993.3853149414062,352.3165283203125,352.0936279296875,901.4163208007812,1031.805419921875,729.3917236328125
4380,1722.0,98.0,703.0,201.0,1135.0,305.0,190.0,2832.0,138.0,74.0,110.0,500.2593688964844,435.994873046875,391.73455810546875,833.5846557617188,3191.145263671875,2391.723388671875,1633.681884765625,164.33680725097656,329.2297668457031,950.3919067382812,496.77667236328125,970.23779296875,547.8561401367188,897.20654296875
4390,817.0,52.0,207.0,31.0,216.0,99.0,340.0,7481.0,665.0,525.0,0.0,1068.524169921875,953.0209350585938,883.439697265625,332.2232360839844,1357.7384033203125,880.1007080078125,811.2374267578125,35.99495315551758,1762.10107421875,485.0497131347656,537.811279296875,1229.5787353515625,1680.5889892578125,1060.156982421875
4400,22.0,0.0,249.0,25.0,0.0,5.0,162.0,6023.0,310.0,212.0,0.0,947.54248046875,811.6784057617188,711.75244140625,51.257347106933594,244.12985229492188,91.8623275756836,283.3371276855469,17.150535583496094,774.47607421875,390.6855163574219,347.4969482421875,893.1441040039062,730.6596069335938,792.383056640625
4410,2103.0,165.0,1468.0,1063.0,1860.0,564.0,77.0,371.0,29.0,33.0,119.0,41.59748840332031,38.01850128173828,36.3837890625,1229.410400390625,4753.74609375,3561.4736328125,2722.419921875,164.1737518310547,98.8194580078125,4324.38037109375,1046.9146728515625,1937.7662353515625,783.8511962890625,2320.65966796875
