   inode    jnode  @lanesam  @lanesmd  @lanespm    @vdfam    @vdfmd    @vdfpm   @tollam   @tollmd   @tollpm
  620201   620103         2         2         2        83        83        83         0         0         0
  620301   618801         3         3         3        46        46        46         0         0         0
  620301   618802         2         2         2        85        85        85         0         0         0
  620301   620601         2         2         2        35        35        35         0         0         0
  620301   620602         2         2         2        46        46        46         0         0         0
  620302    62020         1         1         1         1         1         1         0         0         0
  620302   618702         1         1         1        55        55        55         0         0         0
  620302   621101         1         1         1        45        45        45         0         0         0
  620401   619103         2         2         2        45        45        45         0         0         0
  620401   619203         1         1         1        85        85        85         0         0         0
  620401   620402         1         1         1        85        85        85         0         0         0
  620401   634005         2         2         2        45        45        45         0         0         0
  620402    62040         1         1         1         1         1         1         0         0         0
  620402   620401         1         1         1        45        45        45         0         0         0
  620402   621401         1         1         1        45        45        45         0         0         0
  620403    62070         1         1         1         1         1         1         0         0         0
  620403   619103         1         1         1        46        46        46         0         0         0
  620403   620404         1         1         1        56        56        56         0         0         0
  620404   620403         1         1         1        86        86        86         0         0         0
  620404   620603         1         1         1        45        45        45         0         0         0
  620404   621301         1         1         1        85        85        85         0         0         0
  620404   621302         1         1         1        86        86        86         0         0         0
  620501   621402         1         1         1        85        85        85         0         0         0
  620501   621403         2         2         2        46        46        46         0         0         0
  620501   634010         2         2         2        86        86        86         0         0         0
  620501   635001         1         1         1        45        45        45         0         0         0
  620601   619001         2         2         2        45        45        45         0         0         0
  620601   620301         2         2         2        55        55        55         0         0         0
  620602   620301         2         2         2        56        56        56         0         0         0
  620602   621102         1         1         1        85        85        85         0         0         0
  620602   621103         2         2         2        56        56        56         0         0         0
  620603   619001         2         2         2        45        45        45         0         0         0
  620603   620404         1         1         1        45        45        45         0         0         0
  620603   621201         2         2         2        85        85        85         0         0         0
  620604    62060         1         1         1         1         1         1         0         0         0
  620604   620602         2         2         2        36        36        36         0         0         0
  620801    62090         1         1         1         1         1         1         0         0         0
  620801   540702         1         1         1        45        45        45         0         0         0
  620801   620803         1         1         1        45        45        45         0         0         0
  620802    62080         1         1         1         1         1         1         0         0         0
  620802   540704         1         1         1        45        45        45         0         0         0
  620802   620803         1         1         1        44        44        44         0         0         0
  620803   620801         1         1         1        85        85        85         0         0         0
  620803   620802         1         1         1        84        84        84         0         0         0
  620803   620805         1         1         1        45        45        45         0         0         0
  620803   620901         1         1         1        45        45        45         0         0         0
  620804    62150         1         1         1         1         1         1         0         0         0
  620804   540705         1         1         1        56        56        56         0         0         0
  620804   620805         1         1         1        46        46        46         0         0         0
  620805   620803         1         1         1        45        45        45         0         0         0
  620805   620804         1         1         1        56        56        56         0         0         0
  620805   621601         1         1         1        85        85        85         0         0         0
  620805   622401         1         1         1        56        56        56         0         0         0
  620901   620803         1         1         1        45        45        45         0         0         0
  620901   621001         2         2         2        46        46        46         0         0         0
  620901   622401         2         2         2        46        46        46         0         0         0
  621001   620103         2         2         2        86        86        86         0         0         0
  621001   620901         2         2         2        36        36        36         0         0         0
  621001   621002         1         1         1        85        85        85         0         0         0
  621002    62100         1         1         1         1         1         1         0         0         0
  621002   621001         1         1         1        55        55        55         0         0         0
  621002   621101         1         1         1        45        45        45         0         0         0
  621003    62180         1         1         1         1         1         1         0         0         0
  621003   621901         1         1         1        46        46        46         0         0         0
  621003   622401         1         1         1        56        56        56         0         0         0
  621101   620302         1         1         1        85        85        85         0         0         0
  621101   621002         1         1         1        85        85        85         0         0         0
  621101   621102         1         1         1        85        85        85         0         0         0
  621101   621901         1         1         1        45        45        45         0         0         0
  621102    62110         1         1         1         1         1         1         0         0         0
  621102   620602         1         1         1        45        45        45         0         0         0
  621102   621101         1         1         1        45        45        45         0         0         0
  621103   620604         2         2         2        86        86        86         0         0         0
  621103   621902         1         1         1        86        86        86         0         0         0
  621103   622501         2         2         2        56        56        56         0         0         0
  621201    62120         1         1         1         1         1         1         0         0         0
  621201   620603         2         2         2        45        45        45         0         0         0
  621201   622901         1         1         1        85        85        85         0         0         0
  621301   620404         1         1         1        55        55        55         0         0         0
  621301   621303         1         1         1        83        83        83         0         0         0
  621301   621401         1         1         1        45        45        45         0         0         0
  621302   620404         1         1         1        56        56        56         0         0         0
  621302   621303         1         1         1        25        25        25         0         0         0
  621302   622201         1         1         1        86        86        86         0         0         0
  621303    62130         1         1         1         1         1         1         0         0         0
  621303   621301         1         1         1        23        23        23         0         0         0
  621303   621302         1         1         1        25        25        25         0         0         0
  621401   620402         1         1         1        85        85        85         0         0         0
  621401   621301         1         1         1        85        85        85         0         0         0
  621401   621402         1         1         1        85        85        85         0         0         0
  621402    62140         1         1         1         1         1         1         0         0         0
  621402   620501         1         1         1        45        45        45         0         0         0
  621402   621401         1         1         1        45        45        45         0         0         0
  621403   620501         2         2         2        46        46        46         0         0         0
  621403   634901         1         1         1        85        85        85         0         0         0
  621403   636901         2         2         2        37        37        37         0         0         0
  621601    62160         1         1         1         1         1         1         0         0         0
  621601   620805         1         1         1        45        45        45         0         0         0
  621601   622603         1         1         1        45        45        45         0         0         0
  621701    62170         1         1         1         1         1         1         0         0         0
  621701   622402         1         1         1        45        45        45         0         0         0
  621701   622603         1         1         1        45        45        45         0         0         0
  621901   621003         1         1         1        86        86        86         0         0         0
  621901   621101         1         1         1        45        45        45         0         0         0
  621901   621902         1         1         1        86        86        86         0         0         0
  621901   622502         1         1         1        45        45        45         0         0         0
  621902    62190         1         1         1         1         1         1         0         0         0
  621902   621103         1         1         1        46        46        46         0         0         0
  621902   621901         1         1         1        56        56        56         0         0         0
  622201    62220         1         1         1         1         1         1         0         0         0
  622201   621302         1         1         1        86        86        86         0         0         0
  622201   622202         1         1         1        46        46        46         0         0         0
  622202   622201         1         1         1        86        86        86         0         0         0
  622202   623401         1         1         1        85        85        85         0         0         0
  622202   623403         1         1         1        86        86        86         0         0         0
  622401   620805         1         1         1        46        46        46         0         0         0
  622401   620901         2         2         2        46        46        46         0         0         0
  622401   621003         1         1         1        86        86        86         0         0         0
  622401   622402         2         2         2        46        46        46         0         0         0
  622402   621701         1         1         1        85        85        85         0         0         0
  622402   622401         2         2         2        46        46        46         0         0         0
  622402   622403         1         1         1        85        85        85         0         0         0
  622402   623101         2         2         2        33        33        33         0         0         0
  622403    62240         1         1         1         1         1         1         0         0         0
  622403   622402         1         1         1        45        45        45         0         0         0
  622403   622502         1         1         1        45        45        45         0         0         0
  622501    62200         1         1         1         1         1         1         0         0         0
  622501   621103         2         2         2        36        36        36         0         0         0
  622501   622504         2         2         2        56        56        56         0         0         0
  622502   621901         1         1         1        45        45        45         0         0         0
  622502   622403         1         1         1        85        85        85         0         0         0
  622502   622503         1         1         1        85        85        85         0         0         0
  622502   623201         1         1         1        85        85        85         0         0         0
  622503    62250         1         1         1         1         1         1         0         0         0
  622503   622502         1         1         1        45        45        45         0         0         0
  622503   622504         1         1         1        65        65        65         0         0         0
  622504   622501         2         2         2        46        46        46         0         0         0
  622504   622503         1         1         1        85        85        85         0         0         0
  622504   622701         2         2         2        46        46        46         0         0         0
  622504   623302         2         2         2        35        35        35         0         0         0
  622601   541403         1         1         1        43        43        43         0         0         0
  622601   622602         1         1         1        84        84        84         0         0         0
  622601   622607         1         1         1        85        85        85         0         0         0
  622602    62260         1         1         1         1         1         1         0         0         0
  622602   622601         1         1         1        44        44        44         0         0         0
  622602   622603         1         1         1        45        45        45         0         0         0
  622603   621601         1         1         1        85        85        85         0         0         0
  622603   621701         1         1         1        85        85        85         0         0         0
  622603   622602         1         1         1        85        85        85         0         0         0
  622603   623602         1         1         1        45        45        45         0         0         0
  622604   541404         1         1         1        55        55        55         0         0         0
  622604   622606         1         1         1        85        85        85         0         0         0
  622605   622604         1         1         1        33        33        33         0         0         0
  622606   622604         1         1         1        55        55        55         0         0         0
  622606   622605         1         1         1        83        83        83         0         0         0
  622606   622607         1         1         1        25        25        25         0         0         0
  622607   622601         1         1         1        45        45        45         0         0         0
  622607   622606         1         1         1        85        85        85         0         0         0
  622607   623601         1         1         1        45        45        45         0         0         0
  622701   622504         2         2         2        56        56        56         0         0         0
  622701   622702         2         2         2        86        86        86         0         0         0
  622701   623301         1         1         1        45        45        45         0         0         0
  622702    62270         1         1         1         1         1         1         0         0         0
  622702   622701         2         2         2        46        46        46         0         0         0
  622702   622703         2         2         2        56        56        56         0         0         0
  622703   622702         2         2         2        86        86        86         0         0         0
  622703   624001         2         2         2        45        45        45         0         0         0
  622703   624104         2         2         2        86        86        86         0         0         0
  622703   624201         2         2         2        45        45        45         0         0         0
  622901    62210         1         1         1         1         1         1         0         0         0
  622901   621201         1         1         1        85        85        85         0         0         0
  622901   622902         1         1         1        45        45        45         0         0         0
  622902    62280         1         1         1         1         1         1         0         0         0
  622902   622901         1         1         1        85        85        85         0         0         0
  622902   623302         1         1         1        45        45        45         0         0         0
  622902   624302         2         2         2        35        35        35         0         0         0
  623001    62300         1         1         1         1         1         1         0         0         0
  623001   623602         2         2         2        45        45        45         0         0         0
  623002   623001         2         2         2        85        85        85         0         0         0
  623002   623701         1         1         1        85        85        85         0         0         0
  623002   623801         2         2         2        85        85        85         0         0         0
  623101   622402         2         2         2        43        43        43         0         0         0
  623101   623901         2         2         2        43        43        43         0         0         0
  623102    62310         1         1         1         1         1         1         0         0         0
  623102   623203         2         2         2        45        45        45         0         0         0
  623102   623901         2         2         2        45        45        45         0         0         0
  623102   623902         1         1         1        85        85        85         0         0         0
  623201   622502         1         1         1        45        45        45         0         0         0
  623201   623202         1         1         1        85        85        85         0         0         0
  623201   624001         1         1         1        45        45        45         0         0         0
  623202    62320         1         1         1         1         1         1         0         0         0
  623202   623201         1         1         1        85        85        85         0         0         0
  623202   623203         1         1         1        45        45        45         0         0         0
  623203   623102         2         2         2        45        45        45         0         0         0
  623203   623202         1         1         1        85        85        85         0         0         0
  623203   624001         2         2         2        45        45        45         0         0         0
  623203   625101         1         1         1        45        45        45         0         0         0
  623301    62330         1         1         1         1         1         1         0         0         0
  623301   622701         1         1         1        55        55        55         0         0         0
  623301   623302         1         1         1        45        45        45         0         0         0
  623302   622504         2         2         2        45        45        45         0         0         0
  623302   622902         1         1         1        45        45        45         0         0         0
  623302   623301         1         1         1        45        45        45         0         0         0
  623302   624301         1         1         1        55        55        55         0         0         0
  623401    62340         1         1         1         1         1         1         0         0         0
  623401   622202         1         1         1        45        45        45         0         0         0
  623401   623402         1         1         1        85        85        85         0         0         0
  623402    62230         1         1         1         1         1         1         0         0         0
  623402   623401         1         1         1        85        85        85         0         0         0
  623402   623501         1         1         1        85        85        85         0         0         0
  623403    62290         1         1         1         1         1         1         0         0         0
  623403   622202         1         1         1        36        36        36         0         0         0
  623403   624401         1         1         1        56        56        56         0         0         0
  623501   623402         1         1         1        85        85        85         0         0         0
  623501   624601         1         1         1        45        45        45         0         0         0
  623501   636901         1         1         1        45        45        45         0         0         0
  623502    62350         1         1         1         1         1         1         0         0         0
  623502   624601         1         1         1        55        55        55         0         0         0
  623502   624602         1         1         1        45        45        45         0         0         0
  623601   541603         2         2         2        55        55        55         0         0         0
  623601   622607         1         1         1        85        85        85         0         0         0
  623601   623602         2         2         2        45        45        45         0         0         0
  623602   622603         1         1         1        45        45        45         0         0         0
  623602   623002         2         2         2        35        35        35         0         0         0
  623602   623601         2         2         2        55        55        55         0         0         0
  623602   623603         1         1         1        84        84        84         0         0         0
  623603    62360         1         1         1         1         1         1         0         0         0
  623603   623602         1         1         1        44        44        44         0         0         0
  623603   623604         1         1         1        43        43        43         0         0         0
  623604   541702         1         1         1        35        35        35         0         0         0
  623604   623603         1         1         1        83        83        83         0         0         0
  623604   623702         1         1         1        85        85        85         0         0         0
  623604   624802         1         1         1        25        25        25         0         0         0
  623701    62370         1         1         1         1         1         1         0         0         0
  623701   623002         1         1         1        45        45        45         0         0         0
  623701   623702         1         1         1        25        25        25         0         0         0
  623702   623604         1         1         1        45        45        45         0         0         0
  623702   623701         1         1         1        85        85        85         0         0         0
  623702   625001         1         1         1        45        45        45         0         0         0
  623801    62380         1         1         1         1         1         1         0         0         0
  623801   623002         2         2         2        45        45        45         0         0         0
  623801   623901         2         2         2        45        45        45         0         0         0
  623901   623101         2         2         2        33        33        33         0         0         0
  623901   623102         2         2         2        45        45        45         0         0         0
  623901   623801         2         2         2        85        85        85         0         0         0
  623901   625001         2         2         2        46        46        46         0         0         0
  623902    62390         1         1         1         1         1         1         0         0         0
  623902   623102         1         1         1        45        45        45         0         0         0
  623902   623903         1         1         1        25        25        25         0         0         0
  623903   623902         1         1         1        85        85        85         0         0         0
  623903   625001         1         1         1        45        45        45         0         0         0
  623903   625002         1         1         1        85        85        85         0         0         0
  623903   625101         1         1         1        45        45        45         0         0         0
  624001   622703         2         2         2        55        55        55         0         0         0
  624001   623201         1         1         1        25        25        25         0         0         0
  624001   623203         2         2         2        45        45        45         0         0         0
  624001   624101         1         1         1        85        85        85         0         0         0
  624101    62400         1         1         1         1         1         1         0         0         0
  624101   624001         1         1         1        45        45        45         0         0         0
  624101   625102         1         1         1        24        24        24         0         0         0
  624102    62410         1         1         1         1         1         1         0         0         0
  624102   625102         1         1         1        25        25        25         0         0         0
  624102   625103         1         1         1        85        85        85         0         0         0
  624103   624102         1         1         1        85        85        85         0         0         0
  624104   624103         1         1         1        35        35        35         0         0         0
  624104   625104         2         2         2        46        46        46         0         0         0
  624201   622703         2         2         2        55        55        55         0         0         0
  624201   624301         2         2         2        45        45        45         0         0         0
  624301   623302         1         1         1        45        45        45         0         0         0
  624301   624201         2         2         2        45        45        45         0         0         0
  624301   624302         2         2         2        35        35        35         0         0         0
  624301   624303         2         2         2        45        45        45         0         0         0
  624302   622902         2         2         2        35        35        35         0         0         0
  624302   624301         2         2         2        45        45        45         0         0         0
  624302   624401         1         1         1        55        55        55         0         0         0
  624303    62420         1         1         1         1         1         1         0         0         0
  624303    62430         1         1         1         1         1         1         0         0         0
  624303   624301         2         2         2        45        45        45         0         0         0
  624303   624501         1         1         1        25        25        25         0         0         0
  624303   625201         2         2         2        45        45        45         0         0         0
  624401   623403         1         1         1        86        86        86         0         0         0
  624401   624302         1         1         1        55        55        55         0         0         0
  624401   624402         1         1         1        86        86        86         0         0         0
  624401   624601         1         1         1        55        55        55         0         0         0
  624402    62440         1         1         1         1         1         1         0         0         0
  624402   624401         1         1         1        46        46        46         0         0         0
  624402   624501         1         1         1        86        86        86         0         0         0
  624501   624303         1         1         1        45        45        45         0         0         0
  624501   624402         1         1         1        86        86        86         0         0         0
  624501   624502         1         1         1        85        85        85         0         0         0
  624501   625701         1         1         1        86        86        86         0         0         0
  624502    62450         1         1         1         1         1         1         0         0         0
  624502   624501         1         1         1        25        25        25         0         0         0
  624502   624503         1         1         1        25        25        25         0         0         0
  624503   624502         1         1         1        85        85        85         0         0         0
  624503   624601         1         1         1        44        44        44         0         0         0
  624503   625501         1         1         1        85        85        85         0         0         0
  624503   625503         1         1         1        85        85        85         0         0         0
  624601   623501         1         1         1        25        25        25         0         0         0
  624601   623502         1         1         1        85        85        85         0         0         0
  624601   624401         1         1         1        55        55        55         0         0         0
  624601   624503         1         1         1        84        84        84         0         0         0
  624602   623502         1         1         1        85        85        85         0         0         0
  624602   624603         2         2         2        87        87        87         0         0         0
  624602   636901         2         2         2        47        47        47         0         0         0
  624603    62460         1         1         1         1         1         1         0         0         0
  624603   624602         2         2         2        37        37        37         0         0         0
  624603   636801         2         2         2        47        47        47         0         0         0
  624701   622703         2         2         2        56        56        56         0         0         0
  624702   624701         1         1         1        35        35        35         0         0         0
  624702   625104         2         2         2        35        35        35         0         0         0
  624703    62470         1         1         1         1         1         1         0         0         0
  624703   624702         2         2         2        85        85        85         0         0         0
  624703   625201         2         2         2        45        45        45         0         0         0
  624801    62480         1         1         1         1         1         1         0         0         0
  624801   541706         1         1         1        25        25        25         0         0         0
  624801   624802         1         1         1        24        24        24         0         0         0
  624802   623604         1         1         1        45        45        45         0         0         0
  624802   624801         1         1         1        84        84        84         0         0         0
  624802   624803         1         1         1        45        45        45         0         0         0
  624802   624901         1         1         1        83        83        83         0         0         0
  624803   542104         2         2         2        46        46        46         0         0         0
  624803   624802         1         1         1        25        25        25         0         0         0
  624803   624902         2         2         2        36        36        36         0         0         0
  624803   626502         1         1         1        85        85        85         0         0         0
  624901    62490         1         1         1         1         1         1         0         0         0
  624901   624802         1         1         1        23        23        23         0         0         0
  624901   625003         1         1         1        34        34        34         0         0         0
  624902   624803         2         2         2        46        46        46         0         0         0
  624902   625801         1         1         1        85        85        85         0         0         0
  624902   625901         2         2         2        46        46        46         0         0         0
  625001   623702         1         1         1        85        85        85         0         0         0
  625001   623901         2         2         2        46        46        46         0         0         0
  625001   623903         1         1         1        25        25        25         0         0         0
  625001   625003         1         1         1        46        46        46         0         0         0
  625002    62500         1         1         1         1         1         1         0         0         0
  625002   623903         1         1         1        25        25        25         0         0         0
  625002   625004         1         1         1        25        25        25         0         0         0
  625003   624901         1         1         1        84        84        84         0         0         0
  625003   625001         1         1         1        46        46        46         0         0         0
  625003   625901         1         1         1        46        46        46         0         0         0
  625004    62590         1         1         1         1         1         1         0         0         0
  625004   625002         1         1         1        85        85        85         0         0         0
  625004   625112         2         2         2        46        46        46         0         0         0
  625004   625901         2         2         2        46        46        46         0         0         0
  625101   623203         1         1         1        55        55        55         0         0         0
  625101   623903         1         1         1        25        25        25         0         0         0
  625101   625102         1         1         1        25        25        25         0         0         0
  625101   625112         1         1         1        45        45        45         0         0         0
  625102   624101         1         1         1        84        84        84         0         0         0
  625102   624102         1         1         1        85        85        85         0         0         0
  625102   625101         1         1         1        45        45        45         0         0         0
  625102   625107         1         1         1        85        85        85         0         0         0
  625103   625104         1         1         1        45        45        45         0         0         0
  625103   625105         1         1         1        35        35        35         0         0         0
  625104   624103         1         1         1        85        85        85         0         0         0
  625104   624701         2         2         2        86        86        86         0         0         0
  625104   625105         2         2         2        87        87        87         0         0         0
  625104   625202         2         2         2        85        85        85         0         0         0
  625105   625109         2         2         2        87        87        87         0         0         0
  625106   625104         2         2         2        47        47        47         0         0         0
  625106   625202         1         1         1        35        35        35         0         0         0
  625107    62510         1         1         1         1         1         1         0         0         0
  625107   625102         1         1         1        25        25        25         0         0         0
  625107   625113         1         1         1        24        24        24         0         0         0
  625108   625113         2         2         2        86        86        86         0         0         0
  625109   625108         1         1         1        35        35        35         0         0         0
  625109   625110         2         2         2        47        47        47         0         0         0
  625110   625108         2         2         2        86        86        86         0         0         0
  625110   625111         2         2         2        87        87        87         0         0         0
  625110   626002         2         2         2        87        87        87         0         0         0
  625110   626101         2         2         2        86        86        86         0         0         0
  625111   625106         2         2         2        87        87        87         0         0         0
  625112   625004         2         2         2        86        86        86         0         0         0
  625112   625101         1         1         1        45        45        45         0         0         0
  625112   625113         2         2         2        86        86        86         0         0         0
  625112   626004         1         1         1        85        85        85         0         0         0
  625113   625107         1         1         1        84        84        84         0         0         0
  625113   625112         2         2         2        46        46        46         0         0         0
  625113   626001         2         2         2        86        86        86         0         0         0
  625113   626006         1         1         1        25        25        25         0         0         0
  625201   624303         2         2         2        45        45        45         0         0         0
  625201   624703         2         2         2        85        85        85         0         0         0
  625201   625203         1         1         1        85        85        85         0         0         0
  625202   624703         2         2         2        85        85        85         0         0         0
  625203    62520         1         1         1         1         1         1         0         0         0
  625203   625201         1         1         1        45        45        45         0         0         0
  625203   625301         1         1         1        85        85        85         0         0         0
  625204   625110         2         2         2        46        46        46         0         0         0
  625204   625111         1         1         1        35        35        35         0         0         0
  625301   625203         1         1         1        85        85        85         0         0         0
  625301   625302         1         1         1        85        85        85         0         0         0
  625301   625701         1         1         1        25        25        25         0         0         0
  625302    62530         1         1         1         1         1         1         0         0         0
  625302   625301         1         1         1        25        25        25         0         0         0
  625302   625601         1         1         1        85        85        85         0         0         0
  625401   625402         2         2         2        46        46        46         0         0         0
  625401   625503         1         1         1        85        85        85         0         0         0
  625401   625703         2         2         2        86        86        86         0         0         0
  625401   626301         1         1         1        85        85        85         0         0         0
  625402   625401         2         2         2        86        86        86         0         0         0
  625402   625502         2         2         2        87        87        87         0         0         0
  625402   627402         2         2         2        46        46        46         0         0         0
  625402   637901         1         1         1        56        56        56         0         0         0
  625501    62550         1         1         1         1         1         1         0         0         0
  625501   624503         1         1         1        25        25        25         0         0         0
  625501   636801         1         1         1        45        45        45         0         0         0
  625502    63680         1         1         1         1         1         1         0         0         0
  625502   625402         2         2         2        47        47        47         0         0         0
  625502   636801         2         2         2        47        47        47         0         0         0
  625503    62540         1         1         1         1         1         1         0         0         0
  625503   624503         1         1         1        85        85        85         0         0         0
  625503   625401         1         1         1        25        25        25         0         0         0
  625601    62560         1         1         1         1         1         1         0         0         0
  625601   625302         1         1         1        85        85        85         0         0         0
  625601   625602         1         1         1        45        45        45         0         0         0
  625602   625204         2         2         2        86        86        86         0         0         0
