   inode    jnode  @lanesam  @lanesmd  @lanespm    @vdfam    @vdfmd    @vdfpm   @tollam   @tollmd   @tollpm
  261102   261103         2         2         2        35        35        35         0         0         0
  261103   258303         2         2         2        85        85        85         0         0         0
  261103   261102         1         1         1        85        85        85         0         0         0
  261103   261104         2         2         2        35        35        35         0         0         0
  261104   261103         2         2         2        35        35        35         0         0         0
  261104   261109         2         2         2        85        85        85         0         0         0
  261104   280602         1         1         1        35        35        35         0         0         0
  261105   260302         1         1         1        85        85        85         0         0         0
  261105   261101         1         1         1        35        35        35         0         0         0
  261105   261106         1         1         1        25        25        25         0         0         0
  261105   261107         1         1         1        35        35        35         0         0         0
  261106    26110         1         1         1         1         1         1         0         0         0
  261106   261105         1         1         1        25        25        25         0         0         0
  261106   261109         1         1         1        85        85        85         0         0         0
  261107   260303         1         1         1        85        85        85         0         0         0
  261107   261105         1         1         1        85        85        85         0         0         0
  261107   261108         1         1         1        85        85        85         0         0         0
  261107   261601         2         2         2        35        35        35         0         0         0
  261108    26160         1         1         1         1         1         1         0         0         0
  261108   261107         1         1         1        35        35        35         0         0         0
  261108   261111         1         1         1        85        85        85         0         0         0
  261109   261104         2         2         2        35        35        35         0         0         0
  261109   261106         1         1         1        25        25        25         0         0         0
  261109   261110         2         2         2        35        35        35         0         0         0
  261110   261109         2         2         2        85        85        85         0         0         0
  261110   261112         2         2         2        35        35        35         0         0         0
  261110   281701         1         1         1        25        25        25         0         0         0
  261111    26190         1         1         1         1         1         1         0         0         0
  261111   261108         1         1         1        85        85        85         0         0         0
  261111   261112         1         1         1        35        35        35         0         0         0
  261112   261110         2         2         2        35        35        35         0         0         0
  261112   261111         1         1         1        85        85        85         0         0         0
  261112   261901         2         2         2        55        55        55         0         0         0
  261301    26130         1         1         1         1         1         1         0         0         0
  261301   260802         1         1         1        25        25        25         0         0         0
  261301   261303         1         1         1        35        35        35         0         0         0
  261302    26120         1         1         1         1         1         1         0         0         0
  261302   260804         2         2         2        35        35        35         0         0         0
  261302   262901         2         2         2        35        35        35         0         0         0
  261303   261301         1         1         1        85        85        85         0         0         0
  261303   262201         2         2         2        85        85        85         0         0         0
  261303   262204         1         1         1        25        25        25         0         0         0
  261303   262301         2         2         2        35        35        35         0         0         0
  261501   260903         3         2         2        35        45        45         0         0         0
  261501   260904         2         2         3        55        55        45         0         0         0
  261501   261503         1         1         1        85        85        85         0         0         0
  261502    26140         1         1         1         1         1         1         0         0         0
  261502   260903         1         1         1        35        35        35         0         0         0
  261502   262302         1         1         1        34        34        34         0         0         0
  261503    26150         1         1         1         1         1         1         0         0         0
  261503   261501         1         1         1        25        25        25         0         0         0
  261503   261701         1         1         1        25        25        25         0         0         0
  261504   261701         1         1         1        85        85        85         0         0         0
  261504   262302         2         2         2        34        34        34         0         0         0
  261504   262403         2         2         2        85        85        85         0         0         0
  261504   262408         1         1         1        35        35        35         0         0         0
  261601    26100         1         1         1         1         1         1         0         0         0
  261601   261107         2         2         2        35        35        35         0         0         0
  261601   262402         2         2         2        45        45        45         0         0         0
  261701   260904         1         1         1        55        55        55         0         0         0
  261701   261503         1         1         1        25        25        25         0         0         0
  261701   261504         1         1         1        35        35        35         0         0         0
  261801    26180         1         1         1         1         1         1         0         0         0
  261801   261601         2         2         2        35        35        35         0         0         0
  261901   261112         2         2         2        35        35        35         0         0         0
  261901   262407         3         2         2        35        35        35         0         0         0
  261901   283201         2         2         3        85        85        85         0         0         0
  261901   283203         2         2         2        35        35        35         0         0         0
  262101   242303         2         2         2        35        35        35         0         0         0
  262101   260501         2         2         2        35        35        35         0         0         0
  262101   260601         2         2         2        35        35        35         0         0         0
  262101   262103         2         2         2        85        85        85         0         0         0
  262102    26050         1         1         1         1         1         1         0         0         0
  262102   262101         2         2         2        35        35        35         0         0         0
  262103    26200         1         1         1         1         1         1         0         0         0
  262103   262101         2         2         2        35        35        35         0         0         0
  262103   262701         2         2         2        35        35        35         0         0         0
  262201    26220         1         1         1         1         1         1         0         0         0
  262201   261303         2         2         2        35        35        35         0         0         0
  262201   262901         2         2         2        35        35        35         0         0         0
  262202   262203         2         2         2        85        85        85         0         0         0
  262202   262901         2         2         2        35        35        35         0         0         0
  262203   262202         2         2         2        35        35        35         0         0         0
  262203   262204         1         1         1        25        25        25         0         0         0
  262203   263001         2         2         2        85        85        85         0         0         0
  262204   261303         1         1         1        35        35        35         0         0         0
  262204   262203         1         1         1        25        25        25         0         0         0
  262204   262304         1         1         1        85        85        85         0         0         0
  262204   263002         1         1         1        85        85        85         0         0         0
  262301   261303         2         2         2        35        35        35         0         0         0
  262301   262302         2         2         2        35        35        35         0         0         0
  262302   261502         1         1         1        24        24        24         0         0         0
  262302   261504         2         2         2        34        34        34         0         0         0
  262302   262301         2         2         2        35        35        35         0         0         0
  262302   262306         1         1         1        85        85        85         0         0         0
  262304   262204         1         1         1        25        25        25         0         0         0
  262304   262305         1         1         1        85        85        85         0         0         0
  262304   262306         1         1         1        85        85        85         0         0         0
  262305    26310         1         1         1         1         1         1         0         0         0
  262305   262304         1         1         1        85        85        85         0         0         0
  262305   262408         1         1         1        33        33        33         0         0         0
  262306    26230         1         1         1         1         1         1         0         0         0
  262306   262302         1         1         1        35        35        35         0         0         0
  262306   262304         1         1         1        25        25        25         0         0         0
  262401   262402         2         2         2        55        55        55         0         0         0
  262402   260904         3         2         2        45        55        55         0         0         0
  262402   261801         2         2         2        85        85        85         0         0         0
  262402   262404         2         2         2        35        35        35         0         0         0
  262402   262407         2         2         3        45        45        35         0         0         0
  262403    26170         1         1         1         1         1         1         0         0         0
  262403   261504         2         2         2        35        35        35         0         0         0
  262403   262404         2         2         2        35        35        35         0         0         0
  262404   262401         2         2         2        85        85        85         0         0         0
  262404   262403         2         2         2        85        85        85         0         0         0
  262404   262405         1         1         1        85        85        85         0         0         0
  262405   262401         1         1         1        25        25        25         0         0         0
  262405   262404         1         1         1        25        25        25         0         0         0
  262405   262406         1         1         1        85        85        85         0         0         0
  262406    26240         1         1         1         1         1         1         0         0         0
  262406   262405         1         1         1        25        25        25         0         0         0
  262406   263201         1         1         1        25        25        25         0         0         0
  262407   261901         2         2         3        55        55        45         0         0         0
  262407   262402         3         2         2        45        55        55         0         0         0
  262407   262409         1         1         1        25        25        25         0         0         0
  262408   261504         2         2         2        35        35        35         0         0         0
  262408   262305         1         1         1        83        83        83         0         0         0
  262408   263201         1         1         1        85        85        85         0         0         0
  262408   263901         2         2         2        35        35        35         0         0         0
  262409   262407         1         1         1        45        45        45         0         0         0
  262409   262501         1         1         1        25        25        25         0         0         0
  262409   263201         1         1         1        85        85        85         0         0         0
  262409   263202         1         1         1        85        85        85         0         0         0
  262501    26250         1         1         1         1         1         1         0         0         0
  262501   262409         1         1         1        25        25        25         0         0         0
  262501   283203         1         1         1        25        25        25         0         0         0
  262601    26260         1         1         1         1         1         1         0         0         0
  262601   242501         1         1         1        35        35        35         0         0         0
  262601   262602         1         1         1        85        85        85         0         0         0
  262602    26340         1         1         1         1         1         1         0         0         0
  262602   262601         1         1         1        85        85        85         0         0         0
  262602   262701         1         1         1        35        35        35         0         0         0
  262701   262103         2         2         2        85        85        85         0         0         0
  262701   262602         1         1         1        85        85        85         0         0         0
  262701   262702         1         1         1        85        85        85         0         0         0
  262701   264201         2         2         2        85        85        85         0         0         0
  262702    26270         1         1         1         1         1         1         0         0         0
  262702   262701         1         1         1        35        35        35         0         0         0
  262702   263501         1         1         1        35        35        35         0         0         0
  262801    26210         1         1         1         1         1         1         0         0         0
  262801    26280         1         1         1         1         1         1         0         0         0
  262801   260601         3         2         3        35        45        35         0         0         0
  262801   263501         3         2         3        35        35        35         0         0         0
  262901   260601         2         2         2        35        35        35         0         0         0
  262901   261302         2         2         2        35        35        35         0         0         0
  262901   262201         2         2         2        85        85        85         0         0         0
  262901   262202         2         2         2        35        35        35         0         0         0
  263001    26290         1         1         1         1         1         1         0         0         0
  263001   262203         2         2         2        85        85        85         0         0         0
  263001   263801         2         2         2        35        35        35         0         0         0
  263002    26300         1         1         1         1         1         1         0         0         0
  263002   262204         1         1         1        25        25        25         0         0         0
  263002   263802         1         1         1        35        35        35         0         0         0
  263201   262406         1         1         1        85        85        85         0         0         0
  263201   262408         1         1         1        35        35        35         0         0         0
  263201   262409         1         1         1        25        25        25         0         0         0
  263202    26320         1         1         1         1         1         1         0         0         0
  263202   262409         1         1         1        25        25        25         0         0         0
  263202   264301         1         1         1        35        35        35         0         0         0
  263301   264302         2         2         2        35        35        35         0         0         0
  263301   265302         2         2         2        35        35        35         0         0         0
  263301   283206         2         2         2        85        85        85         0         0         0
  263301   283209         2         2         2        35        35        35         0         0         0
  263401   242501         2         2         2        35        35        35         0         0         0
  263401   264401         2         2         2        35        35        35         0         0         0
  263501   262702         1         1         1        85        85        85         0         0         0
  263501   262801         3         2         3        85        85        85         0         0         0
  263501   263601         3         2         3        85        85        85         0         0         0
  263501   263801         1         1         1        35        35        35         0         0         0
  263601    26350         1         1         1         1         1         1         0         0         0
  263601   263501         3         2         3        35        45        35         0         0         0
  263601   263602         3         3         3        85        85        85         0         0         0
  263602    26360         1         1         1         1         1         1         0         0         0
  263602   263601         3         3         3        85        85        85         0         0         0
  263602   263603         3         3         3        35        35        35         0         0         0
  263603   263602         3         3         3        85        85        85         0         0         0
  263603   263701         1         1         1        35        35        35         0         0         0
  263603   264203         1         1         1        85        85        85         0         0         0
  263603   264601         3         3         3        85        85        85         0         0         0
  263701   263603         1         1         1        35        35        35         0         0         0
  263701   263702         2         2         2        85        85        85         0         0         0
  263701   264801         2         2         2        85        85        85         0         0         0
  263702    26480         1         1         1         1         1         1         0         0         0
  263702   263701         1         1         1        35        35        35         0         0         0
  263702   263804         2         2         2        35        35        35         0         0         0
  263801   263001         2         2         2        85        85        85         0         0         0
  263801   263501         1         1         1        35        35        35         0         0         0
  263801   263802         1         1         1        35        35        35         0         0         0
  263801   263803         2         2         2        85        85        85         0         0         0
  263802   263002         1         1         1        85        85        85         0         0         0
  263802   263801         1         1         1        35        35        35         0         0         0
  263802   263901         1         1         1        34        34        34         0         0         0
  263802   265101         1         1         1        35        35        35         0         0         0
  263803    26370         1         1         1         1         1         1         0         0         0
  263803   263801         2         2         2        35        35        35         0         0         0
  263803   263804         2         2         2        35        35        35         0         0         0
  263804   263702         1         1         1        85        85        85         0         0         0
  263804   263803         2         2         2        85        85        85         0         0         0
  263804   263805         1         1         1        85        85        85         0         0         0
  263804   265601         1         1         1        35        35        35         0         0         0
  263805    26490         1         1         1         1         1         1         0         0         0
  263805   263804         1         1         1        35        35        35         0         0         0
  263805   264901         1         1         1        85        85        85         0         0         0
  263901   262408         2         2         2        35        35        35         0         0         0
  263901   263802         1         1         1        34        34        34         0         0         0
  263901   264001         1         1         1        85        85        85         0         0         0
  263901   264301         2         2         2        35        35        35         0         0         0
  263902    26390         1         1         1         1         1         1         0         0         0
  263902   264002         1         1         1        35        35        35         0         0         0
  263902   265101         1         1         1        35        35        35         0         0         0
  264001    26400         1         1         1         1         1         1         0         0         0
  264001   263901         2         2         2        35        35        35         0         0         0
  264001   264002         1         1         1        35        35        35         0         0         0
  264002   263902         1         1         1        85        85        85         0         0         0
  264002   264001         2         2         2        85        85        85         0         0         0
  264002   264303         1         1         1        25        25        25         0         0         0
  264002   265102         1         1         1        85        85        85         0         0         0
  264201    26410         1         1         1         1         1         1         0         0         0
  264201   262701         2         2         2        35        35        35         0         0         0
  264201   264202         2         2         2        35        35        35         0         0         0
  264202   264201         2         2         2        85        85        85         0         0         0
  264202   264402         1         1         1        85        85        85         0         0         0
  264202   264501         1         1         1        85        85        85         0         0         0
  264202   265501         2         2         2        35        35        35         0         0         0
  264203    26420         1         1         1         1         1         1         0         0         0
  264203   263603         1         1         1        35        35        35         0         0         0
  264203   264501         1         1         1        85        85        85         0         0         0
  264301   263202         1         1         1        85        85        85         0         0         0
  264301   263901         2         2         2        35        35        35         0         0         0
  264301   264302         2         2         2        35        35        35         0         0         0
  264301   264303         1         1         1        25        25        25         0         0         0
  264302   263301         2         2         2        35        35        35         0         0         0
  264302   264301         2         2         2        35        35        35         0         0         0
  264303   264002         1         1         1        35        35        35         0         0         0
  264303   264301         1         1         1        35        35        35         0         0         0
  264303   265201         1         1         1        83        83        83         0         0         0
  264304   265301         1         1         1        83        83        83         0         0         0
  264304   265302         1         1         1        35        35        35         0         0         0
  264304   265303         1         1         1        85        85        85         0         0         0
  264401   263401         2         2         2        85        85        85         0         0         0
  264401   264402         1         1         1        85        85        85         0         0         0
  264401   264403         2         2         2        85        85        85         0         0         0
  264402    26440         1         1         1         1         1         1         0         0         0
  264402   264202         1         1         1        35        35        35         0         0         0
  264402   264401         1         1         1        35        35        35         0         0         0
  264403   243801         1         1         1        84        84        84         0         0         0
  264403   244604         2         2         2        35        35        35         0         0         0
  264403   264401         2         2         2        35        35        35         0         0         0
  264501    26450         1         1         1         1         1         1         0         0         0
  264501   264202         1         1         1        35        35        35         0         0         0
  264501   264203         1         1         1        85        85        85         0         0         0
  264601    26460         1         1         1         1         1         1         0         0         0
  264601   263603         3         3         3        35        35        35         0         0         0
  264601   264602         3         3         3        85        85        85         0         0         0
  264602   264604         1         1         1        85        85        85         0         0         0
  264602   265511         3         3         3        86        86        86         0         0         0
  264603   265502         3         3         3        35        35        35         0         0         0
  264604   264603         1         1         1        85        85        85         0         0         0
  264604   264701         1         1         1        85        85        85         0         0         0
  264701   264601         3         3         3        85        85        85         0         0         0
  264801    26470         1         1         1         1         1         1         0         0         0
  264801   263701         1         1         1        35        35        35         0         0         0
  264801   265509         1         1         1        35        35        35         0         0         0
  264901    26380         1         1         1         1         1         1         0         0         0
  264901   263805         1         1         1        85        85        85         0         0         0
  264901   265101         1         1         1        35        35        35         0         0         0
  265101   263802         1         1         1        35        35        35         0         0         0
  265101   263902         1         1         1        85        85        85         0         0         0
  265101   264901         1         1         1        85        85        85         0         0         0
  265101   265103         1         1         1        85        85        85         0         0         0
  265102    26510         1         1         1         1         1         1         0         0         0
  265102   264002         2         2         2        35        35        35         0         0         0
  265102   265202         1         1         1        85        85        85         0         0         0
  265102   265803         1         1         1        35        35        35         0         0         0
  265103    26570         1         1         1         1         1         1         0         0         0
  265103   265101         1         1         1        35        35        35         0         0         0
  265103   265604         1         1         1        35        35        35         0         0         0
  265201   264303         1         1         1        23        23        23         0         0         0
  265201   265203         1         1         1        83        83        83         0         0         0
  265201   265301         1         1         1        85        85        85         0         0         0
  265202    26520         1         1         1         1         1         1         0         0         0
  265202   265102         1         1         1        25        25        25         0         0         0
  265202   265203         1         1         1        23        23        23         0         0         0
  265203   265201         1         1         1        83        83        83         0         0         0
  265203   265202         1         1         1        23        23        23         0         0         0
  265203   265305         1         1         1        83        83        83         0         0         0
  265204   265306         1         1         1        85        85        85         0         0         0
  265204   265901         1         1         1        35        35        35         0         0         0
  265204   285903         1         1         1        84        84        84         0         0         0
  265301    26430         1         1         1         1         1         1         0         0         0
  265301   264304         1         1         1        83        83        83         0         0         0
  265301   265201         1         1         1        25        25        25         0         0         0
  265302   263301         2         2         2        35        35        35         0         0         0
  265302   264304         1         1         1        25        25        25         0         0         0
  265302   265304         2         2         2        35        35        35         0         0         0
  265303   264304         1         1         1        85        85        85         0         0         0
  265303   265304         1         1         1        35        35        35         0         0         0
  265303   265306         1         1         1        85        85        85         0         0         0
  265304   265302         2         2         2        35        35        35         0         0         0
  265304   265303         1         1         1        25        25        25         0         0         0
  265304   265904         2         2         2        85        85        85         0         0         0
  265304   285901         1         1         1        85        85        85         0         0         0
  265305    26530         1         1         1         1         1         1         0         0         0
  265305   265203         1         1         1        83        83        83         0         0         0
  265305   265306         1         1         1        24        24        24         0         0         0
  265306   265204         1         1         1        35        35        35         0         0         0
  265306   265303         1         1         1        85        85        85         0         0         0
  265306   265305         1         1         1        84        84        84         0         0         0
  265401    26500         1         1         1         1         1         1         0         0         0
  265401   265402         2         2         2        35        35        35         0         0         0
  265401   265501         2         2         2        35        35        35         0         0         0
  265402   244604         2         2         2        35        35        35         0         0         0
  265402   265401         2         2         2        85        85        85         0         0         0
  265403    26540         1         1         1         1         1         1         0         0         0
  265403   265404         1         1         1        25        25        25         0         0         0
  265403   265516         1         1         1        25        25        25         0         0         0
  265404    24460         1         1         1         1         1         1         0         0         0
  265404   244604         1         1         1        35        35        35         0         0         0
  265404   244606         1         1         1        85        85        85         0         0         0
  265404   265403         1         1         1        85        85        85         0         0         0
  265501   264202         2         2         2        35        35        35         0         0         0
  265501   265401         2         2         2        85        85        85         0         0         0
  265501   265502         3         3         3        35        35        35         0         0         0
  265501   265516         1         1         1        25        25        25         0         0         0
  265502   265501         3         3         3        35        35        35         0         0         0
  265502   265503         3         3         3        85        85        85         0         0         0
  265503   265504         3         3         3        35        35        35         0         0         0
  265503   265510         1         1         1        85        85        85         0         0         0
  265504   264603         3         3         3        85        85        85         0         0         0
  265504   265505         3         3         3        85        85        85         0         0         0
  265504   265510         2         2         2        85        85        85         0         0         0
  265505   265506         3         3         3        85        85        85         0         0         0
  265506   265507         3         3         3        35        35        35         0         0         0
  265506   265512         1         1         1        85        85        85         0         0         0
  265507   265504         3         3         3        55        55        55         0         0         0
  265507   265508         3         3         3        85        85        85         0         0         0
  265508   265509         3         3         3        45        45        45         0         0         0
  265509   264801         1         1         1        85        85        85         0         0         0
  265509   265507         3         3         3        35        35        35         0         0         0
  265509   265601         3         3         3        45        45        45         0         0         0
  265510   265513         1         1         1        86        86        86         0         0         0
  265511   265505         1         1         1        85        85        85         0         0         0
  265511   265513         2         2         2        86        86        86         0         0         0
  265512   264701         3         3         3        86        86        86         0         0         0
  265513   510101         3         3         3        86        86        86         0         0         0
  265514   265512         3         3         3        86        86        86         0         0         0
  265514   265515         2         2         2        86        86        86         0         0         0
  265515   265507         2         2         2        35        35        35         0         0         0
  265515   265508         1         1         1        85        85        85         0         0         0
  265516   265403         1         1         1        85        85        85         0         0         0
  265516   265501         1         1         1        35        35        35         0         0         0
  265516   265517         1         1         1        85        85        85         0         0         0
  265517    26550         1         1         1         1         1         1         0         0         0
  265517   265516         1         1         1        25        25        25         0         0         0
  265517   265603         1         1         1        24        24        24         0         0         0
  265601   263804         1         1         1        35        35        35         0         0         0
  265601   265509         3         3         3        35        35        35         0         0         0
  265601   265602         2         2         2        85        85        85         0         0         0
  265601   265603         1         1         1        85        85        85         0         0         0
  265602    26560         1         1         1         1         1         1         0         0         0
  265602   265601         2         2         2        35        35        35         0         0         0
  265602   265604         2         2         2        35        35        35         0         0         0
  265603   265517         1         1         1        84        84        84         0         0         0
  265603   265601         1         1         1        35        35        35         0         0         0
  265603   265604         1         1         1        33        33        33         0         0         0
  265604   265103         1         1         1        85        85        85         0         0         0
  265604   265602         2         2         2        85        85        85         0         0         0
  265604   265603         1         1         1        23        23        23         0         0         0
  265604   265802         2         2         2        35        35        35         0         0         0
  265801    26580         1         1         1         1         1         1         0         0         0
  265801   265802         1         1         1        35        35        35         0         0         0
  265801   265804         1         1         1        24        24        24         0         0         0
  265802   265604         2         2         2        35        35        35         0         0         0
  265802   265801         1         1         1        85        85        85         0         0         0
  265802   265803         2         2         2        35        35        35         0         0         0
  265803   265102         1         1         1        85        85        85         0         0         0
  265803   265802         2         2         2        35        35        35         0         0         0
  265803   265804         1         1         1        85        85        85         0         0         0
  265803   265901         2         2         2        35        35        35         0         0         0
  265804   265801         1         1         1        84        84        84         0         0         0
  265804   265803         1         1         1        35        35        35         0         0         0
  265804   266001         1         1         1        85        85        85         0         0         0
  265901   265204         1         1         1        35        35        35         0         0         0
  265901   265803         2         2         2        35        35        35         0         0         0
  265901   265902         3         3         3        85        85        85         0         0         0
  265902    26590         1         1         1         1         1         1         0         0         0
  265902   265905         3         3         3        35        35        35         0         0         0
  265903   265901         3         3         3        35        35        35         0         0         0
  265904   265903         1         1         1        85        85        85         0         0         0
  265904   265905         2         2         2        35        35        35         0         0         0
  265905   265304         3         3         3        35        35        35         0         0         0
  265905   265903         3         3         3        85        85        85         0         0         0
  265905   286702         2         2         2        35        35        35         0         0         0
  265905   287003         2         2         2        85        85        85         0         0         0
  266001    26600         1         1         1         1         1         1         0         0         0
  266001   265804         1         1         1        25        25        25         0         0         0
  266001   287003         1         1         1        25        25        25         0         0         0
  270101    27010         1         1         1         1         1         1         0         0         0
  270101   270102         1         1         1        23        23        23         0         0         0
  270101   270301         1         1         1        23        23        23         0         0         0
  270102   270101         1         1         1        83        83        83         0         0         0
  270102   270201         1         1         1        25        25        25         0         0         0
  270102   270202         1         1         1        25        25        25         0         0         0
  270102   270803         1         1         1        24        24        24         0         0         0
  270201    27020         1         1         1         1         1         1         0         0         0
  270201   250802         1         1         1        24        24        24         0         0         0
  270201   270102         1         1         1        85        85        85         0         0         0
  270201   270701         1         1         1        25        25        25         0         0         0
