    line   @hdwyam   @hdwymd   @hdwypm
'134W1P'         0         0        30
'135E1A'         6         0         0
'135E1M'         0         7         0
'135E1P'         0         0         6
'135W1A'         6         0         0
'135W1P'         0         0         6
'135W2M'         0         8         0
'136E1A'        20         0         0
'136E1M'         0        30         0
'136E1P'         0         0        20
'136W1A'        20         0         0
'136W1M'         0        30         0
'136W1P'         0         0        20
'144N1A'        10         0         0
'144N1M'         0         4         0
'144N1P'         0         0         8
'144S1A'        15         0         0
'144S1M'         0         8         0
'144S1P'         0         0         4
'145N1A'         5         0         0
'145N1M'         0         4         0
'145N1P'         0         0         8
'145S1A'        12         0         0
'145S1M'         0         8         0
'145S1P'         0         0         4
'152E2A'        15         0         0
'152E2M'         0        30         0
'152E2P'         0         0        15
'152W2A'        15         0         0
'152W2M'         0        30         0
'152W2P'         0         0        15
'159E1A'        20         0         0
'159E1M'         0        30         0
'159E1P'         0         0        20
'159W1A'        20         0         0
'159W1M'         0        30         0
'159W1P'         0         0        20
'160E1A'        30         0         0
'160E1M'         0        30         0
'160E1P'         0         0        30
'160W1A'        30         0         0
'160W1M'         0        30         0
'160W1P'         0         0        30
'160W2A'        30         0         0
'169E1A'        30         0         0
'169E1M'         0        30         0
'169E1P'         0         0        30
'169W1A'        30         0         0
'169W1M'         0        30         0
'169W1P'         0         0        30
'210N1A'        12         0         0
'210N1M'         0        30         0
'210N1P'         0         0        12
'210S1A'        10         0         0
'210S1M'         0        20         0
'210S1P'         0         0        12
'211E1A'        30         0         0
'211E1P'         0         0        12
'211E2A'        30         0         0
'211E2P'         0         0        12
'211E3M'         0        30         0
'211W1A'        15         0         0
'211W1M'         0        30         0
'211W1P'         0         0        30
'212E1A'        30         0         0
'212E1M'         0        30         0
'212E1P'         0         0        30
'212W1A'        30         0         0
'212W1M'         0        30         0
'212W1P'         0         0        30
'214E1A'        20         0         0
'214E1M'         0        30         0
'214E1P'         0         0        20
'214W1A'        20         0         0
'214W1M'         0        30         0
'214W1P'         0         0        20
'227N1A'        30         0         0
'227N1M'         0        30         0
'227N1P'         0         0        30
'227S1A'        30         0         0
'227S1M'         0        30         0
'227S1P'         0         0        30
'228N1A'        15         0         0
'228N1M'         0        30         0
'228N1P'         0         0        12
'228S1A'        15         0         0
'228S1M'         0        30         0
'228S1P'         0         0        15
'229E2A'        15         0         0
'229E2M'         0        15         0
'229E2P'         0         0        12
'229W1A'        12         0         0
'229W1M'         0        15         0
'229W1P'         0         0        15
'230M1A'        20         0         0
'230M1M'         0        30         0
'230M1P'         0         0        10
'231W1A'        30         0         0
'231W1P'         0         0        30
'232E1A'        15         0         0
'232E1M'         0        30         0
'232E1P'         0         0        15
'232W1A'        15         0         0
'232W1M'         0        30         0
'232W1P'         0         0        20
'236N1A'        20         0         0
'236N1M'         0        15         0
'236N1P'         0         0        15
'236S1A'        30         0         0
'236S1M'         0        15         0
'236S1P'         0         0        12
'239E1A'        10         0         0
'239E1M'         0        10         0
'239E1P'         0         0         9
'239W1A'         9         0         0
'239W1M'         0         9         0
'239W1P'         0         0         8
'240E1A'        12         0         0
'240E1M'         0        15         0
'240E1P'         0         0         9
'240W1A'         7         0         0
'240W1M'         0        12         0
'240W1P'         0         0         9
'241N1P'         0         0        12
'241S1A'         8         0         0
'246E1A'         8         0         0
'246E1M'         0        30         0
'246E1P'         0         0         7
'246W1A'         8         0         0
'246W1M'         0        30         0
'246W1P'         0         0         9
'247N1P'         0         0        30
'247S1A'        20         0         0
'250E1A'        12         0         0
'250E1M'         0        15         0
'250E1P'         0         0        15
'250W1A'        12         0         0
'250W1M'         0        15         0
'250W1P'         0         0        10
'251E1A'        15         0         0
'251E1M'         0        60         0
'251E1P'         0         0        30
'251W1A'        30         0         0
'251W1M'         0        60         0
'251W1P'         0         0        30
'252E1A'        30         0         0
'252E1M'         0        60         0
'252E1P'         0         0        20
'252W1A'        30         0         0
'252W1M'         0        60         0
'252W1P'         0         0        30
'253E1A'        30         0         0
'253E1P'         0         0        30
'253E2M'         0        60         0
'253W1A'        20         0         0
'253W1M'         0        60         0
'253W1P'         0         0        20
'254M1A'        30         0         0
'254M1M'         0        60         0
'254M1P'         0         0        30
'255E1A'        20         0         0
'255E1M'         0        20         0
'255E1P'         0         0        12
'255W1A'        30         0         0
'255W1M'         0        20         0
'255W1P'         0         0        15
'256N1A'        60         0         0
'256N1M'         0        60         0
'256N1P'         0         0        60
'256S1A'        60         0         0
'256S1M'         0        60         0
'256S1P'         0         0        60
'257E1A'        30         0         0
'257E1M'         0        15         0
'257E1P'         0         0        15
'257W1A'        30         0         0
'257W1M'         0        20         0
'257W1P'         0         0        12
'258N1P'         0         0        60
'258S1A'        20         0         0
'259N1A'        60         0         0
'259N1P'         0         0        60
'259S1A'        60         0         0
'259S1P'         0         0        60
'301E1A'        20         0         0
'301E1M'         0        30         0
'301E1P'         0         0        15
'301W1A'        15         0         0
'301W1M'         0        30         0
'301W1P'         0         0        20
'311N1A'        20         0         0
'311S1P'         0         0        15
'312N1A'        20         0         0
'312N1M'         0        30         0
'312N1P'         0         0        20
'312S1A'        20         0         0
'312S1M'         0        30         0
'312S1P'         0         0        20
'314E2A'        30         0         0
'314E2M'         0        60         0
'314E2P'         0         0        30
'314W1A'        30         0         0
'314W1M'         0        60         0
'314W1P'         0         0        30
'316N1A'        30         0         0
'316N1M'         0        30         0
'316N1P'         0         0        30
'316S1A'        30         0         0
'316S1M'         0        30         0
'316S1P'         0         0        30
'319N1A'         6         0         0
'319N1M'         0         8         0
'319N1P'         0         0         8
'319S1A'         8         0         0
'319S1M'         0         8         0
'319S1P'         0         0         6
'320E1A'        15         0         0
'320E1M'         0        15         0
'320E1P'         0         0        12
'320W1A'        12         0         0
'320W1M'         0        15         0
'320W1P'         0         0        15
'321N2A'        12         0         0
'321N2M'         0        15         0
'321N2P'         0         0        15
'321S2A'        15         0         0
'321S2M'         0        15         0
'321S2P'         0         0        12
'323N1A'        15         0         0
'323N1M'         0        15         0
'323N1P'         0         0        15
'323S1A'        15         0         0
'323S1M'         0        20         0
'323S1P'         0         0        12
'324N1A'        15         0         0
'324N1M'         0        30         0
'324N1P'         0         0        20
'324S1A'        15         0         0
'324S1M'         0        30         0
'324S1P'         0         0        12
'325N1A'        15         0         0
'325N1M'         0        20         0
'325N1P'         0         0        20
'325S1A'        15         0         0
'325S1M'         0        20         0
'325S1P'         0         0        12
'326E1A'        30         0         0
'326E1M'         0        60         0
'326E1P'         0         0        20
'326W1A'        20         0         0
'326W1M'         0        60         0
'326W1P'         0         0        30
'329N3M'         0        60         0
'329S1A'        60         0         0
'329S1P'         0         0        30
'329S3M'         0        60         0
'332E1A'        30         0         0
'332E1M'         0        30         0
'332E1P'         0         0        10
'332W1A'        15         0         0
'332W1M'         0        60         0
'332W1P'         0         0        30
'335E2A'        20         0         0
'335E2M'         0        20         0
'335E2P'         0         0        12
'335W1A'        12         0         0
'335W1M'         0        20         0
'335W1P'         0         0        20
'337E1A'        15         0         0
'337E1M'         0        15         0
'337E1P'         0         0        12
'337W1A'         9         0         0
'337W1M'         0        15         0
'337W1P'         0         0        15
'340E1A'        15         0         0
'340E1M'         0        20         0
'340E1P'         0         0        12
'340W1A'        12         0         0
'340W1M'         0        20         0
'340W1P'         0         0        15
'341N1A'        20         0         0
'341N1M'         0        20         0
'341N1P'         0         0        20
'341S1A'        20         0         0
'341S1M'         0        30         0
'341S1P'         0         0        20
'345N1A'        15         0         0
'345N1M'         0        30         0
'345N1P'         0         0        30
'345S1A'        30         0         0
'345S1M'         0        30         0
'345S1P'         0         0        20
'351N1A'         9         0         0
'351N1M'         0        15         0
'351N1P'         0         0        15
'351S1A'        15         0         0
'351S1M'         0        15         0
'351S1P'         0         0         9
'352N1A'         9         0         0
'352S1P'         0         0        15
'354N1A'        15         0         0
'354S1P'         0         0        12
'364E1A'        30         0         0
'364E1M'         0        30         0
'364E1P'         0         0        30
'364W1A'        30         0         0
'364W1M'         0        30         0
'364W1P'         0         0        30
'375N1A'        30         0         0
'375N1M'         0        30         0
'375N1P'         0         0        30
'375S1A'        30         0         0
'375S1M'         0        30         0
'375S1P'         0         0        30
'388E1A'        30         0         0
'388E1P'         0         0        20
'388W1A'        30         0         0
'388W1M'         0        60         0
'388W1P'         0         0        30
'391N1A'        30         0         0
'391S1P'         0         0        60
'393N1A'        30         0         0
'393S1P'         0         0        20
'394N1A'        30         0         0
'394N1P'         0         0        30
'394S1A'        60         0         0
'394S1P'         0         0        30
'395E1P'         0         0        30
'395W1A'        15         0         0
'401E1A'         9         0         0
'401E1M'         0        10         0
'401E1P'         0         0         9
'401W1A'         8         0         0
'401W1M'         0        12         0
'401W1P'         0         0         8
'402N1A'        10         0         0
'402N1M'         0        20         0
'402N1P'         0         0        10
'402S1A'        10         0         0
'402S1M'         0        20         0
'402S1P'         0         0        10
'403N1A'         8         0         0
'403N1M'         0        15         0
'403N1P'         0         0        15
'403S1A'        20         0         0
'403S1M'         0        15         0
'403S1P'         0         0        10
'404E1A'        20         0         0
'404E1M'         0        30         0
'404E1P'         0         0        20
'404W1A'        20         0         0
'404W1M'         0        30         0
'404W1P'         0         0        20
'405N1A'        30         0         0
'405N1M'         0        30         0
'405N1P'         0         0        30
'405S1A'        30         0         0
'405S1M'         0        30         0
'405S1P'         0         0        30
'407N1A'        15         0         0
'407N1M'         0        30         0
'407N1P'         0         0        15
'407S1A'        15         0         0
'407S1M'         0        30         0
'407S1P'         0         0        12
'410E1A'         6         0         0
'410E1M'         0         9         0
'410E1P'         0         0         6
'410W2A'         6         0         0
'410W2M'         0         8         0
'410W2P'         0         0         6
'430E1A'        20         0         0
'430E1M'         0        30         0
'430E1P'         0         0        15
'430W1A'        15         0         0
'430W1M'         0        30         0
'430W1P'         0         0        15
'480E1A'        30         0         0
'480E1M'         0        15         0
'480E1P'         0         0         9
'480W1A'        10         0         0
'480W1M'         0        12         0
'480W1P'         0         0        15
'501N1A'        20         0         0
'501N1M'         0        15         0
'501N1P'         0         0         9
'501S1A'         9         0         0
'501S1M'         0        20         0
'501S1P'         0         0        20
'502E1A'        10         0         0
'502E1M'         0        10         0
'502E1P'         0         0         5
'502E2P'         0         0         5
'502W1A'         5         0         0
'502W1M'         0        10         0
'502W1P'         0         0        10
'502W2A'        30         0         0
'502W2P'         0         0        10
'503E1A'        30         0         0
'503E1M'         0        30         0
'503E1P'         0         0        30
'503W1A'        30         0         0
'503W1M'         0        30         0
'503W1P'         0         0        30
'509E1P'         0         0        20
'509W1A'        12         0         0
'531E1A'        30         0         0
'531E1M'         0        30         0
'531E1P'         0         0        30
'531W1A'        30         0         0
'531W1M'         0        30         0
'531W1P'         0         0        30
'590N1A'        10         0         0
'590S1P'         0         0        20
'595N1A'        30         0         0
'595N1M'         0        30         0
'595N1P'         0         0        30
'595S1A'        30         0         0
'595S1M'         0        30         0
'595S1P'         0         0        20
'601N1A'        10         0         0
'601N1M'         0        20         0
'601N1P'         0         0        15
'601S1A'        15         0         0
'601S1M'         0        30         0
'601S1P'         0         0        15
'602N1A'        30         0         0
'602S1P'         0         0        30
'603N1A'        30         0         0
'603N1P'         0         0        30
'604N1A'        30         0         0
'604N1P'         0         0        30
'608M1A'        20         0         0
'609E1A'        60         0         0
'609E1M'         0        60         0
'609E1P'         0         0        60
'609W1A'        60         0         0
'609W1M'         0        60         0
'609W1P'         0         0        60
'620N1A'        60         0         0
'620N1M'         0        30         0
'620N1P'         0         0        30
'620S1A'        60         0         0
'620S1M'         0        30         0
'620S1P'         0         0        30
'640N1A'        20         0         0
'640N1M'         0        30         0
'640N1P'         0         0        20
'640S1A'        20         0         0
'640S1M'         0        30         0
'640S1P'         0         0        30
'701E1A'        12         0         0
'701E1M'         0        12         0
'701E1P'         0         0         9
'701W3A'        10         0         0
'701W3M'         0        10         0
'701W3P'         0         0         9
'9900NA'        15         0         0
'9900NM'         0        15         0
'9900NP'         0         0        15
'9900SA'        15         0         0
'9900SM'         0        15         0
'9900SP'         0         0        15
'9903EP'         0         0        20
'9903WA'        20         0         0
'9910NA'         5         0         0
'9910NM'         0         7         0
'9910NP'         0         0         5
'9910SA'         5         0         0
'9910SM'         0         7         0
'9910SP'         0         0         5
'9911NA'         5         0         0
'9911NM'         0         7         0
'9911NP'         0         0         5
'9911SA'         5         0         0
'9911SM'         0         7         0
'9911SP'         0         0         5
'9920EA'       2.3         0         0
'9920EM'         0         6         0
'9920EP'         0         0       2.3
'9920WA'       2.3         0         0
'9920WM'         0         6         0
'9920WP'         0         0       2.3
'9921EA'       4.5         0         0
'9921EM'         0         6         0
'9921EP'         0         0       4.5
'9921WA'       4.5         0         0
'9921WM'         0         6         0
'9921WP'         0         0       4.5
'9922EA'         3         0         0
'9922EM'         0         6         0
'9922EP'         0         0         3
'9922WA'         3         0         0
'9922WM'         0         6         0
'9922WP'         0         0         3
'c01E1A'        30         0         0
'c01E1M'         0        30         0
'c01E1P'         0         0        30
'c01W1A'        30         0         0
'c01W1M'         0        30         0
'c01W1P'         0         0        30
'c02N1A'        30         0         0
'c02N1M'         0        30         0
'c02N1P'         0         0        30
'c02S1A'        30         0         0
'c02S1M'         0        30         0
'c02S1P'         0         0        30
'c03E1A'        15         0         0
'c03E1M'         0        30         0
'c03E1P'         0         0        10
'c03W1A'         8         0         0
'c03W1M'         0        30         0
'c03W1P'         0         0        15
'c04E1A'        30         0         0
'c04E1M'         0        30         0
'c04E1P'         0         0        30
'c04W1A'        30         0         0
'c04W1M'         0        30         0
'c04W1P'         0         0        30
'c05E1A'        30         0         0
'c05E1M'         0        30         0
'c05E1P'         0         0        20
'c05W1A'        15         0         0
'c05W1M'         0        30         0
'c05W1P'         0         0        30
'c06M1A'        30         0         0
'c06M1M'         0        30         0
'c06M1P'         0         0        30
'c07E1A'        30         0         0
'c07E1M'         0        30         0
'c07E1P'         0         0        12
'c07W1A'        15         0         0
'c07W1M'         0        30         0
'c07W1P'         0         0        30
'c08E1A'         9         0         0
'c08E1M'         0        15         0
'c08E1P'         0         0        10
'c08W1A'        10         0         0
'c08W1M'         0        15         0
'c08W1P'         0         0        10
'c09N1A'        30         0         0
'c09N1M'         0        30         0
'c09N1P'         0         0        30
'c09S1A'        30         0         0
'c09S1M'         0        30         0
'c09S1P'         0         0        30
'c12N1A'        60         0         0
'c12N1M'         0        60         0
'c12N1P'         0         0        60
'c12S1A'        30         0         0
'c12S1M'         0        60         0
'c12S1P'         0         0        60
'c15E1A'        20         0         0
'c15E1M'         0        30         0
'c15E1P'         0         0        12
'c15W1A'        15         0         0
'c15W1M'         0        30         0
'c15W1P'         0         0        15
'c20E1A'        20         0         0
'c20E1M'         0        20         0
'c20E1P'         0         0        15
'c21E1A'        10         0         0
'c21E1M'         0        10         0
'c21E1P'         0         0         6
'c21W1A'         7         0         0
'c21W1M'         0        10         0
'c21W1P'         0         0         9
'c23E1A'         7         0         0
'c23E1M'         0        10         0
'c23E1P'         0         0         9
'c23W1A'        10         0         0
'c23W1M'         0        10         0
'c23W1P'         0         0         5
'c24N1A'        15         0         0
'c24N1M'         0        30         0
'c24N1P'         0         0        10
'c24S1A'        10         0         0
'c24S1M'         0        20         0
'c24S1P'         0         0        15
'c25N1A'        15         0         0
'c25N1M'         0        30         0
'c25N1P'         0         0        15
'c25S1A'        15         0         0
'c25S1M'         0        30         0
'c25S1P'         0         0        15
'c26N2A'        30         0         0
'c26N2M'         0        60         0
'c26N2P'         0         0        30
'c26S1A'        30         0         0
'c26S1M'         0        60         0
'c26S1P'         0         0        30
'c27E1A'        30         0         0
'c27E1M'         0        30         0
'c27E1P'         0         0        30
'c27W1A'        30         0         0
'c27W1M'         0        30         0
'c27W1P'         0         0        30
'c28E1A'        15         0         0
'c28E1M'         0        30         0
'c28E1P'         0         0        15
'c28W1A'        15         0         0
'c28W1M'         0        30         0
'c28W1P'         0         0        15
'c29M1A'        20         0         0
'c29M1M'         0        30         0
'c29M1P'         0         0        20
'c30N1A'        30         0         0
'c30N1M'         0        30         0
'c30N1P'         0         0        30
'c30S1A'        30         0         0
'c30S1M'         0        30         0
'c30S1P'         0         0        30
'c36M1A'        12         0         0
'c36M1M'         0        30         0
'c36M1P'         0         0        12
'c37M1A'        15         0         0
'c37M1M'         0        30         0
'c37M1P'         0         0        15
'c37M2A'        15         0         0
'c37M2M'         0        30         0
'c37M2P'         0         0        15
'c38M1A'        30         0         0
'c38M1M'         0        30         0
'c38M1P'         0         0        30
'c38M2A'        30         0         0
'c38M2M'         0        30         0
'c38M2P'         0         0        30
'c40E1A'        15         0         0
'c40E1M'         0        30         0
'c40E1P'         0         0        15
'c40W1A'        15         0         0
'c40W1M'         0        30         0
'c40W1P'         0         0        15
'c41E2A'        30         0         0
'c41E2M'         0        30         0
'c41E2P'         0         0        30
'c41W2A'        30         0         0
'c41W2M'         0        30         0
'c41W2P'         0         0        30
'c43E1A'        30         0         0
'c43E1M'         0        30         0
'c43E1P'         0         0        30
'c43W1A'        30         0         0
'c43W1M'         0        30         0
'c43W1P'         0         0        30
'c44E1A'        30         0         0
'c44E1M'         0        30         0
'c44E1P'         0         0        30
'c44W1A'        30         0         0
'c44W1M'         0        30         0
'c44W1P'         0         0        30
'c45M1A'        12         0         0
'c45M1M'         0        60         0
'c45M1P'         0         0        30
'c46M1A'        30         0         0
'c46M1M'         0        30         0
'c46M1P'         0         0        12
'c47M1A'        20         0         0
'c47M1M'         0        30         0
'c47M1P'         0         0        30
'c48M1A'        30         0         0
'c48M1M'         0        60         0
'c48M1P'         0         0        60
'c49E1A'        60         0         0
'c49E1M'         0        60         0
'c49E1P'         0         0        60
'c49W1A'        30         0         0
'c49W1M'         0        60         0
'c49W1P'         0         0        60
'c50E1A'        60         0         0
'c50E1M'         0        30         0
'c50E1P'         0         0        30
'c50W1A'        60         0         0
'c50W1M'         0        30         0
'c50W1P'         0         0        30
'c51E1A'        30         0         0
'c51E1M'         0        30         0
'c51E1P'         0         0        30
'c51W1A'        30         0         0
'c51W1M'         0        30         0
'c51W1P'         0         0        30
'c52N1M'         0        30         0
'c52S1M'         0        30         0
'c53M1A'        30         0         0
'c53M1M'         0        30         0
'c53M1P'         0         0        30
'c60M1A'        60         0         0
'c60M1M'         0        60         0
'c60M1P'         0         0        60
'c61M1A'        60         0         0
'c61M1M'         0        60         0
'c61M1P'         0         0        60
'c62N1A'        30         0         0
'c62N1M'         0        30         0
'c62N1P'         0         0        30
'c62S1A'        30         0         0
'c62S1M'         0        30         0
'c62S1P'         0         0        30
'c63N1A'        60         0         0
'c63N1M'         0        60         0
'c63N1P'         0         0        60
'c63S1A'        60         0         0
'c63S1M'         0        60         0
'c63S1P'         0         0        60
'c64E1A'        60         0         0
'c64E1M'         0        60         0
'c64E1P'         0         0        60
'c64W1A'        60         0         0
'c64W1M'         0        60         0
'c64W1P'         0         0        60
'c70E1A'        30         0         0
'c70E1M'         0        30         0
'c70E1P'         0         0        30
'c70W1A'        30         0         0
'c70W1M'         0        30         0
'c70W1P'         0         0        30
'c71E1A'        20         0         0
'c71E1M'         0        30         0
'c71E1P'         0         0        30
'c71W1A'        30         0         0
'c71W1M'         0        60         0
'c71W1P'         0         0        30
'c73E1A'        20         0         0
'c73E1M'         0        30         0
'c73E1P'         0         0        15
'c73W1A'        12         0         0
'c73W1M'         0        30         0
'c73W1P'         0         0        30
'c75E1A'        30         0         0
'c75E1M'         0        30         0
'c75E1P'         0         0        20
'c75W1A'        30         0         0
'c75W1M'         0        20         0
'c75W1P'         0         0        20
'c76E1A'        30         0         0
'c76E1M'         0        30         0
'c76E1P'         0         0        30
'c76W1A'        30         0         0
'c76W1M'         0        30         0
'c76W1P'         0         0        30
'c84N1M'         0        60         0
'c84S1M'         0        60         0
'c86E1A'        30         0         0
'c86E1M'         0        30         0
'c86E1P'         0         0        30
'c86W1A'        30         0         0
'c86W1M'         0        30         0
'c86W1P'         0         0        30
'c87M1A'        30         0         0
'c87M1M'         0        30         0
'c87M1P'         0         0        30
'c88M1A'        30         0         0
'c88M1M'         0        30         0
'c88M1P'         0         0        30
'c89N1M'         0        60         0
'c89S1M'         0        60         0
'c92M1A'         8         0         0
'c92M1M'         0        30         0
'c92M1P'         0         0        15
'c93E1A'        20         0         0
'c93E1M'         0        30         0
'c93E1P'         0         0        30
'c93W1A'        30         0         0
'c93W1M'         0        30         0
'c93W1P'         0         0        30
'c94E2M'         0        30         0
'c94W2M'         0        30         0
'c96E1A'        30         0         0
'c96E1M'         0        60         0
'c96E1P'         0         0        30
'c96W1A'        30         0         0
'c96W1M'         0        60         0
'c96W1P'         0         0        30
'c98N1A'        30         0         0
'c98N1P'         0         0        30
'c98S1A'        30         0         0
'c98S1M'         0        60         0
'c98S1P'         0         0        30
'c99E1M'         0        60         0
'c99W1M'         0        60         0
'cf01EA'        15         0         0
'cf01EM'         0        15         0
'cf01EP'         0         0        15
'cf01WA'        15         0         0
'cf01WM'         0        15         0
'cf01WP'         0         0        15
'cf02EA'        15         0         0
'cf02EM'         0        15         0
'cf02EP'         0         0        15
'cf02WA'        15         0         0
'cf02WM'         0        15         0
'cf02WP'         0         0        15
'cf03EA'        15         0         0
'cf03EM'         0        15         0
'cf03EP'         0         0        15
'cf03WA'        15         0         0
'cf03WM'         0        15         0
'cf03WP'         0         0        15
