c Emme Modeller - Turn Transaction
c Date: 2016-05-31 15:30:30
c Project:        Combined Itineraries                                        
c Scenario 2100:  2015 MD Base Network
t turns
c     At   From     To   TPF  Data1  Data2  Data3
a 228003 227102 228001    -1      0      0      0
a 228003 227102 228801    -1      0      0      0
a 228003 228001  22800    -1      0      0      0
a 228003 228001 227102    -1      0      0      0
a 228003 228001 228001     0      0      0      0
a 228003 228001 228801     0      0      0      0
a 228003 228801  22800    -1      0      0      0
a 228003 228801 227102    -1      0      0      0
a 228003 228801 228001    -1      0      0      0
a 228003 228801 228801     0      0      0      0
a 228004 228703 228002    -1      0      0      0
a 228004 228703 228801    -1      0      0      0
a 228004 228703 228802    -1      0      0      0
a 228004 228801 228002     0      0      0      0
a 228004 228801 228801     0      0      0      0
a 228004 228801 228802    -1      0      0      0
a 228004 228802 228002    -1      0      0      0
a 228004 228802 228801    -1      0      0      0
a 228004 228802 228802     0      0      0      0
a 228201  22720  22720     0      0      0      0
a 228201  22720 227203    -1      0      0      0
a 228201  22720 227305    -1      0      0      0
a 228201  22720 228205    -1      0      0      0
a 228201 227305  22720    -1      0      0      0
a 228201 227305 227203    -1      0      0      0
a 228201 227305 227305     0      0      0      0
a 228201 227305 228205    -1      0      0      0
a 228201 228202  22720    -1      0      0      0
a 228201 228202 227203    -1      0      0      0
a 228201 228202 227305    -1      0      0      0
a 228201 228202 228205     0      0      0      0
a 228201 228205  22720    -1      0      0      0
a 228201 228205 227203    -1      0      0      0
a 228201 228205 227305    -1      0      0      0
a 228201 228205 228205     0      0      0      0
a 228206 228103 228205     0      0      0      0
a 228206 228103 228207    -1      0      0      0
a 228206 228207 228205    -1      0      0      0
a 228206 228207 228207     0      0      0      0
a 228210  22890  22890     0      0      0      0
a 228210  22890 228207    -1      0      0      0
a 228210  22890 229001    -1      0      0      0
a 228210 228107  22890    -1      0      0      0
a 228210 228107 228207     0      0      0      0
a 228210 228107 229001    -1      0      0      0
a 228210 228207  22890    -1      0      0      0
a 228210 228207 228207     0      0      0      0
a 228210 228207 229001    -1      0      0      0
a 228605 227902 228603    -1      0      0      0
a 228605 227902 228604     0      0      0      0
a 228605 227902 228606     0      0      0      0
a 228605 228603 228603     0      0      0      0
a 228605 228603 228604    -1      0      0      0
a 228605 228603 228606    -1      0      0      0
a 228605 228606 228603    -1      0      0      0
a 228605 228606 228604    -1      0      0      0
a 228605 228606 228606     0      0      0      0
a 228702 227902 227902     0      0      0      0
a 228702 227902 228606    -1      0      0      0
a 228702 227902 228703    -1      0      0      0
a 228702 227902 228801    -1      0      0      0
a 228702 228606 227902    -1      0      0      0
a 228702 228606 228606     0      0      0      0
a 228702 228606 228703    -1      0      0      0
a 228702 228606 228801    -1      0      0      0
a 228702 228703 227902    -1      0      0      0
a 228702 228703 228606     0      0      0      0
a 228702 228703 228703     0      0      0      0
a 228702 228703 228801    -1      0      0      0
a 228702 228801 227902    -1      0      0      0
a 228702 228801 228606    -1      0      0      0
a 228702 228801 228703    -1      0      0      0
a 228702 228801 228801     0      0      0      0
a 228703 228702 228004     0      0      0      0
a 228703 228702 228702     0      0      0      0
a 228703 228702 229102    -1      0      0      0
a 228703 229102 228004    -1      0      0      0
a 228703 229102 228702    -1      0      0      0
a 228703 229102 229102     0      0      0      0
a 228801 226803 226803     0      0      0      0
a 228801 226803 228003    -1      0      0      0
a 228801 226803 228004    -1      0      0      0
a 228801 226803 228702     0      0      0      0
a 228801 228003 226803    -1      0      0      0
a 228801 228003 228003     0      0      0      0
a 228801 228003 228004    -1      0      0      0
a 228801 228003 228702    -1      0      0      0
a 228801 228004 226803    -1      0      0      0
a 228801 228004 228003    -1      0      0      0
a 228801 228004 228004     0      0      0      0
a 228801 228004 228702     0      0      0      0
a 228801 228702 226803    -1      0      0      0
a 228801 228702 228003    -1      0      0      0
a 228801 228702 228004    -1      0      0      0
a 228801 228702 228702     0      0      0      0
a 230905 230904 230904     0      0      0      0
a 230905 230904 230907    -1      0      0      0
a 230905 230904 231001    -1      0      0      0
a 230905 230904 232203    -1      0      0      0
a 230905 230907 230904    -1      0      0      0
a 230905 230907 230907     0      0      0      0
a 230905 230907 231001    -1      0      0      0
a 230905 230907 232203    -1      0      0      0
a 230905 231001 230904    -1      0      0      0
a 230905 231001 230907    -1      0      0      0
a 230905 231001 231001     0      0      0      0
a 230905 231001 232203    -1      0      0      0
a 230905 232203 230904    -1      0      0      0
a 230905 232203 230907    -1      0      0      0
a 230905 232203 231001     0      0      0      0
a 230905 232203 232203     0      0      0      0
a 231207 228409 231202     0      0      0      0
a 231207 228409 231206    -1      0      0      0
a 231207 228409 231208    -1      0      0      0
a 231207 228409 232701    -1      0      0      0
a 231207 231206 231202     0      0      0      0
a 231207 231206 231206     0      0      0      0
a 231207 231206 231208    -1      0      0      0
a 231207 231206 232701    -1      0      0      0
a 231207 231208 231202    -1      0      0      0
a 231207 231208 231206    -1      0      0      0
a 231207 231208 231208     0      0      0      0
a 231207 231208 232701    -1      0      0      0
a 231207 232701 231202    -1      0      0      0
a 231207 232701 231206    -1      0      0      0
a 231207 232701 231208    -1      0      0      0
a 231207 232701 232701     0      0      0      0
a 231901 230702 230702     0      0      0      0
a 231901 230702 230803     0      0      0      0
a 231901 230702 231902    -1      0      0      0
a 231901 230702 232001    -1      0      0      0
a 231901 230803 230702    -1      0      0      0
a 231901 230803 230803     0      0      0      0
a 231901 230803 231902    -1      0      0      0
a 231901 230803 232001    -1      0      0      0
a 231901 231902 230702    -1      0      0      0
a 231901 231902 230803    -1      0      0      0
a 231901 231902 231902     0      0      0      0
a 231901 231902 232001    -1      0      0      0
a 231901 232001 230702    -1      0      0      0
a 231901 232001 230803    -1      0      0      0
a 231901 232001 231902    -1      0      0      0
a 231901 232001 232001     0      0      0      0
a 232005 232006 232010    -1      0      0      0
a 232005 232006 232201    -1      0      0      0
a 232005 232006 232805     0      0      0      0
a 232005 232010 232010     0      0      0      0
a 232005 232010 232201    -1      0      0      0
a 232005 232010 232805    -1      0      0      0
a 232005 232805 232010     0      0      0      0
a 232005 232805 232201    -1      0      0      0
a 232005 232805 232805     0      0      0      0
a 232009 232008 232007    -1      0      0      0
a 232009 232008 232008     0      0      0      0
a 232009 232014 232007    -1      0      0      0
a 232009 232014 232008     0      0      0      0
a 232013 232014 232012    -1      0      0      0
a 232013 232014 232014     0      0      0      0
a 232013 232014 233603    -1      0      0      0
a 232013 232014 233702    -1      0      0      0
a 232013 232014 233703    -1      0      0      0
a 232013 232014 233704    -1      0      0      0
a 232013 232015 232012    -1      0      0      0
a 232013 232015 232014    -1      0      0      0
a 232013 232015 233603    -1      0      0      0
a 232013 232015 233702    -1      0      0      0
a 232013 232015 233703    -1      0      0      0
a 232013 232015 233704    -1      0      0      0
a 232013 233603 232012    -1      0      0      0
a 232013 233603 232014     0      0      0      0
a 232013 233603 233603     0      0      0      0
a 232013 233603 233702    -1      0      0      0
a 232013 233603 233703    -1      0      0      0
a 232013 233603 233704    -1      0      0      0
a 232013 233701 232012    -1      0      0      0
a 232013 233701 232014    -1      0      0      0
a 232013 233701 233603    -1      0      0      0
a 232013 233701 233702    -1      0      0      0
a 232013 233701 233703    -1      0      0      0
a 232013 233701 233704    -1      0      0      0
a 232013 233703 232012    -1      0      0      0
a 232013 233703 232014    -1      0      0      0
a 232013 233703 233603    -1      0      0      0
a 232013 233703 233702    -1      0      0      0
a 232013 233703 233703     0      0      0      0
a 232013 233703 233704     0      0      0      0
a 232013 233704 232012    -1      0      0      0
a 232013 233704 232014    -1      0      0      0
a 232013 233704 233603    -1      0      0      0
a 232013 233704 233702    -1      0      0      0
a 232013 233704 233703    -1      0      0      0
a 232013 233704 233704     0      0      0      0
a 232103 232202 232101    -1      0      0      0
a 232103 232202 232202     0      0      0      0
a 232103 232801 232101    -1      0      0      0
a 232103 232801 232202     0      0      0      0
a 232204 232203 232203     0      0      0      0
a 232204 232203 232303    -1      0      0      0
a 232204 232203 232901    -1      0      0      0
a 232204 232303 232203     0      0      0      0
a 232204 232303 232303     0      0      0      0
a 232204 232303 232901    -1      0      0      0
a 232204 232901 232203    -1      0      0      0
a 232204 232901 232303    -1      0      0      0
a 232204 232901 232901     0      0      0      0
a 232301 232302 232302     0      0      0      0
a 232301 232302 232901    -1      0      0      0
a 232301 232302 232906    -1      0      0      0
a 232301 232901 232302    -1      0      0      0
a 232301 232901 232901     0      0      0      0
a 232301 232901 232906    -1      0      0      0
a 232301 232906 232302    -1      0      0      0
a 232301 232906 232901     0      0      0      0
a 232301 232906 232906     0      0      0      0
a 232803 232802 232801     0      0      0      0
a 232803 232802 232808    -1      0      0      0
a 232803 232804 232801    -1      0      0      0
a 232803 232804 232808     0      0      0      0
a 232803 232808 232801    -1      0      0      0
a 232803 232808 232808     0      0      0      0
a 232811 232809 232809     0      0      0      0
a 232811 232809 232810    -1      0      0      0
a 232811 232809 232902    -1      0      0      0
a 232811 232809 233703    -1      0      0      0
a 232811 232809 233802    -1      0      0      0
a 232811 232809 233803    -1      0      0      0
a 232811 232812 232809    -1      0      0      0
a 232811 232812 232810    -1      0      0      0
a 232811 232812 232902    -1      0      0      0
a 232811 232812 233703    -1      0      0      0
a 232811 232812 233802    -1      0      0      0
a 232811 232812 233803    -1      0      0      0
a 232811 232902 232809    -1      0      0      0
a 232811 232902 232810    -1      0      0      0
a 232811 232902 232902     0      0      0      0
a 232811 232902 233703    -1      0      0      0
a 232811 232902 233802    -1      0      0      0
a 232811 232902 233803    -1      0      0      0
a 232811 233703 232809     0      0      0      0
a 232811 233703 232810    -1      0      0      0
a 232811 233703 232902    -1      0      0      0
a 232811 233703 233703     0      0      0      0
a 232811 233703 233802    -1      0      0      0
a 232811 233703 233803    -1      0      0      0
a 232811 233801 232809    -1      0      0      0
a 232811 233801 232810    -1      0      0      0
a 232811 233801 232902    -1      0      0      0
a 232811 233801 233703    -1      0      0      0
a 232811 233801 233802    -1      0      0      0
a 232811 233801 233803    -1      0      0      0
a 232811 233803 232809    -1      0      0      0
a 232811 233803 232810    -1      0      0      0
a 232811 233803 232902    -1      0      0      0
a 232811 233803 233703     0      0      0      0
a 232811 233803 233802    -1      0      0      0
a 232811 233803 233803     0      0      0      0
a 233101 232405 233102    -1      0      0      0
a 233101 232405 233105    -1      0      0      0
a 233101 232407 233102     0      0      0      0
a 233101 232407 233105    -1      0      0      0
a 233110 233107 233107     0      0      0      0
a 233110 233107 233109    -1      0      0      0
a 233110 233107 233209     0      0      0      0
a 233110 233107 234103    -1      0      0      0
a 233110 233107 234105    -1      0      0      0
a 233110 233107 234201    -1      0      0      0
a 233110 233208 233107    -1      0      0      0
a 233110 233208 233109    -1      0      0      0
a 233110 233208 233209    -1      0      0      0
a 233110 233208 234103    -1      0      0      0
a 233110 233208 234105    -1      0      0      0
a 233110 233208 234201    -1      0      0      0
a 233110 233209 233107    -1      0      0      0
a 233110 233209 233109    -1      0      0      0
a 233110 233209 233209     0      0      0      0
a 233110 233209 234103    -1      0      0      0
a 233110 233209 234105    -1      0      0      0
a 233110 233209 234201    -1      0      0      0
a 233110 234103 233107    -1      0      0      0
a 233110 234103 233109    -1      0      0      0
a 233110 234103 233209    -1      0      0      0
a 233110 234103 234103     0      0      0      0
a 233110 234103 234105    -1      0      0      0
a 233110 234103 234201    -1      0      0      0
a 233110 234104 233107    -1      0      0      0
a 233110 234104 233109    -1      0      0      0
a 233110 234104 233209    -1      0      0      0
a 233110 234104 234103    -1      0      0      0
a 233110 234104 234105    -1      0      0      0
a 233110 234104 234201    -1      0      0      0
a 233110 234105 233107    -1      0      0      0
a 233110 234105 233109    -1      0      0      0
a 233110 234105 233209    -1      0      0      0
a 233110 234105 234103    -1      0      0      0
a 233110 234105 234105     0      0      0      0
a 233110 234105 234201    -1      0      0      0
a 233209 233110 233110     0      0      0      0
a 233209 233110 233207    -1      0      0      0
a 233209 233110 233208    -1      0      0      0
a 233209 233110 234202    -1      0      0      0
a 233209 233110 234203    -1      0      0      0
a 233209 233110 234301    -1      0      0      0
a 233209 233207 233110    -1      0      0      0
a 233209 233207 233207     0      0      0      0
a 233209 233207 233208    -1      0      0      0
a 233209 233207 234202    -1      0      0      0
a 233209 233207 234203    -1      0      0      0
a 233209 233207 234301    -1      0      0      0
a 233209 233210 233110    -1      0      0      0
a 233209 233210 233207    -1      0      0      0
a 233209 233210 233208    -1      0      0      0
a 233209 233210 234202    -1      0      0      0
a 233209 233210 234203    -1      0      0      0
a 233209 233210 234301    -1      0      0      0
a 233209 234201 233110    -1      0      0      0
a 233209 234201 233207    -1      0      0      0
a 233209 234201 233208    -1      0      0      0
a 233209 234201 234202    -1      0      0      0
a 233209 234201 234203    -1      0      0      0
a 233209 234201 234301    -1      0      0      0
a 233209 234203 233110    -1      0      0      0
a 233209 234203 233207    -1      0      0      0
a 233209 234203 233208    -1      0      0      0
a 233209 234203 234202    -1      0      0      0
a 233209 234203 234203     0      0      0      0
a 233209 234203 234301    -1      0      0      0
a 233209 234301 233110    -1      0      0      0
a 233209 234301 233207     0      0      0      0
a 233209 234301 233208    -1      0      0      0
a 233209 234301 234202    -1      0      0      0
a 233209 234301 234203    -1      0      0      0
a 233209 234301 234301     0      0      0      0
a 233303 233302 233302     0      0      0      0
a 233303 233302 234305    -1      0      0      0
a 233303 233302 254702    -1      0      0      0
a 233303 233302 255202    -1      0      0      0
a 233303 234305 233302    -1      0      0      0
a 233303 234305 234305     0      0      0      0
a 233303 234305 254702    -1      0      0      0
a 233303 234305 255202     0      0      0      0
a 233303 254702 233302    -1      0      0      0
a 233303 254702 234305    -1      0      0      0
a 233303 254702 254702     0      0      0      0
a 233303 254702 255202    -1      0      0      0
a 233303 254703 233302    -1      0      0      0
a 233303 254703 234305     0      0      0      0
a 233303 254703 254702    -1      0      0      0
a 233303 254703 255202     0      0      0      0
a 233401 231402 231402     0      0      0      0
a 233401 231402 231403    -1      0      0      0
a 233401 231402 233402    -1      0      0      0
a 233401 231402 234701     0      0      0      0
a 233401 231403 231402    -1      0      0      0
a 233401 231403 231403     0      0      0      0
a 233401 231403 233402    -1      0      0      0
a 233401 231403 234701    -1      0      0      0
a 233401 233402 231402    -1      0      0      0
a 233401 233402 231403    -1      0      0      0
a 233401 233402 233402     0      0      0      0
a 233401 233402 234701    -1      0      0      0
a 233401 234701 231402    -1      0      0      0
a 233401 234701 231403    -1      0      0      0
a 233401 234701 233402    -1      0      0      0
a 233401 234701 234701     0      0      0      0
a 233603 231902 231902     0      0      0      0
a 233603 231902 231903    -1      0      0      0
a 233603 231902 232013    -1      0      0      0
a 233603 231902 233601    -1      0      0      0
a 233603 231902 233606    -1      0      0      0
a 233603 231902 233701    -1      0      0      0
a 233603 232012 231902    -1      0      0      0
a 233603 232012 231903    -1      0      0      0
a 233603 232012 232013    -1      0      0      0
a 233603 232012 233601    -1      0      0      0
a 233603 232012 233606    -1      0      0      0
a 233603 232012 233701    -1      0      0      0
a 233603 232013 231902    -1      0      0      0
a 233603 232013 231903    -1      0      0      0
a 233603 232013 232013     0      0      0      0
a 233603 232013 233601    -1      0      0      0
a 233603 232013 233606     0      0      0      0
a 233603 232013 233701    -1      0      0      0
a 233603 233601 231902     0      0      0      0
a 233603 233601 231903    -1      0      0      0
a 233603 233601 232013    -1      0      0      0
a 233603 233601 233601     0      0      0      0
a 233603 233601 233606    -1      0      0      0
a 233603 233601 233701    -1      0      0      0
a 233603 233602 231902    -1      0      0      0
a 233603 233602 231903    -1      0      0      0
a 233603 233602 232013    -1      0      0      0
a 233603 233602 233601    -1      0      0      0
a 233603 233602 233606    -1      0      0      0
a 233603 233602 233701    -1      0      0      0
a 233603 233606 231902    -1      0      0      0
a 233603 233606 231903    -1      0      0      0
a 233603 233606 232013    -1      0      0      0
a 233603 233606 233601    -1      0      0      0
a 233603 233606 233606     0      0      0      0
a 233603 233606 233701    -1      0      0      0
a 233703 232010 232010     0      0      0      0
a 233703 232010 232013    -1      0      0      0
a 233703 232010 232015    -1      0      0      0
a 233703 232010 232811    -1      0      0      0
a 233703 232010 233706    -1      0      0      0
a 233703 232010 233801    -1      0      0      0
a 233703 232013 232010    -1      0      0      0
a 233703 232013 232013     0      0      0      0
a 233703 232013 232015    -1      0      0      0
a 233703 232013 232811    -1      0      0      0
a 233703 232013 233706    -1      0      0      0
a 233703 232013 233801    -1      0      0      0
a 233703 232810 232010    -1      0      0      0
a 233703 232810 232013    -1      0      0      0
a 233703 232810 232015    -1      0      0      0
a 233703 232810 232811    -1      0      0      0
a 233703 232810 233706    -1      0      0      0
a 233703 232810 233801    -1      0      0      0
a 233703 232811 232010    -1      0      0      0
a 233703 232811 232013    -1      0      0      0
a 233703 232811 232015    -1      0      0      0
a 233703 232811 232811     0      0      0      0
a 233703 232811 233706    -1      0      0      0
a 233703 232811 233801    -1      0      0      0
a 233703 233702 232010    -1      0      0      0
a 233703 233702 232013    -1      0      0      0
a 233703 233702 232015    -1      0      0      0
a 233703 233702 232811    -1      0      0      0
a 233703 233702 233706    -1      0      0      0
a 233703 233702 233801    -1      0      0      0
a 233703 233706 232010    -1      0      0      0
a 233703 233706 232013     0      0      0      0
a 233703 233706 232015    -1      0      0      0
a 233703 233706 232811    -1      0      0      0
a 233703 233706 233706     0      0      0      0
a 233703 233706 233801    -1      0      0      0
a 233706 233703 233703     0      0      0      0
a 233706 233703 233705    -1      0      0      0
a 233706 233703 233804     0      0      0      0
a 233706 233703 236405    -1      0      0      0
a 233706 233705 233703    -1      0      0      0
a 233706 233705 233705     0      0      0      0
a 233706 233705 233804    -1      0      0      0
a 233706 233705 236405    -1      0      0      0
a 233706 233804 233703    -1      0      0      0
a 233706 233804 233705    -1      0      0      0
a 233706 233804 233804     0      0      0      0
a 233706 233804 236405    -1      0      0      0
a 233706 236405 233703    -1      0      0      0
a 233706 236405 233705    -1      0      0      0
a 233706 236405 233804    -1      0      0      0
a 233706 236405 236405     0      0      0      0
a 234303  23430  23430     0      0      0      0
a 234303  23430 233302    -1      0      0      0
a 234303  23430 233304    -1      0      0      0
a 234303  23430 234301    -1      0      0      0
a 234303  23430 234304    -1      0      0      0
a 234303  23430 234305    -1      0      0      0
a 234303 233302  23430    -1      0      0      0
a 234303 233302 233302     0      0      0      0
a 234303 233302 233304    -1      0      0      0
a 234303 233302 234301     0      0      0      0
a 234303 233302 234304    -1      0      0      0
a 234303 233302 234305    -1      0      0      0
a 234303 233305  23430    -1      0      0      0
a 234303 233305 233302    -1      0      0      0
a 234303 233305 233304    -1      0      0      0
a 234303 233305 234301    -1      0      0      0
a 234303 233305 234304    -1      0      0      0
a 234303 233305 234305    -1      0      0      0
a 234303 234301  23430    -1      0      0      0
a 234303 234301 233302     0      0      0      0
a 234303 234301 233304    -1      0      0      0
a 234303 234301 234301     0      0      0      0
a 234303 234301 234304    -1      0      0      0
a 234303 234301 234305    -1      0      0      0
a 234303 234302  23430    -1      0      0      0
a 234303 234302 233302    -1      0      0      0
a 234303 234302 233304    -1      0      0      0
a 234303 234302 234301    -1      0      0      0
a 234303 234302 234304    -1      0      0      0
a 234303 234302 234305    -1      0      0      0
a 234303 234305  23430    -1      0      0      0
a 234303 234305 233302    -1      0      0      0
a 234303 234305 233304    -1      0      0      0
a 234303 234305 234301    -1      0      0      0
a 234303 234305 234304    -1      0      0      0
a 234303 234305 234305     0      0      0      0
a 234305 233303 233303     0      0      0      0
a 234305 233303 233305    -1      0      0      0
a 234305 233303 234303    -1      0      0      0
a 234305 233303 255201    -1      0      0      0
a 234305 233303 255202    -1      0      0      0
a 234305 233303 255203    -1      0      0      0
a 234305 234303 233303    -1      0      0      0
a 234305 234303 233305    -1      0      0      0
a 234305 234303 234303     0      0      0      0
a 234305 234303 255201    -1      0      0      0
a 234305 234303 255202    -1      0      0      0
a 234305 234303 255203    -1      0      0      0
a 234305 234304 233303    -1      0      0      0
a 234305 234304 233305    -1      0      0      0
a 234305 234304 234303    -1      0      0      0
a 234305 234304 255201    -1      0      0      0
a 234305 234304 255202    -1      0      0      0
a 234305 234304 255203    -1      0      0      0
a 234305 254704 233303    -1      0      0      0
a 234305 254704 233305    -1      0      0      0
a 234305 254704 234303    -1      0      0      0
a 234305 254704 255201    -1      0      0      0
a 234305 254704 255202    -1      0      0      0
a 234305 254704 255203    -1      0      0      0
a 234305 255202 233303    -1      0      0      0
a 234305 255202 233305    -1      0      0      0
a 234305 255202 234303    -1      0      0      0
a 234305 255202 255201    -1      0      0      0
a 234305 255202 255202     0      0      0      0
a 234305 255202 255203     0      0      0      0
a 234305 255203 233303    -1      0      0      0
a 234305 255203 233305    -1      0      0      0
a 234305 255203 234303     0      0      0      0
a 234305 255203 255201    -1      0      0      0
a 234305 255203 255202    -1      0      0      0
a 234305 255203 255203     0      0      0      0
a 234701 231503 231503     0      0      0      0
a 234701 231503 233401    -1      0      0      0
a 234701 231503 234702    -1      0      0      0
a 234701 231503 236203    -1      0      0      0
a 234701 233401 231503    -1      0      0      0
a 234701 233401 233401     0      0      0      0
a 234701 233401 234702    -1      0      0      0
a 234701 233401 236203    -1      0      0      0
a 234701 234702 231503    -1      0      0      0
a 234701 234702 233401    -1      0      0      0
a 234701 234702 234702     0      0      0      0
a 234701 234702 236203    -1      0      0      0
a 234701 236203 231503    -1      0      0      0
a 234701 236203 233401     0      0      0      0
a 234701 236203 234702    -1      0      0      0
a 234701 236203 236203     0      0      0      0
a 236401 233604 233604     0      0      0      0
a 236401 233604 234802    -1      0      0      0
a 236401 233604 236402    -1      0      0      0
a 236401 233604 237401    -1      0      0      0
a 236401 234802 233604     0      0      0      0
a 236401 234802 234802     0      0      0      0
a 236401 234802 236402    -1      0      0      0
a 236401 234802 237401    -1      0      0      0
a 236401 236402 233604    -1      0      0      0
a 236401 236402 234802    -1      0      0      0
a 236401 236402 236402     0      0      0      0
a 236401 236402 237401    -1      0      0      0
a 236401 237401 233604    -1      0      0      0
a 236401 237401 234802    -1      0      0      0
a 236401 237401 236402    -1      0      0      0
a 236401 237401 237401     0      0      0      0
a 236405 233706 233706     0      0      0      0
a 236405 233706 236404    -1      0      0      0
a 236405 233706 236406    -1      0      0      0
a 236405 233706 236501     0      0      0      0
a 236405 236404 233706    -1      0      0      0
a 236405 236404 236404     0      0      0      0
a 236405 236404 236406    -1      0      0      0
a 236405 236404 236501    -1      0      0      0
a 236405 236406 233706    -1      0      0      0
a 236405 236406 236404    -1      0      0      0
a 236405 236406 236406     0      0      0      0
a 236405 236406 236501    -1      0      0      0
a 236405 236501 233706    -1      0      0      0
a 236405 236501 236404    -1      0      0      0
a 236405 236501 236406    -1      0      0      0
a 236405 236501 236501     0      0      0      0
a 236803 236802 236802     0      0      0      0
a 236803 236802 236901     0      0      0      0
a 236803 236802 237001    -1      0      0      0
a 236803 236802 237802    -1      0      0      0
a 236803 236901 236802    -1      0      0      0
a 236803 236901 236901     0      0      0      0
a 236803 236901 237001    -1      0      0      0
a 236803 236901 237802    -1      0      0      0
a 236803 237001 236802    -1      0      0      0
a 236803 237001 236901    -1      0      0      0
a 236803 237001 237001     0      0      0      0
a 236803 237001 237802     0      0      0      0
a 236803 237802 236802    -1      0      0      0
a 236803 237802 236901    -1      0      0      0
a 236803 237802 237001    -1      0      0      0
a 236803 237802 237802     0      0      0      0
a 237602 237502 237502     0      0      0      0
a 237602 237502 237601    -1      0      0      0
a 237602 237502 237702    -1      0      0      0
a 237602 237502 242002    -1      0      0      0
a 237602 237601 237502    -1      0      0      0
a 237602 237601 237601     0      0      0      0
a 237602 237601 237702     0      0      0      0
a 237602 237601 242002    -1      0      0      0
a 237602 237702 237502    -1      0      0      0
a 237602 237702 237601    -1      0      0      0
a 237602 237702 237702     0      0      0      0
a 237602 237702 242002    -1      0      0      0
a 237602 242002 237502     0      0      0      0
a 237602 242002 237601    -1      0      0      0
a 237602 242002 237702    -1      0      0      0
a 237602 242002 242002     0      0      0      0
a 237701 236406 236406     0      0      0      0
a 237701 236406 236407    -1      0      0      0
a 237701 236406 237601    -1      0      0      0
a 237701 236406 237801    -1      0      0      0
a 237701 236407 236406    -1      0      0      0
a 237701 236407 236407     0      0      0      0
a 237701 236407 237601    -1      0      0      0
a 237701 236407 237801    -1      0      0      0
a 237701 237601 236406    -1      0      0      0
a 237701 237601 236407     0      0      0      0
a 237701 237601 237601     0      0      0      0
a 237701 237601 237801    -1      0      0      0
a 237701 237801 236406    -1      0      0      0
a 237701 237801 236407    -1      0      0      0
a 237701 237801 237601    -1      0      0      0
a 237701 237801 237801     0      0      0      0
a 237802 236803 236803     0      0      0      0
a 237802 236803 237901     0      0      0      0
a 237802 236803 241201    -1      0      0      0
a 237802 237901 236803    -1      0      0      0
a 237802 237901 237901     0      0      0      0
a 237802 237901 241201    -1      0      0      0
a 237802 241201 236803    -1      0      0      0
a 237802 241201 237901    -1      0      0      0
a 237802 241201 241201     0      0      0      0
a 238003 237702 237702     0      0      0      0
a 238003 237702 238002    -1      0      0      0
a 238003 237702 241101    -1      0      0      0
a 238003 237702 241201    -1      0      0      0
a 238003 238002 237702    -1      0      0      0
a 238003 238002 238002     0      0      0      0
a 238003 238002 241101    -1      0      0      0
a 238003 238002 241201     0      0      0      0
a 238003 241101 237702    -1      0      0      0
a 238003 241101 238002    -1      0      0      0
a 238003 241101 241101     0      0      0      0
a 238003 241101 241201    -1      0      0      0
a 238003 241201 237702    -1      0      0      0
a 238003 241201 238002    -1      0      0      0
a 238003 241201 241101    -1      0      0      0
a 238003 241201 241201     0      0      0      0
a 244402 244203 244306    -1      0      0      0
a 244402 244203 244401    -1      0      0      0
a 244402 244306 244306     0      0      0      0
a 244402 244306 244401     0      0      0      0
a 244404 244504 244403    -1      0      0      0
a 244404 244504 244407    -1      0      0      0
a 244404 244504 244504     0      0      0      0
a 244404 244505 244403    -1      0      0      0
a 244404 244505 244407     0      0      0      0
a 244404 244505 244504    -1      0      0      0
a 250717 250704 250713     0      0      0      0
a 250717 250704 250806    -1      0      0      0
a 250717 250704 252603    -1      0      0      0
a 250717 250713 250713     0      0      0      0
a 250717 250713 250806    -1      0      0      0
a 250717 250713 252603    -1      0      0      0
a 250717 250806 250713    -1      0      0      0
a 250717 250806 250806     0      0      0      0
a 250717 250806 252603    -1      0      0      0
a 250907 226202 224805    -1      0      0      0
a 250907 226202 226202     0      0      0      0
a 250907 226202 226205    -1      0      0      0
a 250907 226202 250902    -1      0      0      0
a 250907 226202 250909    -1      0      0      0
a 250907 226202 251601    -1      0      0      0
a 250907 226203 224805    -1      0      0      0
a 250907 226203 226202    -1      0      0      0
a 250907 226203 226205    -1      0      0      0
a 250907 226203 250902    -1      0      0      0
a 250907 226203 250909    -1      0      0      0
a 250907 226203 251601    -1      0      0      0
a 250907 226205 224805    -1      0      0      0
a 250907 226205 226202    -1      0      0      0
a 250907 226205 226205     0      0      0      0
a 250907 226205 250902    -1      0      0      0
a 250907 226205 250909    -1      0      0      0
a 250907 226205 251601    -1      0      0      0
a 250907 250902 224805    -1      0      0      0
a 250907 250902 226202    -1      0      0      0
a 250907 250902 226205    -1      0      0      0
a 250907 250902 250902     0      0      0      0
a 250907 250902 250909     0      0      0      0
a 250907 250902 251601    -1      0      0      0
a 250907 250908 224805    -1      0      0      0
a 250907 250908 226202    -1      0      0      0
a 250907 250908 226205    -1      0      0      0
a 250907 250908 250902    -1      0      0      0
a 250907 250908 250909    -1      0      0      0
a 250907 250908 251601    -1      0      0      0
a 250907 250909 224805    -1      0      0      0
a 250907 250909 226202    -1      0      0      0
a 250907 250909 226205     0      0      0      0
a 250907 250909 250902    -1      0      0      0
a 250907 250909 250909     0      0      0      0
a 250907 250909 251601    -1      0      0      0
a 251104 251103 251101     0      0      0      0
a 251104 251103 251201    -1      0      0      0
a 251104 251201 251101    -1      0      0      0
a 251104 251201 251201     0      0      0      0
