    line   @hdwyam   @hdwymd   @hdwypm
'049W2A'        60         0         0
'049W2M'         0        20         0
'049W3A'        60         0         0
'050N1A'        15         0         0
'050N1M'         0        15         0
'050N1P'         0         0        15
'050S1A'        15         0         0
'050S1M'         0        15         0
'050S1P'         0         0        15
'084E1A'      6.66         0         0
'084E1M'         0        12         0
'084E1P'         0         0      6.66
'084W1A'      6.66         0         0
'084W1M'         0        12         0
'084W1P'         0         0      6.66
'097E1A'      8.57         0         0
'097E1M'         0        10         0
'097E1P'         0         0       7.5
'097W1A'      8.57         0         0
'097W1M'         0        10         0
'097W1P'         0         0       7.5
'099E1A'      6.66         0         0
'099E1M'         0      4.61         0
'099E1P'         0         0         4
'099E2P'         0         0        10
'099W1A'         5         0         0
'099W1M'         0      4.61         0
'099W1P'         0         0         4
'099W2A'      8.57         0         0
'100E1A'        12         0         0
'100E1M'         0        15         0
'100E1P'         0         0        12
'100E2A'        60         0         0
'100E2M'         0        60         0
'100E2P'         0         0        60
'100W1A'        12         0         0
'100W1M'         0        15         0
'100W1P'         0         0        12
'100W2A'        60         0         0
'100W2M'         0        60         0
'100W2P'         0         0        60
'101E1A'        20         0         0
'101E1M'         0        30         0
'101E1P'         0         0        20
'101E2A'        60         0         0
'101E3A'        30         0         0
'101W1A'        20         0         0
'101W1M'         0        30         0
'101W1P'         0         0        20
'104N1A'        10         0         0
'104N1M'         0        30         0
'104N1P'         0         0        15
'104S1A'        15         0         0
'104S1M'         0        30         0
'104S1P'         0         0        15
'106E1A'        10         0         0
'106E1M'         0        10         0
'106E1P'         0         0       7.5
'106W1A'      8.57         0         0
'106W1M'         0        10         0
'106W1P'         0         0        10
'110E1A'        20         0         0
'110E1M'         0        30         0
'110E1P'         0         0        20
'110E2A'        60         0         0
'110E3A'        60         0         0
'110W1A'        20         0         0
'110W1M'         0        30         0
'110W1P'         0         0        20
'112E1A'        15         0         0
'112E1M'         0        15         0
'112E1P'         0         0        15
'112W1A'        15         0         0
'112W1M'         0        15         0
'112W1P'         0         0        15
'116E1A'        20         0         0
'116E1M'         0        30         0
'116E1P'         0         0        12
'116W1A'        12         0         0
'116W1M'         0        30         0
'116W1P'         0         0        15
'123E1A'        12         0         0
'123E1M'         0        15         0
'123E1P'         0         0        12
'123W1A'        12         0         0
'123W1M'         0        15         0
'123W1P'         0         0        12
'123W2A'        60         0         0
'125N1A'      8.57         0         0
'125S1P'         0         0      8.57
'129E1A'        12         0         0
'129E1M'         0        30         0
'129E1P'         0         0        12
'129W1A'        12         0         0
'129W1M'         0        30         0
'129W1P'         0         0        10
'130N1A'        15         0         0
'130N1M'         0        30         0
'130N1P'         0         0        15
'130N2A'        15         0         0
'130N2M'         0        30         0
'130N2P'         0         0        15
'130N3M'         0        15         0
'130S1A'        15         0         0
'130S1M'         0        30         0
'130S1P'         0         0        12
'130S2A'        15         0         0
'130S2M'         0        30         0
'130S2P'         0         0        15
'130S3M'         0        15         0
'134E1A'        30         0         0
'134E1M'         0        30         0
'134E1P'         0         0        30
'134W1A'        30         0         0
'134W1M'         0        30         0
'134W1P'         0         0        30
'135E1A'         5         0         0
'135E1M'         0       7.5         0
'135E1P'         0         0       7.5
'135W1A'         5         0         0
'135W1M'         0       7.5         0
'135W1P'         0         0       7.5
'136E1A'        20         0         0
'136E1M'         0        30         0
'136E1P'         0         0        20
'136E2A'        60         0         0
'136W1A'        20         0         0
'136W1M'         0        30         0
'136W1P'         0         0        20
'143E1A'        20         0         0
'143E1M'         0        20         0
'143E1P'         0         0        10
'143W1A'        12         0         0
'143W1M'         0        20         0
'143W1P'         0         0        20
'143W2A'        60         0         0
'144N1 '        10        15        12
'144S1A'        15         0         0
'144S1M'         0        15         0
'144S1P'         0         0        10
'145N1 '      4.28       7.5       7.5
'145S1 '        10       7.5         5
'151E1A'        20         0         0
'151E1M'         0        30         0
'151E1P'         0         0        20
'151W1A'        15         0         0
'151W1M'         0        30         0
'151W1P'         0         0        20
'152E1A'        30         0         0
'152E1M'         0        30         0
'152E1P'         0         0        30
'152E2A'        20         0         0
'152E2P'         0         0        30
'152E3A'        60         0         0
'152W1A'        30         0         0
'152W1M'         0        30         0
'152W1P'         0         0        30
'152W2 '        30         0        30
'152W3A'        60         0         0
'152W4A'        60         0         0
'153E1 '        30        30        30
'153W1 '        30        30        30
'154E1 '        20        30        20
'154W1 '        20        30        20
'155E1 '        20        30        20
'155W1 '        20        30        20
'155W2A'        60         0         0
'156E1 '        30        30        30
'156W1 '        30        30        30
'157E1 '        30        30        30
'157W1 '        30        30        30
'159E1A'        30         0         0
'159E1M'         0        30         0
'159E1P'         0         0        30
'159E2A'        60         0         0
'159W1A'        30         0         0
'159W1M'         0        30         0
'159W1P'         0         0        20
'160E1A'        30         0         0
'160E1M'         0        30         0
'160E1P'         0         0        20
'160E2P'         0         0        60
'160W1A'        30         0         0
'160W1M'         0        30         0
'160W1P'         0         0        30
'160W2A'        30         0         0
'169E1A'        15         0         0
'169E1M'         0        15         0
'169E1P'         0         0        12
'169W1A'        12         0         0
'169W1M'         0        15         0
'169W1P'         0         0        15
'177E1A'        30         0         0
'177E1M'         0        30         0
'177E1P'         0         0        30
'177E2 '        30         0        20
'177W1A'        30         0         0
'177W1M'         0        30         0
'177W1P'         0         0        30
'177W2A'        30         0         0
'177W2P'         0         0        30
'179N1A'        30         0         0
'179N1P'         0         0        30
'179S1A'        60         0         0
'179S1P'         0         0        30
'189E1A'        30         0         0
'189E1P'         0         0        30
'189W1A'        60         0         0
'189W1P'         0         0        30
'190E1P'         0         0        30
'190W1A'        30         0         0
'197E1A'        15         0         0
'197E1M'         0        30         0
'197E1P'         0         0        15
'197W1A'        15         0         0
'197W1M'         0        30         0
'197W1P'         0         0        15
'210N1A'        15         0         0
'210N1M'         0        30         0
'210N1P'         0         0        15
'210N2A'        60         0         0
'210S1A'       7.5         0         0
'210S1M'         0        30         0
'210S1P'         0         0        15
'211E1A'        60         0         0
'211E1M'         0        30         0
'211E1P'         0         0        12
'211E2A'        60         0         0
'211W1A'        10         0         0
'211W1M'         0        30         0
'211W1P'         0         0        60
'211W2P'         0         0        60
'212E1A'        30         0         0
'212E1M'         0        30         0
'212E1P'         0         0        30
'212W1A'        30         0         0
'212W1M'         0        30         0
'212W1P'         0         0        30
'214E1A'        60         0         0
'214E1M'         0        30         0
'214E1P'         0         0        30
'214E2A'        20         0         0
'214E2P'         0         0        30
'214W1A'        60         0         0
'214W1M'         0        30         0
'214W1P'         0         0        20
'214W2A'        20         0         0
'214W3A'        60         0         0
'228N1A'        15         0         0
'228N1M'         0        30         0
'228N1P'         0         0        15
'228S1A'        12         0         0
'228S1M'         0        30         0
'228S1P'         0         0        15
'229E1 '        30        30        30
'229E2 '        30        30        30
'229E3P'         0         0        30
'229W1A'        20         0         0
'229W1M'         0        30         0
'229W1P'         0         0        30
'229W2 '        30        30        30
'230N1 '        20        30        15
'230N2P'         0         0        60
'230S1A'        15         0         0
'230S1M'         0        30         0
'230S1P'         0         0        30
'230S2A'        60         0         0
'232E1 '        30        30        30
'232E2 '        30         0        30
'232W1A'        30         0         0
'232W1M'         0        30         0
'232W1P'         0         0        30
'232W2A'        30         0         0
'232W2P'         0         0        30
'236N1A'        60         0         0
'236N1M'         0        15         0
'236N1P'         0         0        15
'236N2A'        15         0         0
'236N2P'         0         0        60
'236S1A'        30         0         0
'236S1M'         0        15         0
'236S1P'         0         0        15
'236S2P'         0         0        30
'239E1A'        10         0         0
'239E1M'         0        20         0
'239E1P'         0         0        12
'239E2A'        60         0         0
'239E2M'         0        15         0
'239E3A'        60         0         0
'239W1A'        10         0         0
'239W1M'         0        10         0
'239W1P'         0         0        10
'240E1A'        12         0         0
'240E1M'         0        15         0
'240E1P'         0         0        12
'240W1A'      8.57         0         0
'240W1M'         0        15         0
'240W1P'         0         0        12
'240W2P'         0         0        60
'241N1A'        60         0         0
'241N1P'         0         0        15
'241S1A'      8.57         0         0
'246E1A'        15         0         0
'246E1M'         0        30         0
'246E1P'         0         0      8.57
'246E2A'        15         0         0
'246E2M'         0        30         0
'246E2P'         0         0        12
'246W1 '        15        30        15
'246W2A'        60         0         0
'246W2M'         0        30         0
'246W2P'         0         0        15
'246W3A'        12         0         0
'247N1A'        60         0         0
'247N1P'         0         0        30
'247S1A'        30         0         0
'250E1A'        15         0         0
'250E1M'         0        30         0
'250E1P'         0         0        30
'250E2M'         0        30         0
'250W1A'        60         0         0
'250W1M'         0        30         0
'250W1P'         0         0        15
'250W2A'        60         0         0
'250W2M'         0        30         0
'250W2P'         0         0        30
'251E1A'        30         0         0
'251E1M'         0        60         0
'251E1P'         0         0        30
'251W1A'        60         0         0
'251W1M'         0        60         0
'251W1P'         0         0        30
'251W2A'        60         0         0
'251W3A'        60         0         0
'252E1A'        30         0         0
'252E1M'         0        60         0
'252E1P'         0         0        30
'252W1A'        60         0         0
'252W1M'         0        60         0
'252W1P'         0         0        30
'252W2A'        30         0         0
'253E1A'        30         0         0
'253E1M'         0        60         0
'253E1P'         0         0        30
'253W1A'        60         0         0
'253W1M'         0        60         0
'253W1P'         0         0        30
'254N1A'        60         0         0
'254N1M'         0        60         0
'254N1P'         0         0        30
'254S1A'        30         0         0
'254S1M'         0        60         0
'254S1P'         0         0        30
'255E1A'        30         0         0
'255E1M'         0        30         0
'255E1P'         0         0        15
'255W1A'        30         0         0
'255W1M'         0        30         0
'255W1P'         0         0        20
'256N1A'        60         0         0
'256N1M'         0        60         0
'256N1P'         0         0        60
'256S1A'        60         0         0
'256S1M'         0        60         0
'256S1P'         0         0        60
'256S2M'         0        60         0
'257E1A'        20         0         0
'257E1M'         0        30         0
'257E1P'         0         0        20
'257W1A'        30         0         0
'257W1M'         0        30         0
'257W1P'         0         0        20
'258N1P'         0         0        60
'258S1A'        30         0         0
'258S2A'        60         0         0
'259W1P'         0         0        60
'301E1A'        30         0         0
'301E1M'         0        30         0
'301E1P'         0         0        15
'301W1A'        20         0         0
'301W1M'         0        30         0
'301W1P'         0         0        20
'311N1A'        15         0         0
'311S1P'         0         0        15
'312N1A'        30         0         0
'312N1M'         0        30         0
'312N1P'         0         0        20
'312S1A'        20         0         0
'312S1M'         0        30         0
'312S1P'         0         0        20
'314E1A'        60         0         0
'314E1M'         0        60         0
'314E1P'         0         0        30
'314E2A'        60         0         0
'314E3A'        60         0         0
'314W1A'        60         0         0
'314W1M'         0        60         0
'314W1P'         0         0        60
'314W2A'        30         0         0
'314W2P'         0         0        60
'316N1A'        30         0         0
'316N1M'         0        30         0
'316N1P'         0         0        60
'316N2P'         0         0        60
'316S1 '        30        30        30
'319N1 '       7.5       7.5       7.5
'319S1A'       7.5         0         0
'319S1M'         0      6.66         0
'319S1P'         0         0       7.5
'320E1A'        30         0         0
'320E1M'         0        30         0
'320E1P'         0         0        30
'320E2A'        30         0         0
'320E2M'         0        15         0
'320E2P'         0         0        10
'320W1A'        30         0         0
'320W1M'         0        30         0
'320W1P'         0         0        30
'320W2A'        10         0         0
'320W2M'         0        15         0
'320W2P'         0         0        15
'321N1A'        15         0         0
'321N1M'         0        15         0
'321N1P'         0         0        15
'321N2A'        30         0         0
'321N2M'         0        15         0
'321N2P'         0         0        15
'321N3A'        30         0         0
'321S1A'        15         0         0
'321S1M'         0        15         0
'321S1P'         0         0        15
'321S2A'        15         0         0
'321S2M'         0        12         0
'321S2P'         0         0        15
'323N1A'        15         0         0
'323N1M'         0        30         0
'323N1P'         0         0        20
'323S1 '        15        30        20
'324N1A'        15         0         0
'324N1M'         0        30         0
'324N1P'         0         0        20
'324S1 '        15        30        20
'325N1A'        15         0         0
'325N1M'         0        30         0
'325N1P'         0         0        20
'325S1 '        12        30        20
'326E1 '        30        60        30
'326W1A'        60         0         0
'326W1M'         0        60         0
'326W1P'         0         0        30
'326W2A'        60         0         0
'329N1M'         0        60         0
'329N1P'         0         0        60
'329S1A'        60         0         0
'329S1M'         0        60         0
'332E1 '        30        60        15
'332W1A'        20         0         0
'332W1M'         0        60         0
'332W1P'         0         0        30
'332W2A'        60         0         0
'335E1A'        20         0         0
'335E1M'         0        60         0
'335E1P'         0         0        20
'335E2A'        60         0         0
'335W1A'        20         0         0
'335W1M'         0        30         0
'335W1P'         0         0        20
'337E1A'        15         0         0
'337E1M'         0        30         0
'337E1P'         0         0        15
'337E2M'         0        30         0
'337W1A'        15         0         0
'337W1M'         0        30         0
'337W1P'         0         0        15
'337W2M'         0        30         0
'340E1A'        15         0         0
'340E1M'         0        20         0
'340E1P'         0         0        15
'340W1A'        15         0         0
'340W1M'         0        20         0
'340W1P'         0         0        15
'341N1A'        30         0         0
'341N1M'         0        30         0
'341N1P'         0         0        30
'341N2A'        60         0         0
'341N2P'         0         0        60
'341S1A'        20         0         0
'341S1M'         0        30         0
'341S1P'         0         0        20
'345N1A'        30         0         0
'345N1M'         0        30         0
'345N1P'         0         0        30
'345S1A'        30         0         0
'345S1M'         0        30         0
'345S1P'         0         0        30
'351N1A'        15         0         0
'351N1M'         0        30         0
'351N1P'         0         0        15
'351N2A'        15         0         0
'351N2M'         0        30         0
'351S1A'        15         0         0
'351S1M'         0        30         0
'351S1P'         0         0        12
'351S2M'         0        30         0
'352S1P'         0         0        15
'354N1A'        30         0         0
'354S1P'         0         0        15
'364E1A'        30         0         0
'364E1M'         0        30         0
'364E1P'         0         0        30
'364W1 '        30        30        60
'375N1A'        30         0         0
'375N1M'         0        30         0
'375N1P'         0         0        60
'375N2P'         0         0        60
'375S1A'        30         0         0
'375S1M'         0        30         0
'375S1P'         0         0        30
'388E1 '        30         0        30
'388W1A'        30         0         0
'388W1P'         0         0        30
'391N1A'        30         0         0
'391S1P'         0         0        30
'393N1A'        30         0         0
'393S1P'         0         0        30
'394N1A'        30         0         0
'394N1P'         0         0        60
'394S1P'         0         0        30
'395E1P'         0         0        30
'395W1A'        60         0         0
'401E1 '        10        15      8.57
'401E2A'        30         0         0
'401W1 '        12        15        12
'401W2 '        60         0        30
'402N1A'        15         0         0
'402N1M'         0        30         0
'402N1P'         0         0        10
'402N2A'        60         0         0
'402S1A'        10         0         0
'402S1M'         0        30         0
'402S1P'         0         0        10
'403N1A'       7.5         0         0
'403N1M'         0        15         0
'403N1P'         0         0        15
'403N2A'        30         0         0
'403S1A'        20         0         0
'403S1M'         0        15         0
'403S1P'         0         0        10
'404E1 '        20        30        20
'404W1A'        20         0         0
'404W1M'         0        30         0
'404W1P'         0         0        20
'405N1A'        30         0         0
'405N1M'         0        60         0
'405N1P'         0         0        30
'405N2M'         0        60         0
'405S1A'        30         0         0
'405S1M'         0        30         0
'405S1P'         0         0        30
'407N1A'        30         0         0
'407N1M'         0        60         0
'407N1P'         0         0        30
'407N2A'        30         0         0
'407N2M'         0        60         0
'407N2P'         0         0        30
'407S1A'        30         0         0
'407S1M'         0        60         0
'407S1P'         0         0        20
'407S2A'        30         0         0
'407S2M'         0        60         0
'407S2P'         0         0        60
'410E1A'      8.57         0         0
'410E1M'         0        12         0
'410E1P'         0         0      8.57
'410W1A'        10         0         0
'410W1M'         0        15         0
'410W1P'         0         0        15
'410W2A'        30         0         0
'410W2M'         0        60         0
'410W2P'         0         0        20
'430E1A'        20         0         0
'430E1M'         0        30         0
'430E1P'         0         0        20
'430W1A'        20         0         0
'430W1M'         0        30         0
'430W1P'         0         0        30
'480E1A'        20         0         0
'480E1M'         0        15         0
'480E1P'         0         0      8.57
'480W1 '      8.57        15        15
'501N1M'         0        30         0
'501N1P'         0         0        60
'501N2P'         0         0        30
'501N3P'         0         0        30
'501S1A'        15         0         0
'501S1M'         0        30         0
'501S1P'         0         0        30
'502E1A'        60         0         0
'502E1M'         0        30         0
'502E1P'         0         0        30
'502E2A'        60         0         0
'502E2M'         0        30         0
'502E2P'         0         0        30
'502E3A'        12         0         0
'502E3P'         0         0        15
'502E4A'        60         0         0
'502W1A'        60         0         0
'502W1M'         0        30         0
'502W1P'         0         0        30
'502W2A'        60         0         0
'502W2M'         0        30         0
'502W2P'         0         0        12
'502W3A'        15         0         0
'502W4A'        60         0         0
'509E1P'         0         0        20
'509W1A'        30         0         0
'590N1A'        20         0         0
'590N2A'        60         0         0
'590S1P'         0         0        20
'595N1A'        60         0         0
'595N1M'         0        30         0
'595N1P'         0         0        30
'595N2A'        60         0         0
'595S1A'        30         0         0
'595S1M'         0        30         0
'595S1P'         0         0        30
'601N1A'        30         0         0
'601N1M'         0        30         0
'601N1P'         0         0        15
'601N2A'        60         0         0
'601N3A'        30         0         0
'601N4A'        60         0         0
'601S1A'        20         0         0
'601S1M'         0        30         0
'601S1P'         0         0        60
'601S2A'        60         0         0
'601S2P'         0         0        60
'601S3P'         0         0        60
'602N1A'        20         0         0
'602S1P'         0         0        30
'603N1A'        60         0         0
'603N1P'         0         0        30
'603N2A'        60         0         0
'603S1A'        30         0         0
'603S1P'         0         0        30
'604N1A'        20         0         0
'604N1P'         0         0        60
'604S1A'        30         0         0
'604S1P'         0         0        30
'606E1P'         0         0        60
'606W1P'         0         0        30
'608E1A'        60         0         0
'608W1A'        60         0         0
'609E1A'        60         0         0
'609E1M'         0        60         0
'609E1P'         0         0        60
'609W1A'        60         0         0
'609W1M'         0        60         0
'609W1P'         0         0        60
'620N1A'        60         0         0
'620N1M'         0        60         0
'620N1P'         0         0        30
'620S1A'        60         0         0
'620S1M'         0        60         0
'620S1P'         0         0        60
'640N1A'        20         0         0
'640N1M'         0        30         0
'640N1P'         0         0        30
'640S1 '        15        30        30
'701E1A'        20         0         0
'701E1M'         0        30         0
'701E1P'         0         0        12
'701E2 '        60        30         0
'701E3A'        60         0         0
'701E4A'        60         0         0
'701W1A'        60         0         0
'701W1M'         0        30         0
'701W1P'         0         0        15
'701W2A'        60         0         0
'701W2M'         0        30         0
'701W3A'        30         0         0
'791E1A'        20         0         0
'791E1M'         0        30         0
'791E1P'         0         0        20
'791W1A'        20         0         0
'791W1M'         0        30         0
'791W1P'         0         0        12
'804E1A'        60         0         0
'807N1A'        60         0         0
'807S1A'        60         0         0
'828E1A'        60         0         0
'828W1A'        60         0         0
'848E1A'        60         0         0
'855E1A'        60         0         0
'867N1A'        60         0         0
'868S1A'        60         0         0
'880E1A'        60         0         0
'881E1A'        60         0         0
'9900i '        15        15        15
'9900o '        15        15        15
'9903iA'        30         0         0
'9903oP'         0         0        30
'9910i '       6.7       6.7       6.7
'9910o '       6.7       6.7       6.7
'9911i '       6.7       6.7       6.7
'9911o '       6.7       6.7       6.7
'996ei '         3         6         3
'996eo '         3         6         3
'996mi '       5.5         6       5.5
'996mo '       5.5         6       5.5
'996xiA'        15         0         0
'C12N1A'        60         0         0
'C12N1M'         0        30         0
'C12N1P'         0         0        30
'C12S1A'        60         0         0
'C12S1M'         0        30         0
'C12S1P'         0         0        30
'C12S2P'         0         0        30
'C15E1 '        15        30        15
'C15W1 '        15        30        15
'C1E1A '        30         0         0
'C1E1M '         0        30         0
'C1E1P '         0         0        30
'C1W1A '        30         0         0
'C1W1M '         0        30         0
'C1W1P '         0         0        30
'C20E1A'        20         0         0
'C20E1M'         0        20         0
'C20E1P'         0         0        20
'C20W1A'        20         0         0
'C20W1M'         0        20         0
'C20W1P'         0         0        20
'C21E1A'        10         0         0
'C21E1M'         0        10         0
'C21E1P'         0         0         5
'C21W1A'        10         0         0
'C21W1M'         0        10         0
'C21W1P'         0         0        10
'C21W2A'        12         0         0
'C22N1A'        30         0         0
'C22N1M'         0        30         0
'C22N1P'         0         0        30
'C22S1 '        30        30        30
'C23E1A'      8.57         0         0
'C23E1M'         0        10         0
'C23E1P'         0         0        10
'C23E2A'        15         0         0
'C23W1A'        10         0         0
'C23W1M'         0        10         0
'C23W1P'         0         0         5
'C24N1A'        15         0         0
'C24N1M'         0        30         0
'C24N1P'         0         0        15
'C24S1A'        15         0         0
'C24S1M'         0        30         0
'C24S1P'         0         0        15
'C25N1A'        30         0         0
'C25N1M'         0        30         0
'C25N1P'         0         0        30
'C25S1A'        30         0         0
'C25S1M'         0        30         0
'C25S1P'         0         0        30
'C26N1A'        60         0         0
'C26N1P'         0         0        60
'C26N2M'         0        60         0
'C26N2P'         0         0        60
'C26S1P'         0         0        60
'C26S2A'        60         0         0
'C26S2M'         0        60         0
'C26S2P'         0         0        60
'C27E1A'        15         0         0
'C27E1M'         0        30         0
'C27E1P'         0         0        15
'C27W1A'        15         0         0
'C27W1M'         0        30         0
'C27W1P'         0         0        15
'C28E1A'        15         0         0
'C28E1M'         0        30         0
'C28E1P'         0         0        15
'C28W1A'        15         0         0
'C28W1M'         0        30         0
'C28W1P'         0         0        15
'C29N1A'        20         0         0
'C29N1M'         0        30         0
'C29N1P'         0         0        15
'C29S1A'        20         0         0
'C29S1M'         0        30         0
'C29S1P'         0         0        15
'C2N1A '        30         0         0
'C2N1M '         0        30         0
'C2N1P '         0         0        30
'C2S1A '        60         0         0
'C2S1M '         0        30         0
'C2S1P '         0         0        30
'C30N1A'        30         0         0
'C30N1M'         0        30         0
'C30N1P'         0         0        30
'C30S1A'        30         0         0
'C30S1M'         0        30         0
'C30S1P'         0         0        30
'C36N1 '        15        30        15
'C36S1 '        15        30        15
'C37E1A'        20         0         0
'C37E1M'         0        30         0
'C37E1P'         0         0        60
'C37E2A'        60         0         0
'C37E2M'         0        30         0
'C37E2P'         0         0        30
'C37E3P'         0         0        60
'C37W1A'        30         0         0
'C37W1M'         0        30         0
'C37W1P'         0         0        30
'C37W2A'        60         0         0
'C37W2M'         0        30         0
'C37W2P'         0         0        30
'C37W3A'        20         0         0
'C38E1 '        15        30        15
'C38E2 '        15        30        15
'C38W1A'        12         0         0
'C38W1M'         0        30         0
'C38W1P'         0         0        20
'C38W2 '        15        30        15
'C3E1A '        15         0         0
'C3E1M '         0        30         0
'C3E1P '         0         0        15
'C3W1A '        15         0         0
'C3W1M '         0        30         0
'C3W1P '         0         0        15
'C40E1A'        15         0         0
'C40E1M'         0        30         0
'C40E1P'         0         0        15
'C40W1A'        15         0         0
'C40W1M'         0        30         0
'C40W1P'         0         0        15
'C41E1A'        60         0         0
'C41E1M'         0        30         0
'C41E1P'         0         0        30
'C41E2A'        60         0         0
'C41W1P'         0         0        30
'C43E1A'        60         0         0
'C43E1M'         0        30         0
'C43E1P'         0         0        30
'C43E2A'        30         0         0
'C43E3A'        60         0         0
'C43W1A'        30         0         0
'C43W1M'         0        30         0
'C43W1P'         0         0        30
'C44E1A'        30         0         0
'C44E1M'         0        30         0
'C44E1P'         0         0        30
'C44W1A'        30         0         0
'C44W1M'         0        30         0
'C44W1P'         0         0        30
'C44W2A'        60         0         0
