matrices:,mo120,mo121,mo122,mo123,mo124,mo125,mo126,mo127,mo128,mo129,mo130,mo131,mo132,mo133,mo134,mo135,mo136,mo137,mo138,mo139,mo140,mo141,mo142,mo143,mo144,mo145
name:,ga_ensem,gb_ensem,gc_ensem,gd_ensem,ge_ensem,gf_ensem,gg_ensem,gh_ensem,gi_ensem,gj_ensem,gk_ensem,gl_ensem,gm_ensem,gn_ensem,go_ensem,gp_ensem,gq_ensem,gr_ensem,gs_ensem,gt_ensem,gu_ensem,gv_ensem,gw_ensem,gx_ensem,gy_ensem,gz_ensem
description,ga Ensemble Groups,gb Ensemble Groups,gc Ensemble Groups,gd Ensemble Groups,ge Ensemble Groups,gf Ensemble Groups,gg Ensemble Groups,gh Ensemble Groups,gi Ensemble Groups,gj Ensemble Groups,gk Ensemble Groups,gl Ensemble Groups,gm Ensemble Groups,gn Ensemble Groups,go Ensemble Groups,gp Ensemble Groups,gq Ensemble Groups,gr Ensemble Groups,gs Ensemble Groups,gt Ensemble Groups,gu Ensemble Groups,gv Ensemble Groups,gw Ensemble Groups,gx Ensemble Groups,gy Ensemble Groups,gz Ensemble Groups
1,25.0,6.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,201.0,15.0,1.0,0.0,16.0,15.0,1.0
2,25.0,6.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,202.0,15.0,2.0,0.0,16.0,15.0,2.0
3,25.0,6.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,203.0,15.0,3.0,0.0,16.0,15.0,3.0
4,25.0,6.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,204.0,15.0,4.0,0.0,16.0,15.0,4.0
5,25.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,205.0,15.0,5.0,0.0,16.0,15.0,5.0
6,25.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,206.0,15.0,6.0,0.0,16.0,15.0,6.0
7,25.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,207.0,15.0,7.0,0.0,16.0,15.0,7.0
8,25.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,208.0,15.0,8.0,0.0,16.0,15.0,8.0
9,25.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,209.0,15.0,9.0,0.0,16.0,15.0,9.0
10,25.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,210.0,15.0,10.0,0.0,16.0,15.0,10.0
11,25.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,211.0,15.0,11.0,0.0,16.0,15.0,11.0
101,26.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,16.0,4.0,101.0
102,26.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,16.0,2.0,102.0
103,26.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,1.0,103.0
104,26.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,1.0,104.0
105,26.0,3.0,0.0,7.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,16.0,7.0,105.0
106,26.0,4.0,0.0,8.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,16.0,8.0,106.0
107,26.0,4.0,0.0,8.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,16.0,8.0,107.0
108,26.0,4.0,0.0,9.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,16.0,9.0,108.0
109,26.0,4.0,0.0,9.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,16.0,9.0,109.0
110,26.0,4.0,0.0,9.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,16.0,9.0,110.0
111,26.0,4.0,0.0,9.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,16.0,9.0,111.0
112,26.0,4.0,0.0,10.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,16.0,10.0,112.0
113,26.0,4.0,0.0,12.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,16.0,12.0,113.0
114,26.0,2.0,0.0,6.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,16.0,6.0,114.0
115,26.0,2.0,0.0,6.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,16.0,6.0,115.0
116,26.0,2.0,0.0,6.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,16.0,6.0,116.0
117,26.0,2.0,0.0,6.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,16.0,6.0,117.0
118,26.0,5.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,16.0,11.0,118.0
119,26.0,5.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,16.0,11.0,119.0
120,26.0,5.0,0.0,13.0,0.0,23.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,16.0,13.0,120.0
121,26.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,16.0,2.0,121.0
122,26.0,6.0,0.0,0.0,0.0,99.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,120.0,0.0,16.0,15.0,122.0
123,26.0,6.0,0.0,0.0,0.0,99.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,120.0,0.0,16.0,15.0,123.0
124,26.0,6.0,0.0,0.0,0.0,99.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,120.0,0.0,16.0,15.0,124.0
125,26.0,6.0,0.0,0.0,0.0,99.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,120.0,0.0,16.0,15.0,125.0
126,26.0,6.0,0.0,0.0,0.0,99.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,120.0,0.0,16.0,15.0,126.0
127,26.0,6.0,0.0,0.0,0.0,99.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,120.0,0.0,16.0,5.0,127.0
128,26.0,6.0,0.0,0.0,0.0,99.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,120.0,0.0,16.0,15.0,128.0
129,26.0,6.0,0.0,0.0,0.0,99.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,120.0,0.0,16.0,15.0,129.0
130,26.0,6.0,0.0,0.0,0.0,99.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,120.0,0.0,16.0,15.0,130.0
11010,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1020.0
11020,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1020.0
11030,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1000.0
11040,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1030.0
11050,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1030.0
11060,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1010.0
11070,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1050.0
11080,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1050.0
11090,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1060.0
11100,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1010.0
11110,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1040.0
11120,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1040.0
11130,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1050.0
11140,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1050.0
11150,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1050.0
11160,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1050.0
11170,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1040.0
11180,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1070.0
11190,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1090.0
11200,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1070.0
11210,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1070.0
11220,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1070.0
11230,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1080.0
11240,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1080.0
11250,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1090.0
11260,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1100.0
11270,2.0,1.0,0.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1100.0
11280,2.0,1.0,1.0,1.0,15.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1110.0
12010,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1540.0
12020,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1630.0
12030,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1530.0
12040,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1550.0
12050,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1600.0
12060,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1570.0
12070,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1590.0
12080,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1580.0
12090,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1500.0
12100,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1560.0
12110,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1570.0
12120,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1580.0
12130,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1590.0
12140,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1590.0
12150,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1600.0
12160,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1590.0
12170,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1610.0
12180,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1510.0
12190,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1610.0
12200,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1510.0
12210,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1610.0
12220,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1510.0
12230,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1520.0
12240,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1520.0
12250,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1660.0
12260,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1670.0
12270,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1680.0
12280,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1680.0
12290,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,2.0,1640.0
12300,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,2.0,1640.0
12310,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1660.0
12320,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1620.0
12330,3.0,1.0,0.0,2.0,15.0,2.0,25.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1520.0
12340,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,21.0,2.0,2.0,0.0,2.0,2.0,1650.0
12350,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,21.0,2.0,2.0,0.0,2.0,2.0,1650.0
12360,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,21.0,2.0,2.0,0.0,2.0,2.0,1650.0
12370,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1690.0
12380,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1700.0
12390,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1710.0
12400,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1690.0
12410,3.0,1.0,0.0,2.0,15.0,2.0,25.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,21.0,2.0,2.0,0.0,2.0,2.0,1650.0
12420,3.0,1.0,0.0,2.0,15.0,2.0,25.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1690.0
13010,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,2.0,1220.0
13020,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1260.0
13030,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1200.0
13040,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1200.0
13050,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,2.0,1220.0
13060,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,2.0,1220.0
13070,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,2.0,1220.0
13080,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1260.0
13090,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1260.0
13100,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1210.0
13110,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1200.0
13120,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,1.0,22.0,2.0,2.0,0.0,2.0,2.0,1200.0
13130,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,2.0,1230.0
13140,3.0,1.0,0.0,2.0,15.0,2.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,2.0,1250.0
