matrices:,mo120,mo121,mo122,mo123,mo124,mo125,mo126,mo127,mo128,mo129,mo130,mo131,mo132,mo133,mo134,mo135,mo136,mo137,mo138,mo139,mo140,mo141,mo142,mo143,mo144,mo145
name:,ga_ensem,gb_ensem,gc_ensem,gd_ensem,ge_ensem,gf_ensem,gg_ensem,gh_ensem,gi_ensem,gj_ensem,gk_ensem,gl_ensem,gm_ensem,gn_ensem,go_ensem,gp_ensem,gq_ensem,gr_ensem,gs_ensem,gt_ensem,gu_ensem,gv_ensem,gw_ensem,gx_ensem,gy_ensem,gz_ensem
description,ga Ensemble Groups,gb Ensemble Groups,gc Ensemble Groups,gd Ensemble Groups,ge Ensemble Groups,gf Ensemble Groups,gg Ensemble Groups,gh Ensemble Groups,gi Ensemble Groups,gj Ensemble Groups,gk Ensemble Groups,gl Ensemble Groups,gm Ensemble Groups,gn Ensemble Groups,go Ensemble Groups,gp Ensemble Groups,gq Ensemble Groups,gr Ensemble Groups,gs Ensemble Groups,gt Ensemble Groups,gu Ensemble Groups,gv Ensemble Groups,gw Ensemble Groups,gx Ensemble Groups,gy Ensemble Groups,gz Ensemble Groups
63310,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7750.0
63320,16.0,4.0,0.0,9.0,15.0,9.0,20.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7800.0
63330,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7760.0
63340,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7760.0
63350,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7780.0
63360,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7780.0
63370,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7820.0
63380,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7810.0
63390,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7810.0
63400,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7770.0
63410,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7760.0
63420,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7780.0
63430,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7770.0
63440,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7780.0
63450,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7810.0
63460,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7770.0
63470,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7780.0
63480,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7830.0
63490,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7840.0
63500,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7770.0
63510,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7790.0
63520,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7780.0
63530,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7810.0
63540,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7790.0
63550,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7790.0
63560,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7820.0
63570,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7840.0
63580,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7900.0
63590,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7900.0
63600,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7790.0
63610,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7900.0
63620,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7900.0
63630,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7890.0
63640,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7890.0
63650,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7900.0
63660,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7900.0
63670,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7900.0
63680,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7840.0
63690,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7840.0
63700,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7890.0
63710,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7890.0
63720,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7900.0
63730,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7900.0
63740,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7890.0
63750,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7890.0
63760,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7890.0
63770,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7890.0
63780,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7900.0
63790,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7860.0
63800,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7920.0
63810,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7920.0
63820,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7930.0
63830,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7930.0
63840,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7910.0
63850,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7910.0
63860,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,7900.0
63870,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7850.0
63880,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7910.0
63890,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7860.0
63900,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7920.0
63910,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7920.0
63920,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7910.0
63930,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7850.0
63940,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7930.0
63950,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7930.0
63960,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7910.0
63970,16.0,4.0,0.0,9.0,15.0,9.0,23.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7910.0
64010,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,93.0,9.0,9.0,0.0,9.0,9.0,1930.0
64020,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7640.0
64030,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7640.0
64040,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7620.0
64050,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7640.0
64060,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7710.0
64070,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7710.0
64080,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7710.0
64090,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7620.0
64100,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7870.0
64110,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8050.0
64120,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8110.0
64130,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8010.0
64140,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8050.0
64150,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8050.0
64160,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8010.0
64170,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8060.0
64180,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8000.0
64190,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8060.0
64200,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8060.0
64210,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8060.0
64220,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8010.0
64230,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8060.0
64240,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8000.0
64250,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8010.0
64260,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8020.0
64270,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8030.0
64280,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8030.0
64290,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8070.0
64300,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8070.0
64310,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8070.0
64320,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8030.0
64330,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8020.0
64340,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8030.0
64350,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8030.0
64360,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8030.0
64370,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8070.0
64380,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8070.0
64390,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8070.0
64400,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8020.0
64410,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8040.0
64420,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8040.0
65010,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7880.0
65020,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7880.0
65030,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7870.0
65040,16.0,4.0,0.0,9.0,15.0,9.0,23.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7930.0
65050,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7870.0
65060,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7870.0
65070,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7870.0
65080,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7870.0
65090,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7870.0
65100,16.0,4.0,0.0,9.0,15.0,9.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,9.0,95.0,9.0,9.0,0.0,9.0,9.0,7870.0
65110,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8110.0
65120,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8110.0
65130,16.0,4.0,0.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8110.0
65140,16.0,4.0,1.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8160.0
65150,16.0,4.0,1.0,10.0,15.0,10.0,27.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,10.0,100.0,10.0,10.0,0.0,9.0,10.0,8160.0
