t matrices
a matrix=mf8000  24CBLg   0.0 Cross Border Light Trucks 24 Hrs
      2      3  7.397261
      2      4  .1975309
      2      5  3.417255
      3      2  5.230367
      3      8  .2827225
      3     10  .2827225
      3     11  .9895288
      3  21010  .0005769
      3  21030  .0037857
      3  21050  .0013198
      3  21080  .0024435
      3  21100  .0029165
      3  21150  .0017853
      3  21160  .0072420
      3  22010  .0282209
      3  22390  .0451266
      3  22400  .0419147
      3  22530  .0386701
      3  23370  .1933294
      3  23440  .0407975
      3  23450  .0278690
      3  23460  .0570450
      3  23500  .0786177
      3  24140  .0017129
      3  24150  .0048448
      3  24160  .0064566
      3  24260  .0039868
      3  24270  .0016452
      3  24280  .0033207
      3  24300  .0053991
      3  24320  .0646613
      3  24340  .0026713
      3  24350  .0054350
      3  24400  .0060308
      3  25120  .0571827
      3  25130  .0695124
      3  25220  .0432256
      3  25230  .0096671
      3  25280  .0835797
      3  25290  .0083339
      3  25300  .0067891
      3  25310  .0088959
      3  25320  .0176823
      3  25370  .0305107
      3  25380  .0251783
      3  25390  .1371569
      3  25660  .0139986
      3  25740  .0219190
      3  25800  .0564673
      3  25810  .0718097
      3  26310  .0389453
      3  26340  .0155708
      3  26390  .0123655
      3  26410  .0069963
      3  27140  .1260597
      3  27160  .0303836
      3  27170  .0127090
      3  27220  .0223274
      3  27230  .0503957
      3  27290  .0003389
      3  27660  .2979095
      3  28080  .1123680
      3  28090  .0079039
      3  28220  .0792360
      3  28270  .1590668
      3  28380  .0320375
      3  28390  .0214167
      3  28600  .0264710
      3  28610  .0186310
      3  28710  .0066152
      3  28720  .0152314
      3  28730  .0037757
      3  28740  .0616158
      3  28750  .0463974
      3  29040  .0003325
      3  29060  .0007872
      3  29070  .0005872
      3  29120  .0031677
      3  29280  .0352112
      3  29340  .1012755
      3  41030  .5134130
      3  41040  .0420283
      3  41050  .0315067
      3  41070  .0101854
      3  41110  .0198831
      3  42010  .0069069
      3  42200  .0034068
      3  42210  .0084543
      3  42290  .0479987
      3  51490  .0473711
      3  51590  .0564725
      3  51640  .0473711
      3  51710  .0315023
      3  52110  .0989050
      3  52120  .0544869
      3  52210  .0052970
      3  52250  .0056649
      3  52260  .0092650
      3  52270  .0181211
      3  53010  .0026686
      3  53020  .0024598
      3  53030  .0213812
      3  53040  .0122538
      3  53060  .0019380
      3  53100  .0089254
      3  54010  .0682203
      3  54040  .0784177
      3  54050  .1932956
      3  54080  .0215235
      3  54090  .0213493
      3  54100  .0181388
      3  54120  .0251617
      3  54150  .0382468
      3  54160  .0288832
      3  54200  .0777626
      3  54210  .0816929
      3  54240  .0094004
      3  54290  .3088285
      3  54400  .1599687
      3  61090  .0150489
      3  61130  .0206389
      3  61140  .0083463
      3  61210  .0233379
      3  61260  .1017372
      3  61270  .0381676
      3  61300  .0259326
      3  61370  .1231692
      3  61380  .0607170
      3  61390  .0619114
      3  61420  .0165552
      3  61480  .0490555
      3  61500  .0042212
      3  61530  .0629597
      3  61610  .0129306
      3  61800  .0715340
      3  61840  .0987078
      3  61870  .0226094
      3  61910  .1236069
      3  61920  .0828254
      3  62220  .0174431
      3  62290  .0504622
      3  62390  .0561531
      3  62400  .0274919
      3  62410  .0901927
      3  62630  .1563819
      3  62730  .0690639
      3  63010  .0104956
      3  63020  .0244873
      3  63030  .0216162
      3  63040  .0049858
      3  63080  .0108971
      3  63090  .0182569
      3  63100  .0109264
      3  63150  .1684053
      3  63170  .0042672
      3  63230  .0394405
      3  63250  .0658358
      3  63300  .0661426
      3  63320  .0757566
      3  63350  .0278488
      3  63360  .0125979
      3  63370  .0829128
      3  63420  .0209583
      3  63440  .0096801
      3  63470  .1041524
      3  63490  .0140860
      3  63520  .1860190
      3  63560  .1696952
      3  63570  .0088449
      3  63680  .0222054
      3  63690  .0472150
      3  63820  .0308032
      3  63830  .0041631
      3  63940  .0778437
      3  63950  .0082776
      3  64020  .0136836
      3  64030  .0136836
      3  64050  .0106597
      3  64100  .0030717
      3  64270  .0017258
      3  64280  .0048307
      3  64320  .0035954
      3  64340  .0112331
      3  64350  .0043065
      3  64360  .0069031
      3  65030  .0032624
      3  65040  .0608989
      3  65050  .0081392
      3  65060  .0050178
      3  65070  .0040352
      3  65080  .0045739
      3  65090  .0089191
      3  65100  .0141658
      3  65140  .0088951
      3  65150  .0117032
      3  65160  .0004229
      3  65200  .0081087
      3  65220  .0017426
      3  65230  .0011527
      3  65260  .0103169
      3  65320  .0027344
      3  65340  .0095646
      3  65360  .0004906
      3  65370  .0167206
      3  65380  .0148699
      3  65390  .0136963
      3  65430  .0035940
      3  65440  .0014593
      3  65470  .0106776
      3  65480  .0358792
      3  65490  .0058890
      3  65500  .0107288
      3  65540  .0020745
      3  65550  .0008235
      3  65640  .0519441
      3  65650  .0050964
      3  67060  .7667593
      3  67120  .4718621
      3  67130  1.400496
      3  67150  .5517492
      3  67160  .3059738
      3  67180  .0371908
      3  68110  .0247596
      3  68230  .0017993
      3  68240  .0041170
      3  68250  .0040337
      3  68310  .0017596
      3  68320  .0019521
      3  68330  .0013157
      3  68340  .0055496
      3  68380  .0022911
      3  68390  .0014562
      3  68400  .0004852
      3  68520  .0828165
      3  68570  .1891119
      3  68720  .4917761
      3  68730  .0057630
      3  68750  .0495191
      3  68760  .0554956
      3  68800  .0066168
      3  68840  .0589107
      3  71070  .6728272
      3  71120  1.306231
      3  81010  .4670486
      3  81020  .5164738
      3  81040  .9377781
      3  81050  .2733668
      3  81080  .4710877
      3  81090  1.660253
      3  81100  1.188839
      3  81120  1.009131
      3  81150  .7469746
      3  81190   1.58053
      3  81200  .9780032
      3  81270  .3975707
      3  81310  .2171109
      3  81320  .4048614
      3  81380  2.035496
      3  81490  3.272231
      3  81500  .5958402
      3  81590  2.652047
      3  81600  .5183031
      3  81610  1.580772
      3  81640  .3502696
      3  81650  .7638072
      3  82190   1.93317
      3  82250  7.679395
      3  83010  .1354444
      3  83020  .0059168
      4      2  .3982758
      4     11  .1706897
      4  21010  .0006021
      4  21030  .0039509
      4  21050  .0013774
      4  21080  .0025502
