TZ,Pp1_11,Pp2_11,Pp3_11,Pp4_11,Pp5_11,Pp6_11,Pp10_11,PpTt11,HtTt11,P1Hh11,P2Hh11,P3Hh11,P4Hh11,Con11,FIRE11,TCWh11,Ret11,Bus11,AcIn11,HeEd11,Emp11,PSEn11
Zone,2011_Pop_0to4,2011_Pop 5to12,2011_Pop_13to17,2011_Pop_18to24,2011_Pop_25to44,2011_Pop_45to64,2011_Pop_65plus,2011_total_population,2011_total_hhs,2011_1p_hhs,2011_2p_hhs,2011_3p_hhs,2011_4p_hhs,2011_Const_Mfg,2011_FIRE,2011_TCU_WhSale,2011_Retail,2011_Business_OthServ,2011_Accom_Fd_Info,2011_Health_Ed_PubAd,2011_total_emp,PostSec 2011 FT Enrl
25820,133.92,177.57,203.16,245.31,0,0,386.81,2540.3,769.19,119.53,185.85,167.71,296.1,4.31,2.76,3.65,62.61,27.74,33.05,192.29,326.4,0
25830,178.41,205.85,155.82,369.42,0,0,506.8,3348.07,1069.06,152.83,296.57,237.14,382.53,5.88,3.77,49.93,59.88,66.31,72.23,59.31,317.31,0
25840,79.52,187.98,83.64,76.84,0,0,257.94,1855.36,663.68,147.21,222.36,102.41,191.7,3.97,50.9,42.15,109.77,108.77,237.84,120.18,673.58,0
25850,163.66,218.08,123.4,164.45,0,0,305.46,2259.17,775.98,177.87,217.67,120.62,259.82,45.73,2.93,3.88,33.25,73.65,161.45,59.29,380.18,0
25860,170.95,212.94,188.39,192.6,0,0,313.75,2852.1,959.49,190.86,257.42,194.01,317.2,155.35,29.27,46.54,15.95,135.39,16.83,121.1,520.43,0
25870,200.46,254.59,192.46,376.84,0,0,546.78,3767.12,1286.53,305.59,314.6,238.31,428.02,2.01,16.1,21.33,1.17,84.18,61.72,78.19,264.69,0
25880,141.36,235.25,163.42,368.39,0,0,464,3399.25,1211.52,279.3,377.91,187.65,366.66,4.19,53.68,3.56,140.13,13.5,128.63,36.21,379.9,0
25890,24.77,48.79,73.27,123.09,0,0,162.43,945.67,318.69,44.92,106.79,70.85,96.13,2.68,1.71,2.27,42.8,86.18,69.82,7.71,213.18,0
25900,64.93,187.29,178.36,144.05,0,0,255.09,1896.15,596.59,97.79,159.88,93.78,245.14,5.79,3.71,4.91,176.73,3.73,3.55,3.33,201.75,0
25910,156.79,121.33,99.39,191.31,0,0,302.05,1870.82,621.87,88.52,211.97,133.34,188.03,4.33,2.78,3.68,100.83,111.66,73.17,37.46,333.91,0
25920,48.92,86.73,72.36,212.73,0,0,274.25,1477.22,478.59,89.07,113.26,99.66,176.6,2.02,1.3,1.72,32.39,65.22,52.84,5.83,161.32,0
26010,87.29,177.32,48.41,231.57,0,0,242.35,2054.97,635.17,91.75,182.62,105.13,255.67,5.31,3.4,4.51,69.51,34.22,3.26,137.73,257.94,0
26020,53.13,71.36,104.79,130.02,0,0,214.57,1436.39,476.61,97.17,111.21,102.66,165.57,7.26,2.56,4.79,3.15,6.2,4.14,6.6,34.7,0
26030,92.97,223.84,188.45,358.28,0,0,333.25,2903.26,1057.02,248.01,303.38,232,273.63,12.44,1.59,2.11,28.95,84.16,1.53,93.2,223.98,0
26040,142.89,131.03,121.46,173.44,0,0,396.06,2351.26,948.31,335.93,270.39,109.28,232.71,4.37,2.8,3.71,2.54,112.5,2.68,226.41,355,0
26050,135.24,261.47,128.42,233.36,0,0,286.08,2688.52,920.85,208.91,240.07,180.64,291.23,38.96,49.91,3.31,16.99,181.94,17.94,179.58,488.63,0
26060,173.87,256.88,247.08,391.78,0,0,508.43,3685.2,1185.38,199.31,315.32,234.53,436.22,2.05,16.45,21.79,1.19,86.01,63.06,79.89,270.44,0
26070,113.61,141.08,126.63,173.87,0,0,297.78,1983.18,602.06,79.5,168.12,86.94,267.5,57.71,2.46,3.27,50.35,55.76,118.11,160.72,448.38,0
26080,122.49,148.49,102.2,151.21,0,0,323.9,1855.42,558.02,108.48,58.67,151.05,239.82,4.47,2.86,3.79,2.6,28.77,75.42,77.21,195.12,0
26090,156.62,308.52,217.18,248.29,0,0,424.49,3143.26,1008.92,219.95,201.87,195.26,391.84,195.1,23.81,3.15,32.42,23.94,2.28,198.06,478.76,0
26100,106.2,209.19,154.58,308.9,0,0,342.31,2514.75,890.15,208.34,262.96,144.28,274.56,84,197.32,3.17,27.14,84.17,85.96,129.07,610.84,0
26110,206.63,258.11,163.99,313.05,0,0,341.14,3107.72,1010.05,196.41,255.6,181.23,376.82,11.49,1.47,1.95,26.72,77.68,1.41,86.03,206.75,0
26120,139.96,209.33,240.23,289.8,0,0,482.47,3133.27,1066.7,222.94,301.84,193.42,348.5,44.39,2.84,3.77,154.9,100.07,95.38,2.56,403.91,0
26130,50.94,118.58,114.15,268.46,0,0,421.19,2136.69,689.4,107.59,207.16,114.29,260.37,4.72,75.56,4,2.74,3.04,159.31,61.16,310.53,0
26140,67.26,115.94,121.6,197.31,0,0,415,1973.03,583.47,83.54,157.96,68.04,273.93,2.03,35.69,1.72,35.35,35.89,52.86,32.1,195.63,0
26150,84.44,115.51,97.14,77.71,0,0,89.31,1144.88,337.65,47.02,60.82,77.61,152.2,2.03,35.69,1.72,35.35,35.89,52.86,32.1,195.63,0
26160,98.16,111.95,66.23,550.92,0,0,196.72,2827.14,1402.72,529.64,539.99,224.57,108.52,3.91,31.3,3.32,2.27,358.79,36,236.47,672.06,0
26170,39.27,67.69,77.44,116.88,0,0,109.03,991.56,310.25,48.42,81.92,60.75,119.16,8.69,6.55,5.92,4.91,14.93,9.67,12.81,63.49,151
26180,97.61,120.18,96.25,197.07,0,0,196.16,1681.63,525.23,108.2,75.86,129.89,211.29,3.86,98.92,3.28,33.68,99.47,148.14,44.49,431.85,0
26190,163.85,156.49,93.02,400.94,0,0,294.08,3092.81,1521.85,671.17,466.05,206.7,177.93,3.93,62.93,3.34,28.57,164.53,60.32,90.57,414.18,0
26200,83.89,116.64,58.39,122.61,0,0,271.39,1748.17,714.04,273.77,156.04,119.96,164.27,3.87,80.53,3.28,118.11,155.72,83.12,278.58,723.2,0
26210,32.61,105.52,105.64,144.67,0,0,290.67,1395.36,444.66,46.88,132.97,114.54,150.26,23.84,3.05,4.05,27.74,3.07,65.88,130.52,258.15,0
26220,58.69,149.34,130.21,192.42,0,0,362.11,2162.21,778.73,167.45,235.25,165.85,210.18,48.92,3.13,4.15,21.34,78.78,3,133.88,293.2,0
26230,88.47,169.14,169.34,237.06,0,0,225.67,1988.13,621.25,67.21,159.5,180.94,213.59,36.39,3.11,4.12,2.82,3.13,2.98,153.76,206.3,0
26240,132.08,220.15,180.33,294.52,0,0,419.09,2806.15,914.12,188.52,228.17,148.03,349.4,4.36,76.89,3.7,215.8,2.81,167.49,75.45,546.52,403
26250,101.08,154.32,99.68,125.58,0,0,203.14,1563.97,530.82,141.96,113.52,80.34,195,43.94,42.23,18.65,2.56,84.92,53.96,2.53,248.8,233
26260,65.4,173.42,143.86,296.87,0,0,250.08,2110.93,651.88,95.42,192.42,86.22,277.81,4.12,112.05,3.49,173.55,99.42,2.53,71.14,466.3,0
26270,150.22,217,197.5,217.73,0,0,460.76,2698.72,932.24,252.53,213.61,136.73,329.38,4.63,74.09,3.93,80.73,74.51,127.82,139.95,505.66,0
26280,123.11,158.16,110.84,299.25,0,0,334.02,2397.29,716.85,101.24,180.29,112.59,322.74,2.31,1.48,1.96,13.44,14.89,1.42,73.25,108.75,0
26290,80.22,227.17,207.65,316.65,0,0,509.1,2826.46,937.73,246.97,195.62,124.8,370.33,132.95,2.43,24.18,160.18,55.05,64.13,109.43,548.36,0
26300,132.98,130.97,91.22,251.4,0,0,360.79,2330.91,714.6,120.08,156.48,152.91,285.13,4.48,28.73,3.81,2.61,50.55,34.42,310.08,434.68,0
26310,43.44,117.65,160.61,269.82,0,0,384.76,2070.13,559.9,41.18,146.01,110.48,262.23,49.84,83.01,3.38,57.98,12.84,61.2,425.02,693.28,0
26320,36.72,211.86,113.81,287.88,0,0,371.78,2264.3,703.55,99.76,219.44,88.4,295.95,11.07,8.34,7.53,6.25,19.01,12.31,16.3,80.81,0
26330,99.5,186.21,181.51,257.54,0,0,431.49,2652.82,815.25,115.14,176.86,199.99,323.25,2.78,22.23,17.67,1.61,44.7,1.7,115.95,206.63,0
26340,74.76,250.34,88.46,242.51,0,0,305.73,1829.73,567.28,90.05,134.42,110.66,232.16,3.96,107.79,3.36,103.62,108.39,30.38,125.46,482.97,0
26350,190.9,263.23,169.41,370.57,0,0,494.67,3225.26,998.29,153.97,270.54,144.56,429.21,2.07,16.59,8.79,60.27,80.09,28.63,56.72,253.16,0
26360,70.73,171.48,193.13,214.04,0,0,356.77,2274.55,697.05,135.57,110.63,164.71,286.15,2.68,1.71,2.27,15.57,17.24,1.64,84.81,125.92,0
26370,79.44,135.62,114.88,126.11,0,0,207.25,1564,508.83,84.19,167.57,67.75,189.31,4.25,2.72,3.61,2.47,34.24,2.61,275.64,325.55,0
26380,73.77,174.38,111.54,351.33,0,0,421.34,2576.23,779.06,104.03,182.41,158.65,333.98,4.68,3,3.97,27.22,67.82,2.87,148.3,257.86,0
26390,110.97,187.37,140.69,350.14,0,0,408,2780.63,908.05,197.86,204.67,189.09,316.43,10.76,6.89,9.13,6.26,86.63,6.61,46.49,172.77,0
26400,66.63,145.32,131.41,226.67,0,0,302.05,1855.39,568.05,96.04,107.52,125.25,239.24,8.69,6.55,5.92,4.91,14.93,9.67,12.81,63.49,0
26410,201.41,233.98,157.86,315.45,0,0,284.04,2826.57,826.98,103.27,184.98,153.42,385.32,2.26,1.45,14.37,13.13,87.26,1.39,58.54,178.39,0
26420,162.92,310.9,205.83,337.34,0,0,495.41,3214.95,966.36,142.77,202.97,202,418.62,2.07,16.59,8.79,60.27,80.09,28.63,56.72,253.16,0
26430,77.23,207.91,96.46,133.26,0,0,272.28,1916.66,663.62,127.69,185.52,165.25,185.17,1.39,11.11,8.83,0.81,22.35,0.85,57.97,103.32,0
26440,158.6,296.8,166.82,350.29,0,0,503.24,3066.75,803.35,55.97,174.71,146.16,426.51,1.97,1.26,12.52,11.44,76,1.21,50.98,155.37,0
26450,229.6,437.53,295.3,413.4,0,0,459.29,4058.27,1202.45,225.28,219.21,168.58,589.38,81.94,3,3.97,34.04,90.49,93.44,107.92,414.81,0
26460,225.41,240.91,170.25,253.23,0,0,436.25,2887.93,835.64,139.84,131.96,143.28,420.57,6.4,4.1,5.43,46.52,103.05,3.93,3.69,173.11,0
26470,93.39,124.44,135.42,227.49,0,0,122.02,1676.47,448.95,69.58,79.14,95.17,205.05,4.32,2.77,3.67,2.51,2.78,2.65,391.96,410.66,0
26480,76.79,141.81,156.17,313.04,0,0,274.12,2156.96,595.85,38.7,144.41,99.01,313.72,3.46,2.22,2.94,15.09,72.42,26.55,89.69,212.35,0
26490,81.55,115.46,120.62,232.18,0,0,301.88,2111.09,616.89,102.54,132.65,67.71,313.99,1.78,1.14,1.51,7.75,37.19,13.63,46.06,109.04,0
26500,164.89,246.06,251.27,217.26,0,0,280.09,2816.23,853.59,190.15,129.47,130.51,403.45,98.39,2.8,3.71,158.97,49.3,2.68,144.88,460.74,0
26510,138.08,247.72,179.92,224.65,0,0,542.46,2713.98,940.63,173.3,330.14,140.58,296.61,4.71,60.41,4,2.74,60.74,108.55,183.37,424.53,0
26520,202.83,221.97,211.11,250.82,0,0,482.68,3112.62,1094.83,254.16,330.96,228.52,281.18,73.62,76.64,46.86,149.87,207.48,107.35,418.89,1080.72,0
26530,170.4,325.5,295.32,411.64,0,0,628.07,4098.98,1499.77,343.38,524.97,289.17,342.24,4.91,3.14,4.17,2.86,47.43,3.01,254.54,320.06,0
26540,1,0.98,0.05,2.07,0,0,1.06,10.22,1.96,0.72,0.81,0.41,0.01,635.13,2.2,240.39,738.84,88.46,68.51,19.78,1793.31,0
26550,0.05,0.05,0.05,1,0,0,0.05,5.11,2.33,0.86,0.96,0.49,0.01,645.67,42.79,377.93,185.62,95.61,104.8,38.49,1490.91,0
26560,91.65,180.53,170.7,142.32,0,0,274.64,2223.23,901.29,208.38,384.4,142.63,165.89,181.36,2.32,107.75,2.11,46.73,2.23,2.09,344.6,0
26570,62.91,198.29,117.87,397.33,0,0,465.81,2770.44,656.28,59.5,134.58,121.44,340.76,4.04,12.93,3.43,2.35,19.5,2.48,360.55,405.28,0
26580,155.26,118.39,88.9,145.19,0,0,143.03,2499.62,1267.92,563.3,367.87,235.79,100.97,28.2,63.23,11.97,1.64,95.37,25.97,16.25,242.62,0
26590,80.18,111.48,74.41,92.77,0,0,69.84,1093.78,356.96,42.54,112.9,84.27,117.24,17.46,39.14,7.41,1.02,59.04,16.08,10.06,150.2,0
26600,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0.43,0.8,0.52,1.03,0.69,1.1,5.78,0
27010,0,0,0,0,0,0,0,0,0,0,0,0,0,304.55,1.8,19.88,1.62,1.88,1.79,1.59,333.11,0
27020,120.45,304.57,145.5,260.08,0,0,486.54,2975.7,933.28,144.66,299.05,214.16,275.4,4.35,3.21,3.55,2.89,100.76,3.18,198.71,316.65,13
27030,114.53,158.69,110.93,178.35,0,0,376.97,2225.5,802.98,154.51,282.69,142.9,222.88,20.38,7.16,14.52,10.09,20.95,14.53,17.47,105.08,0
27040,1.01,1.99,2.05,7.13,0,0,5.23,40.84,17.68,5.51,6.19,3.18,2.8,21.51,7.55,15.32,10.65,22.11,15.34,18.44,110.92,0
27050,25.93,81.6,2.11,41.81,0,0,85.84,418.53,135.42,25.61,38.34,15.41,56.05,5.53,2.25,3.5,2.74,5.67,3.77,5.7,29.16,0
27060,40.8,85.26,93.15,354.6,0,0,205.76,1858.05,773.23,248.09,260.22,101.55,163.37,51.1,3.78,4.17,3.4,3.95,3.74,75.1,145.24,0
27070,89.18,175.39,69.2,148.01,0,0,314.75,2164.31,1036.19,419.87,351.77,133.43,131.13,3.54,32.67,2.89,153.03,266.54,103.67,150.19,712.52,6
27080,170.61,167.77,139.45,233.99,0,0,318.67,2598.15,992.63,320.5,258.7,122.9,290.54,16.98,144.27,2.77,107.35,144.33,130.61,194.07,740.37,7
27090,75.21,110.93,71.54,203.66,0,0,194.5,1485.39,543.09,121.48,181.85,82.78,156.98,80.41,47.54,2.62,32.11,198.88,253.36,162.84,777.76,0
27100,90.03,130.18,112.84,240.13,0,0,350.6,2455.23,1088.29,365.87,378.18,185.21,159.03,4.1,3.03,25.09,2.73,39.61,142.69,26.78,244.02,0
27110,111.16,180.59,98.08,262.98,0,0,379.97,2603.3,1085.21,345.13,339.65,192.29,208.15,56.96,91.21,3.1,101.11,44.03,2.78,49.62,348.81,0
27120,154.75,188.9,135.37,274.23,0,0,540.98,2919.77,972.21,189.38,270.36,163.54,348.93,3.45,267.57,2.81,137.72,166.58,113.7,67.58,759.42,0
27130,202.93,214.89,174.23,251.66,0,0,554.41,2975.84,1060.33,242.13,313.61,180.83,323.77,115.18,48.64,2.69,131.44,95.39,36.17,43,472.51,0
27140,81.46,117.47,121.22,251.7,0,0,185.38,1796.74,635.94,199.06,151.47,118.11,167.29,3.63,2.69,2.97,2.42,77.27,2.66,344.33,435.96,0
27150,109.39,229.79,181.62,290.59,0,0,354.9,2516.33,852.28,147.95,268.23,143.43,292.67,18.12,26.78,2.96,241.21,105.04,119.49,94.69,608.29,0
27160,12.45,12.24,12.64,407.8,0,0,12.88,755.57,435.62,270.56,121.51,36.18,7.38,129.36,2.55,2.82,51.67,206.65,297.02,3504.42,4194.49,0
27170,134.36,100.41,54.53,584.86,0,0,44.48,2138.92,1026.02,387.11,349.28,196.77,92.85,121.13,2.56,35.3,34.56,240.77,196.55,1057.03,1687.9,19901
27180,2.02,2.99,3.08,14.28,0,0,7.33,66.36,17.02,1.04,2.4,2.95,10.62,335.48,2.11,850.44,28.51,115.86,20.92,9.33,1362.65,0
27190,86.95,241.41,119.36,314.38,0,0,354.49,2669.59,924.97,202.3,234.7,197.81,290.16,44.06,3.26,3.6,22,76.63,3.23,136.72,289.49,0
27200,68.27,187.97,180.11,169.69,0,0,216.58,1995.69,646.2,94.61,177.59,137.05,236.95,4.31,3.18,3.51,2.87,41.62,3.16,211.04,269.69,0
27210,2.31,62.59,58.71,145.76,0,0,197.52,1015.77,305.33,33.88,84.52,58.51,128.41,10.21,3.95,6.11,5.05,9.99,6.68,10.5,52.48,0
27220,35.35,152.06,94.15,151.37,0,0,219.39,1291.33,382.56,43.73,89.47,70.18,179.18,14.72,5.17,10.48,7.28,15.13,10.49,12.62,75.89,0
27230,83.26,122.8,147.84,194,0,0,403.72,2057.1,672.11,82.61,239.61,105.29,244.6,9.37,6.92,7.65,6.24,7.24,6.87,122.42,166.7,0
27240,203.14,209.74,257.65,291.68,0,0,514.84,3685.38,1194.68,166.39,289.34,338.8,400.15,34.95,109.76,2.85,23.26,54.02,2.56,108.44,335.85,0
27250,71.44,140.49,93.19,349.62,0,0,348.38,2118.29,657.31,75.93,166.72,155.69,258.96,11.03,21.74,1.2,14.68,65.36,18.86,24.02,156.88,0
27260,0.05,0.05,0.05,0.99,0,0,0.05,5.1,0,0,0,0,0,524.04,68.97,620.96,71.68,266.34,163.07,1.88,1716.92,0
27270,162.73,53.34,82.56,153.04,0,0,533.08,2726.02,1405.02,611.14,524.3,141.58,128,366.33,622.09,203.53,332.06,626.56,1187.98,366.62,3705.16,0
27280,1.81,1.78,1.84,1.83,0,0,32.85,102.11,34.66,1.48,20.43,0.74,12.01,42.11,155.6,41.24,526.99,104.16,456.69,71.53,1398.3,0
27290,0,0,0,0,0,0,0,0,0,0,0,0,0,10.21,3.95,6.11,5.05,9.99,6.68,10.5,52.48,0
27300,0.05,0.05,0.05,0.99,0,0,0.05,5.1,0.17,0.06,0.07,0.04,0,295.31,333.1,310.75,320.73,756.87,307.51,116.77,2441.03,0
27310,0,0,0,0,0,0,0,0,0,0,0,0,0,163.49,38.44,133.42,34.63,103.4,54.46,1.94,529.77,0
27320,18.61,1.83,14.16,93.75,0,0,101.06,801.51,397,116.05,196.88,62.07,22,84.96,2.28,2.52,2.06,89.55,33.96,2.02,217.35,0
27330,0,0,0,0,0,0,0,0,0,0,0,0,0,117.6,115.88,102.36,229.63,393.9,114.9,97.31,1171.58,0
27340,46.79,2.04,2.11,62.87,0,0,2.15,628.03,325.88,115.14,148.85,45.49,16.4,5.53,2.25,3.5,2.74,5.67,3.77,5.7,29.16,0
27350,194.61,261.86,77.94,448.94,0,0,344.35,3787.8,1892.19,723.2,719.2,299.65,150.14,113.76,53.5,67.51,2.75,23.98,30.31,2.7,294.52,0
27360,30.53,17.15,26.55,114.25,0,0,94.73,719.82,324.2,74.08,145.68,81.57,22.88,254.78,2.15,231.68,1.94,253.21,128.02,28.53,900.31,0
27370,77.49,71.11,62.9,182.18,0,0,160.31,1362.92,443.71,91.77,119.57,51.13,181.24,44.14,32.62,1.8,1.47,63.98,1.62,18.02,163.65,0
27380,85.4,227.21,122.33,248.02,0,0,545.61,2572.56,855.47,124.54,275.91,158.2,296.83,34.68,25.63,1.42,1.15,50.27,1.27,14.16,128.58,0
27390,133.04,329.68,188.99,316.38,0,0,611.07,3562.75,1634.64,676.97,453.02,257.88,246.77,17.16,33.81,1.87,22.84,101.67,29.33,37.36,244.04,0
27400,2.26,44.42,22.92,102.41,0,0,169.39,581.88,190.55,11.1,63.71,66.81,48.92,3.32,1.35,2.1,1.65,3.4,2.26,3.42,17.5,0
27410,299.54,392.72,329.26,332,0,0,227.23,3756.55,1306.81,227.14,374.52,333.44,371.71,4.37,40.41,3.57,2.91,101.44,32.06,121.46,306.23,0
27420,59.7,29.35,30.29,175.45,0,0,41.17,1363.17,673.98,249.28,263.7,103.33,57.67,105.68,2.23,301.85,45.22,75.85,16.59,1.97,549.41,0
27430,0,0,0,0,0,0,0,0,0,0,0,0,0,193.97,29.86,369.33,2.15,43.73,2.37,15.84,657.25,0
27440,45.99,3.01,3.11,38.62,0,0,3.17,531,232.8,65.62,69.12,95.05,3.01,97.87,2.23,196.6,2,29.1,2.21,1.97,331.97,0
27450,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,2.44,276.58,181.59,19.17,2.42,2.16,487.67,0
27460,3.92,9.01,10.62,14.5,0,0,16.24,112.3,43.88,13.68,15.36,7.9,6.94,479.66,58.2,671.85,100.08,509.1,2.1,1.87,1822.86,0
27470,1.71,1.68,1.74,30.19,0,0,1.77,306.34,145.35,34.28,74.83,28.65,7.6,148.9,34.75,179.07,193.02,1986.91,591.5,496.62,3630.77,0
27480,0.05,0.05,0.05,0.99,0,0,0.05,5.1,2.75,1.01,1.14,0.58,0.01,469.12,27.96,500.14,528.85,187.15,55.45,29.66,1798.33,0
27490,135.84,228.99,142.76,298.2,0,0,230.86,2552.15,718.5,28.9,165.84,177.12,346.64,57.17,33.8,3.73,3.04,35.35,3.35,67.23,203.68,0
27500,1.01,1,1.03,5.1,0,0,3.14,25.52,8.51,2.11,2.37,1.22,2.81,548.03,2.02,78.26,18.24,137.67,210.83,1.79,996.85,0
27510,0,0,0,0,0,0,0,0,0,0,0,0,0,768.17,2.14,810.19,77.18,593.76,371.72,85.22,2708.39,0
27520,0.05,0.05,0.05,0.99,0,0,0.05,5.1,0.17,0.06,0.07,0.04,0,491.71,251.57,604.97,271.92,1882.8,432.37,113.66,4049.01,0
27530,150.93,287.24,187.72,284.54,0,0,277,2873.66,1055.99,265.5,301.1,188.81,300.58,4.46,3.3,3.64,2.97,51.74,3.27,240.51,309.89,0
27540,112.29,172.83,133.75,265.65,0,0,136.36,2225.42,771.36,101.45,282.05,166.35,221.51,89.32,72.61,2.92,23.78,82.85,19.64,75.86,366.97,0
27550,0,0,0,0,0,0,0,0,0,0,0,0,0,1096.97,19.77,453.05,13.36,222.32,122.54,65.55,1993.56,56
27560,35.21,24.73,15.31,60.83,0,0,119.69,561.56,182.29,20.05,52.52,50.26,59.47,16.98,5.96,12.1,8.4,17.45,12.11,14.56,87.57,0
27570,49.34,126.15,100.14,154.13,0,0,168.45,1286.21,382.48,43.87,89.99,71.7,176.92,2.53,1.87,25.77,25.23,1.95,1.85,90.79,149.99,0
27580,50.77,34.95,10.3,40.93,0,0,73.53,387.93,108.01,1.98,42.55,5.03,58.45,2.33,1.72,23.79,23.29,1.8,1.71,83.81,138.46,0
27590,35.5,159.56,133.77,143.06,0,0,278.01,1643.49,511.07,60.17,132.62,115.67,202.61,3.92,72.41,47.97,32.61,30.29,2.87,2.56,192.63,0
27600,1.01,1.99,1.03,6.12,0,0,3.14,30.63,12.96,3.96,4.44,2.28,2.28,242.69,2.24,99.02,307.96,252.07,72.25,1.98,978.22,0
27610,78.85,101.76,140.01,322.76,0,0,637.22,3042.42,1734.03,900.19,542.46,189.11,102.26,9.12,6.74,7.44,6.07,7.05,6.68,89.33,132.42,0
27620,17.58,2.31,2.38,253.97,0,0,78.82,1077.21,515.78,172.63,212.48,92.33,38.34,3.36,279.22,20.55,1330.18,266.08,572.18,159.07,2630.64,0
27630,0,0,0,0,0,0,0,0,0,0,0,0,0,318.76,61.7,154.84,40.42,23.47,2.22,1.98,603.39,0
27640,1.01,0.99,0.05,2.03,0,0,1.04,10.21,1.95,0.72,0.81,0.42,0.01,650.1,2.04,378.13,55.24,53.46,50.68,1.81,1191.47,0
27650,364.53,318.62,308.23,704.02,0,0,717.52,6549.33,2973.62,977.33,1096.02,523.76,376.51,16.69,86.35,13.62,100,393.51,220.16,81.78,912.12,0
27660,1.01,1,1.03,3.06,0,0,1.05,15.31,7.4,2.73,3.06,1.57,0.04,99.72,2.27,150.23,45.96,231.24,28.1,35.08,592.59,0
28010,45.8,75.07,108.45,66.67,0,0,179,1301.63,578.26,265.27,119.88,78.64,114.48,4.34,128.2,3.54,28.87,25.14,103.28,42.5,335.87,0
28020,0,0,0,0,0,0,0,0,0,0,0,0,0,350.88,236.26,184.53,72.67,656.95,1177.03,422.8,3101.11,0
28030,1.01,0.99,0.05,2.03,0,0,1.04,10.21,4.65,1.71,1.93,0.99,0.02,291.94,397.43,294.66,56.26,807.62,1131.57,230.88,3210.36,0
28040,231.13,292.92,291.84,455.43,0,0,430.36,4170.3,1296.81,168.01,315.01,301.24,512.55,4.15,3.07,3.39,2.76,64.19,3.04,440.78,521.38,0
28050,85.52,141.91,70.51,156.19,0,0,547.41,2409.35,1041.2,314.42,439.81,132.68,154.3,43.42,77.01,2.83,40.46,201.37,38.18,1911.87,2315.15,30
28060,131.04,183.37,204.56,391.04,0,0,516.15,3006.51,944.14,140.45,250.3,159.3,394.09,2.15,1.59,48.33,1.43,45.78,19.73,158.29,277.32,40
28070,0,0,0,0,0,0,0,0,0,0,0,0,0,822.75,2013.37,190.02,2.07,569.96,1933.82,963.44,6495.43,38
28080,1.01,2.98,2.05,13.25,0,0,7.33,61.26,20.82,5.63,6.32,3.25,5.63,116.41,92.17,434.25,55.35,751.95,213.25,2102.15,3765.53,16190
28090,106.1,99.11,107.66,122.95,0,0,225,1567,594.39,162.14,167.03,117.15,148.07,3.68,2.72,3.01,30.65,298.93,2.7,2.41,344.1,0
28100,2.23,76.69,2.26,50.52,0,0,265.07,796.29,520.46,423.68,42.28,29.99,24.51,41.18,158.24,60.49,2.19,808.46,199.15,624.11,1893.82,14
28110,89.96,176.92,212.99,337.41,0,0,356.73,2388.71,734.32,74.1,214.47,142.03,303.73,26.74,2.64,2.91,2.37,268.72,2.61,774.51,1080.5,0
28120,121.82,269.53,103.01,230.16,0,0,378.06,2388.81,774.59,110.88,231.37,143.21,289.13,1.57,1.16,35.24,1.05,33.38,14.39,115.42,202.21,0
28130,55.77,94.73,56.59,97.07,0,0,262.26,1378.2,435.68,35.43,136.39,108.3,155.56,20.38,7.16,14.52,10.09,20.95,14.53,17.47,105.08,0
28140,74.64,73.4,66.83,66.36,0,0,59.05,811.57,251.37,34.4,70.81,38.81,107.34,3.67,2.71,2.99,2.44,63.75,2.69,197.57,275.81,0
28150,126.28,101.18,47.46,122.53,0,0,53.22,985.12,292.58,18.53,69.36,85.19,119.49,6.63,2.69,4.21,3.29,6.8,4.52,6.84,34.99,0
28160,39.25,71.67,85.33,158.18,0,0,145,1102.49,348.52,49.53,76.9,99.35,122.73,3.66,2.71,2.99,2.44,63.69,2.68,77.75,155.91,0
28170,84.83,130.33,118.35,219.03,0,0,433.26,2225.51,941.43,372.9,277.84,90.51,200.19,3.2,41.37,45.68,15.97,259.61,2402.51,125.38,2893.71,0
28180,159.69,248.21,135.9,223.2,0,0,495.59,3236.23,1421.72,518.7,433.84,285.69,183.49,3.53,2.61,2.88,2.35,54.59,2.59,149.95,218.5,3
28190,23.67,79.14,81.67,181.28,0,0,220.39,1133.13,373.67,61.14,114.98,58.17,139.38,3.83,2.83,3.12,2.55,177.53,2.81,131.29,323.96,0
28200,37.7,148.27,71.04,146.51,0,0,350.96,1898.79,738.62,148.19,298.42,146.85,145.15,3.72,2.75,3.03,2.48,50.3,108.99,1578.92,1750.18,0
28210,22.09,81.47,39.23,83.48,0,0,234.25,872.82,279,21.77,111.32,45.48,100.43,4.55,3.36,3.72,3.03,123.17,16.68,2.97,157.49,0
28220,45.5,119.31,107.72,213.95,0,0,334.7,1745.69,561.98,75.4,180.6,87.38,218.59,29.76,5.5,9.11,9.9,37.38,1.09,58.32,151.06,0
28230,109.29,167.17,104.73,195.77,0,0,131.9,1658.89,500.69,99.68,146.73,133.29,120.99,3.76,2.78,3.06,2.5,29.03,2.75,453.87,497.74,0
28240,101.34,134.53,107.97,347.2,0,0,461.28,3011.8,1386.77,439.7,529.6,272.01,145.46,132.79,239.2,108.36,27.62,250.19,145.96,824.12,1728.24,2
28250,105.78,113.92,76.66,208.09,0,0,218.85,1623.23,780.78,325.66,240,118.91,96.21,3.54,248.87,130.18,94.39,178.1,188.33,92.63,936.05,1
