TZ, Pp1_30, Pp2_30, Pp3_30, Pp4_30, Pp5_30, Pp6_30, Pp10_30, PpTt30, HtTt30, P1Hh30, P2Hh30, P3Hh30, P4Hh30, Con30, FIRE30, TCWh30, Ret30, Bus30, AcIn30, HeEd30, Emp30, PSEn30
11190, 11.97986, 7.521633, 5.048963, 16.60263, 0, 0, 470.9981, 750.1373, 415.047, 252.4038, 125.4381, 23.54175, 13.66338, 11.45986, 69.12634, 86.6232, 60.00874, 233.4741, 170.7557, 467.7057, 1099.154, 0
11200, 145.4506, 185.5658, 58.68631, 85.01044, 0, 0, 512.911, 1665.106, 799.0905, 460.4443, 133.4393, 96.62788, 108.579, 7.250076, 65.97665, 7.16644, 5.030188, 77.34804, 11.52351, 653.3601, 827.655, 0
11210, 67.34208, 171.0452, 120.2294, 92.18508, 0, 0, 219.8089, 1452.485, 484.0549, 65.12698, 112.114, 105.4796, 201.3343, 7.973295, 18.94045, 7.881317, 5.531966, 94.98772, 6.371243, 249.181, 390.867, 0
11220, 58.69652, 165.5589, 120.5803, 114.7439, 0, 0, 312.1854, 1664.083, 578.0656, 86.96793, 145.8137, 152.1718, 193.1122, 59.39925, 44.3608, 29.93262, 6.417598, 62.34123, 7.391237, 75.42059, 285.2633, 0
11230, 99.33592, 184.5371, 63.24376, 82.78726, 0, 0, 616.4166, 1929.193, 614.0696, 79.28914, 279.4329, 94.17223, 161.1754, 39.91228, 13.75729, 8.174507, 5.73776, 93.63445, 22.02616, 390.941, 574.1835, 0
11240, 122.1689, 252.2355, 78.15559, 158.9536, 0, 0, 1028.364, 2962.592, 1055.12, 354.3174, 254.8916, 132.6129, 313.2977, 130.1021, 94.67203, 26.22455, 6.008152, 321.2845, 6.919672, 511.3136, 1096.525, 0
11250, 56.81515, 114.2911, 59.49087, 74.67962, 0, 0, 2724.847, 4279.438, 2424.275, 1641.849, 589.2935, 78.28245, 114.8498, 43.02133, 496.7695, 78.0459, 292.8616, 470.1134, 527.071, 749.1453, 2657.028, 0
11260, 135.3284, 137.1142, 192.0962, 186.6184, 0, 0, 1892.105, 4777.494, 2511.284, 1616.844, 556.4613, 180.2999, 157.6797, 218.4836, 451.8522, 66.05927, 245.9759, 445.1212, 202.5631, 1688.26, 3318.315, 10
11270, 131.5135, 96.32278, 56.42685, 156.6215, 0, 0, 595.4208, 2432.094, 1097.124, 439.1634, 317.8987, 189.7576, 150.3047, 236.8617, 517.075, 95.48795, 2177.432, 857.8903, 888.8654, 673.1043, 5446.717, 16
11280, 159.2921, 134.2209, 46.88976, 200.0974, 0, 0, 407.0667, 2574.902, 1380.156, 872.2517, 283.0435, 133.406, 91.45513, 225.6705, 51.8573, 227.4409, 98.47565, 278.6444, 747.237, 327.4732, 1956.799, 0
12010, 2.310514, 2.861966, 1.783965, 5.400633, 0, 0, 15.18502, 56.01035, 14.00271, 3.467604, 4.193626, 2.23179, 4.109688, 7.95912, 9.200571, 52.23009, 7.099654, 129.7502, 60.56919, 10.38984, 277.1986, 0
12020, 6.97634, 66.59634, 4.009912, 27.8439, 0, 0, 74.05614, 504.0733, 159.0307, 20.78074, 55.38012, 15.35936, 67.51052, 76.41799, 18.98433, 55.23036, 7.720982, 128.0565, 128.097, 34.09185, 448.599, 0
12030, 232.6238, 320.3062, 183.4745, 365.2053, 0, 0, 1063.636, 4586.326, 1509.292, 141.0767, 532.5245, 368.0186, 467.6721, 23.39564, 34.87272, 9.600686, 11.92405, 123.2156, 385.6372, 56.36165, 645.0076, 0
12040, 275.9624, 820.4726, 492.394, 548.7656, 0, 0, 2300.871, 8178.09, 2691.521, 457.6242, 858.3538, 388.6897, 986.8527, 145.845, 108.6957, 70.27202, 45.42559, 448.063, 47.53684, 429.4281, 1295.266, 0
12050, 397.2852, 555.0803, 300.359, 553.3873, 0, 0, 1252.413, 6473.893, 2141.414, 373.4681, 636.0607, 384.089, 747.7963, 69.34226, 32.29973, 9.037759, 7.064106, 130.7244, 65.38285, 354.9815, 668.8326, 0
12060, 180.1634, 307.6918, 174.5265, 359.8226, 0, 0, 1503.102, 4761.961, 1638.317, 259.106, 597.7906, 278.162, 503.2581, 34.5027, 57.85708, 37.40474, 7.130764, 322.126, 36.14735, 353.257, 848.4257, 2
12070, 163.5212, 251.8348, 161.127, 344.4543, 0, 0, 707.8052, 3370.108, 1120.217, 184.9783, 283.6342, 311.8082, 339.796, 27.92219, 37.45785, 8.652516, 6.762992, 136.3602, 14.04152, 107.6263, 338.8236, 0
12080, 107.8993, 184.3136, 126.7053, 141.5413, 0, 0, 694.0675, 2750.424, 968.1872, 209.881, 288.5374, 217.9496, 251.8192, 19.74755, 26.49151, 9.066165, 7.086309, 96.43875, 9.930655, 76.11707, 244.878, 0
12090, 150.0289, 135.0204, 88.61971, 182.5332, 0, 0, 814.2206, 2574.757, 972.188, 279.1336, 284.5567, 153.1261, 255.3716, 7.226541, 8.353724, 8.247192, 6.446182, 202.1613, 285.0813, 37.67428, 555.1906, 0
12100, 8.66723, 108.2752, 77.22926, 95.10505, 0, 0, 351.8519, 1230.915, 448.0866, 119.8255, 110.7802, 103.455, 114.0259, 42.40074, 205.4034, 9.539465, 318.7531, 144.6427, 168.8031, 238.3411, 1127.884, 0
12110, 77.24935, 133.4334, 75.92165, 99.14966, 0, 0, 567.6417, 1984.985, 739.1429, 216.4599, 224.5248, 106.7927, 191.3655, 7.191308, 14.19119, 8.206983, 6.414754, 116.2374, 71.8164, 389.911, 613.9691, 1
12120, 97.51038, 132.6527, 79.75201, 147.7299, 0, 0, 464.8486, 1801.804, 614.1188, 107.6823, 223.1331, 73.92227, 209.3811, 113.0651, 116.6753, 9.418633, 7.361806, 74.95421, 29.15806, 146.6669, 497.3001, 0
12130, 54.01318, 63.32376, 24.76524, 48.51488, 0, 0, 309.0489, 987.4852, 340.0658, 59.75808, 126.6641, 53.43659, 100.207, 21.76833, 9.76133, 11.669, 8.267367, 22.52708, 15.37554, 24.80337, 114.172, 0
12140, 137.9341, 109.4678, 57.67483, 96.81763, 0, 0, 266.9583, 1699.677, 840.1624, 421.9498, 236.0145, 75.82052, 106.3775, 83.80347, 93.68587, 9.584708, 309.6627, 180.5563, 140.477, 412.1882, 1229.958, 0
12150, 135.616, 225.5102, 112.4491, 240.4625, 0, 0, 657.5834, 2841.861, 967.187, 186.0477, 275.9154, 232.3397, 272.8842, 163.6888, 24.39888, 9.130002, 38.93272, 70.53417, 64.02345, 78.86745, 449.5755, 0
12160, 55.90736, 74.83054, 68.50608, 157.909, 0, 0, 415.1918, 1504.579, 362.07, 117.2416, 115.2093, 22.26169, 107.3574, 7.015065, 8.109263, 8.005849, 6.257543, 50.71781, 8.201974, 371.7647, 460.0722, 0
12170, 34.92577, 24.71214, 13.49457, 83.5743, 0, 0, 344.4103, 1057.166, 553.1069, 228.2976, 215.488, 93.63943, 15.68191, 7.428889, 51.55734, 8.47812, 449.5405, 37.26149, 376.8741, 249.9826, 1181.123, 0
12180, 163.6326, 217.18, 68.98534, 196.7287, 0, 0, 761.9486, 2780.608, 956.1849, 201.942, 285.3594, 170.2015, 298.6821, 8.476717, 9.798901, 9.673939, 66.0403, 223.337, 9.910929, 93.64619, 420.8839, 0
12190, 161.7727, 260.076, 187.2791, 240.938, 0, 0, 1216.462, 4002.183, 2033.393, 1104.991, 497.2965, 191.0154, 240.0904, 16.99026, 9.496906, 7.410892, 5.792511, 12.20195, 7.592441, 102.3267, 161.8116, 0
12200, 103.4449, 130.838, 66.17641, 177.7883, 0, 0, 1094.485, 3472.16, 1544.299, 723.8092, 368.9905, 143.018, 308.4808, 10.02777, 112.1029, 10.87121, 5.794694, 36.0084, 126.0692, 100.6566, 401.5307, 0
12210, 254.9818, 351.1395, 168.5121, 394.1175, 0, 0, 1118.752, 4714.829, 1610.311, 273.6237, 510.2726, 328.3663, 498.0488, 64.33212, 75.34308, 19.9266, 7.126673, 151.8053, 9.341171, 169.7404, 497.6153, 0
12220, 43.26098, 135.4399, 17.5141, 109.9338, 0, 0, 294.3246, 1419.765, 635.1228, 228.539, 202.4642, 131.0481, 73.07153, 7.81321, 320.1799, 8.916721, 492.657, 220.3812, 282.9119, 98.56726, 1431.427, 0
12230, 100.4336, 82.57079, 85.50796, 182.9433, 0, 0, 499.3204, 2071.137, 1052.203, 583.9561, 209.8716, 136.6626, 121.7131, 83.66763, 133.62, 8.66489, 231.4899, 317.6073, 380.6767, 230.3553, 1386.082, 0
12240, 0, 0, 0, 1.061744, 0, 0, 2.890954, 10.43125, 3.163393, 2.021605, 1.141787, 0, 0, 310.7684, 187.7921, 191.2176, 154.1085, 470.4995, 161.911, 215.8304, 1692.127, 0
12250, 176.4918, 368.2999, 226.6676, 436.4382, 0, 0, 1095.707, 4743.006, 1580.306, 238.0007, 493.7362, 348.5908, 499.9778, 21.07525, 23.56052, 57.11974, 6.882993, 136.2212, 26.49582, 270.7823, 542.1378, 0
12260, 23.16192, 71.99849, 29.67105, 56.4072, 0, 0, 853.1121, 1470.917, 638.1234, 269.6697, 201.3963, 31.43172, 135.6257, 8.401087, 69.72696, 9.587627, 138.2824, 67.1907, 188.1934, 172.7966, 654.1788, 0
12270, 140.5445, 348.7191, 257.7441, 332.6881, 0, 0, 743.8048, 3940.724, 1332.258, 183.0385, 437.1818, 330.1737, 381.8636, 8.036798, 128.1407, 9.171888, 14.60508, 178.3595, 9.396579, 176.4205, 524.131, 0
12280, 249.0897, 339.9734, 230.3229, 376.2702, 0, 0, 1137.636, 4777.566, 1722.333, 413.3394, 512.2905, 303.1566, 493.5465, 7.878274, 68.19934, 59.52289, 27.98334, 223.4434, 199.4095, 286.5836, 873.0204, 0
12290, 153.6863, 99.54008, 91.20985, 129.9914, 0, 0, 107.3994, 1651.148, 651.1259, 173.9005, 242.8823, 103.6901, 130.653, 8.345595, 9.647327, 9.524299, 19.85132, 188.8137, 146.9015, 46.91581, 429.9996, 0
12300, 119.9869, 102.1614, 86.58836, 80.59249, 0, 0, 321.3845, 1791.778, 855.1653, 357.1123, 244.7798, 179.1496, 74.12369, 6.960629, 8.046336, 7.943724, 6.208985, 86.61403, 8.138328, 830.1176, 954.0296, 6763
12310, 229.6676, 161.8002, 137.6479, 171.9929, 0, 0, 697.4634, 2742.653, 916.1771, 126.3581, 307.7201, 186.1211, 295.9779, 26.75989, 59.83104, 9.617704, 20.45807, 57.65474, 9.853315, 42.97758, 227.1523, 0
12320, 137.2483, 170.1252, 96.67986, 159.2894, 0, 0, 607.1228, 2516.487, 895.1731, 182.9737, 319.3439, 133.7153, 259.1402, 293.77, 63.37783, 243.0498, 200.9476, 238.738, 369.3278, 173.8239, 1583.035, 0
12330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 965.7401, 53.31475, 824.0032, 63.80482, 308.2528, 82.44085, 86.16785, 2383.724, 0
12340, 27.80022, 5.58236, 4.288615, 5.787286, 0, 0, 333.9305, 647.4498, 396.0766, 262.8878, 86.29026, 37.48192, 9.416562, 305.368, 71.52684, 227.0075, 106.7224, 300.7641, 197.4388, 245.2173, 1454.045, 0
12350, 95.96053, 78.41454, 44.11547, 179.3435, 0, 0, 789.252, 2460.387, 983.1901, 329.997, 312.9192, 100.6835, 239.5903, 15.94397, 11.88276, 17.28502, 81.26161, 11.45054, 13.36318, 12.80336, 163.9904, 0
12360, 3.438116, 3.590929, 2.34278, 2.619231, 0, 0, 22.48037, 63.96194, 33.00638, 16.45154, 9.5895, 4.048696, 2.916649, 9.113284, 8.367641, 123.4976, 464.4767, 32.7246, 114.5723, 201.2497, 954.0017, 0
12370, 189.0884, 194.6865, 35.05345, 100.235, 0, 0, 199.8388, 2059.57, 649.1255, 201.6212, 180.0364, 111.9059, 155.562, 6.770913, 7.827029, 48.30704, 6.039756, 96.0036, 112.0396, 599.3483, 876.3361, 0
12380, 273.8864, 204.4377, 184.3623, 365.2574, 0, 0, 1247.748, 5052.285, 2594.501, 1188.748, 900.343, 304.3691, 201.0412, 80.18763, 95.61989, 7.938884, 6.205202, 403.1204, 8.133368, 244.6913, 845.8967, 0
12390, 141.0583, 332.6467, 178.2542, 316.5278, 0, 0, 814.9818, 3521.652, 1191.23, 250.1371, 298.2343, 245.1282, 397.7307, 58.11721, 24.75071, 36.00313, 33.85211, 95.4017, 187.8814, 126.6741, 562.6804, 0
12400, 55.9668, 69.96728, 85.55738, 141.429, 0, 0, 27.79335, 1166.288, 398.077, 92.12983, 93.48496, 81.81575, 130.6464, 161.0812, 8.295738, 8.189946, 68.41521, 38.56142, 67.5038, 150.9104, 502.9578, 0
12410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 653.1217, 8.56636, 418.3967, 234.5266, 202.5463, 111.9689, 9.673649, 1638.8, 0
12420, 3.027539, 3.221971, 2.250441, 6.316522, 0, 0, 17.85786, 66.07767, 29.00561, 10.07398, 9.78946, 4.538611, 4.603552, 1087.078, 9.886, 287.442, 58.55821, 806.0993, 29.6298, 85.1656, 2363.859, 0
13010, 89.40968, 264.6246, 259.979, 188.1044, 0, 0, 708.5587, 2824.171, 1350.091, 158.053, 313.586, 210.5017, 667.9504, 22.11067, 67.41811, 7.830915, 175.2781, 167.6435, 130.1926, 220.7968, 791.2706, 3
13020, 117.3248, 253.0902, 237.0486, 192.1084, 0, 0, 404.3651, 2522.691, 1195.967, 116.3715, 207.0163, 216.9936, 655.5854, 11.02277, 8.968135, 7.796629, 8.578065, 133.7198, 9.732043, 10.59559, 190.413, 0
13030, 114.086, 289.9528, 162.8591, 238.0592, 0, 0, 545.9238, 2773.701, 1345.087, 93.52135, 283.4816, 414.884, 553.2003, 22.99701, 8.474532, 7.367506, 115.4594, 41.84731, 9.196395, 194.8527, 400.1949, 0
13040, 68.54182, 82.21272, 75.50936, 115.8434, 0, 0, 264.4827, 1105.246, 521.4214, 39.92641, 138.3141, 102.0231, 241.1578, 8.09092, 6.875185, 5.977081, 6.576148, 6.923261, 7.460815, 8.12283, 50.02624, 0
13050, 61.59941, 325.952, 166.4522, 180.1471, 0, 0, 712.4054, 3012.458, 1423.149, 302.9195, 542.3017, 161.3372, 416.5911, 44.25845, 18.40219, 7.599288, 8.360945, 214.7638, 9.485714, 227.6785, 530.5488, 3
13060, 115.2755, 124.5597, 81.19066, 168.4442, 0, 0, 661.8179, 2839.364, 1325.07, 556.1567, 410.556, 200.534, 157.8229, 198.3543, 305.4576, 30.20133, 116.4752, 253.9964, 403.7372, 446.8386, 1755.061, 1
13070, 72.18105, 120.6496, 80.57513, 149.2108, 0, 0, 645.0989, 2537.123, 1190.961, 493.7797, 392.8842, 174.4883, 129.8092, 32.6809, 78.51056, 7.690041, 541.1716, 99.11488, 391.9919, 560.4005, 1711.56, 1
13080, 205.2767, 335.1971, 191.3424, 286.7086, 0, 0, 818.66, 3855.466, 1850.495, 219.4295, 437.088, 436.8816, 757.0964, 6.831329, 35.69255, 6.505286, 7.157294, 185.4958, 8.12014, 214.3064, 464.1088, 0
13090, 117.3452, 274.0561, 193.496, 98.018, 0, 0, 242.2705, 1684.28, 728.5891, 55.41469, 87.98576, 118, 467.1887, 27.76122, 11.54282, 7.0506, 7.757263, 16.83889, 8.800821, 126.0105, 205.7621, 0
13100, 0, 1.535405, 1.31255, 0, 0, 0, 7.904212, 18.32244, 10.00808, 2.385371, 2.906557, 2.128797, 2.587358, 461.2375, 119.691, 255.5097, 596.4293, 732.1611, 443.0141, 166.2998, 2774.342, 1
13110, 57.31374, 141.2985, 24.94026, 12.63232, 0, 0, 191.1599, 1057.03, 500.4041, 163.0463, 148.0737, 77.66901, 111.6151, 8.455084, 113.0382, 38.80678, 622.5989, 412.2557, 185.2773, 233.0915, 1613.523, 0
13120, 59.0696, 205.5116, 94.22699, 136.7861, 0, 0, 271.4633, 1692.33, 796.6435, 184.179, 233.1584, 148.1693, 231.1368, 7.088978, 7.764975, 6.750638, 30.33172, 7.819273, 45.05941, 118.0996, 222.9146, 0
13130, 79.27225, 86.06146, 25.84267, 32.85504, 0, 0, 357.6114, 1286.844, 607.4905, 134.1969, 257.1055, 121.5177, 94.67051, 7.432933, 8.141729, 7.078177, 7.787604, 70.79494, 8.835243, 559.2122, 669.2828, 0
13140, 41.04344, 66.55669, 80.07605, 128.4171, 0, 0, 864.9702, 2415.46, 1127.91, 435.7205, 414.9195, 163.3902, 113.8802, 198.7156, 162.3485, 7.351262, 33.16378, 234.7226, 287.3885, 708.9297, 1632.62, 5
13150, 47.47416, 136.9366, 96.0846, 94.98411, 0, 0, 555.6648, 1425.62, 672.5436, 44.09373, 194.4099, 143.4005, 290.6395, 6.616047, 7.246945, 6.300279, 6.931739, 29.44149, 7.864243, 249.6956, 314.0963, 0
13160, 2.240596, 4.368746, 3.896415, 5.871366, 0, 0, 20.04763, 64.98521, 7.005661, 1.017696, 1.983204, 1.497072, 2.507689, 949.3551, 114.6415, 367.0956, 864.3526, 815.3013, 92.24445, 347.0116, 3550.002, 1
13170, 35.54735, 62.39757, 62.19954, 104.3352, 0, 0, 212.3249, 902.9883, 430.3479, 32.33123, 79.44927, 43.14355, 275.4239, 9.135416, 6.515622, 31.29647, 6.232224, 6.561184, 44.82613, 138.2214, 242.7884, 1
13180, 226.4779, 223.7865, 237.0913, 388.7896, 0, 0, 671.403, 4634.782, 2182.762, 866.5373, 643.2297, 335.2446, 337.7504, 7.299567, 77.10481, 85.76479, 73.50281, 303.7014, 136.4905, 75.75632, 759.6202, 0
13190, 156.3745, 120.2449, 82.54273, 225.6536, 0, 0, 1314.431, 3677.656, 1495.207, 625.6168, 502.3916, 171.7773, 195.4212, 41.64124, 352.0509, 78.46091, 198.0617, 404.1276, 211.1383, 3206.921, 4492.402, 15
13200, 166.9221, 248.5787, 242.7637, 176.7515, 0, 0, 560.9288, 2900.338, 1376.112, 331.7625, 330.4993, 279.6074, 434.2426, 7.039301, 7.710561, 6.703332, 7.37519, 59.65275, 8.367349, 267.8398, 364.6882, 0
13210, 25.24462, 31.2638, 22.46443, 52.47933, 0, 0, 393.8935, 933.4666, 435.3513, 159.2504, 213.8235, 29.23648, 33.04102, 151.064, 2099.674, 243.9741, 159.6707, 602.1373, 691.8319, 300.3983, 4248.75, 123
13220, 103.1807, 255.7686, 134.1082, 211.4895, 0, 0, 866.7668, 3530.957, 1665.344, 667.859, 612.6205, 182.5653, 202.2993, 115.101, 469.876, 21.50823, 116.1288, 717.1989, 458.6726, 804.2608, 2702.746, 145
13230, 67.59212, 23.35162, 35.13738, 99.46217, 0, 0, 651.502, 1842.536, 854.6897, 452.1747, 242.8518, 64.22175, 95.44157, 130.3968, 72.29012, 300.5198, 93.97233, 237.2811, 279.202, 43.04597, 1156.708, 57
13240, 37.35792, 62.393, 27.78802, 149.3106, 0, 0, 498.4254, 2384.834, 1107.894, 533.2047, 415.2266, 63.47481, 95.98792, 9.267822, 51.37947, 6.350014, 6.918335, 182.6989, 7.849035, 8.545499, 273.0091, 6
13250, 141.5652, 189.3023, 178.3254, 243.7869, 0, 0, 375.2758, 2428.39, 1158.936, 256.9904, 321.1619, 257.5013, 323.2825, 75.67917, 9.993425, 162.0404, 9.55876, 126.2362, 10.84467, 28.62617, 422.9788, 0
13260, 107.1061, 113.841, 19.0126, 53.5047, 0, 0, 275.1421, 1287.344, 617.4987, 151.3611, 206.4566, 133.8366, 125.8443, 7.239542, 7.929897, 6.894016, 7.584986, 114.4379, 8.605368, 9.368942, 162.0606, 0
13270, 65.89897, 118.4026, 79.13235, 101.465, 0, 0, 401.7102, 1550.28, 733.5925, 105.6462, 346.5695, 75.12578, 206.2511, 45.87068, 7.949999, 6.911492, 7.604213, 48.69093, 45.01613, 97.16505, 259.2085, 0
13280, 0, 0, 0, 0, 0, 0, 1.252752, 1.252752, 0, 0, 0, 0, 0, 72.3265, 49.32703, 33.17464, 47.14347, 86.73238, 53.15236, 109.6562, 451.5126, 0
13290, 107.268, 199.1822, 128.6951, 264.2109, 0, 0, 695.6405, 3646.055, 1710.381, 407.6599, 496.7306, 363.8115, 442.1795, 8.206921, 8.989523, 21.26434, 8.598523, 119.2236, 115.06, 25.04382, 306.3867, 0
13300, 14.01733, 72.68702, 8.134131, 28.09934, 0, 0, 148.153, 667.8281, 311.2512, 149.874, 89.43733, 24.18909, 47.75078, 270.1767, 21.39744, 7.664969, 8.433208, 333.6104, 9.567699, 175.1935, 826.0439, 0
13310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145.2519, 53.6837, 6.680499, 358.2308, 264.3126, 285.0918, 9.078773, 1122.33, 0
13320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207.9503, 7.943819, 580.8836, 7.598301, 7.999368, 8.620475, 9.385389, 830.3813, 0
13330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 302.6979, 7.139887, 331.8382, 6.829337, 7.344194, 7.921566, 8.435568, 672.2066, 0
14010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.608562, 0, 5.09003, 0, 1.570153, 1.595487, 0, 10.86423, 0
14020, 69.41371, 97.57008, 56.44398, 105.8069, 0, 0, 646.3229, 1853.75, 722.1249, 193.2578, 214.2862, 120.1673, 194.4136, 29.65481, 18.07138, 20.36999, 16.40554, 232.4337, 107.156, 69.50139, 493.5928, 0
14030, 3.330899, 4.810784, 4.135393, 3.48132, 0, 0, 19.48582, 81.83967, 37.82962, 1.382045, 4.749774, 1.466498, 30.2313, 6.11485, 1.943822, 18.5407, 2.315972, 9.764947, 6.956207, 3.327575, 48.96407, 0
14040, 172, 336, 156, 167, 0, 0, 895, 3650.145, 1449.123, 335.7968, 564.6583, 197.8802, 350.7877, 191.2595, 85.96874, 105.9086, 88.30096, 366.6267, 245.3963, 177.5509, 1261.012, 0
21010, 1.689404, 13.88336, 9.036059, 7.399462, 0, 0, 185.6417, 357.8308, 157.8309, 31.11351, 85.84245, 5.023171, 35.85175, 9.729283, 8.454541, 8.960229, 8.788326, 13.72276, 7.707694, 47.97935, 105.3422, 0
21020, 28.14284, 47.67101, 57.14868, 123.3715, 0, 0, 314.6583, 1846.661, 1327.844, 763.5205, 389.7425, 71.2214, 103.3593, 10.30495, 64.47356, 11.67371, 55.97534, 215.978, 220.3463, 326.2005, 904.9525, 7357
