    line   @hdwyam   @hdwymd   @hdwypm
'211W1M'         0        30         0
'211W2X'        60         0        20
'212E1X'        30        30        30
'212W1X'        30        30        30
'214E1P'         0         0        30
'214E2X'        20        30        30
'214W1A'        30         0         0
'214W2X'        60        30        30
'215E1X'        15        30        15
'215W1X'        15        30        15
'227N1X'        30        30        30
'227S1X'        30        30        30
'228N1X'        15        30        15
'228S1X'        20        30        15
'229E1X'        30        30        15
'229W1X'        20        30        30
'230N1X'        20        30        15
'230S1X'        15        30        15
'231E1P'         0         0        30
'231W1X'        30         0        60
'232E1X'        30        30        60
'232W1X'        30        30        30
'236N1X'        60        30        15
'236S1X'        60        30        15
'239E1X'        10        10        10
'239E2X'         0         0         0
'239W1X'        10        10        10
'239W2X'         0         0         0
'240E1A'      8.57         0         0
'240E1M'         0        15         0
'240E1P'         0         0      8.57
'240W1X'       7.5        15        10
'241N1P'         0         0        15
'241N2A'        60         0         0
'241S1A'        10         0         0
'246E1A'        15         0         0
'246E1M'         0        30         0
'246E1P'         0         0        12
'246W1A'        15         0         0
'246W1M'         0        30         0
'246W1P'         0         0        15
'247N1P'         0         0        60
'247S1A'        30         0         0
'249E1X'        15        30        12
'249W1X'        15        30        15
'250E1A'        20         0         0
'250E1M'         0        30         0
'250E1P'         0         0        60
'250E2A'        12         0         0
'250E2M'         0        15         0
'250E2P'         0         0        15
'250W1A'        20         0         0
'250W1M'         0        30         0
'250W1P'         0         0        15
'250W2A'        12         0         0
'250W2M'         0        15         0
'250W2P'         0         0        15
'251E1X'        30        60        30
'251W1X'        30        60        30
'252E1X'        30        60        30
'252W1X'        30        60        30
'253E1X'        30         0        60
'253E2X'         0        60        60
'253W1X'        60         0        30
'253W2X'        60        60         0
'254N1A'        60         0         0
'254N1P'         0         0        60
'254N2X'         0        60        60
'254S1A'        60         0         0
'254S1P'         0         0        30
'254S2X'         0        60        60
'255E1X'        20        30        20
'255W1X'        20        30        15
'256N1X'        60        60        60
'256S1X'        60        30        60
'257E1A'        30         0         0
'257E1M'         0        30         0
'257E1P'         0         0        20
'257W1A'        20         0         0
'257W1M'         0        30         0
'257W1P'         0         0        12
'258N1P'         0         0        60
'258S1A'        60         0         0
'258S2A'        60         0         0
'262N1X'        30         0        60
'262S1X'        60         0        30
'301E1X'        15        30        20
'301W1X'        15        30        20
'310E1X'        30        30        30
'310W1X'        30        30        30
'311N1A'        30         0         0
'311S1P'         0         0        20
'312N1X'        30        30        20
'312S1X'        30        30        20
'314E1X'        30        60        20
'314W1X'        30        60        30
'316N1X'        30        30        30
'316S1X'        30        30        30
'319N1X'         6      6.67       7.5
'319S1X'      6.67       7.5       7.5
'320E1X'        30        30        30
'320E2X'        20        30        30
'320W1X'        30        30        30
'320W2X'        30        30        20
'321N1X'        20        15        15
'321S1X'        15        15        15
'322E1X'        30        30        30
'322W1X'        30        30        30
'323N1X'        15        20        15
'323S1X'        15        20        15
'324N1X'        15        60        20
'324S1X'        15        30        20
'325N1X'        15        30        20
'325S1X'        15        30        20
'326E1X'        30        60        30
'326W1X'        30        60        30
'329N1M'         0        60         0
'329N2P'         0         0        60
'329S1M'         0        60         0
'329S2A'        60         0         0
'335E1X'        20        30        15
'335E2X'        20        30        15
'335W1X'        20        20        15
'335W2X'        15        30        12
'337E1X'        15        15        15
'337W1X'        15        15        15
'340E1X'        15        30        15
'340W1X'        15        30        15
'341N1X'        20        30        20
'341S1X'        20        30        20
'342E1X'        20        30        20
'342W1X'        20        60        20
'345N1X'        30        30        30
'345N2X'         0         0         0
'345S1X'        30        30        30
'345S2X'         0         0         0
'351N1X'       7.5        15        12
'351S1X'        10        15        10
'352S1P'         0         0        20
'354N1A'        60         0         0
'354S1P'         0         0        15
'360E1X'        30        30        30
'360W1X'        30        30        30
'361E1X'        30        30        30
'361W1X'        30        30        30
'362N1X'         0        30        30
'362S1X'         0        30        30
'363E1X'        30        30        30
'363W1X'        30        30        30
'364E1X'        30        30        30
'364W1X'        30        30        30
'370E1X'        30        60        30
'370W1X'        30        60        30
'371E1X'        30        60        30
'371W1X'        30        60        30
'372E1X'        30        30        30
'372W1X'        30        30        30
'373E1X'        30        30        20
'373W1X'        20        60        20
'375N1X'        30        30        30
'375S1X'        30        30        30
'388E1X'        30         0        30
'388W1X'        30         0        30
'391N1A'        60         0         0
'391S1P'         0         0        30
'393N1A'        60         0         0
'393S1P'         0         0        30
'394N1X'        60         0        30
'394S1X'        60         0        30
'395E1P'         0         0        20
'395E2P'         0         0         0
'395W1A'        60         0         0
'395W2A'         0         0         0
'401E1X'      8.57        15       7.5
'401W1X'      8.57        15       7.5
'402N1X'        12        30        12
'402S1X'        12        30        12
'403N1X'        12        20        15
'403S1X'        15        20        15
'404E1X'        30        30        30
'404W1X'        30        20        20
'405N1X'        20        30        30
'405S1X'        30        20        30
'407N1X'        20        60        20
'407S1X'        20        60        20
'408E1X'      8.57        15       7.5
'408W1X'      8.57        15       7.5
'410E1X'      6.67         0       7.5
'410E2X'        60        10         0
'410W1X'         6         0       7.5
'410W2M'         0        10         0
'410W2X'         0         0         0
'412E1X'        15        30        20
'412W1X'        15        30        20
'413E1X'         0        30        30
'413W1X'        60        30        60
'414E1X'         0        60        30
'414W1X'         0        30        30
'416E1X'        30         0        30
'416W1X'        30         0        30
'418N1X'        30         0        30
'418S1X'        30         0        30
'430E1X'        15        20        20
'430W1X'        15        20        20
'480E1X'        20        15        10
'480W1X'       7.5        15        20
'501N1X'        15        30        60
'501N2P'         0         0        30
'501S1X'        15        30        30
'501S2P'         0         0        30
'502E1X'        10        15      6.67
'502W1X'       7.5        15       7.5
'503E1X'        30        30        20
'503E2X'         0         0         0
'503E3X'         0         0         0
'503W1X'        30        30        60
'503W2X'         0         0         0
'503W3X'         0         0         0
'509E1P'         0         0        20
'509W1A'        30         0         0
'531E1X'        30        30        30
'531W1X'        30        30        20
'555E1X'         6        30         5
'555W1X'      6.67        30      5.45
'560E1X'        60        60        60
'560W1X'        60        60        60
'561E1X'        60        60        60
'561W1X'        60        60        60
'562N1X'        20        20        30
'562S1X'        30        30        30
'563N1X'        30        60        60
'563S1X'        30        60        60
'564E1X'        60        60        60
'564W1X'        60        60        60
'595N1X'        30        30        30
'595S1X'        30        30        30
'601N1X'        10        30        12
'601S1X'        12        30        12
'602N1A'        30         0         0
'602S1P'         0         0        30
'603N1A'        30         0         0
'603N2X'        60         0        30
'603S1P'         0         0        30
'603S2A'        30         0         0
'604N1A'        30         0         0
'604N2P'         0         0        60
'604S1P'         0         0        60
'604S2X'        30         0        60
'606E1P'         0         0        30
'606W1P'         0         0        30
'608E1A'        60         0         0
'608W1A'        60         0         0
'609E1X'        60        60        60
'609W1X'        60        60        60
'614N1X'         0        60        60
'614S1X'         0        60        60
'616E1X'        20        30        60
'616W1X'        20        30        60
'617E1X'        20        30        30
'617W1X'        20        30        30
'618N1X'        30        30        60
'618S1X'        30        30        60
'619N1X'         0        60        60
'619S1X'         0        60        60
'620N1X'        60        30        20
'620S1X'        30        60        30
'640N1X'        20        30        30
'640S1X'        20        30        30
'701E1X'        20        15        15
'701W1X'        15        15        15
'719N1X'        30        30        30
'719S1X'        30        30        30
'722N1X'        30        30        30
'722S1X'        30        30        30
'733N1X'        30        30        30
'733S1X'        30        30        30
'741N1X'        30        30        30
'741S1X'        30        30        30
'743E1X'        30        60        20
'743W1X'        20        60        30
'744E1X'        30        60        20
'744W1X'        30        60        30
'745E1X'        30        60        30
'745W1X'        12        60        60
'746E1X'        30        60        15
'746W1X'        60        60        60
'748E1X'        60        60        60
'748W1X'         0        60        60
'749E1X'         0        60        60
'749W1A'        60         0         0
'791E1X'        20        30        20
'791W1X'        20         0        20
'791W2M'         0        30         0
'900N1X'        15        15        15
'900S1X'        15        15        15
'903E1P'         0         0        30
'903W1A'        30         0         0
'910N1X'       6.7       6.7       6.7
'910S1X'       6.7       6.7       6.7
'911N1X'       6.7       6.7       6.7
'911S1X'       6.7       6.7       6.7
'920E1X'       3.3         6       3.3
'920W1X'       3.3         6       3.3
'920W2A'        10         0         0
'921E1X'       6.7         6       6.7
'921W1X'       6.7         6       6.7
'922E1X'         0         0         0
'922W1X'         0         0         0
'923E1X'         0         0         0
'923W1X'         0         0         0
'924E1X'         0         0         0
'924W1X'         0         0         0
'925E1X'         0         0         0
'925W1X'         0         0         0
'930E1X'       3.7         6       3.7
'930W1X'       3.7         6       3.7
'931E1X'         0         0         0
'931W1X'         0         0         0
'950N1X'         0         0         0
'950S1X'         0         0         0
'951N1X'         0         0         0
'951S1X'         0         0         0
'971N1X'        10        10        10
'971S1X'       7.5        10      8.57
'972E1X'         0         0         0
'972W1X'         0         0         0
'973E1X'         0         0         0
'973W1X'         0         0         0
'974E1X'         0         0         0
'974W1X'         0         0         0
'975E1A'      5.45         0         0
'975E1M'         0       7.5         0
'975E1P'         0         0       7.5
'975W1A'         5         0         0
'975W1M'         0       7.5         0
'975W1P'         0         0       7.5
'976N1X'         0         0         0
'976S1X'         0         0         0
'977E1X'         0         0         0
'977W1X'         0         0         0
'C01N1X'        20        20        20
'C01S1X'        20        20        20
'C02N1X'        60        60        60
'C02S1X'        60        60        60
'C03L1X'        30        30        30
'C04N1X'        60        60        60
'C04S1X'        60        60        60
'F01E1X'        15        15        15
'F01W1X'        15        15        15
'F02E1X'        15        15        15
'F02W1X'        15        15        15
'F03E1X'        15        15        15
'F03W1X'        15        15        15
'F04N1X'        30        30        30
'F04S1X'        30        30        30
'F05E1X'        30        30        30
'F05W1X'        30        30        30
'F06L1X'        30        30        30
'F07L1X'        30        30        30
'F12N1X'        30        30        30
'F12S1X'        30        30        30
'F15E1X'        60        60        60
'F15W1X'        60        60        60
'F16E1X'        30        30        30
'F16W1X'        30        30        30
'F17L1X'        60        60        60
'F21E1X'        60        60        60
'F21W1X'        60        60        60
'F22L1X'        30        30        30
'F23L1X'        60        60        60
'F31N1X'        15        30        15
'F31S1X'        15        30        15
'F32L1X'        25        30        25
'F33L1X'        25        30        25
'F34N1X'        25        30        25
'F34S1X'        25        30        25
'F35E1X'        30         0        30
'F35W1X'        60         0        60
'F66E1X'        30        30        30
'F66W1X'        30        30        30
