    line   @hdwyam   @hdwymd   @hdwypm
'104S1M'         0        30         0
'104S1P'         0         0        20
'106E1A'        10         0         0
'106E1M'         0        10         0
'106E1P'         0         0       7.5
'106W1A'     8.571         0         0
'106W1M'         0        10         0
'106W1P'         0         0       7.5
'110E1A'        30         0         0
'110E1M'         0        30         0
'110E1P'         0         0        20
'110W1A'        20         0         0
'110W1M'         0        30         0
'110W1P'         0         0        20
'112E1A'        15         0         0
'112E1M'         0        15         0
'112E1P'         0         0        15
'112W1A'        15         0         0
'112W1M'         0        15         0
'112W1P'         0         0        15
'116E1A'        20         0         0
'116E1M'         0        30         0
'116E1P'         0         0        20
'116W1A'        20         0         0
'116W1M'         0        30         0
'116W1P'         0         0        20
'123E1A'        12         0         0
'123E1M'         0        15         0
'123E1P'         0         0        12
'123W1A'        12         0         0
'123W1M'         0        15         0
'123W1P'         0         0        12
'125N1A'      6.67         0         0
'125S1P'         0         0      6.67
'128E1A'        15         0         0
'128E1M'         0        30         0
'128E1P'         0         0        20
'128W1A'        20         0         0
'128W1M'         0        30         0
'128W1P'         0         0        20
'129E1A'        15         0         0
'129E1M'         0        30         0
'129E1P'         0         0        15
'129W1A'        15         0         0
'129W1M'         0        30         0
'129W1P'         0         0        15
'130N1A'        15         0         0
'130N1M'         0       7.5         0
'130N1P'         0         0        15
'130N2A'        15         0         0
'130N2P'         0         0        20
'130S1A'        15         0         0
'130S1M'         0       7.5         0
'130S1P'         0         0        15
'130S2A'        15         0         0
'130S2P'         0         0        15
'134E1A'        30         0         0
'134E1M'         0        30         0
'134E1P'         0         0        30
'134W1A'        20         0         0
'134W1M'         0        30         0
'134W1P'         0         0        30
'136E1A'        30         0         0
'136E1M'         0        30         0
'136E1P'         0         0        30
'136W1A'        30         0         0
'136W1M'         0        30         0
'136W1P'         0         0        30
'143E1A'        10         0         0
'143E1M'         0        15         0
'143E1P'         0         0        10
'143W1A'        10         0         0
'143W1M'         0        15         0
'143W1P'         0         0        10
'144N1A'        12         0         0
'144N1M'         0        15         0
'144N1P'         0         0        12
'144S1A'        15         0         0
'144S1M'         0        15         0
'144S1P'         0         0        10
'145N1A'        12         0         0
'145N1M'         0        12         0
'145N1P'         0         0        12
'145S1A'        12         0         0
'145S1M'         0        12         0
'145S1P'         0         0        12
'151E1A'        30         0         0
'151E1M'         0        30         0
'151E1P'         0         0        30
'151W1A'        30         0         0
'151W1M'         0        30         0
'151W1P'         0         0        30
'152E1A'        30         0         0
'152E1M'         0        30         0
'152E1P'         0         0        30
'152E2A'        30         0         0
'152E2P'         0         0        30
'152W1A'        20         0         0
'152W1M'         0        30         0
'152W1P'         0         0        30
'152W2A'        30         0         0
'152W2P'         0         0        30
'153E1 '        15        30        15
'153W1 '        15        30        15
'155E1A'        20         0         0
'155E1M'         0        30         0
'155E1P'         0         0        20
'155W1A'        20         0         0
'155W1M'         0        30         0
'155W1P'         0         0        20
'156E1A'        30         0         0
'156E1M'         0        30         0
'156E1P'         0         0        30
'156W1A'        30         0         0
'156W1M'         0        30         0
'156W1P'         0         0        30
'157E1A'        30         0         0
'157E1M'         0        30         0
'157E1P'         0         0        30
'157W1A'        30         0         0
'157W1M'         0        30         0
'157W1P'         0         0        30
'159E1 '        20        30        15
'159W1 '        30        30        20
'160E1 '        15        15         0
'160E1P'         0         0        15
'160W1 '         0        15        15
'160W2A'        15         0         0
'169E1A'        30         0         0
'169E1M'         0        30         0
'169E1P'         0         0        30
'169W1A'        30         0         0
'169W1M'         0        30         0
'169W1P'         0         0        30
'170N1 '        10        30        15
'170S1 '        10        30        15
'171E1 '        15        30        15
'171W1 '        15        30        15
'172E1 '        15        30        15
'172W1 '        15        30        15
'173E1 '        15        30        15
'173W1 '        15        30        15
'174E1 '        20        30        20
'174W1 '        20        30        20
'175E1 '        30         0        60
'175W1 '        30         0        30
'180N1 '        15        15        15
'180S1 '         0        15        15
'180S1A'        15         0         0
'181N1A'        30         0         0
'181N1M'         0        60         0
'181N1P'         0         0        30
'181S1 '        30        60        30
'182N1 '         0        30        30
'182N1A'        30         0         0
'182S1 '        30        30        30
'183E1 '        15        30        15
'183W1 '         0        30        15
'183W1A'        15         0         0
'184N1 '        15        30        15
'184S1 '         0        30        15
'184S1A'        15         0         0
'185N1 '        15        30        15
'185S1 '        15        30        15
'186N1 '        15        30        15
'186S1 '        15        30        15
'187N1 '        15        30        15
'187S1 '        15        30        15
'188E1 '        20        30        15
'188W1 '        15        30        15
'189N1 '        30        30        30
'189S1 '        30        30        30
'191N1 '        30        30        30
'191S1 '        30        30        30
'210N1A'        12         0         0
'210N1M'         0        30         0
'210N1P'         0         0        15
'210S1A'       7.5         0         0
'210S1M'         0        30         0
'210S1P'         0         0        15
'211E1A'        30         0         0
'211E1M'         0        30         0
'211E1P'         0         0        12
'211W1A'        12         0         0
'211W1M'         0        30         0
'211W1P'         0         0        30
'212E1A'        30         0         0
'212E1M'         0        30         0
'212E1P'         0         0        30
'212W1A'        30         0         0
'212W1M'         0        30         0
'212W1P'         0         0        30
'214E1A'        30         0         0
'214E1M'         0        30         0
'214E1P'         0         0        15
'214W1M'         0        30         0
'214W1P'         0         0        30
'214W2A'        15         0         0
'227N1A'        30         0         0
'227N1M'         0        30         0
'227N1P'         0         0        30
'227S1A'        30         0         0
'227S1M'         0        30         0
'227S1P'         0         0        30
'228NB1'        20        30        15
'228SB1'        15        30        15
'229EB1'        30        30        15
'229WB1'        20        30        30
'230NB1'        20        30        15
'230SB1'        15        30        15
'231EB1'         0         0        30
'231WB1'        30         0        60
'232E1A'        30         0         0
'232E1M'         0        30         0
'232E1P'         0         0        30
'232W1A'        30         0         0
'232W1M'         0        30         0
'232W1P'         0         0        30
'236NB1'        60        30        15
'236SB1'        30        30        15
'239EB1'        10        10        10
'239WB1'        10        10        10
'240E1A'        12         0         0
'240E1M'         0        15         0
'240E1P'         0         0        15
'240W1A'        10         0         0
'240W1M'         0        15         0
'240W1P'         0         0        10
'241N1A'        60         0         0
'241N1P'         0         0        15
'241S1A'        10         0         0
'246E1A'        15         0         0
'246E1M'         0        30         0
'246E1P'         0         0        10
'246E2A'        15         0         0
'246E2M'         0        30         0
'246E2P'         0         0        12
'246W1A'        12         0         0
'246W1M'         0        30         0
'246W1P'         0         0        15
'246W2M'         0        30         0
'246W2P'         0         0        20
'246W3A'        15         0         0
'247N1A'        60         0         0
'247N1P'         0         0        30
'247S1A'        60         0         0
'250E1A'        15         0         0
'250E1M'         0        30         0
'250E1P'         0         0        15
'250E2A'        15         0         0
'250E2M'         0        15         0
'250E2P'         0         0        20
'250W1A'        30         0         0
'250W1M'         0        30         0
'250W1P'         0         0        60
'250W2A'        15         0         0
'250W2M'         0        15         0
'250W2P'         0         0        12
'251E1A'        30         0         0
'251E1M'         0        60         0
'251E1P'         0         0        30
'251W1A'        30         0         0
'251W1M'         0        60         0
'251W1P'         0         0        30
'252E1A'        30         0         0
'252E1M'         0        60         0
'252E1P'         0         0        30
'252W1A'        20         0         0
'252W1M'         0        60         0
'252W1P'         0         0        30
'253E1A'        30         0         0
'253E1M'         0        60         0
'253E1P'         0         0        30
'253W1A'        60         0         0
'253W1M'         0        60         0
'253W1P'         0         0        30
'254N1A'        60         0         0
'254N1M'         0        60         0
'254N1P'         0         0        20
'254S1A'        60         0         0
'254S1M'         0        60         0
'254S1P'         0         0        30
'255E1A'        30         0         0
'255E1M'         0        30         0
'255E1P'         0         0        15
'255W1A'        30         0         0
'255W1M'         0        30         0
'255W1P'         0         0        15
'256N1A'        60         0         0
'256N1M'         0        60         0
'256N1P'         0         0        60
'256S1A'        60         0         0
'256S1P'         0         0        60
'256S2M'         0        30         0
'257E1A'        20         0         0
'257E1M'         0        30         0
'257E1P'         0         0        20
'257W1A'        30         0         0
'257W1M'         0        30         0
'257W1P'         0         0        20
'258N1P'         0         0        60
'258S1A'        60         0         0
'258S2A'        60         0         0
'259W1P'         0         0        60
'301E1A'        20         0         0
'301E1M'         0        30         0
'301E1P'         0         0        20
'301WB1'        15        30        20
'311NB1'        20         0         0
'311SB1'         0         0        20
'312N1A'        30         0         0
'312N1M'         0        30         0
'312N1P'         0         0        20
'312S1A'        30         0         0
'312S1M'         0        30         0
'312S1P'         0         0        20
'314E2A'        60         0         0
'314E2M'         0        60         0
'314E2P'         0         0        30
'314W1A'        30         0         0
'314W1M'         0        60         0
'314W1P'         0         0        30
'316N1A'        30         0         0
'316N1M'         0        30         0
'316N1P'         0         0        30
'316S1A'        30         0         0
'316S1M'         0        30         0
'316S1P'         0         0        30
'319N1A'       7.5         0         0
'319N1M'         0       7.5         0
'319N1P'         0         0       7.5
'319S1A'       7.5         0         0
'319S1M'         0       7.5         0
'319S1P'         0         0       7.5
'320E1A'        30         0         0
'320E1M'         0        30         0
'320E1P'         0         0        30
'320E2A'        30         0         0
'320E2M'         0        30         0
'320E2P'         0         0        30
'320W1A'        30         0         0
'320W1M'         0        30         0
'320W1P'         0         0        30
'320W2A'        30         0         0
'320W2M'         0        30         0
'320W2P'         0         0        30
'321N2M'         0        15         0
'321N2P'         0         0        15
'321N3A'        15         0         0
'321S2A'        15         0         0
'321S2M'         0        15         0
'321S2P'         0         0        15
'323N1A'        15         0         0
'323N1M'         0        20         0
'323N1P'         0         0        12
'323S1A'        15         0         0
'323S1M'         0        20         0
'323S1P'         0         0        15
'324N1A'        15         0         0
'324N1M'         0        30         0
'324N1P'         0         0        20
'324S1A'        15         0         0
'324S1M'         0        30         0
'324S1P'         0         0        20
'325N1A'        15         0         0
'325N1M'         0        30         0
'325N1P'         0         0        20
'325S1A'        15         0         0
'325S1M'         0        30         0
'325S1P'         0         0        20
'326E1A'        30         0         0
'326E1M'         0        60         0
'326E1P'         0         0        30
'326W1A'        30         0         0
'326W1M'         0        60         0
'326W1P'         0         0        30
'329N1M'         0        60         0
'329N1P'         0         0        60
'329S1A'        60         0         0
'329S1M'         0        60         0
'335E1A'        20         0         0
'335E1M'         0        30         0
'335E1P'         0         0        20
'335E2A'        20         0         0
'335E2M'         0        30         0
'335E2P'         0         0        20
'335W1A'        20         0         0
'335W1M'         0        30         0
'335W1P'         0         0        20
'335W2A'        20         0         0
'335W2M'         0        30         0
'335W2P'         0         0        20
'337E1A'        12         0         0
'337E1M'         0        15         0
'337E1P'         0         0        15
'337W1A'        15         0         0
'337W1M'         0        15         0
'337W1P'         0         0        15
'340E1A'        20         0         0
'340E1M'         0        30         0
'340E1P'         0         0        15
'340W1A'        15         0         0
'340W1M'         0        30         0
'340W1P'         0         0        15
'341N1A'        20         0         0
'341N1M'         0        30         0
'341N1P'         0         0        20
'341S1A'        20         0         0
'341S1M'         0        30         0
'341S1P'         0         0        20
'342E1 '        20        30        20
'342W1 '        15        30        20
'345N1A'        20         0         0
'345N1M'         0        30         0
'345N1P'         0         0        30
'345S1A'        30         0         0
'345S1M'         0        30         0
'345S1P'         0         0        30
'351NB1'        10        15        15
'351S1A'        20         0         0
'351S1M'         0        15         0
'351S1P'         0         0        15
'352SB1'         0         0        15
'354NB1'        20         0         0
'354SB1'         0         0        15
'355E2M'        20         0         0
'364E1A'        30         0         0
'364E1M'         0        30         0
'364E1P'         0         0        30
'364W1A'        30         0         0
'364W1M'         0        30         0
'364W1P'         0         0        30
'372E  '        30        30        30
'372W  '        30        30        30
'375N1A'        30         0         0
'375N1M'         0        30         0
'375N1P'         0         0        30
'375S1A'        30         0         0
'375S1M'         0        30         0
'375S1P'         0         0        30
'388E1A'        20         0         0
'388E1P'         0         0        30
'388W1A'        30         0         0
'388W1P'         0         0        30
'391N1A'        30         0         0
'391S1P'         0         0        30
'393N1A'        30         0         0
'393S1P'         0         0        30
'394N1A'        30         0         0
'394N1P'         0         0        60
'394S1P'         0         0        30
'395E1P'         0         0        20
'395W1A'        60         0         0
'401E1A'        10         0         0
'401E1M'         0        15         0
'401E1P'         0         0     8.571
'401W1A'     8.571         0         0
'401W1M'         0        15         0
'401W1P'         0         0     8.571
'402N1A'        12         0         0
'402N1M'         0        30         0
'402N1P'         0         0        12
'402S1A'        12         0         0
'402S1M'         0        30         0
'402S1P'         0         0        12
'403N1A'        10         0         0
'403N1M'         0        20         0
'403N1P'         0         0        15
'403S1A'        15         0         0
'403S1M'         0        30         0
'403S1P'         0         0        12
'404E1A'        30         0         0
'404E1M'         0        30         0
'404E1P'         0         0        30
'404W1A'        30         0         0
'404W1M'         0        30         0
'404W1P'         0         0        30
'405N1A'        30         0         0
'405N1M'         0        30         0
'405N1P'         0         0        30
'405S1A'        30         0         0
'405S1M'         0        30         0
'405S1P'         0         0        30
'407N1A'        20         0         0
'407N1M'         0        30         0
'407N1P'         0         0        20
'407S1A'        20         0         0
'407S1M'         0        30         0
'407S1P'         0         0        20
'410E1A'     8.571         0         0
'410E1M'         0        10         0
'410E1P'         0         0        10
'410W1A'        10         0         0
'410W1P'         0         0     8.571
'410W2M'         0        10         0
'430E1A'        20         0         0
'430E1M'         0        30         0
'430E1P'         0         0        20
'430W1A'        30         0         0
'430W1M'         0        30         0
'430W1P'         0         0        20
'480EB1'        20        15        10
'480WB1'         8        15        15
'501NB1'        20        30        30
'501NB2'         0         0        30
'501SB1'        20        30        30
'501SB2'         0         0        30
'502E1M'         0        15         0
'502E1P'         0         0       7.5
'502E3A'        10         0         0
'502W1M'         0        15         0
'502W1P'         0         0        10
'502W3A'     6.666         0         0
'503E1A'        30         0         0
'503E1M'         0        30         0
'503E1P'         0         0        20
'503W1A'        30         0         0
'503W1M'         0        30         0
'503W1P'         0         0        30
'509EB1'         0         0        20
'509WB1'        30         0         0
'531E1A'        30         0         0
'531E1M'         0        30         0
'531E1P'         0         0        30
'531W1A'        30         0         0
'531W1M'         0        30         0
'531W1P'         0         0        30
'555EB1'        10        30         5
'555WB1'         5        30     8.571
'590N1A'        60         0         0
'595N1 '        60        30        30
'595S1 '        30        30        30
'601N1A'        10         0         0
'601N1M'         0        30         0
'601N1P'         0         0        15
'601S1A'        20         0         0
'601S1M'         0        30         0
'601S1P'         0         0        20
'602NB1'        20         0         0
'602SB1'         0         0        30
'603N1A'        30         0         0
'603N1P'         0         0        30
'603S1A'        30         0         0
'603S1P'         0         0        30
'604N1A'        20         0         0
'604N1P'         0         0        60
'604S1A'        30         0         0
'604S1P'         0         0        30
'606E1P'         0         0        60
'606W1P'         0         0        30
'608E1A'        60         0         0
'608W1A'        60         0         0
'609E1 '        60        60        60
'609W1 '        60        60        60
'620NB1'        60        60        30
'620SB1'        30        30        60
'640NB1'        20        30        20
'640SB1'        20        30        20
'701E1 '        15        15        15
'701W1 '        15        15        15
'791E1A'        20         0         0
'791E1M'         0        30         0
'791E1P'         0         0        20
'791W1A'        20         0         0
'791W1M'         0        30         0
'791W1P'         0         0        20
'9900i '        15        15        15
'9900o '        15        15        15
'9903iA'        30         0         0
'9903oP'         0         0        30
'9910N '       6.7       6.7       6.7
'9910S '       6.7       6.7       6.7
'9911N '       6.7       6.7       6.7
'9911S '       6.7       6.7       6.7
'9920E '       3.3         6       3.3
'9920W '       3.3         6       3.3
'9920Wx'        10         0         0
'9921E '       6.7         6       6.7
'9921W '       6.7         6       6.7
'9922E '       3.7         6       3.7
'9922W '       3.7         6       3.7
'C12N1A'        30         0         0
'C12N1P'         0         0        60
'C12S1A'        60         0         0
'C12S1P'         0         0        30
'C12S2P'         0         0        30
'C15E1A'        15         0         0
'C15E1M'         0        30         0
'C15E1P'         0         0        15
'C15W1A'        15         0         0
'C15W1M'         0        30         0
'C15W1P'         0         0        15
'C18EB1'        30        30        30
'C18WB1'        30        30        30
'C1E1A '        30         0         0
'C1E1M '         0        60         0
'C1E1P '         0         0        30
'C1W1A '        30         0         0
'C1W1M '         0        60         0
'C1W1P '         0         0        30
'C20EB1'        30        30        30
'C20WB1'        30        30        30
'C2N1A '        30         0         0
'C2N1M '         0        60         0
'C2N1P '         0         0        30
'C2S1A '        60         0         0
'C2S1M '         0        60         0
'C2S1P '         0         0        30
'C3E1A '        12         0         0
'C3E1M '         0        15         0
'C3E1P '         0         0        12
'C3W1A '        12         0         0
'C3W1M '         0        15         0
'C3W1P '         0         0        12
'C41E1A'        30         0         0
'C41E1M'         0        30         0
'C41E1P'         0         0        60
'C41E2A'        30         0         0
'C41W1A'        60         0         0
'C41W1M'         0        30         0
'C41W1P'         0         0        30
'C43E1A'        20         0         0
'C43E1M'         0        60         0
'C43E1P'         0         0        30
'C43W1A'        20         0         0
'C43W1M'         0        60         0
'C43W1P'         0         0        30
'C44E1A'        30         0         0
'C44E1M'         0        60         0
'C44E1P'         0         0        30
'C44W1A'        30         0         0
'C44W1M'         0        60         0
'C44W1P'         0         0        30
'C45E1A'        30         0         0
'C45E1P'         0         0        60
'C45W1A'        15         0         0
'C45W1P'         0         0        60
'C46E1A'        60         0         0
'C46E1P'         0         0        30
'C46W1A'        60         0         0
'C46W1M'         0        60         0
'C46W1P'         0         0        30
'C47N1A'        60         0         0
'C47N2M'         0        30         0
'C47N2P'         0         0        20
'C47S1A'        30         0         0
'C47S1P'         0         0        30
'C47S2M'         0        30         0
'C48E1A'        60         0         0
'C48E1P'         0         0        60
'C48W1M'         0        60         0
'C48W1P'         0         0        60
'C49E1P'         0         0        60
'C49W1A'        60         0         0
'C4E1A '        30         0         0
'C4E1M '         0        30         0
'C4E1P '         0         0        30
'C4W1A '        30         0         0
'C4W1M '         0        30         0
'C4W1P '         0         0        30
'C50E1A'        60         0         0
'C50E1M'         0        60         0
'C50E1P'         0         0        30
'C50W1A'        60         0         0
'C50W1M'         0        60         0
'C50W1P'         0         0        30
'C51E1A'        30         0         0
'C51E1M'         0        60         0
'C51E1P'         0         0        30
'C51W1A'        30         0         0
'C51W1M'         0        60         0
'C51W1P'         0         0        30
'C52N1M'         0        60         0
'C52N1P'         0         0        30
'C52S1M'         0        60         0
'C52S1P'         0         0        30
'C53E1A'        30         0         0
'C53E1M'         0        60         0
'C53E1P'         0         0        30
'C53W1A'        30         0         0
'C53W1M'         0        60         0
'C53W1P'         0         0        30
'C5E1A '        30         0         0
'C5E1M '         0        30         0
'C5E1P '         0         0        15
'C5W1A '        15         0         0
'C5W1M '         0        30         0
'C5W1P '         0         0        30
'C60E1A'        60         0         0
'C60E1M'         0        60         0
'C60E1P'         0         0        60
'C60W1A'        60         0         0
'C60W1M'         0        60         0
'C60W1P'         0         0        60
'C61E1A'        60         0         0
'C61E1M'         0        60         0
'C61E1P'         0         0        60
'C61W1A'        60         0         0
'C61W1M'         0        60         0
'C61W1P'         0         0        60
'C62NB1'         0        30        30
'C62SB1'         0        30        30
'C63N1A'        30         0         0
'C63N1M'         0        60         0
'C63N1P'         0         0        60
'C63S1A'        30         0         0
'C63S1M'         0        60         0
'C63S1P'         0         0        60
'C64E1M'         0        60         0
'C64E1P'         0         0        60
'C64W1M'         0        60         0
'C64W1P'         0         0        60
'C6N1A '        30         0         0
'C6N1M '         0        30         0
'C6N1P '         0         0        30
'C6S1A '        30         0         0
'C6S1M '         0        30         0
'C6S1P '         0         0        30
'C70E1M'         0        60         0
'C70E1P'         0         0        30
'C70W1M'         0        60         0
'C70W1P'         0         0        30
'C71E1M'         0        30         0
'C71E1P'         0         0        30
'C71W1M'         0        60         0
'C71W1P'         0         0        30
'C73E1A'        20         0         0
'C73E1M'         0        30         0
'C73E1P'         0         0        30
'C73W1A'        20         0         0
'C73W1M'         0        30         0
'C73W1P'         0         0        30
'C75E1A'        30         0         0
'C75E1M'         0        30         0
'C75E1P'         0         0        30
'C75W1A'        30         0         0
'C75W1M'         0        30         0
'C75W1P'         0         0        30
'C76E1A'        30         0         0
'C76E1M'         0        30         0
'C76E1P'         0         0        30
'C76W1A'        30         0         0
'C76W1M'         0        30         0
'C76W1P'         0         0        30
'C7E1A '        30         0         0
'C7E1M '         0        60         0
'C7E1P '         0         0        15
'C7W1A '        15         0         0
'C7W1M '         0        30         0
'C7W1P '         0         0        30
'C84N1M'         0        60         0
'C84N1P'         0         0        60
'C84S1M'         0        60         0
'C84S1P'         0         0        60
'C86E1A'        60         0         0
'C86E1M'         0        30         0
'C86W1A'        60         0         0
'C86W1M'         0        30         0
'C87E1A'        30         0         0
'C87E1M'         0        30         0
'C87E1P'         0         0        30
'C87W1A'        30         0         0
'C87W1M'         0        30         0
'C87W1P'         0         0        20
'C88N1A'        60         0         0
'C88N1M'         0        30         0
'C88N2M'         0        30         0
'C88S1A'        60         0         0
'C88S1M'         0        30         0
'C88S2M'         0        30         0
'C89N1M'         0        60         0
'C89N1P'         0         0        60
'C89S1M'         0        60         0
'C89S1P'         0         0        60
'C92E1A'        12         0         0
'C92E1M'         0        30         0
'C92E1P'         0         0        20
'C92W1A'        12         0         0
'C92W1M'         0        60         0
'C92W1P'         0         0        20
'C93E1A'        60         0         0
'C93E1M'         0        30         0
'C93E1P'         0         0        60
'C93E2A'        60         0         0
'C93W1M'         0        30         0
'C93W1P'         0         0        30
'C94E1M'         0        60         0
'C94E1P'         0         0        30
'C94W1M'         0        30         0
'C94W1P'         0         0        30
'C96E1A'        30         0         0
'C96E1P'         0         0        30
'C96W1A'        30         0         0
'C96W1P'         0         0        30
'C98N1A'        30         0         0
'C98N1P'         0         0        30
'C98S1A'        30         0         0
'C98S1P'         0         0        30
'C9N1A '        30         0         0
'C9N1M '         0        60         0
'C9N1P '         0         0        30
'C9S1A '        30         0         0
'C9S1M '         0        60         0
'C9S1P '         0         0        30
'c62NB1'        20         0         0
'c62SB1'        30         0         0
'c64E1A'        60         0         0
'c64W1A'        60         0         0
'c70E1A'        30         0         0
'c70W1A'        30         0         0
'c71E1A'        30         0         0
'c71W1A'        30         0         0
'cf01EA'        15         0         0
'cf01EM'         0        15         0
'cf01EP'         0         0        15
'cf01WA'        15         0         0
'cf01WM'         0        15         0
'cf01WP'         0         0        15
'cf02EA'        15         0         0
'cf02EM'         0        15         0
'cf02EP'         0         0        15
'cf02WA'        15         0         0
'cf02WM'         0        15         0
'cf02WP'         0         0        15
'cf03EA'        15         0         0
'cf03EM'         0        15         0
'cf03EP'         0         0        15
'cf03WA'        15         0         0
'cf03WM'         0        15         0
'cf03WP'         0         0        15
'cf04NA'        30         0         0
'cf04NM'         0        30         0
'cf04NP'         0         0        30
'cf04SA'        30         0         0
'cf04SM'         0        30         0
'cf04SP'         0         0        30
'cf05EA'        30         0         0
'cf05EM'         0        30         0
'cf05EP'         0         0        30
'cf05WA'        30         0         0
'cf05WM'         0        30         0
'cf05WP'         0         0        30
'cf06LA'        30         0         0
'cf06LM'         0        30         0
'cf06LP'         0         0        30
'cf07LA'        30         0         0
'cf07LM'         0        30         0
'cf07LP'         0         0        30
