mat_id,mo120,mo121,mo122,mo123,mo124,mo125,mo126,mo127,mo128,mo129,mo130,mo131,mo132,mo133,mo134,mo135,mo136,mo137,mo138,mo139,mo140,mo141,mo142,mo143,mo144,mo145
mat_name,ga_ensem,gb_ensem,gc_ensem,gd_ensem,ge_ensem,gf_ensem,gg_ensem,gh_ensem,gi_ensem,gj_ensem,gk_ensem,gl_ensem,gm_ensem,gn_ensem,go_ensem,gp_ensem,gq_ensem,gr_ensem,gs_ensem,gt_ensem,gu_ensem,gv_ensem,gw_ensem,gx_ensem,gy_ensem,gz_ensem
mat_desc,ga Ensemble Groups,gb Ensemble Groups,gc Ensemble Groups,gd Ensemble Groups,ge Ensemble Groups,gf Ensemble Groups,gg Ensemble Groups,gh Ensemble Groups,gi Ensemble Groups,gj Ensemble Groups,gk Ensemble Groups,gl Ensemble Groups,gm Ensemble Groups,gn Ensemble Groups,go Ensemble Groups,gp Ensemble Groups,gq Ensemble Groups,gr Ensemble Groups,gs Ensemble Groups,gt Ensemble Groups,gu Ensemble Groups,gv Ensemble Groups,gw Ensemble Groups,gx Ensemble Groups,gy Ensemble Groups,gz Ensemble Groups
TAZ1700,ga,gb,gc,gd,ge,gf,gg,gh,gi,gj,gk,gl,gm,gn,go,gp,gq,gr,gs,gt,gu,gv,gw,gx,gy,gz
29200,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4790
29210,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4820
29220,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4720
29230,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4750
29240,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4760
29250,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4790
29260,8,2,0,5,15,5,27,471,1,0,0,0,110,0,0,0,0,2,2,52,16,5,0,5,5,4800
29270,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4720
29280,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4730
29290,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4750
29300,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4760
29310,8,2,0,5,15,5,27,471,1,0,0,0,110,0,0,0,0,2,2,52,16,5,0,5,5,4770
29320,8,2,0,5,15,5,27,471,1,0,0,0,110,0,0,0,0,2,2,52,16,5,0,5,5,4770
29330,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4700
29340,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4730
29350,8,2,0,5,15,5,27,471,1,0,0,0,110,0,0,0,0,2,2,52,16,5,0,5,5,4740
29360,8,2,0,5,15,5,27,471,1,0,0,0,110,0,0,0,0,2,2,52,16,5,0,5,5,4770
29370,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4700
29380,8,2,0,5,15,5,27,471,1,0,0,0,110,0,0,0,0,2,2,52,16,5,0,5,5,4740
29390,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4700
29400,8,2,0,5,15,5,8,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4710
29410,8,2,0,5,15,5,8,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4710
29420,8,2,0,5,15,5,8,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4710
29430,8,2,0,5,15,5,8,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4710
29440,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4710
29450,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4710
31010,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5020
31020,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5050
31030,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5030
31040,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5030
31050,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5030
31060,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5040
31070,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5040
31080,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5060
31090,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5060
31100,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5060
31110,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5070
31120,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5070
31130,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5080
31140,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5060
31150,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5060
31160,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5080
31170,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5080
31180,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5080
31190,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5080
31200,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5060
31210,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5070
31220,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5070
31230,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5080
31240,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5080
31250,11,2,0,6,15,6,27,511,1,0,0,0,113,0,0,21,0,0,6,61,6,6,0,6,6,5080
32010,12,2,0,6,15,6,27,521,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5340
32020,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5270
32030,12,2,0,6,15,6,27,521,1,0,0,0,114,0,0,17,0,0,2,61,6,6,0,6,6,5380
32040,12,2,0,6,15,6,27,521,1,0,0,0,114,0,0,17,0,0,2,61,6,6,0,6,6,5390
32050,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5100
32060,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5110
32070,12,2,1,6,15,6,27,532,1,0,0,0,114,0,0,19,0,0,6,61,6,6,0,6,6,5160
32080,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,19,0,0,6,61,6,6,0,6,6,5220
32090,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,19,0,0,6,61,6,6,0,6,6,5220
32100,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5270
32110,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5280
32120,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5110
32130,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5280
32140,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5120
32150,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5120
32160,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5110
32170,12,2,1,6,15,6,27,532,1,0,0,0,114,0,0,19,0,0,6,61,6,6,0,6,6,5160
32180,12,2,1,6,15,6,27,532,1,0,0,0,114,0,0,19,0,0,6,61,6,6,0,6,6,5160
32190,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5230
32200,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5230
32210,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5120
32220,12,2,1,6,15,6,27,532,1,0,0,0,114,0,0,19,0,0,6,61,6,6,0,6,6,5160
32230,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,19,0,0,6,61,6,6,0,6,6,5240
32240,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,20,0,0,6,61,6,6,0,6,6,5290
32250,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5130
32260,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5170
32270,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5230
32280,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5230
32290,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5120
32300,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5170
32310,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5140
32320,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5140
32330,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5180
32340,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5180
32350,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5250
32360,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,20,0,0,6,61,6,6,0,6,6,5290
32370,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5140
32380,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5250
32390,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,19,0,0,6,61,6,6,0,6,6,5260
32400,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,19,0,0,6,61,6,6,0,6,6,5260
32410,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5150
32420,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5140
32430,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5180
32440,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5180
32450,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5250
32460,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5150
32470,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5150
32480,12,2,0,6,15,6,27,531,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5140
32490,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5180
32500,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5180
32510,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5180
32520,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5250
32530,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,20,0,0,6,61,6,6,0,6,6,5290
32540,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5190
32550,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5250
32560,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5250
32570,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,19,0,0,6,61,6,6,0,6,6,5260
32580,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5250
32590,12,2,0,6,15,6,27,532,1,0,0,0,114,0,0,27,0,0,6,61,6,6,0,6,6,5250
32600,12,2,0,6,15,6,22,532,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5200
32610,12,2,0,6,15,6,22,532,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5200
32620,12,2,0,6,15,6,22,532,1,0,0,0,114,0,0,28,0,0,6,61,6,6,0,6,6,5200
32630,12,2,0,6,15,6,22,532,1,0,0,0,114,0,0,19,0,0,6,61,6,6,0,6,6,5210
32640,12,2,0,6,15,6,22,532,1,0,0,0,114,0,0,19,0,0,6,61,6,6,0,6,6,5210
33010,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,18,0,0,6,61,6,6,0,6,6,5300
33020,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,18,0,0,6,61,6,6,0,6,6,5300
33030,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5310
33040,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5350
33050,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,18,0,0,6,61,6,6,0,6,6,5420
33060,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,18,0,0,6,61,6,6,0,6,6,5430
33070,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5320
33080,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5350
33090,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,18,0,0,6,61,6,6,0,6,6,5430
33100,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5320
33110,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5350
33120,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,18,0,0,6,61,6,6,0,6,6,5360
33130,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,18,0,0,6,61,6,6,0,6,6,5420
33140,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,18,0,0,6,61,6,6,0,6,6,5430
33150,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,18,0,0,6,61,6,6,0,6,6,5420
33160,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,17,0,0,2,61,6,6,0,6,6,5370
33170,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,18,0,0,6,61,6,6,0,6,6,5460
33180,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5330
33190,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5330
33200,12,2,0,6,15,6,27,521,1,0,0,0,114,0,0,17,0,0,2,61,6,6,0,6,6,5370
33210,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5400
33220,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,18,0,0,6,61,6,6,0,6,6,5420
33230,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,18,0,0,6,61,6,6,0,6,6,5440
33240,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,18,0,0,6,61,6,6,0,6,6,5450
33250,12,2,0,6,15,6,27,521,1,0,0,0,114,0,0,17,0,0,2,61,6,6,0,6,6,5380
33260,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,18,0,0,6,61,6,6,0,6,6,5410
33270,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5340
33280,12,2,0,6,15,6,27,521,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5400
33290,12,2,0,6,15,6,27,522,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5340
33300,12,2,0,6,15,6,27,521,1,0,0,0,114,0,0,17,0,0,2,61,6,6,0,6,6,5380
33310,12,2,0,6,15,6,27,521,1,0,0,0,114,0,0,17,0,0,6,61,6,6,0,6,6,5340
34010,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5600
34020,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5620
34030,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5500
34040,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5520
34050,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5600
34060,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5630
34070,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5650
34080,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5500
34090,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5510
34100,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5520
34110,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5640
34120,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5530
34130,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5530
34140,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5610
34150,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5640
34160,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5640
34170,13,2,0,6,15,6,21,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5530
34180,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5530
34190,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5530
34200,13,2,0,6,15,6,21,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5640
34210,13,2,0,6,15,6,21,550,1,0,0,0,115,0,0,18,0,0,6,62,6,6,0,6,6,5640
34220,13,2,0,6,15,6,21,550,1,0,0,0,115,0,0,20,0,0,6,62,6,6,0,6,6,5540
34230,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,20,0,0,6,62,6,6,0,6,6,5550
34240,13,2,0,6,15,6,21,550,1,0,0,0,115,0,0,20,0,0,6,62,6,6,0,6,6,5540
34250,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,20,0,0,6,62,6,6,0,6,6,5560
34260,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,20,0,0,6,62,6,6,0,6,6,5570
34270,13,2,0,6,15,6,21,550,1,0,0,0,115,0,0,20,0,0,6,62,6,6,0,6,6,5540
34280,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,20,0,0,6,62,6,6,0,6,6,5580
34290,13,2,0,6,15,6,27,550,1,0,0,0,115,0,0,20,0,0,6,62,6,6,0,6,6,5590
35010,12,2,0,6,15,6,27,513,1,0,0,0,105,0,0,0,0,0,6,61,6,6,0,6,6,1920
35020,12,2,0,6,15,6,27,513,1,0,0,0,111,0,0,0,0,0,6,61,6,6,0,6,6,1920
35030,9,2,0,6,15,6,27,512,1,0,0,0,112,0,0,21,0,0,6,61,6,6,0,6,6,5000
35040,9,2,0,6,15,6,27,512,1,0,0,0,112,0,0,21,0,0,6,61,6,6,0,6,6,5000
35050,9,2,0,6,15,6,27,513,1,0,0,0,111,0,0,21,0,0,6,61,6,6,0,6,6,5010
41010,18,5,0,11,15,11,26,560,1,0,0,0,116,0,0,22,0,0,11,112,11,11,0,10,11,5700
41020,18,5,0,11,15,11,27,560,1,0,0,0,116,0,0,22,0,0,11,112,11,11,0,10,11,5700
41030,18,5,1,11,15,11,27,560,1,0,0,0,116,0,0,22,0,0,11,112,11,11,0,10,11,5720
41040,18,5,0,11,15,11,27,560,1,0,0,0,116,0,0,22,0,0,11,112,11,11,0,10,11,5710
41050,18,5,0,11,15,11,27,560,1,0,0,0,116,0,0,22,0,0,11,112,11,11,0,10,11,5710
41060,18,5,0,11,15,11,27,560,1,0,0,0,116,0,0,22,0,0,11,112,11,11,0,10,11,5730
41070,18,5,0,11,15,11,27,560,1,0,0,0,116,0,0,22,0,0,11,112,11,11,0,10,11,5710
41080,18,5,0,11,15,11,27,560,1,0,0,0,116,0,0,22,0,0,11,112,11,11,0,10,11,5730
41090,18,5,0,11,15,11,27,560,1,0,0,0,116,0,0,22,0,0,11,112,11,11,0,10,11,5730
41100,18,5,0,11,15,11,27,560,1,0,0,0,116,0,0,22,0,0,11,112,11,11,0,10,11,5730
41110,18,5,0,11,15,11,27,560,1,0,0,0,116,0,0,22,0,0,11,112,11,11,0,10,11,5710
41120,18,5,0,11,15,11,27,560,1,0,0,0,116,0,0,22,0,0,11,112,11,11,0,10,11,5730
41130,19,5,0,11,15,11,27,560,1,0,0,0,116,0,0,23,0,0,11,112,11,11,0,10,11,5810
42010,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5870
42020,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5880
42030,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5890
42040,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5880
42050,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5900
42060,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5840
42070,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5800
42080,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5800
42090,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5830
42100,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5890
42110,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5890
42120,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5800
42130,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5800
42140,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5800
42150,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5830
42160,19,5,0,11,15,11,27,571,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5830
42170,19,5,0,11,15,11,27,571,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5840
42180,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5840
42190,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5810
42200,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5820
42210,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5820
42220,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5850
42230,19,5,0,11,15,11,27,571,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5850
42240,19,5,0,11,15,11,27,571,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5860
42250,19,5,0,11,15,11,27,571,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5860
42260,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5810
42270,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5860
42280,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5810
42290,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5820
42300,19,5,0,11,15,11,27,571,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5850
42310,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5910
42320,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5910
42330,19,5,0,11,15,11,27,571,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5860
42340,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5860
42350,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5950
42360,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5810
42370,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5810
42380,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5910
42390,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5920
42400,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5920
42410,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5920
42420,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5930
42430,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5960
42440,19,5,0,11,15,11,27,572,1,0,0,0,117,0,0,23,0,0,11,112,11,11,0,10,11,5940
43010,18,5,0,11,15,11,27,560,1,0,0,0,116,0,0,22,0,0,11,112,11,11,0,10,11,5740
