mat_id,mo120,mo121,mo122,mo123,mo124,mo125,mo126,mo127,mo128,mo129,mo130,mo131,mo132,mo133,mo134,mo135,mo136,mo137,mo138,mo139,mo140,mo141,mo142,mo143,mo144,mo145
mat_name,ga_ensem,gb_ensem,gc_ensem,gd_ensem,ge_ensem,gf_ensem,gg_ensem,gh_ensem,gi_ensem,gj_ensem,gk_ensem,gl_ensem,gm_ensem,gn_ensem,go_ensem,gp_ensem,gq_ensem,gr_ensem,gs_ensem,gt_ensem,gu_ensem,gv_ensem,gw_ensem,gx_ensem,gy_ensem,gz_ensem
mat_desc,ga Ensemble Groups,gb Ensemble Groups,gc Ensemble Groups,gd Ensemble Groups,ge Ensemble Groups,gf Ensemble Groups,gg Ensemble Groups,gh Ensemble Groups,gi Ensemble Groups,gj Ensemble Groups,gk Ensemble Groups,gl Ensemble Groups,gm Ensemble Groups,gn Ensemble Groups,go Ensemble Groups,gp Ensemble Groups,gq Ensemble Groups,gr Ensemble Groups,gs Ensemble Groups,gt Ensemble Groups,gu Ensemble Groups,gv Ensemble Groups,gw Ensemble Groups,gx Ensemble Groups,gy Ensemble Groups,gz Ensemble Groups
TAZ1700,ga,gb,gc,gd,ge,gf,gg,gh,gi,gj,gk,gl,gm,gn,go,gp,gq,gr,gs,gt,gu,gv,gw,gx,gy,gz
25750,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3650
25760,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3650
25770,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3650
25780,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,2,4,43,25,4,0,3,4,3700
25790,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,2,4,43,25,4,0,3,4,3700
25800,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,2,4,43,25,4,0,3,4,3730
25810,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,2,4,43,25,4,0,3,4,3730
25820,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,0,4,43,25,4,0,3,4,3770
25830,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,0,4,43,25,4,0,3,4,3790
25840,5,2,0,4,15,4,27,340,1,0,0,0,108,0,0,0,0,6,4,45,25,4,0,3,4,3620
25850,5,2,0,4,15,4,27,340,1,0,0,0,108,0,0,0,0,6,4,45,25,4,0,3,4,3620
25860,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3660
25870,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3660
25880,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,2,4,44,25,4,0,3,4,3710
25890,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,2,4,43,25,4,0,3,4,3700
25900,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,2,4,44,25,4,0,3,4,3710
25910,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,2,4,44,25,4,0,3,4,3710
25920,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,2,4,43,25,4,0,3,4,3740
26010,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,2,4,43,25,4,0,3,4,3740
26020,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,0,4,43,25,4,0,3,4,3800
26030,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,0,4,43,25,4,0,3,4,3800
26040,5,2,0,4,15,4,27,340,1,0,0,0,108,0,0,0,0,6,4,45,25,4,0,3,4,3630
26050,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3670
26060,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3670
26070,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,2,4,44,25,4,0,3,4,3720
26080,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,2,4,44,25,4,0,3,4,3720
26090,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,2,4,43,25,4,0,3,4,3740
26100,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,0,4,43,25,4,0,3,4,3810
26110,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,0,4,43,25,4,0,3,4,3800
26120,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,2,4,44,25,4,0,3,4,3720
26130,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,2,4,44,25,4,0,3,4,3720
26140,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3750
26150,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3750
26160,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,0,4,43,25,4,0,3,4,3810
26170,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3820
26180,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,0,4,43,25,4,0,3,4,3810
26190,5,2,0,4,15,4,27,380,1,0,0,0,108,0,0,0,0,0,4,43,25,4,0,3,4,3810
26200,5,2,0,4,15,4,27,340,1,0,0,0,108,0,0,0,0,6,4,45,25,4,0,3,4,3830
26210,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3870
26220,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3900
26230,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3750
26240,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3820
26250,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3820
26260,5,2,0,4,15,4,27,340,1,0,0,0,108,0,0,0,0,6,4,45,25,4,0,3,4,3830
26270,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3870
26280,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3870
26290,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3900
26300,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3900
26310,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3930
26320,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3960
26330,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3960
26340,5,2,0,4,15,4,27,340,1,0,0,0,108,0,0,0,0,6,2,45,25,4,0,3,4,3840
26350,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3880
26360,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3880
26370,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3900
26380,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3900
26390,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3930
26400,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3960
26410,5,2,0,4,15,4,27,340,1,0,0,0,108,0,0,0,0,6,2,45,25,4,0,3,4,3840
26420,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3880
26430,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3970
26440,5,2,0,4,15,4,27,340,1,0,0,0,108,0,0,0,0,6,4,45,25,4,0,3,4,3850
26450,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3890
26460,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3890
26470,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3890
26480,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3910
26490,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3910
26500,5,2,0,4,15,4,27,340,1,0,0,0,108,0,0,0,0,6,4,45,25,4,0,3,4,3850
26510,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3940
26520,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3980
26530,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3970
26540,5,2,0,4,15,4,27,340,1,0,0,0,108,0,0,0,0,6,4,45,25,4,0,3,4,3860
26550,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3890
26560,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3920
26570,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3910
26580,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3950
26590,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3990
26600,5,2,0,4,15,4,27,370,1,0,0,0,108,0,0,0,0,0,4,44,25,4,0,3,4,3990
27010,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4040
27020,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4000
27030,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4040
27040,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4050
27050,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4050
27060,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4050
27070,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4000
27080,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4000
27090,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4040
27100,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4040
27110,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4010
27120,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4010
27130,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4060
27140,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4090
27150,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4110
27160,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,0,0,3,2,51,5,5,0,4,5,4140
27170,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,0,0,3,2,51,5,5,0,4,5,4140
27180,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4020
27190,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4010
27200,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4060
27210,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4060
27220,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4090
27230,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4090
27240,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4110
27250,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4110
27260,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4020
27270,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,1,0,0,5,51,5,5,0,4,5,4020
27280,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4070
27290,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,0,0,3,2,51,5,5,0,4,5,4140
27300,7,2,0,5,15,5,7,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4030
27310,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4030
27320,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4030
27330,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4080
27340,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4080
27350,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4070
27360,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4100
27370,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4100
27380,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4120
27390,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4120
27400,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,2,51,5,5,0,4,5,4150
27410,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,2,51,5,5,0,4,5,4150
27420,7,2,0,5,15,5,7,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4030
27430,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4080
27440,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4080
27450,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4100
27460,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4190
27470,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4190
27480,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4280
27490,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,5,51,5,5,0,4,5,4130
27500,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,5,51,5,5,0,4,5,4430
27510,7,2,0,5,15,5,7,440,1,0,0,0,109,0,0,28,0,0,2,51,5,5,0,4,5,4160
27520,7,2,0,5,15,5,7,440,1,0,0,0,109,0,0,28,0,0,2,51,5,5,0,4,5,4160
27530,7,2,1,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,5,51,5,5,0,4,5,4170
27540,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,5,51,5,5,0,4,5,4180
27550,7,2,0,5,15,5,7,410,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4290
27560,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,5,51,5,5,0,4,5,4430
27570,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,5,51,5,5,0,4,5,4430
27580,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,5,51,5,5,0,4,5,4440
27590,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,5,51,5,5,0,4,5,4440
27600,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,5,51,5,5,0,4,5,4440
27610,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,5,51,5,5,0,4,5,4560
27620,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,5,51,5,5,0,4,5,4560
27630,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,5,51,5,5,0,4,5,4430
27640,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,5,51,5,5,0,4,5,4440
27650,7,2,0,5,15,5,27,440,1,0,0,0,109,0,0,28,0,0,5,51,5,5,0,4,5,4550
27660,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4450
28010,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4190
28020,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,51,5,5,0,4,5,4190
28030,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4280
28040,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4280
28050,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4200
28060,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4200
28070,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4200
28080,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,2,52,5,5,0,4,5,4300
28090,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,2,52,5,5,0,4,5,4300
28100,7,2,0,5,15,5,27,410,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4290
28110,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4310
28120,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4210
28130,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4210
28140,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4460
28150,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,28,0,0,5,52,5,5,0,4,5,4520
28160,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,28,0,0,5,52,5,5,0,4,5,4540
28170,7,2,0,5,15,5,27,421,1,0,0,0,109,0,0,0,0,2,2,52,5,5,0,4,5,4220
28180,7,2,0,5,15,5,27,421,1,0,0,0,109,0,0,0,0,2,2,52,5,5,0,4,5,4230
28190,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,2,52,5,5,0,4,5,4320
28200,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4310
28210,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4460
28220,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4450
28230,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,28,0,0,5,52,5,5,0,4,5,4520
28240,7,2,0,5,15,5,27,421,1,0,0,0,109,0,0,0,0,2,2,52,5,5,0,4,5,4230
28250,7,2,0,5,15,5,27,421,1,0,0,0,109,0,0,0,0,2,2,52,5,5,0,4,5,4230
28260,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,2,52,5,5,0,4,5,4320
28270,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4450
28280,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4530
28290,7,2,0,5,15,5,27,421,1,0,0,0,109,0,0,0,0,2,2,52,5,5,0,4,5,4330
28300,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4460
28310,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4510
28320,7,2,0,5,15,5,27,421,1,0,0,0,109,0,0,0,0,2,2,52,5,5,0,4,5,4240
28330,7,2,0,5,15,5,27,421,1,0,0,0,109,0,0,0,0,2,2,52,5,5,0,4,5,4340
28340,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4360
28350,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4510
28360,7,2,0,5,15,5,27,421,1,0,0,0,109,0,0,0,0,2,2,52,5,5,0,4,5,4240
28370,7,2,0,5,15,5,27,421,1,0,0,0,109,0,0,0,0,2,2,52,5,5,0,4,5,4240
28380,7,2,0,5,15,5,27,421,1,0,0,0,109,0,0,0,0,2,2,52,5,5,0,4,5,4350
28390,7,2,0,5,15,5,27,421,1,0,0,0,109,0,0,0,0,2,2,52,5,5,0,4,5,4350
28400,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4370
28410,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4510
28420,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4380
28430,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4470
28440,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4510
28450,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4380
28460,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4370
28470,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4470
28480,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4500
28490,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4510
28500,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4250
28510,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4260
28520,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4390
28530,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4380
28540,7,2,0,5,15,5,27,422,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4380
28550,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4470
28560,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4500
28570,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4490
28580,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4490
28590,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4250
28600,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4270
28610,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4270
28620,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4390
28630,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4400
28640,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4490
28650,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4400
28660,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4480
28670,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4410
28680,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4410
28690,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4410
28700,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4410
28710,7,2,0,5,15,5,8,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4420
28720,7,2,0,5,15,5,8,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4420
28730,7,2,0,5,15,5,27,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4420
28740,7,2,0,5,15,5,8,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4420
28750,7,2,0,5,15,5,8,430,1,0,0,0,109,0,0,0,0,0,5,52,5,5,0,4,5,4420
29010,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4830
29020,8,2,0,5,15,5,9,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4830
29030,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4830
29040,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4810
29050,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4830
29060,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4810
29070,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4810
29080,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4830
29090,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4830
29100,8,2,0,5,15,5,9,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4840
29110,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4780
29120,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4810
29130,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4760
29140,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4760
29150,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4780
29160,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,0,5,52,16,5,0,5,5,4820
29170,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4750
29180,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4760
29190,8,2,0,5,15,5,27,472,1,0,0,0,110,0,0,0,0,2,5,52,16,5,0,5,5,4790
