    line   @hdwyam   @hdwymd   @hdwypm
'027N1P'         0         0      12.5
'027S1A'      12.5         0         0
'027S1M'         0      12.5         0
'027S1P'         0         0      12.5
'028N1A'       7.5         0         0
'028N1M'         0      12.5         0
'028N1P'         0         0        10
'028S1A'      12.5         0         0
'028S1M'         0      12.5         0
'028S1P'         0         0        10
'029N1 '      12.5      12.5      12.5
'029S1 '      12.5      12.5      12.5
'032N1A'  16.66667         0         0
'032S1P'         0         0  16.66667
'033E1 '      12.5      12.5  8.333333
'033W1 '       7.5      12.5        10
'041E1 '      12.5      12.5      12.5
'041W1 '      12.5      12.5      12.5
'044E1A'  8.333333         0         0
'044EB1'         0  16.66667       7.5
'044W1P'         0         0      12.5
'044WB1'       7.5      12.5         0
'049E1 '  3.333333         5  3.333333
'049W1 '  3.333333         5  3.333333
'050N1 '      12.5      12.5      12.5
'050S1 '      12.5      12.5      12.5
'084E1 '  6.666667  8.333333  4.166667
'084W1 '         5  6.666667  5.833333
'095EA '         5         0         0
'095EM '         0         7         0
'095EP '         0         0         5
'095WA '         5         0         0
'095WM '         0         7         0
'095WP '         0         0         5
'096NB1'         6         6         6
'096SB1'         6         6         6
'100E1 '  8.333333        10       7.5
'100W1 '  6.666667        10  8.333333
'101E1 '      12.5        25  16.66667
'101W1 '      12.5        25      12.5
'104M1 '        10        25  8.333333
'106E1 '  8.333333       7.5         5
'106W1 '  5.833333  6.666667       7.5
'110E1 '  16.66667        25  16.66667
'110W1 '  16.66667        25      12.5
'112E1 '      12.5      12.5      12.5
'112W1 '      12.5      12.5      12.5
'116E1 '  16.66667        25      12.5
'116W1 '        10        25  16.66667
'123E1 '        10      12.5  8.333333
'123W1 '        10      12.5        10
'125N1A'       7.5         0         0
'125S1P'         0         0  8.333333
'128E1 '  16.66667        25  16.66667
'128W1 '  16.66667        25  16.66667
'129E1A'        10         0         0
'129E1M'         0        25         0
'129E1P'         0         0        10
'129W1A'        10         0         0
'129W1M'         0        25         0
'129W1P'         0         0        10
'130N1A'         5         0         0
'130N1M'         0  6.666667         0
'130N1P'         0         0  5.833333
'130S1A'  5.833333         0         0
'130S1M'         0  5.833333         0
'130S1P'         0         0         5
'134E1A'  16.66667         0         0
'134E1M'         0        25         0
'134E1P'         0         0        25
'134W1A'        25         0         0
'134W1M'         0        25         0
'134W1P'         0         0        25
'136E1 '  16.66667        25  16.66667
'136W1 '  16.66667        25  16.66667
'144N1 '  8.333333  3.333333  6.666667
'144S1 '      12.5  6.666667  3.333333
'145N1 '  4.166667  3.333333  6.666667
'145S1 '        10  6.666667  3.333333
'152E2 '      12.5        25      12.5
'152W2 '      12.5        25      12.5
'159E1 '  16.66667        25  16.66667
'159W1 '  16.66667        25  16.66667
'160E1A'      12.5         0         0
'160E1M'         0      12.5         0
'160E1P'         0         0      12.5
'160W1A'      12.5         0         0
'160W1M'         0      12.5         0
'160W1P'         0         0      12.5
'169E1 '        25        25        25
'169W1 '        25        25        25
'210NB1'        10        25        10
'210SB1'  8.333333  16.66667        10
'211E1A'        25         0         0
'211E1P'         0         0        10
'211E2 '        25         0        10
'211E3M'         0        25         0
'211WB1'      12.5        25        25
'212E1 '        25        25        25
'212W1 '        25        25        25
'214E1A'  16.66667         0         0
'214E1M'         0        25         0
'214E1P'         0         0  16.66667
'214W1A'  16.66667         0         0
'214W1M'         0        25         0
'214W1P'         0         0  16.66667
'227N1 '        25        25        25
'227S1 '        25        25        25
'228N1 '      12.5        25        10
'228S1 '      12.5        25      12.5
'229E2 '      12.5      12.5        10
'229W1 '        10      12.5      12.5
'230M1 '  16.66667        25  8.333333
'231W1 '        25         0        25
'232E1 '      12.5        25      12.5
'232W1 '      12.5        25  16.66667
'236N1 '  16.66667      12.5      12.5
'236S1 '        25      12.5        10
'239E1 '         8        10         8
'239W1 '         8        10         8
'240E1A'        10         0         0
'240E1M'         0      12.5         0
'240E1P'         0         0       7.5
'240W1A'  5.833333         0         0
'240W1M'         0        10         0
'240W1P'         0         0       7.5
'241N1P'         0         0        10
'241S1A'  6.666667         0         0
'246E1A'  6.666667         0         0
'246E1M'         0        25         0
'246E1P'         0         0  5.833333
'246W1A'  6.666667         0         0
'246W1M'         0        25         0
'246W1P'         0         0       7.5
'247N1P'         0         0        25
'247S1A'  16.66667         0         0
'250E1A'        10         0         0
'250E1M'         0      12.5         0
'250E1P'         0         0      12.5
'250W1A'        10         0         0
'250W1M'         0      12.5         0
'250W1P'         0         0  8.333333
'251E1 '      12.5        50        25
'251W1 '        25        50        25
'252E1 '        25        50  16.66667
'252W1 '        25        50        25
'253E1 '        25         0        25
'253E2M'         0        50         0
'253W1A'  16.66667         0         0
'253W1M'         0        50         0
'253W1P'         0         0  16.66667
'254M1A'        25         0         0
'254M1M'         0        50         0
'254M1P'         0         0        25
'255E1 '  16.66667  16.66667        10
'255W1 '        25  16.66667      12.5
'256N1 '        50        50        50
'256S1 '        50        50        50
'257E1A'        25         0         0
'257E1M'         0      12.5         0
'257E1P'         0         0      12.5
'257W1A'        25         0         0
'257W1M'         0  16.66667         0
'257W1P'         0         0        10
'258N1P'         0         0        50
'258S1A'  16.66667         0         0
'259N1 '        50         0        50
'259S1 '        50         0        50
'301E1 '  16.66667        25      12.5
'301W1 '      12.5        25  16.66667
'311NB1'  16.66667         0         0
'311SB1'         0         0      12.5
'312N1 '  16.66667        25  16.66667
'312S1 '  16.66667        25  16.66667
'314E2 '        25        50        25
'314W1 '        25        50        25
'316N1 '        25        25        25
'316S1 '        25        25        25
'319N1 '      12.5      12.5      12.5
'319S1 '      12.5      12.5      12.5
'320E1 '      12.5      12.5        10
'320W1 '        10      12.5      12.5
'321N2A'        10         0         0
'321N2M'         0      12.5         0
'321N2P'         0         0      12.5
'321S2 '      12.5      12.5        10
'323N1 '      12.5      12.5        12
'323S1 '      12.5  16.66667        10
'324N1 '      12.5        25  16.66667
'324S1 '      12.5        25        10
'325N1 '      12.5  16.66667  16.66667
'325S1 '      12.5  16.66667        10
'326E1 '        25        50  16.66667
'326W1 '  16.66667        50        25
'329N3M'         0        50         0
'329S1 '        50         0        25
'329S3M'         0        50         0
'332E1 '        25        25  8.333333
'332W1 '      12.5        50        25
'335E2 '        10        15        10
'335W1 '        10        15        10
'337E1 '      12.5      12.5        10
'337W1 '       7.5      12.5      12.5
'340E1 '      12.5  16.66667        10
'340W1 '        10  16.66667      12.5
'341N1 '  16.66667  16.66667  16.66667
'341S1 '  16.66667        25  16.66667
'345N1 '      12.5        25        25
'345S1 '        25        25  16.66667
'351NB1'       7.5      12.5      12.5
'351SB1'      12.5      12.5       7.5
'352NB1'       7.5         0         0
'352SB1'         0         0      12.5
'354NB1'      12.5         0         0
'354SB1'         0         0        10
'364E1 '        25        25        25
'364W1 '        25        25        25
'375N1 '        25        25        25
'375S1 '        25        25        25
'388E1 '        20         0  16.66667
'388W1 '        25        50        25
'391N1A'        25         0         0
'391S1P'         0         0        25
'393N1A'        25         0         0
'393S1P'         0         0  16.66667
'394N1 '        25         0        25
'394S1 '        50         0        25
'395E1P'         0         0        20
'395W1A'        60         0         0
'401E1 '       7.5  8.333333       7.5
'401W1 '  6.666667        10  6.666667
'402N1 '  8.333333  16.66667  8.333333
'402S1 '  8.333333  16.66667  8.333333
'403N1 '  6.666667      12.5      12.5
'403S1 '  16.66667      12.5  8.333333
'404E1 '  16.66667        25  16.66667
'404W1 '  16.66667        25  16.66667
'405N1 '        25        25        25
'405S1 '        25        25        25
'407N1 '      12.5        25      12.5
'407S1 '      12.5        25        10
'410E1A'         5         0         0
'410E1M'         0       7.5         0
'410E1P'         0         0         5
'410W2A'         5         0         0
'410W2M'         0  6.666667         0
'410W2P'         0         0         5
'480E1 '        25      12.5       7.5
'480W1 '  8.333333        10      12.5
'501N1 '  16.66667      12.5       7.5
'501S1 '       7.5  16.66667  16.66667
'502E1 '        12        15        12
'502W1 '        12        15        12
'503E1 '        15        30        15
'503W1 '        15        30        15
'509E1P'         0         0  16.66667
'509W1A'        10         0         0
'531E1 '        25        25        25
'531W1 '        25        25        25
'590N1A'  8.333333         0         0
'590S1P'         0         0  16.66667
'595N1 '        25        25        25
'595S1 '        25        25  16.66667
'601NB1'  8.333333  16.66667      12.5
'601SB1'      12.5        25      12.5
'602NB1'        25         0         0
'602SB1'         0         0        25
'603NB1'        25         0        25
'604NB1'        25         0        25
'608M1A'  16.66667         0         0
'609E1 '        50        50        50
'609W1 '        50        50        50
'620NB1'        50        25        25
'620SB1'        50        25        25
'640NB1'  16.66667        25  16.66667
'640SB1'  16.66667        25        20
'701E1 '      12.5      12.5      12.5
'701W3 '      12.5      12.5      12.5
'9900N '        10        15        10
'9900S '        10        15        10
'9903EP'         0         0        20
'9903WA'        20         0         0
'9910N '         5         7         5
'9910S '         5         7         5
'9911N '         5         7         5
'9911S '         5         7         5
'9920E '       2.3         6       2.3
'9920W '       2.3         6       2.3
'9921E '       4.5         6       4.5
'9921W '       4.5         6       4.5
'9922E2'      3.16         6      3.16
'9922W2'      3.16         6      3.16
'9923E '         0         0         0
'9923W '         0         0         0
'9924E '         0         0         0
'9924W '         0         0         0
'c01E1A'        25         0         0
'c01E1M'         0        25         0
'c01E1P'         0         0        25
'c01W1A'        25         0         0
'c01W1M'         0        25         0
'c01W1P'         0         0        25
'c02N1A'        25         0         0
'c02N1M'         0        25         0
'c02N1P'         0         0        25
'c02S1A'        25         0         0
'c02S1M'         0        25         0
'c02S1P'         0         0        25
'c03E1 '      12.5        25  8.333333
'c03W1 '  6.666667        25      12.5
'c04E1 '        25        25        25
'c04W1 '        25        25        25
'c05E1 '        25        25  16.66667
'c05W1 '      12.5        25        25
'c06M1 '        25        25        25
'c07E1 '        25        25        10
'c07W1 '      12.5        25        25
'c08E1 '       7.5      12.5  8.333333
'c08W1 '  8.333333      12.5  8.333333
'c09N1 '        25        25        25
'c09S1 '        25        25        25
'c12N1 '        50        50        50
'c12S1 '        25        50        50
'c15E1 '  16.66667        25        10
'c15W1 '      12.5        25      12.5
'c20E1 '  16.66667  16.66667      12.5
'c21E1 '  8.333333  8.333333         5
'c21W1A'  5.833333         0         0
'c21W1M'         0  8.333333         0
'c21W1P'         0         0       7.5
'c23E1 '  5.833333  8.333333       7.5
'c23W1A'  8.333333         0         0
'c23W1M'         0  8.333333         0
'c23W1P'         0         0  4.166667
'c24N1 '      12.5        25  8.333333
'c24S1A'  8.333333         0         0
'c24S1M'         0  16.66667         0
'c24S1P'         0         0      12.5
'c25N1A'      12.5         0         0
'c25N1M'         0        25         0
'c25N1P'         0         0      12.5
'c25S1 '      12.5        25      12.5
'c26N2A'        25         0         0
'c26N2M'         0        50         0
'c26N2P'         0         0        25
'c26S1 '        25        50        25
'c27E1 '        25        25        25
'c27W1A'        25         0         0
'c27W1M'         0        25         0
'c27W1P'         0         0        25
'c28E1A'      12.5         0         0
'c28E1M'         0        25         0
'c28E1P'         0         0      12.5
'c28W1A'      12.5         0         0
'c28W1M'         0        25         0
'c28W1P'         0         0      12.5
'c29M1A'  16.66667         0         0
'c29M1M'         0        25         0
'c29M1P'         0         0  16.66667
'c30N1 '        25        25        25
'c30S1 '        25        25        25
'c36M1 '        10        25        10
'c37M1 '      12.5        25      12.5
'c37M2 '      12.5        25      12.5
'c38M1 '        25        25        25
'c38M2 '        25        25        25
'c40E1A'      12.5         0         0
'c40E1M'         0        25         0
'c40E1P'         0         0      12.5
'c40W1 '      12.5        25      12.5
'c41E2 '        25        25        25
'c41W2 '        25        25        25
'c43E1 '        25        25        25
'c43W1 '        25        25        25
'c44E1 '        25        25        25
'c44W1 '        25        25        25
'c45M1 '        10        50        25
'c46M1 '        25        25        10
'c47M1 '  16.66667        25        25
'c48M1 '        25        50        50
'c49E1 '        50        50        50
'c49W1 '        25        50        50
'c50E1 '        50        25        25
'c50W1 '        50        25        25
'c51E1 '        25        25        25
'c51W1 '        25        25        25
'c52N1M'         0        25         0
'c52S1M'         0        25         0
'c53M1 '        25        25        25
'c60M1 '        50        50        50
'c61M1 '        50        50        50
'c62N1 '        25        25        25
'c62S1 '        25        25        25
'c63N1 '        50        50        50
'c63S1 '        50        50        50
'c64E1 '        50        50        50
'c64W1 '        50        50        50
'c70E1 '        25        25        25
'c70W1 '        25        25        25
'c71E1 '  16.66667        25        25
'c71W1 '        25        50        25
'c73E1 '  16.66667        25      12.5
'c73W1 '        10        25        25
'c75E1 '        25        25  16.66667
'c75W1 '        25  16.66667  16.66667
'c76E1 '        25        25        25
'c76W1 '        25        25        25
'c84N1M'         0        50         0
'c84S1M'         0        50         0
'c86E1 '        25        25        25
'c86W1 '        25        25        25
'c87M1 '        25        25        25
'c88M1 '        25        25        25
'c89N1M'         0        50         0
'c89S1M'         0        50         0
'c92M1 '  6.666667        25      12.5
'c93E1 '  16.66667        25        25
'c93W1 '        25        25        25
'c94E2M'         0        25         0
'c94W2M'         0        25         0
'c96E1 '        25        50        25
'c96W1 '        25        50        25
'c98N1 '        25         0        25
'c98S1 '        25        50        25
'c99E1M'         0        50         0
'c99W1M'         0        50         0
'cf01E '      12.5      12.5      12.5
'cf01W '      12.5      12.5      12.5
'cf02E '      12.5      12.5      12.5
'cf02W '      12.5      12.5      12.5
'cf03E '      12.5      12.5      12.5
'cf03W '      12.5      12.5      12.5
'cf04N '        25        25        25
'cf04S '        25        25        25
'cf05E '        25        25        25
'cf05W '        25        25        25
'cf06L '        25        25        25
'cf07L '        25        25        25
'cf12N '        25        25        25
'cf12S '        25        25        25
'cf15E '        50        50        50
'cf15W '        50        50        50
'cf16E '        25        25        25
'cf16W '        25        25        25
'cf17L '        50        50        50
'cf21E '        50        50        50
'cf21W '        50        50        50
'cf22L '        25        25        25
'cf23L '        50        50        50
'cf31N '      12.5        25      12.5
'cf31S '      12.5        25      12.5
'cf32L '  20.83333        25  20.83333
'cf33L '  20.83333        25  20.83333
'cf34N '  20.83333        25  20.83333
'cf34S '  20.83333        25  20.83333
'cf35E '        25         0        25
'cf35W '        50         0        50
'cf66E '        25        50        25
'cf66W '        25        50        25
'ch01N '  16.66667  16.66667  16.66667
'ch01S '  16.66667  16.66667  16.66667
'ch02N '        50        50        50
'ch02S '        50        50        50
'ch03L '        25        25        25
'ch04N '        50        50        50
'ch04S '        50        50        50
'n003E '  8.333333      12.5  8.333333
'n003W '  8.333333      12.5  8.333333
'n006E '        25        25        25
'n006W '        25        25        25
'n007EA'  8.333333         0         0
'n007EM'         0      12.5         0
'n007EP'         0         0  8.333333
'n007W '  8.333333      12.5  8.333333
'n151E '      12.5        25      12.5
'n151WA'      12.5         0         0
'n151WM'         0        25         0
'n151WP'         0         0      12.5
'n153E '  16.66667        25  16.66667
'n153W '  16.66667        25  16.66667
'n154E '  16.66667        25  16.66667
'n154W '  16.66667        25  16.66667
'n155E '  16.66667        25  16.66667
'n155W '  16.66667        25  16.66667
'n156N '  16.66667        25  16.66667
'n156S '  16.66667        25  16.66667
'n157N '        25        25        25
'n157S '        25        25        25
'n188N '      12.5        25      12.5
'n188S '      12.5        25      12.5
'n555E '  8.333333        25  8.333333
'n555W '  8.333333        25  8.333333
'n791E '  16.66667        25  8.333333
'n791W '      12.5        25  16.66667
'x041E '         5         5         5
'x041W '         5         5         5
'x099E '         3         3         3
'x099W '         3         3         3
'x239E '         8        10         8
'x239W '         8        10         8
'x319N '       7.5       7.5       7.5
'x319S '       7.5       7.5       7.5
'x430E '        15        15        15
'x430W '        15        15        15
'x502E '         8        10         8
'x502W '         8        10         8
'x701E '        10        15        10
'x701W '        10        15        10
